system_id,fast_scale,slow_scale,scenario_id,scenario_name,time_step,fast_phase,slow_phase,fast_potential,fast_connectedness,fast_resilience,fast_rigidity,fast_memory,slow_potential,slow_connectedness,slow_resilience,slow_rigidity,slow_memory,revolt_effect,remember_effect,fast_phase_changed,slow_phase_changed
ACYP003,neighborhood_drainage,regional_precipitation_infrastructure_finance,CY004,Cascading revolt,2,r,alpha,0.48951,0.49216,0.52053,0.39981,0.51145,0.32686,0.26701,0.48991,0.28429,0.59283,0.0,0.0,False,True
ACYP003,neighborhood_drainage,regional_precipitation_infrastructure_finance,CY004,Cascading revolt,3,r,r,0.5145,0.53279,0.4841,0.43285,0.51762,0.38428,0.30577,0.51809,0.27906,0.5931,0.0,0.0,False,True
ACYP003,neighborhood_drainage,regional_precipitation_infrastructure_finance,CY004,Cascading revolt,4,K,r,0.53948,0.57016,0.44906,0.46776,0.5241,0.40794,0.36131,0.63439,0.30353,0.59799,0.0,0.0,True,False
ACYP003,neighborhood_drainage,regional_precipitation_infrastructure_finance,CY004,Cascading revolt,5,K,r,0.56433,0.60455,0.41529,0.50438,0.53087,0.4321,0.4124,0.59352,0.33055,0.60318,0.0,0.0,False,False
ACYP003,neighborhood_drainage,regional_precipitation_infrastructure_finance,CY004,Cascading revolt,6,K,r,0.58891,0.63619,0.38268,0.54259,0.53794,0.45664,0.45941,0.55439,0.35992,0.60866,0.0,0.0,False,False
ACYP003,neighborhood_drainage,regional_precipitation_infrastructure_finance,CY004,Cascading revolt,7,K,r,0.61312,0.66529,0.35115,0.58226,0.54529,0.48145,0.50266,0.51686,0.39145,0.61443,0.0,0.0,False,False
ACYP003,neighborhood_drainage,regional_precipitation_infrastructure_finance,CY004,Cascading revolt,8,K,r,0.63684,0.69207,0.32061,0.62326,0.55294,0.50641,0.54245,0.48079,0.42497,0.62051,0.0,0.0,False,False
ACYP003,neighborhood_drainage,regional_precipitation_infrastructure_finance,CY004,Cascading revolt,9,K,K,0.65997,0.7167,0.29098,0.6655,0.56086,0.53141,0.57905,0.44608,0.46033,0.62689,0.0,0.0,False,True
ACYP003,neighborhood_drainage,regional_precipitation_infrastructure_finance,CY004,Cascading revolt,10,K,K,0.68241,0.73937,0.26218,0.70886,0.56904,0.55631,0.61273,0.41261,0.49736,0.63356,0.0,0.0,False,False
ACYP003,neighborhood_drainage,regional_precipitation_infrastructure_finance,CY004,Cascading revolt,11,Omega,K,0.70408,0.76022,0.23415,0.75327,0.57749,0.58099,0.64371,0.38028,0.53595,0.64054,0.0,0.0,True,False
ACYP003,neighborhood_drainage,regional_precipitation_infrastructure_finance,CY004,Cascading revolt,12,alpha,K,0.29572,0.24327,0.53415,0.28624,0.49664,0.60534,0.67221,0.349,0.57596,0.6478,0.0,0.0,True,False
ACYP003,neighborhood_drainage,regional_precipitation_infrastructure_finance,CY004,Cascading revolt,13,r,K,0.40982,0.2874,0.55973,0.29637,0.51047,0.62923,0.69843,0.3187,0.61728,0.65535,0.0,0.07774,True,False
ACYP003,neighborhood_drainage,regional_precipitation_infrastructure_finance,CY004,Cascading revolt,14,r,K,0.43401,0.34441,0.63927,0.31999,0.51568,0.65256,0.72256,0.28928,0.65981,0.66318,0.0,0.0,False,False
ACYP003,neighborhood_drainage,regional_precipitation_infrastructure_finance,CY004,Cascading revolt,15,r,K,0.45857,0.39686,0.59783,0.34624,0.52118,0.67523,0.74476,0.26068,0.70344,0.67128,0.0,0.0,False,False
ACYP003,neighborhood_drainage,regional_precipitation_infrastructure_finance,CY004,Cascading revolt,16,r,Omega,0.4834,0.44511,0.55817,0.37489,0.52699,0.69716,0.76517,0.23284,0.7481,0.67965,0.0,0.0,False,True
ACYP003,neighborhood_drainage,regional_precipitation_infrastructure_finance,CY004,Cascading revolt,17,r,alpha,0.50837,0.4895,0.52015,0.40577,0.53309,0.29281,0.24486,0.53284,0.28428,0.5845,0.0,0.0,False,True
ACYP003,neighborhood_drainage,regional_precipitation_infrastructure_finance,CY004,Cascading revolt,18,r,r,0.53337,0.53034,0.48364,0.43868,0.53949,0.36993,0.26786,0.56341,0.28671,0.58689,0.0,0.0,False,True
ACYP003,neighborhood_drainage,regional_precipitation_infrastructure_finance,CY004,Cascading revolt,19,K,r,0.55825,0.56791,0.44851,0.47348,0.54619,0.39323,0.32643,0.654,0.30943,0.59161,0.0,0.0,True,False
ACYP003,neighborhood_drainage,regional_precipitation_infrastructure_finance,CY004,Cascading revolt,20,K,r,0.58291,0.60248,0.41466,0.51,0.55318,0.41709,0.38032,0.61195,0.33485,0.59661,0.0,0.0,False,False
ACYP003,neighborhood_drainage,regional_precipitation_infrastructure_finance,CY004,Cascading revolt,21,K,r,0.60723,0.63428,0.38199,0.54812,0.56047,0.44141,0.42989,0.57173,0.36275,0.60191,0.0,0.0,False,False
ACYP003,neighborhood_drainage,regional_precipitation_infrastructure_finance,CY004,Cascading revolt,22,K,r,0.63108,0.66354,0.35039,0.58769,0.56804,0.46606,0.4755,0.5332,0.39292,0.6075,0.0,0.0,False,False
ACYP003,neighborhood_drainage,regional_precipitation_infrastructure_finance,CY004,Cascading revolt,23,K,r,0.65436,0.69046,0.31979,0.62862,0.57589,0.49095,0.51746,0.49621,0.42519,0.61339,0.0,0.0,False,False
ACYP003,neighborhood_drainage,regional_precipitation_infrastructure_finance,CY004,Cascading revolt,24,K,K,0.67698,0.71522,0.2901,0.67078,0.58402,0.51594,0.55606,0.46065,0.4594,0.61959,0.0,0.0,False,True
ACYP003,neighborhood_drainage,regional_precipitation_infrastructure_finance,CY004,Cascading revolt,25,K,K,0.69884,0.738,0.26125,0.71408,0.5924,0.54091,0.59158,0.42639,0.49538,0.62608,0.0,0.0,False,False
ACYP003,neighborhood_drainage,regional_precipitation_infrastructure_finance,CY004,Cascading revolt,26,Omega,K,0.71989,0.75896,0.23318,0.75843,0.60104,0.56575,0.62425,0.39335,0.53299,0.63287,0.0,0.0,True,False
ACYP003,neighborhood_drainage,regional_precipitation_infrastructure_finance,CY004,Cascading revolt,27,alpha,K,0.30235,0.24287,0.53318,0.2882,0.51689,0.59031,0.65431,0.36141,0.5721,0.63995,0.0,0.0,True,False
ACYP003,neighborhood_drainage,regional_precipitation_infrastructure_finance,CY004,Cascading revolt,28,r,K,0.46835,0.28414,0.58321,0.27742,0.50904,0.6145,0.68197,0.3305,0.6126,0.64732,0.0,0.07679,True,False
ACYP003,neighborhood_drainage,regional_precipitation_infrastructure_finance,CY004,Cascading revolt,29,r,K,0.49325,0.34141,0.64762,0.30089,0.51496,0.63819,0.70741,0.30052,0.65437,0.65498,0.0,0.0,False,False
ACYP003,neighborhood_drainage,regional_precipitation_infrastructure_finance,CY004,Cascading revolt,30,r,K,0.51824,0.3941,0.60608,0.327,0.52118,0.66128,0.73082,0.27141,0.69731,0.66292,0.0,0.0,False,False
ACYP003,neighborhood_drainage,regional_precipitation_infrastructure_finance,CY004,Cascading revolt,31,r,Omega,0.54321,0.44257,0.56633,0.35552,0.5277,0.68368,0.75235,0.24309,0.74133,0.67112,0.0,0.0,False,True
ACYP003,neighborhood_drainage,regional_precipitation_infrastructure_finance,CY004,Cascading revolt,32,r,alpha,0.56802,0.48717,0.52822,0.38628,0.53451,0.28714,0.24075,0.54309,0.28171,0.57716,0.0,0.0,False,True
ACYP003,neighborhood_drainage,regional_precipitation_infrastructure_finance,CY004,Cascading revolt,33,r,r,0.59256,0.52819,0.49163,0.41909,0.54162,0.40687,0.26471,0.59854,0.28407,0.56828,0.0,0.0,False,True
ACYP003,neighborhood_drainage,regional_precipitation_infrastructure_finance,CY004,Cascading revolt,34,K,r,0.6167,0.56594,0.45643,0.45379,0.54902,0.431,0.32353,0.65675,0.30665,0.57345,0.0,0.0,True,False
ACYP003,neighborhood_drainage,regional_precipitation_infrastructure_finance,CY004,Cascading revolt,35,K,r,0.64034,0.60066,0.42251,0.49022,0.55671,0.45553,0.37765,0.6146,0.33193,0.57892,0.0,0.0,False,False
ACYP003,neighborhood_drainage,regional_precipitation_infrastructure_finance,CY004,Cascading revolt,36,K,r,0.66337,0.63261,0.38978,0.52825,0.56467,0.48033,0.42744,0.57429,0.3597,0.58468,0.0,0.0,False,False
ACYP003,neighborhood_drainage,regional_precipitation_infrastructure_finance,CY004,Cascading revolt,37,K,r,0.6857,0.662,0.35812,0.56775,0.5729,0.50529,0.47324,0.53567,0.38976,0.59074,0.0,0.0,False,False
ACYP003,neighborhood_drainage,regional_precipitation_infrastructure_finance,CY004,Cascading revolt,38,K,r,0.70725,0.68904,0.32747,0.6086,0.58138,0.53029,0.51538,0.49861,0.42193,0.59711,0.0,0.0,False,False
ACYP003,neighborhood_drainage,regional_precipitation_infrastructure_finance,CY004,Cascading revolt,39,K,K,0.72796,0.71392,0.29773,0.6507,0.59012,0.5552,0.55415,0.46297,0.45604,0.60377,0.0,0.0,False,True
ACYP003,neighborhood_drainage,regional_precipitation_infrastructure_finance,CY004,Cascading revolt,40,K,K,0.74776,0.7368,0.26884,0.69394,0.59909,0.57989,0.58982,0.42866,0.49193,0.61073,0.0,0.0,False,False
ACYP003,neighborhood_drainage,regional_precipitation_infrastructure_finance,CY004,Cascading revolt,41,Omega,K,0.76662,0.75786,0.24073,0.73823,0.60829,0.60425,0.62263,0.39555,0.52946,0.61798,0.0,0.0,True,False
ACYP003,neighborhood_drainage,regional_precipitation_infrastructure_finance,CY004,Cascading revolt,42,alpha,K,0.32198,0.24251,0.54073,0.28053,0.52313,0.62817,0.65282,0.36356,0.5685,0.62552,0.0,0.0,True,False
ACYP003,neighborhood_drainage,regional_precipitation_infrastructure_finance,CY004,Cascading revolt,43,r,K,0.4195,0.28087,0.56576,0.27909,0.5211,0.65152,0.6806,0.33259,0.60893,0.63334,0.0,0.07506,True,False
ACYP003,neighborhood_drainage,regional_precipitation_infrastructure_finance,CY004,Cascading revolt,44,r,K,0.44385,0.3384,0.64897,0.30241,0.52642,0.67423,0.70615,0.30257,0.65064,0.64143,0.0,0.0,False,False
ACYP003,neighborhood_drainage,regional_precipitation_infrastructure_finance,CY004,Cascading revolt,45,r,K,0.46854,0.39133,0.60733,0.32838,0.53205,0.69619,0.72966,0.27342,0.69352,0.64978,0.0,0.0,False,False
ACYP003,neighborhood_drainage,regional_precipitation_infrastructure_finance,CY004,Cascading revolt,46,r,Omega,0.49344,0.44003,0.56748,0.35678,0.53797,0.71734,0.75128,0.24506,0.73749,0.65839,0.0,0.0,False,True
ACYP003,neighborhood_drainage,regional_precipitation_infrastructure_finance,CY004,Cascading revolt,47,r,alpha,0.51844,0.48482,0.52929,0.38742,0.54419,0.30128,0.24041,0.54506,0.28024,0.56621,0.0,0.0,False,True
ACYP003,neighborhood_drainage,regional_precipitation_infrastructure_finance,CY004,Cascading revolt,48,r,r,0.5434,0.52604,0.49262,0.42012,0.55071,0.4093,0.28177,0.58543,0.28935,0.55353,0.0,0.0,False,True
ACYP003,neighborhood_drainage,regional_precipitation_infrastructure_finance,CY004,Cascading revolt,49,K,r,0.56821,0.56395,0.45734,0.45472,0.55753,0.43348,0.33923,0.64495,0.31271,0.55873,0.0,0.0,True,False
ACYP003,neighborhood_drainage,regional_precipitation_infrastructure_finance,CY004,Cascading revolt,50,K,r,0.59275,0.59884,0.42336,0.49106,0.56464,0.45804,0.39209,0.60334,0.33872,0.56423,0.0,0.0,False,False
ACYP003,neighborhood_drainage,regional_precipitation_infrastructure_finance,CY004,Cascading revolt,51,K,r,0.61689,0.63093,0.39056,0.52901,0.57204,0.48286,0.44073,0.56352,0.36716,0.57002,0.0,0.0,False,False
ACYP003,neighborhood_drainage,regional_precipitation_infrastructure_finance,CY004,Cascading revolt,52,K,r,0.64052,0.66046,0.35885,0.56843,0.57973,0.50783,0.48547,0.52535,0.39783,0.57612,0.0,0.0,False,False
ACYP003,neighborhood_drainage,regional_precipitation_infrastructure_finance,CY004,Cascading revolt,53,K,r,0.66355,0.68762,0.32814,0.60921,0.58769,0.53282,0.52663,0.4887,0.43056,0.58251,0.0,0.0,False,False
ACYP003,neighborhood_drainage,regional_precipitation_infrastructure_finance,CY004,Cascading revolt,54,K,K,0.68587,0.71261,0.29836,0.65124,0.59592,0.55772,0.5645,0.45345,0.46519,0.5892,0.0,0.0,False,True
ACYP003,neighborhood_drainage,regional_precipitation_infrastructure_finance,CY004,Cascading revolt,55,K,K,0.70742,0.7356,0.26942,0.69442,0.60441,0.58238,0.59934,0.41948,0.50155,0.59619,0.0,0.0,False,False
ACYP003,neighborhood_drainage,regional_precipitation_infrastructure_finance,CY004,Cascading revolt,56,Omega,K,0.72812,0.75675,0.24127,0.73866,0.61315,0.60671,0.63139,0.3867,0.53952,0.60347,0.0,0.0,True,False
ACYP003,neighborhood_drainage,regional_precipitation_infrastructure_finance,CY004,Cascading revolt,57,alpha,K,0.30581,0.24216,0.54127,0.28069,0.52731,0.63057,0.66088,0.35501,0.57897,0.61104,0.0,0.0,True,False
ACYP003,neighborhood_drainage,regional_precipitation_infrastructure_finance,CY004,Cascading revolt,58,r,K,0.46843,0.25973,0.56973,0.2777,0.54273,0.65386,0.68801,0.32431,0.61977,0.61889,0.0,0.07332,True,False
ACYP003,neighborhood_drainage,regional_precipitation_infrastructure_finance,CY004,Cascading revolt,59,r,K,0.49333,0.31895,0.66183,0.30005,0.54865,0.67649,0.71297,0.29454,0.66181,0.627,0.0,0.0,False,False
ACYP003,neighborhood_drainage,regional_precipitation_infrastructure_finance,CY004,Cascading revolt,60,r,K,0.51832,0.37344,0.61953,0.32512,0.55487,0.69838,0.73593,0.26562,0.70501,0.63538,0.0,0.0,False,False
ACYP003,neighborhood_drainage,regional_precipitation_infrastructure_finance,CY004,Cascading revolt,61,r,Omega,0.54329,0.42356,0.57907,0.3527,0.56139,0.71944,0.75706,0.23747,0.74926,0.64402,0.0,0.0,False,True
ACYP003,neighborhood_drainage,regional_precipitation_infrastructure_finance,CY004,Cascading revolt,62,r,alpha,0.5681,0.46968,0.54032,0.38258,0.56821,0.30217,0.24226,0.53747,0.28472,0.55386,0.0,0.0,False,True
ACYP003,neighborhood_drainage,regional_precipitation_infrastructure_finance,CY004,Cascading revolt,63,r,alpha,0.59264,0.5121,0.50314,0.41459,0.57532,0.30803,0.27152,0.57573,0.28396,0.57375,0.0,0.0,False,False
ACYP003,neighborhood_drainage,regional_precipitation_infrastructure_finance,CY004,Cascading revolt,64,K,r,0.61678,0.55113,0.46739,0.44854,0.58272,0.35175,0.29287,0.63722,0.28284,0.5668,0.0,0.0,True,True
ACYP003,neighborhood_drainage,regional_precipitation_infrastructure_finance,CY004,Cascading revolt,65,K,r,0.64042,0.58704,0.43297,0.4843,0.59041,0.37455,0.34944,0.64066,0.30671,0.57129,0.0,0.0,False,False
ACYP003,neighborhood_drainage,regional_precipitation_infrastructure_finance,CY004,Cascading revolt,66,K,r,0.66345,0.62008,0.39977,0.5217,0.59837,0.39798,0.40149,0.5994,0.33319,0.57607,0.0,0.0,False,False
ACYP003,neighborhood_drainage,regional_precipitation_infrastructure_finance,CY004,Cascading revolt,67,K,r,0.68577,0.65047,0.36769,0.56062,0.6066,0.42194,0.44937,0.55989,0.36205,0.58113,0.0,0.0,False,False
ACYP003,neighborhood_drainage,regional_precipitation_infrastructure_finance,CY004,Cascading revolt,68,K,r,0.70732,0.67844,0.33665,0.60095,0.61509,0.44633,0.49342,0.52202,0.39312,0.58649,0.0,0.0,False,False
ACYP003,neighborhood_drainage,regional_precipitation_infrastructure_finance,CY004,Cascading revolt,69,K,r,0.72802,0.70416,0.30655,0.64255,0.62382,0.47104,0.53394,0.48564,0.42622,0.59214,0.0,0.0,False,False
ACYP003,neighborhood_drainage,regional_precipitation_infrastructure_finance,CY004,Cascading revolt,70,K,K,0.74783,0.72783,0.27733,0.68534,0.6328,0.49596,0.57123,0.45064,0.46118,0.59809,0.0,0.0,False,True
ACYP003,neighborhood_drainage,regional_precipitation_infrastructure_finance,CY004,Cascading revolt,71,Omega,K,0.76668,0.7496,0.24891,0.72922,0.642,0.52096,0.60553,0.4169,0.49786,0.60434,0.0,0.0,True,False
ACYP003,neighborhood_drainage,regional_precipitation_infrastructure_finance,CY004,Cascading revolt,72,alpha,K,0.32201,0.23987,0.54891,0.27711,0.55212,0.54591,0.63709,0.38433,0.53611,0.61089,0.0,0.0,True,False
ACYP003,neighborhood_drainage,regional_precipitation_infrastructure_finance,CY004,Cascading revolt,73,r,K,0.48461,0.27437,0.59979,0.27244,0.54196,0.5707,0.66612,0.35283,0.57582,0.61774,0.0,0.07331,True,False
ACYP003,neighborhood_drainage,regional_precipitation_infrastructure_finance,CY004,Cascading revolt,74,r,K,0.50959,0.33242,0.65504,0.29546,0.54807,0.5952,0.69283,0.32231,0.61686,0.62489,0.0,0.0,False,False
ACYP003,neighborhood_drainage,regional_precipitation_infrastructure_finance,CY004,Cascading revolt,75,r,K,0.53458,0.38583,0.6132,0.32115,0.55449,0.6193,0.7174,0.2927,0.65913,0.63232,0.0,0.0,False,False
ACYP003,neighborhood_drainage,regional_precipitation_infrastructure_finance,CY004,Cascading revolt,76,r,K,0.55946,0.43496,0.57316,0.3493,0.5612,0.64287,0.74001,0.26393,0.70253,0.64003,0.0,0.0,False,False
ACYP003,neighborhood_drainage,regional_precipitation_infrastructure_finance,CY004,Cascading revolt,77,r,Omega,0.58411,0.48016,0.5348,0.37971,0.56821,0.66583,0.76081,0.23593,0.74697,0.64802,0.0,0.0,False,True
ACYP003,neighborhood_drainage,regional_precipitation_infrastructure_finance,CY004,Cascading revolt,78,r,alpha,0.6084,0.52175,0.49797,0.41219,0.57551,0.27965,0.24346,0.53593,0.28385,0.5573,0.0,0.0,False,True
ACYP003,neighborhood_drainage,regional_precipitation_infrastructure_finance,CY004,Cascading revolt,79,K,r,0.63223,0.56001,0.46255,0.4466,0.5831,0.33464,0.27611,0.57194,0.2719,0.54514,0.0,0.0,True,True
ACYP003,neighborhood_drainage,regional_precipitation_infrastructure_finance,CY004,Cascading revolt,80,K,r,0.65548,0.59521,0.42843,0.48276,0.59096,0.3569,0.33402,0.65421,0.295,0.54942,0.0,0.0,False,False
ACYP003,neighborhood_drainage,regional_precipitation_infrastructure_finance,CY004,Cascading revolt,81,K,r,0.67806,0.62759,0.39551,0.52054,0.5991,0.37985,0.3873,0.61241,0.32077,0.55398,0.0,0.0,False,False
ACYP003,neighborhood_drainage,regional_precipitation_infrastructure_finance,CY004,Cascading revolt,82,K,r,0.69989,0.65739,0.36369,0.5598,0.6075,0.40341,0.43631,0.57243,0.34899,0.55882,0.0,0.0,False,False
ACYP003,neighborhood_drainage,regional_precipitation_infrastructure_finance,CY004,Cascading revolt,83,K,r,0.72089,0.68479,0.33288,0.60044,0.61615,0.42748,0.48141,0.53411,0.37946,0.56395,0.0,0.0,False,False
ACYP003,neighborhood_drainage,regional_precipitation_infrastructure_finance,CY004,Cascading revolt,84,K,r,0.74101,0.71001,0.303,0.64234,0.62504,0.45195,0.5229,0.49732,0.412,0.56937,0.0,0.0,False,False
ACYP003,neighborhood_drainage,regional_precipitation_infrastructure_finance,CY004,Cascading revolt,85,K,K,0.76021,0.73321,0.27397,0.68541,0.63416,0.47672,0.56107,0.46195,0.44645,0.57509,0.0,0.0,False,True
ACYP003,neighborhood_drainage,regional_precipitation_infrastructure_finance,CY004,Cascading revolt,86,Omega,K,0.77844,0.75455,0.24574,0.72953,0.64351,0.50167,0.59618,0.42786,0.48266,0.58111,0.0,0.0,True,False
ACYP003,neighborhood_drainage,regional_precipitation_infrastructure_finance,CY004,Cascading revolt,87,alpha,K,0.32694,0.24146,0.54574,0.27722,0.55341,0.52667,0.62849,0.39497,0.52049,0.58743,0.0,0.0,True,False
ACYP003,neighborhood_drainage,regional_precipitation_infrastructure_finance,CY004,Cascading revolt,88,r,K,0.3904,0.28362,0.57428,0.28731,0.54794,0.55159,0.65821,0.36318,0.5598,0.59405,0.0,0.07049,True,False
ACYP003,neighborhood_drainage,regional_precipitation_infrastructure_finance,CY004,Cascading revolt,89,r,K,0.4142,0.34093,0.64457,0.31076,0.55291,0.57633,0.68555,0.3324,0.60048,0.60097,0.0,0.0,False,False
ACYP003,neighborhood_drainage,regional_precipitation_infrastructure_finance,CY004,Cascading revolt,90,r,K,0.43846,0.39366,0.60301,0.33684,0.55817,0.60075,0.71071,0.30254,0.64241,0.60818,0.0,0.0,False,False
ACYP003,neighborhood_drainage,regional_precipitation_infrastructure_finance,CY004,Cascading revolt,91,r,K,0.46308,0.44216,0.56324,0.36535,0.56372,0.62473,0.73385,0.27354,0.6855,0.61568,0.0,0.0,False,False
ACYP003,neighborhood_drainage,regional_precipitation_infrastructure_finance,CY004,Cascading revolt,92,r,Omega,0.48795,0.48679,0.52512,0.39609,0.56958,0.64818,0.75514,0.24533,0.72966,0.62345,0.0,0.0,False,True
ACYP003,neighborhood_drainage,regional_precipitation_infrastructure_finance,CY004,Cascading revolt,93,r,alpha,0.51293,0.52785,0.48852,0.42888,0.57573,0.27223,0.24165,0.54533,0.27727,0.53617,0.0,0.0,False,True
ACYP003,neighborhood_drainage,regional_precipitation_infrastructure_finance,CY004,Cascading revolt,94,K,alpha,0.53792,0.56562,0.45331,0.46356,0.58219,0.3109,0.26061,0.59888,0.29001,0.54008,0.0,0.0,True,False
ACYP003,neighborhood_drainage,regional_precipitation_infrastructure_finance,CY004,Cascading revolt,95,K,r,0.56277,0.60037,0.41938,0.49998,0.58894,0.38099,0.29984,0.62873,0.27668,0.54232,0.0,0.0,False,True
ACYP003,neighborhood_drainage,regional_precipitation_infrastructure_finance,CY004,Cascading revolt,96,K,r,0.58738,0.63234,0.38663,0.538,0.59599,0.40457,0.35585,0.63868,0.30087,0.54717,0.0,0.0,False,False
ACYP003,neighborhood_drainage,regional_precipitation_infrastructure_finance,CY004,Cascading revolt,97,K,r,0.61161,0.66175,0.35497,0.57748,0.60333,0.42866,0.40738,0.59762,0.32764,0.55232,0.0,0.0,False,False
ACYP003,neighborhood_drainage,regional_precipitation_infrastructure_finance,CY004,Cascading revolt,98,K,r,0.63537,0.68881,0.32431,0.61832,0.61096,0.45315,0.45479,0.55832,0.35678,0.55776,0.0,0.0,False,False
ACYP003,neighborhood_drainage,regional_precipitation_infrastructure_finance,CY004,Cascading revolt,99,K,r,0.65854,0.71371,0.29456,0.66041,0.61886,0.47793,0.49841,0.52063,0.3881,0.56349,0.0,0.0,False,False
ACYP003,neighborhood_drainage,regional_precipitation_infrastructure_finance,CY004,Cascading revolt,100,K,r,0.68102,0.73661,0.26566,0.70364,0.62703,0.50288,0.53854,0.48442,0.42143,0.56952,0.0,0.0,False,False
ACYP003,neighborhood_drainage,regional_precipitation_infrastructure_finance,CY004,Cascading revolt,101,Omega,K,0.70275,0.75768,0.23754,0.74792,0.63546,0.52788,0.57545,0.44957,0.4566,0.57586,0.0,0.0,True,True
ACYP003,neighborhood_drainage,regional_precipitation_infrastructure_finance,CY004,Cascading revolt,102,alpha,K,0.29515,0.24246,0.53754,0.28421,0.5465,0.5528,0.60942,0.41598,0.49347,0.58249,0.0,0.0,True,False
ACYP003,neighborhood_drainage,regional_precipitation_infrastructure_finance,CY004,Cascading revolt,103,r,K,0.41547,0.27933,0.61175,0.28778,0.53543,0.57752,0.64066,0.38354,0.5319,0.58942,0.0,0.0699,True,False
ACYP003,neighborhood_drainage,regional_precipitation_infrastructure_finance,CY004,Cascading revolt,104,r,K,0.43976,0.33698,0.64692,0.31103,0.54071,0.60192,0.66941,0.35216,0.57177,0.59665,0.0,0.0,False,False
ACYP003,neighborhood_drainage,regional_precipitation_infrastructure_finance,CY004,Cascading revolt,105,r,K,0.46439,0.39003,0.60523,0.33693,0.54628,0.62588,0.69586,0.32176,0.61297,0.60416,0.0,0.0,False,False
ACYP003,neighborhood_drainage,regional_precipitation_infrastructure_finance,CY004,Cascading revolt,106,r,K,0.48927,0.43882,0.56534,0.36527,0.55216,0.6493,0.72019,0.29225,0.65538,0.61195,0.0,0.0,False,False
ACYP003,neighborhood_drainage,regional_precipitation_infrastructure_finance,CY004,Cascading revolt,107,r,K,0.51426,0.48372,0.5271,0.39586,0.55833,0.67207,0.74257,0.26358,0.69891,0.62001,0.0,0.0,False,False
ACYP003,neighborhood_drainage,regional_precipitation_infrastructure_finance,CY004,Cascading revolt,108,r,Omega,0.53924,0.52502,0.4904,0.42851,0.5648,0.69411,0.76317,0.23566,0.74346,0.62834,0.0,0.0,False,True
ACYP003,neighborhood_drainage,regional_precipitation_infrastructure_finance,CY004,Cascading revolt,109,K,alpha,0.56408,0.56302,0.45509,0.46306,0.57157,0.29153,0.24421,0.53566,0.28252,0.54037,0.0,0.0,True,True
ACYP003,neighborhood_drainage,regional_precipitation_infrastructure_finance,CY004,Cascading revolt,110,K,r,0.58867,0.59798,0.42107,0.49936,0.57863,0.32767,0.28506,0.57017,0.27122,0.54332,0.0,0.0,False,True
ACYP003,neighborhood_drainage,regional_precipitation_infrastructure_finance,CY004,Cascading revolt,111,K,r,0.61288,0.63014,0.38824,0.53726,0.58599,0.3497,0.34226,0.64919,0.29473,0.54752,0.0,0.0,False,False
ACYP003,neighborhood_drainage,regional_precipitation_infrastructure_finance,CY004,Cascading revolt,112,K,r,0.63661,0.65973,0.35651,0.57665,0.59362,0.37245,0.39488,0.60768,0.32088,0.55199,0.0,0.0,False,False
ACYP003,neighborhood_drainage,regional_precipitation_infrastructure_finance,CY004,Cascading revolt,113,K,r,0.65974,0.68695,0.32578,0.6174,0.60154,0.39582,0.44329,0.56795,0.34944,0.55674,0.0,0.0,False,False
ACYP003,neighborhood_drainage,regional_precipitation_infrastructure_finance,CY004,Cascading revolt,114,K,r,0.68219,0.71199,0.29597,0.6594,0.60973,0.41973,0.48782,0.52987,0.38023,0.56177,0.0,0.0,False,False
ACYP003,neighborhood_drainage,regional_precipitation_infrastructure_finance,CY004,Cascading revolt,115,K,r,0.70387,0.73503,0.26701,0.70255,0.61817,0.44409,0.5288,0.4933,0.41307,0.5671,0.0,0.0,False,False
ACYP003,neighborhood_drainage,regional_precipitation_infrastructure_finance,CY004,Cascading revolt,116,Omega,K,0.72472,0.75623,0.23884,0.74676,0.62687,0.46878,0.5665,0.45812,0.4478,0.57273,0.0,0.0,True,True
ACYP003,neighborhood_drainage,regional_precipitation_infrastructure_finance,CY004,Cascading revolt,117,alpha,K,0.30438,0.24199,0.53884,0.28377,0.53911,0.49368,0.60118,0.42422,0.48426,0.57865,0.0,0.0,True,False
ACYP003,neighborhood_drainage,regional_precipitation_infrastructure_finance,CY004,Cascading revolt,118,r,K,0.38929,0.26449,0.58599,0.29608,0.55856,0.51867,0.63308,0.3915,0.52231,0.58487,0.0,0.06944,True,False
ACYP003,neighborhood_drainage,regional_precipitation_infrastructure_finance,CY004,Cascading revolt,119,r,K,0.41306,0.32333,0.65279,0.31865,0.56352,0.54364,0.66243,0.35987,0.56183,0.5914,0.0,0.0,False,False
ACYP003,neighborhood_drainage,regional_precipitation_infrastructure_finance,CY004,Cascading revolt,120,r,K,0.43731,0.37746,0.61064,0.34392,0.56877,0.56845,0.68944,0.32923,0.6027,0.59822,0.0,0.0,False,False
ACYP005,local_food_distribution,global_trade_climate_energy,CY004,Cascading revolt,1,r,Omega,0.40356,0.4112,0.60229,0.30696,0.44484,0.83476,0.8712,0.13927,0.82996,0.63002,0.0,0.0,False,True
ACYP005,local_food_distribution,global_trade_climate_energy,CY004,Cascading revolt,2,r,alpha,0.42763,0.4583,0.56312,0.33628,0.44997,0.3506,0.27878,0.43927,0.31538,0.54181,0.0,0.0,False,True
ACYP005,local_food_distribution,global_trade_climate_energy,CY004,Cascading revolt,3,r,alpha,0.45211,0.50164,0.52555,0.36776,0.4554,0.29363,0.32376,0.51272,0.32465,0.56387,0.0,0.0,False,False
