simulation_id,strategy_id,strategy,rank,adaptive_learning_value,winner
2428,AM003,Community Knowledge and Early Warning Network,2,7.42181,Adaptive Governance Decision-Trigger Framework
2428,AM001,Ecological Monitoring and Threshold Review,3,7.37367,Adaptive Governance Decision-Trigger Framework
2428,AM006,Safe-to-Fail Climate Adaptation Pilots,4,7.07659,Adaptive Governance Decision-Trigger Framework
2428,AM004,Infrastructure Memory and Maintenance Analytics,5,7.06853,Adaptive Governance Decision-Trigger Framework
2428,AM002,Institutional After-Action Learning System,6,6.98252,Adaptive Governance Decision-Trigger Framework
2429,AM003,Community Knowledge and Early Warning Network,1,7.62599,Community Knowledge and Early Warning Network
2429,AM004,Infrastructure Memory and Maintenance Analytics,2,7.35228,Community Knowledge and Early Warning Network
2429,AM002,Institutional After-Action Learning System,3,7.34712,Community Knowledge and Early Warning Network
2429,AM005,Adaptive Governance Decision-Trigger Framework,4,7.12796,Community Knowledge and Early Warning Network
2429,AM001,Ecological Monitoring and Threshold Review,5,7.08453,Community Knowledge and Early Warning Network
2429,AM006,Safe-to-Fail Climate Adaptation Pilots,6,7.01557,Community Knowledge and Early Warning Network
2430,AM002,Institutional After-Action Learning System,1,7.6984,Institutional After-Action Learning System
2430,AM005,Adaptive Governance Decision-Trigger Framework,2,7.68819,Institutional After-Action Learning System
2430,AM003,Community Knowledge and Early Warning Network,3,7.47964,Institutional After-Action Learning System
2430,AM004,Infrastructure Memory and Maintenance Analytics,4,7.21904,Institutional After-Action Learning System
2430,AM006,Safe-to-Fail Climate Adaptation Pilots,5,7.15079,Institutional After-Action Learning System
2430,AM001,Ecological Monitoring and Threshold Review,6,6.98879,Institutional After-Action Learning System
2431,AM001,Ecological Monitoring and Threshold Review,1,7.42167,Ecological Monitoring and Threshold Review
2431,AM005,Adaptive Governance Decision-Trigger Framework,2,7.35246,Ecological Monitoring and Threshold Review
2431,AM003,Community Knowledge and Early Warning Network,3,7.30398,Ecological Monitoring and Threshold Review
2431,AM004,Infrastructure Memory and Maintenance Analytics,4,7.30308,Ecological Monitoring and Threshold Review
2431,AM006,Safe-to-Fail Climate Adaptation Pilots,5,7.24323,Ecological Monitoring and Threshold Review
2431,AM002,Institutional After-Action Learning System,6,7.14817,Ecological Monitoring and Threshold Review
2432,AM005,Adaptive Governance Decision-Trigger Framework,1,7.68522,Adaptive Governance Decision-Trigger Framework
2432,AM003,Community Knowledge and Early Warning Network,2,7.50576,Adaptive Governance Decision-Trigger Framework
2432,AM002,Institutional After-Action Learning System,3,7.24818,Adaptive Governance Decision-Trigger Framework
2432,AM006,Safe-to-Fail Climate Adaptation Pilots,4,6.98557,Adaptive Governance Decision-Trigger Framework
2432,AM001,Ecological Monitoring and Threshold Review,5,6.91353,Adaptive Governance Decision-Trigger Framework
2432,AM004,Infrastructure Memory and Maintenance Analytics,6,6.73303,Adaptive Governance Decision-Trigger Framework
2433,AM005,Adaptive Governance Decision-Trigger Framework,1,7.76074,Adaptive Governance Decision-Trigger Framework
2433,AM003,Community Knowledge and Early Warning Network,2,7.61898,Adaptive Governance Decision-Trigger Framework
2433,AM002,Institutional After-Action Learning System,3,7.53751,Adaptive Governance Decision-Trigger Framework
2433,AM004,Infrastructure Memory and Maintenance Analytics,4,7.32666,Adaptive Governance Decision-Trigger Framework
2433,AM006,Safe-to-Fail Climate Adaptation Pilots,5,7.04756,Adaptive Governance Decision-Trigger Framework
2433,AM001,Ecological Monitoring and Threshold Review,6,6.90623,Adaptive Governance Decision-Trigger Framework
2434,AM003,Community Knowledge and Early Warning Network,1,7.58916,Community Knowledge and Early Warning Network
2434,AM005,Adaptive Governance Decision-Trigger Framework,2,7.44268,Community Knowledge and Early Warning Network
2434,AM006,Safe-to-Fail Climate Adaptation Pilots,3,7.32294,Community Knowledge and Early Warning Network
2434,AM002,Institutional After-Action Learning System,4,7.22612,Community Knowledge and Early Warning Network
2434,AM001,Ecological Monitoring and Threshold Review,5,7.17521,Community Knowledge and Early Warning Network
2434,AM004,Infrastructure Memory and Maintenance Analytics,6,6.80981,Community Knowledge and Early Warning Network
2435,AM005,Adaptive Governance Decision-Trigger Framework,1,7.35456,Adaptive Governance Decision-Trigger Framework
2435,AM003,Community Knowledge and Early Warning Network,2,7.22797,Adaptive Governance Decision-Trigger Framework
2435,AM004,Infrastructure Memory and Maintenance Analytics,3,7.10792,Adaptive Governance Decision-Trigger Framework
2435,AM002,Institutional After-Action Learning System,4,6.92497,Adaptive Governance Decision-Trigger Framework
2435,AM001,Ecological Monitoring and Threshold Review,5,6.86041,Adaptive Governance Decision-Trigger Framework
2435,AM006,Safe-to-Fail Climate Adaptation Pilots,6,6.77346,Adaptive Governance Decision-Trigger Framework
2436,AM001,Ecological Monitoring and Threshold Review,1,7.48402,Ecological Monitoring and Threshold Review
2436,AM005,Adaptive Governance Decision-Trigger Framework,2,7.33354,Ecological Monitoring and Threshold Review
2436,AM003,Community Knowledge and Early Warning Network,3,7.29711,Ecological Monitoring and Threshold Review
2436,AM004,Infrastructure Memory and Maintenance Analytics,4,7.24185,Ecological Monitoring and Threshold Review
2436,AM006,Safe-to-Fail Climate Adaptation Pilots,5,6.84014,Ecological Monitoring and Threshold Review
2436,AM002,Institutional After-Action Learning System,6,6.80664,Ecological Monitoring and Threshold Review
2437,AM003,Community Knowledge and Early Warning Network,1,7.78843,Community Knowledge and Early Warning Network
2437,AM002,Institutional After-Action Learning System,2,7.57486,Community Knowledge and Early Warning Network
2437,AM001,Ecological Monitoring and Threshold Review,3,7.34884,Community Knowledge and Early Warning Network
2437,AM004,Infrastructure Memory and Maintenance Analytics,4,7.27695,Community Knowledge and Early Warning Network
2437,AM006,Safe-to-Fail Climate Adaptation Pilots,5,7.17713,Community Knowledge and Early Warning Network
2437,AM005,Adaptive Governance Decision-Trigger Framework,6,6.88249,Community Knowledge and Early Warning Network
2438,AM002,Institutional After-Action Learning System,1,7.47091,Institutional After-Action Learning System
2438,AM005,Adaptive Governance Decision-Trigger Framework,2,7.36245,Institutional After-Action Learning System
2438,AM006,Safe-to-Fail Climate Adaptation Pilots,3,7.36099,Institutional After-Action Learning System
2438,AM004,Infrastructure Memory and Maintenance Analytics,4,7.34609,Institutional After-Action Learning System
2438,AM003,Community Knowledge and Early Warning Network,5,7.19335,Institutional After-Action Learning System
2438,AM001,Ecological Monitoring and Threshold Review,6,6.56366,Institutional After-Action Learning System
2439,AM003,Community Knowledge and Early Warning Network,1,7.62367,Community Knowledge and Early Warning Network
2439,AM005,Adaptive Governance Decision-Trigger Framework,2,7.6032,Community Knowledge and Early Warning Network
2439,AM002,Institutional After-Action Learning System,3,7.50127,Community Knowledge and Early Warning Network
2439,AM004,Infrastructure Memory and Maintenance Analytics,4,7.41222,Community Knowledge and Early Warning Network
2439,AM001,Ecological Monitoring and Threshold Review,5,7.06414,Community Knowledge and Early Warning Network
2439,AM006,Safe-to-Fail Climate Adaptation Pilots,6,6.9568,Community Knowledge and Early Warning Network
2440,AM002,Institutional After-Action Learning System,1,7.49746,Institutional After-Action Learning System
2440,AM005,Adaptive Governance Decision-Trigger Framework,2,7.25647,Institutional After-Action Learning System
2440,AM004,Infrastructure Memory and Maintenance Analytics,3,7.20154,Institutional After-Action Learning System
2440,AM003,Community Knowledge and Early Warning Network,4,7.18332,Institutional After-Action Learning System
2440,AM006,Safe-to-Fail Climate Adaptation Pilots,5,7.11427,Institutional After-Action Learning System
2440,AM001,Ecological Monitoring and Threshold Review,6,7.03323,Institutional After-Action Learning System
2441,AM005,Adaptive Governance Decision-Trigger Framework,1,7.70495,Adaptive Governance Decision-Trigger Framework
2441,AM002,Institutional After-Action Learning System,2,7.42013,Adaptive Governance Decision-Trigger Framework
2441,AM003,Community Knowledge and Early Warning Network,3,7.33214,Adaptive Governance Decision-Trigger Framework
2441,AM001,Ecological Monitoring and Threshold Review,4,7.17655,Adaptive Governance Decision-Trigger Framework
2441,AM004,Infrastructure Memory and Maintenance Analytics,5,6.89488,Adaptive Governance Decision-Trigger Framework
2441,AM006,Safe-to-Fail Climate Adaptation Pilots,6,6.82238,Adaptive Governance Decision-Trigger Framework
2442,AM005,Adaptive Governance Decision-Trigger Framework,1,7.69885,Adaptive Governance Decision-Trigger Framework
2442,AM002,Institutional After-Action Learning System,2,7.37254,Adaptive Governance Decision-Trigger Framework
2442,AM003,Community Knowledge and Early Warning Network,3,7.32294,Adaptive Governance Decision-Trigger Framework
2442,AM004,Infrastructure Memory and Maintenance Analytics,4,7.30231,Adaptive Governance Decision-Trigger Framework
2442,AM006,Safe-to-Fail Climate Adaptation Pilots,5,7.09888,Adaptive Governance Decision-Trigger Framework
2442,AM001,Ecological Monitoring and Threshold Review,6,6.95681,Adaptive Governance Decision-Trigger Framework
2443,AM005,Adaptive Governance Decision-Trigger Framework,1,7.77535,Adaptive Governance Decision-Trigger Framework
2443,AM003,Community Knowledge and Early Warning Network,2,7.4585,Adaptive Governance Decision-Trigger Framework
2443,AM002,Institutional After-Action Learning System,3,7.39289,Adaptive Governance Decision-Trigger Framework
2443,AM006,Safe-to-Fail Climate Adaptation Pilots,4,7.22882,Adaptive Governance Decision-Trigger Framework
2443,AM004,Infrastructure Memory and Maintenance Analytics,5,7.06345,Adaptive Governance Decision-Trigger Framework
2443,AM001,Ecological Monitoring and Threshold Review,6,6.86525,Adaptive Governance Decision-Trigger Framework
2444,AM004,Infrastructure Memory and Maintenance Analytics,1,7.30668,Infrastructure Memory and Maintenance Analytics
2444,AM001,Ecological Monitoring and Threshold Review,2,7.29629,Infrastructure Memory and Maintenance Analytics
2444,AM005,Adaptive Governance Decision-Trigger Framework,3,7.29102,Infrastructure Memory and Maintenance Analytics
2444,AM003,Community Knowledge and Early Warning Network,4,7.20332,Infrastructure Memory and Maintenance Analytics
2444,AM006,Safe-to-Fail Climate Adaptation Pilots,5,7.14198,Infrastructure Memory and Maintenance Analytics
2444,AM002,Institutional After-Action Learning System,6,6.94133,Infrastructure Memory and Maintenance Analytics
2445,AM003,Community Knowledge and Early Warning Network,1,7.57606,Community Knowledge and Early Warning Network
2445,AM002,Institutional After-Action Learning System,2,7.42142,Community Knowledge and Early Warning Network
2445,AM005,Adaptive Governance Decision-Trigger Framework,3,7.40544,Community Knowledge and Early Warning Network
2445,AM006,Safe-to-Fail Climate Adaptation Pilots,4,7.12719,Community Knowledge and Early Warning Network
2445,AM004,Infrastructure Memory and Maintenance Analytics,5,7.0415,Community Knowledge and Early Warning Network
2445,AM001,Ecological Monitoring and Threshold Review,6,6.96288,Community Knowledge and Early Warning Network
2446,AM003,Community Knowledge and Early Warning Network,1,7.39053,Community Knowledge and Early Warning Network
2446,AM005,Adaptive Governance Decision-Trigger Framework,2,7.31291,Community Knowledge and Early Warning Network
2446,AM004,Infrastructure Memory and Maintenance Analytics,3,7.11501,Community Knowledge and Early Warning Network
2446,AM002,Institutional After-Action Learning System,4,7.0794,Community Knowledge and Early Warning Network
2446,AM006,Safe-to-Fail Climate Adaptation Pilots,5,6.94388,Community Knowledge and Early Warning Network
2446,AM001,Ecological Monitoring and Threshold Review,6,6.91298,Community Knowledge and Early Warning Network
2447,AM002,Institutional After-Action Learning System,1,7.66444,Institutional After-Action Learning System
2447,AM005,Adaptive Governance Decision-Trigger Framework,2,7.54216,Institutional After-Action Learning System
2447,AM003,Community Knowledge and Early Warning Network,3,7.20144,Institutional After-Action Learning System
2447,AM001,Ecological Monitoring and Threshold Review,4,7.16335,Institutional After-Action Learning System
2447,AM006,Safe-to-Fail Climate Adaptation Pilots,5,6.8479,Institutional After-Action Learning System
2447,AM004,Infrastructure Memory and Maintenance Analytics,6,6.65173,Institutional After-Action Learning System
2448,AM005,Adaptive Governance Decision-Trigger Framework,1,7.59068,Adaptive Governance Decision-Trigger Framework
2448,AM003,Community Knowledge and Early Warning Network,2,7.55856,Adaptive Governance Decision-Trigger Framework
2448,AM004,Infrastructure Memory and Maintenance Analytics,3,7.50302,Adaptive Governance Decision-Trigger Framework
2448,AM001,Ecological Monitoring and Threshold Review,4,7.21812,Adaptive Governance Decision-Trigger Framework
2448,AM006,Safe-to-Fail Climate Adaptation Pilots,5,7.21206,Adaptive Governance Decision-Trigger Framework
2448,AM002,Institutional After-Action Learning System,6,6.94409,Adaptive Governance Decision-Trigger Framework
2449,AM005,Adaptive Governance Decision-Trigger Framework,1,7.50528,Adaptive Governance Decision-Trigger Framework
2449,AM006,Safe-to-Fail Climate Adaptation Pilots,2,7.50137,Adaptive Governance Decision-Trigger Framework
2449,AM002,Institutional After-Action Learning System,3,7.37824,Adaptive Governance Decision-Trigger Framework
2449,AM001,Ecological Monitoring and Threshold Review,4,7.12469,Adaptive Governance Decision-Trigger Framework
2449,AM004,Infrastructure Memory and Maintenance Analytics,5,7.10345,Adaptive Governance Decision-Trigger Framework
2449,AM003,Community Knowledge and Early Warning Network,6,7.00166,Adaptive Governance Decision-Trigger Framework
2450,AM005,Adaptive Governance Decision-Trigger Framework,1,7.70714,Adaptive Governance Decision-Trigger Framework
2450,AM002,Institutional After-Action Learning System,2,7.56109,Adaptive Governance Decision-Trigger Framework
2450,AM003,Community Knowledge and Early Warning Network,3,7.48152,Adaptive Governance Decision-Trigger Framework
2450,AM006,Safe-to-Fail Climate Adaptation Pilots,4,7.29732,Adaptive Governance Decision-Trigger Framework
2450,AM001,Ecological Monitoring and Threshold Review,5,7.22377,Adaptive Governance Decision-Trigger Framework
2450,AM004,Infrastructure Memory and Maintenance Analytics,6,7.08627,Adaptive Governance Decision-Trigger Framework
2451,AM003,Community Knowledge and Early Warning Network,1,7.42942,Community Knowledge and Early Warning Network
2451,AM001,Ecological Monitoring and Threshold Review,2,7.38042,Community Knowledge and Early Warning Network
2451,AM002,Institutional After-Action Learning System,3,7.33983,Community Knowledge and Early Warning Network
2451,AM004,Infrastructure Memory and Maintenance Analytics,4,7.2843,Community Knowledge and Early Warning Network
2451,AM005,Adaptive Governance Decision-Trigger Framework,5,7.25984,Community Knowledge and Early Warning Network
2451,AM006,Safe-to-Fail Climate Adaptation Pilots,6,6.76503,Community Knowledge and Early Warning Network
2452,AM003,Community Knowledge and Early Warning Network,1,7.74942,Community Knowledge and Early Warning Network
2452,AM005,Adaptive Governance Decision-Trigger Framework,2,7.73717,Community Knowledge and Early Warning Network
2452,AM004,Infrastructure Memory and Maintenance Analytics,3,7.35532,Community Knowledge and Early Warning Network
2452,AM001,Ecological Monitoring and Threshold Review,4,7.23824,Community Knowledge and Early Warning Network
2452,AM002,Institutional After-Action Learning System,5,7.09592,Community Knowledge and Early Warning Network
2452,AM006,Safe-to-Fail Climate Adaptation Pilots,6,6.93912,Community Knowledge and Early Warning Network
2453,AM006,Safe-to-Fail Climate Adaptation Pilots,1,7.54129,Safe-to-Fail Climate Adaptation Pilots
2453,AM005,Adaptive Governance Decision-Trigger Framework,2,7.52851,Safe-to-Fail Climate Adaptation Pilots
2453,AM003,Community Knowledge and Early Warning Network,3,7.37247,Safe-to-Fail Climate Adaptation Pilots
2453,AM002,Institutional After-Action Learning System,4,7.28111,Safe-to-Fail Climate Adaptation Pilots
2453,AM001,Ecological Monitoring and Threshold Review,5,7.06336,Safe-to-Fail Climate Adaptation Pilots
2453,AM004,Infrastructure Memory and Maintenance Analytics,6,7.05006,Safe-to-Fail Climate Adaptation Pilots
2454,AM005,Adaptive Governance Decision-Trigger Framework,1,7.55651,Adaptive Governance Decision-Trigger Framework
2454,AM003,Community Knowledge and Early Warning Network,2,7.48148,Adaptive Governance Decision-Trigger Framework
2454,AM002,Institutional After-Action Learning System,3,7.41701,Adaptive Governance Decision-Trigger Framework
2454,AM001,Ecological Monitoring and Threshold Review,4,7.19307,Adaptive Governance Decision-Trigger Framework
2454,AM004,Infrastructure Memory and Maintenance Analytics,5,7.17957,Adaptive Governance Decision-Trigger Framework
2454,AM006,Safe-to-Fail Climate Adaptation Pilots,6,6.78371,Adaptive Governance Decision-Trigger Framework
2455,AM003,Community Knowledge and Early Warning Network,1,7.85206,Community Knowledge and Early Warning Network
2455,AM005,Adaptive Governance Decision-Trigger Framework,2,7.3576,Community Knowledge and Early Warning Network
2455,AM001,Ecological Monitoring and Threshold Review,3,7.29993,Community Knowledge and Early Warning Network
2455,AM004,Infrastructure Memory and Maintenance Analytics,4,7.20464,Community Knowledge and Early Warning Network
2455,AM002,Institutional After-Action Learning System,5,7.13315,Community Knowledge and Early Warning Network
2455,AM006,Safe-to-Fail Climate Adaptation Pilots,6,6.85075,Community Knowledge and Early Warning Network
2456,AM002,Institutional After-Action Learning System,1,7.59264,Institutional After-Action Learning System
2456,AM005,Adaptive Governance Decision-Trigger Framework,2,7.5713,Institutional After-Action Learning System
2456,AM003,Community Knowledge and Early Warning Network,3,7.5203,Institutional After-Action Learning System
2456,AM001,Ecological Monitoring and Threshold Review,4,7.47422,Institutional After-Action Learning System
2456,AM004,Infrastructure Memory and Maintenance Analytics,5,6.99439,Institutional After-Action Learning System
2456,AM006,Safe-to-Fail Climate Adaptation Pilots,6,6.89074,Institutional After-Action Learning System
2457,AM003,Community Knowledge and Early Warning Network,1,7.56954,Community Knowledge and Early Warning Network
2457,AM005,Adaptive Governance Decision-Trigger Framework,2,7.29158,Community Knowledge and Early Warning Network
2457,AM006,Safe-to-Fail Climate Adaptation Pilots,3,7.27601,Community Knowledge and Early Warning Network
2457,AM001,Ecological Monitoring and Threshold Review,4,7.03669,Community Knowledge and Early Warning Network
2457,AM004,Infrastructure Memory and Maintenance Analytics,5,6.85841,Community Knowledge and Early Warning Network
2457,AM002,Institutional After-Action Learning System,6,6.69533,Community Knowledge and Early Warning Network
2458,AM003,Community Knowledge and Early Warning Network,1,7.8638,Community Knowledge and Early Warning Network
2458,AM005,Adaptive Governance Decision-Trigger Framework,2,7.76904,Community Knowledge and Early Warning Network
2458,AM002,Institutional After-Action Learning System,3,7.22648,Community Knowledge and Early Warning Network
2458,AM001,Ecological Monitoring and Threshold Review,4,7.11963,Community Knowledge and Early Warning Network
2458,AM006,Safe-to-Fail Climate Adaptation Pilots,5,7.11327,Community Knowledge and Early Warning Network
2458,AM004,Infrastructure Memory and Maintenance Analytics,6,7.01443,Community Knowledge and Early Warning Network
2459,AM004,Infrastructure Memory and Maintenance Analytics,1,7.44548,Infrastructure Memory and Maintenance Analytics
2459,AM005,Adaptive Governance Decision-Trigger Framework,2,7.41809,Infrastructure Memory and Maintenance Analytics
2459,AM002,Institutional After-Action Learning System,3,7.34801,Infrastructure Memory and Maintenance Analytics
2459,AM003,Community Knowledge and Early Warning Network,4,7.22525,Infrastructure Memory and Maintenance Analytics
2459,AM001,Ecological Monitoring and Threshold Review,5,7.20586,Infrastructure Memory and Maintenance Analytics
2459,AM006,Safe-to-Fail Climate Adaptation Pilots,6,6.95322,Infrastructure Memory and Maintenance Analytics
2460,AM001,Ecological Monitoring and Threshold Review,1,7.51485,Ecological Monitoring and Threshold Review
2460,AM005,Adaptive Governance Decision-Trigger Framework,2,7.46765,Ecological Monitoring and Threshold Review
2460,AM002,Institutional After-Action Learning System,3,7.37894,Ecological Monitoring and Threshold Review
2460,AM003,Community Knowledge and Early Warning Network,4,7.16089,Ecological Monitoring and Threshold Review
2460,AM006,Safe-to-Fail Climate Adaptation Pilots,5,6.93931,Ecological Monitoring and Threshold Review
2460,AM004,Infrastructure Memory and Maintenance Analytics,6,6.65285,Ecological Monitoring and Threshold Review
2461,AM005,Adaptive Governance Decision-Trigger Framework,1,8.05494,Adaptive Governance Decision-Trigger Framework
2461,AM003,Community Knowledge and Early Warning Network,2,7.64133,Adaptive Governance Decision-Trigger Framework
2461,AM006,Safe-to-Fail Climate Adaptation Pilots,3,7.27934,Adaptive Governance Decision-Trigger Framework
2461,AM001,Ecological Monitoring and Threshold Review,4,7.23107,Adaptive Governance Decision-Trigger Framework
2461,AM002,Institutional After-Action Learning System,5,7.21018,Adaptive Governance Decision-Trigger Framework
2461,AM004,Infrastructure Memory and Maintenance Analytics,6,7.0498,Adaptive Governance Decision-Trigger Framework
2462,AM001,Ecological Monitoring and Threshold Review,1,7.39174,Ecological Monitoring and Threshold Review
2462,AM006,Safe-to-Fail Climate Adaptation Pilots,2,7.17173,Ecological Monitoring and Threshold Review
2462,AM003,Community Knowledge and Early Warning Network,3,7.15315,Ecological Monitoring and Threshold Review
2462,AM004,Infrastructure Memory and Maintenance Analytics,4,7.07092,Ecological Monitoring and Threshold Review
2462,AM005,Adaptive Governance Decision-Trigger Framework,5,6.94951,Ecological Monitoring and Threshold Review
2462,AM002,Institutional After-Action Learning System,6,6.82989,Ecological Monitoring and Threshold Review
2463,AM002,Institutional After-Action Learning System,1,7.44904,Institutional After-Action Learning System
2463,AM006,Safe-to-Fail Climate Adaptation Pilots,2,7.27293,Institutional After-Action Learning System
2463,AM005,Adaptive Governance Decision-Trigger Framework,3,7.2282,Institutional After-Action Learning System
2463,AM003,Community Knowledge and Early Warning Network,4,7.0701,Institutional After-Action Learning System
2463,AM001,Ecological Monitoring and Threshold Review,5,6.94187,Institutional After-Action Learning System
2463,AM004,Infrastructure Memory and Maintenance Analytics,6,6.92572,Institutional After-Action Learning System
2464,AM002,Institutional After-Action Learning System,1,7.54808,Institutional After-Action Learning System
2464,AM005,Adaptive Governance Decision-Trigger Framework,2,7.21216,Institutional After-Action Learning System
2464,AM003,Community Knowledge and Early Warning Network,3,7.20347,Institutional After-Action Learning System
2464,AM001,Ecological Monitoring and Threshold Review,4,7.14875,Institutional After-Action Learning System
2464,AM006,Safe-to-Fail Climate Adaptation Pilots,5,7.11796,Institutional After-Action Learning System
2464,AM004,Infrastructure Memory and Maintenance Analytics,6,7.04327,Institutional After-Action Learning System
2465,AM003,Community Knowledge and Early Warning Network,1,7.42198,Community Knowledge and Early Warning Network
2465,AM005,Adaptive Governance Decision-Trigger Framework,2,7.34145,Community Knowledge and Early Warning Network
2465,AM006,Safe-to-Fail Climate Adaptation Pilots,3,7.10214,Community Knowledge and Early Warning Network
2465,AM002,Institutional After-Action Learning System,4,7.08604,Community Knowledge and Early Warning Network
2465,AM001,Ecological Monitoring and Threshold Review,5,6.95761,Community Knowledge and Early Warning Network
2465,AM004,Infrastructure Memory and Maintenance Analytics,6,6.74354,Community Knowledge and Early Warning Network
2466,AM006,Safe-to-Fail Climate Adaptation Pilots,1,7.46503,Safe-to-Fail Climate Adaptation Pilots
2466,AM003,Community Knowledge and Early Warning Network,2,7.35414,Safe-to-Fail Climate Adaptation Pilots
2466,AM002,Institutional After-Action Learning System,3,7.35144,Safe-to-Fail Climate Adaptation Pilots
2466,AM005,Adaptive Governance Decision-Trigger Framework,4,7.30392,Safe-to-Fail Climate Adaptation Pilots
2466,AM004,Infrastructure Memory and Maintenance Analytics,5,6.99035,Safe-to-Fail Climate Adaptation Pilots
2466,AM001,Ecological Monitoring and Threshold Review,6,6.64011,Safe-to-Fail Climate Adaptation Pilots
2467,AM006,Safe-to-Fail Climate Adaptation Pilots,1,7.49323,Safe-to-Fail Climate Adaptation Pilots
2467,AM003,Community Knowledge and Early Warning Network,2,7.46371,Safe-to-Fail Climate Adaptation Pilots
2467,AM005,Adaptive Governance Decision-Trigger Framework,3,7.45351,Safe-to-Fail Climate Adaptation Pilots
2467,AM002,Institutional After-Action Learning System,4,7.1199,Safe-to-Fail Climate Adaptation Pilots
2467,AM004,Infrastructure Memory and Maintenance Analytics,5,6.99641,Safe-to-Fail Climate Adaptation Pilots
2467,AM001,Ecological Monitoring and Threshold Review,6,6.94168,Safe-to-Fail Climate Adaptation Pilots
2468,AM003,Community Knowledge and Early Warning Network,1,7.55972,Community Knowledge and Early Warning Network
2468,AM005,Adaptive Governance Decision-Trigger Framework,2,7.33714,Community Knowledge and Early Warning Network
2468,AM002,Institutional After-Action Learning System,3,7.19713,Community Knowledge and Early Warning Network
2468,AM001,Ecological Monitoring and Threshold Review,4,7.15374,Community Knowledge and Early Warning Network
2468,AM006,Safe-to-Fail Climate Adaptation Pilots,5,7.09363,Community Knowledge and Early Warning Network
2468,AM004,Infrastructure Memory and Maintenance Analytics,6,7.05825,Community Knowledge and Early Warning Network
2469,AM003,Community Knowledge and Early Warning Network,1,7.36086,Community Knowledge and Early Warning Network
2469,AM005,Adaptive Governance Decision-Trigger Framework,2,7.30888,Community Knowledge and Early Warning Network
2469,AM004,Infrastructure Memory and Maintenance Analytics,3,7.21792,Community Knowledge and Early Warning Network
2469,AM001,Ecological Monitoring and Threshold Review,4,7.20824,Community Knowledge and Early Warning Network
2469,AM002,Institutional After-Action Learning System,5,7.18057,Community Knowledge and Early Warning Network
2469,AM006,Safe-to-Fail Climate Adaptation Pilots,6,6.99228,Community Knowledge and Early Warning Network
2470,AM003,Community Knowledge and Early Warning Network,1,7.60074,Community Knowledge and Early Warning Network
2470,AM001,Ecological Monitoring and Threshold Review,2,7.32183,Community Knowledge and Early Warning Network
2470,AM005,Adaptive Governance Decision-Trigger Framework,3,7.31781,Community Knowledge and Early Warning Network
2470,AM002,Institutional After-Action Learning System,4,7.23553,Community Knowledge and Early Warning Network
2470,AM004,Infrastructure Memory and Maintenance Analytics,5,7.00144,Community Knowledge and Early Warning Network
2470,AM006,Safe-to-Fail Climate Adaptation Pilots,6,6.79129,Community Knowledge and Early Warning Network
2471,AM002,Institutional After-Action Learning System,1,7.5633,Institutional After-Action Learning System
2471,AM005,Adaptive Governance Decision-Trigger Framework,2,7.49639,Institutional After-Action Learning System
2471,AM004,Infrastructure Memory and Maintenance Analytics,3,7.44403,Institutional After-Action Learning System
2471,AM001,Ecological Monitoring and Threshold Review,4,7.28711,Institutional After-Action Learning System
2471,AM006,Safe-to-Fail Climate Adaptation Pilots,5,7.1376,Institutional After-Action Learning System
2471,AM003,Community Knowledge and Early Warning Network,6,6.8669,Institutional After-Action Learning System
2472,AM002,Institutional After-Action Learning System,1,7.51505,Institutional After-Action Learning System
2472,AM006,Safe-to-Fail Climate Adaptation Pilots,2,7.39667,Institutional After-Action Learning System
2472,AM005,Adaptive Governance Decision-Trigger Framework,3,7.38959,Institutional After-Action Learning System
2472,AM003,Community Knowledge and Early Warning Network,4,7.38053,Institutional After-Action Learning System
2472,AM001,Ecological Monitoring and Threshold Review,5,7.15349,Institutional After-Action Learning System
2472,AM004,Infrastructure Memory and Maintenance Analytics,6,7.05475,Institutional After-Action Learning System
2473,AM001,Ecological Monitoring and Threshold Review,1,7.57652,Ecological Monitoring and Threshold Review
2473,AM005,Adaptive Governance Decision-Trigger Framework,2,7.35513,Ecological Monitoring and Threshold Review
2473,AM004,Infrastructure Memory and Maintenance Analytics,3,7.28735,Ecological Monitoring and Threshold Review
2473,AM002,Institutional After-Action Learning System,4,7.21257,Ecological Monitoring and Threshold Review
2473,AM003,Community Knowledge and Early Warning Network,5,7.02538,Ecological Monitoring and Threshold Review
2473,AM006,Safe-to-Fail Climate Adaptation Pilots,6,6.86389,Ecological Monitoring and Threshold Review
2474,AM003,Community Knowledge and Early Warning Network,1,7.50872,Community Knowledge and Early Warning Network
2474,AM005,Adaptive Governance Decision-Trigger Framework,2,7.25905,Community Knowledge and Early Warning Network
2474,AM001,Ecological Monitoring and Threshold Review,3,7.24647,Community Knowledge and Early Warning Network
2474,AM004,Infrastructure Memory and Maintenance Analytics,4,7.16824,Community Knowledge and Early Warning Network
2474,AM006,Safe-to-Fail Climate Adaptation Pilots,5,7.08591,Community Knowledge and Early Warning Network
2474,AM002,Institutional After-Action Learning System,6,7.04132,Community Knowledge and Early Warning Network
2475,AM005,Adaptive Governance Decision-Trigger Framework,1,7.62056,Adaptive Governance Decision-Trigger Framework
2475,AM003,Community Knowledge and Early Warning Network,2,7.61263,Adaptive Governance Decision-Trigger Framework
2475,AM004,Infrastructure Memory and Maintenance Analytics,3,7.11279,Adaptive Governance Decision-Trigger Framework
