simulation_id,portfolio_id,portfolio,rank,slack_resilience_value,winner
2642,SS003,Critical Operations Redundancy,3,7.30841,Adaptive Governance and Emergency Decision Space
2642,SS002,Workforce Depth and Recovery Time,4,7.29865,Adaptive Governance and Emergency Decision Space
2642,SS005,Supplier and Partner Optionality,5,7.20529,Adaptive Governance and Emergency Decision Space
2642,SS001,Cash Reserves and Liquidity Buffer,6,7.07806,Adaptive Governance and Emergency Decision Space
2643,SS003,Critical Operations Redundancy,1,7.74946,Critical Operations Redundancy
2643,SS006,Adaptive Governance and Emergency Decision Space,2,7.45153,Critical Operations Redundancy
2643,SS005,Supplier and Partner Optionality,3,7.42502,Critical Operations Redundancy
2643,SS002,Workforce Depth and Recovery Time,4,7.23866,Critical Operations Redundancy
2643,SS004,Knowledge Architecture and Institutional Memory,5,7.21683,Critical Operations Redundancy
2643,SS001,Cash Reserves and Liquidity Buffer,6,6.62055,Critical Operations Redundancy
2644,SS006,Adaptive Governance and Emergency Decision Space,1,7.69518,Adaptive Governance and Emergency Decision Space
2644,SS005,Supplier and Partner Optionality,2,7.661,Adaptive Governance and Emergency Decision Space
2644,SS002,Workforce Depth and Recovery Time,3,7.65763,Adaptive Governance and Emergency Decision Space
2644,SS003,Critical Operations Redundancy,4,7.48208,Adaptive Governance and Emergency Decision Space
2644,SS004,Knowledge Architecture and Institutional Memory,5,7.029,Adaptive Governance and Emergency Decision Space
2644,SS001,Cash Reserves and Liquidity Buffer,6,6.93946,Adaptive Governance and Emergency Decision Space
2645,SS006,Adaptive Governance and Emergency Decision Space,1,7.88934,Adaptive Governance and Emergency Decision Space
2645,SS002,Workforce Depth and Recovery Time,2,7.5209,Adaptive Governance and Emergency Decision Space
2645,SS004,Knowledge Architecture and Institutional Memory,3,7.47386,Adaptive Governance and Emergency Decision Space
2645,SS003,Critical Operations Redundancy,4,7.44266,Adaptive Governance and Emergency Decision Space
2645,SS005,Supplier and Partner Optionality,5,7.28541,Adaptive Governance and Emergency Decision Space
2645,SS001,Cash Reserves and Liquidity Buffer,6,6.84803,Adaptive Governance and Emergency Decision Space
2646,SS002,Workforce Depth and Recovery Time,1,7.67982,Workforce Depth and Recovery Time
2646,SS006,Adaptive Governance and Emergency Decision Space,2,7.52967,Workforce Depth and Recovery Time
2646,SS004,Knowledge Architecture and Institutional Memory,3,7.30607,Workforce Depth and Recovery Time
2646,SS003,Critical Operations Redundancy,4,7.30245,Workforce Depth and Recovery Time
2646,SS005,Supplier and Partner Optionality,5,7.14648,Workforce Depth and Recovery Time
2646,SS001,Cash Reserves and Liquidity Buffer,6,6.97149,Workforce Depth and Recovery Time
2647,SS002,Workforce Depth and Recovery Time,1,7.42819,Workforce Depth and Recovery Time
2647,SS006,Adaptive Governance and Emergency Decision Space,2,7.38471,Workforce Depth and Recovery Time
2647,SS004,Knowledge Architecture and Institutional Memory,3,7.26697,Workforce Depth and Recovery Time
2647,SS005,Supplier and Partner Optionality,4,7.20063,Workforce Depth and Recovery Time
2647,SS001,Cash Reserves and Liquidity Buffer,5,6.85599,Workforce Depth and Recovery Time
2647,SS003,Critical Operations Redundancy,6,6.81013,Workforce Depth and Recovery Time
2648,SS005,Supplier and Partner Optionality,1,7.51695,Supplier and Partner Optionality
2648,SS004,Knowledge Architecture and Institutional Memory,2,7.28214,Supplier and Partner Optionality
2648,SS006,Adaptive Governance and Emergency Decision Space,3,7.20003,Supplier and Partner Optionality
2648,SS003,Critical Operations Redundancy,4,7.01693,Supplier and Partner Optionality
2648,SS002,Workforce Depth and Recovery Time,5,6.87888,Supplier and Partner Optionality
2648,SS001,Cash Reserves and Liquidity Buffer,6,6.68796,Supplier and Partner Optionality
2649,SS006,Adaptive Governance and Emergency Decision Space,1,7.50804,Adaptive Governance and Emergency Decision Space
2649,SS002,Workforce Depth and Recovery Time,2,7.38722,Adaptive Governance and Emergency Decision Space
2649,SS005,Supplier and Partner Optionality,3,7.33264,Adaptive Governance and Emergency Decision Space
2649,SS003,Critical Operations Redundancy,4,7.05796,Adaptive Governance and Emergency Decision Space
2649,SS004,Knowledge Architecture and Institutional Memory,5,6.9732,Adaptive Governance and Emergency Decision Space
2649,SS001,Cash Reserves and Liquidity Buffer,6,6.77767,Adaptive Governance and Emergency Decision Space
2650,SS005,Supplier and Partner Optionality,1,7.59695,Supplier and Partner Optionality
2650,SS006,Adaptive Governance and Emergency Decision Space,2,7.52432,Supplier and Partner Optionality
2650,SS004,Knowledge Architecture and Institutional Memory,3,7.44719,Supplier and Partner Optionality
2650,SS003,Critical Operations Redundancy,4,7.40035,Supplier and Partner Optionality
2650,SS002,Workforce Depth and Recovery Time,5,7.24126,Supplier and Partner Optionality
2650,SS001,Cash Reserves and Liquidity Buffer,6,6.87633,Supplier and Partner Optionality
2651,SS006,Adaptive Governance and Emergency Decision Space,1,7.69551,Adaptive Governance and Emergency Decision Space
2651,SS004,Knowledge Architecture and Institutional Memory,2,7.65208,Adaptive Governance and Emergency Decision Space
2651,SS002,Workforce Depth and Recovery Time,3,7.18987,Adaptive Governance and Emergency Decision Space
2651,SS003,Critical Operations Redundancy,4,7.14059,Adaptive Governance and Emergency Decision Space
2651,SS005,Supplier and Partner Optionality,5,6.97219,Adaptive Governance and Emergency Decision Space
2651,SS001,Cash Reserves and Liquidity Buffer,6,6.82315,Adaptive Governance and Emergency Decision Space
2652,SS002,Workforce Depth and Recovery Time,1,8.00652,Workforce Depth and Recovery Time
2652,SS006,Adaptive Governance and Emergency Decision Space,2,7.57804,Workforce Depth and Recovery Time
2652,SS003,Critical Operations Redundancy,3,7.44843,Workforce Depth and Recovery Time
2652,SS004,Knowledge Architecture and Institutional Memory,4,7.24867,Workforce Depth and Recovery Time
2652,SS005,Supplier and Partner Optionality,5,7.06154,Workforce Depth and Recovery Time
2652,SS001,Cash Reserves and Liquidity Buffer,6,7.00146,Workforce Depth and Recovery Time
2653,SS005,Supplier and Partner Optionality,1,7.60892,Supplier and Partner Optionality
2653,SS006,Adaptive Governance and Emergency Decision Space,2,7.54781,Supplier and Partner Optionality
2653,SS004,Knowledge Architecture and Institutional Memory,3,7.43193,Supplier and Partner Optionality
2653,SS002,Workforce Depth and Recovery Time,4,7.25724,Supplier and Partner Optionality
2653,SS001,Cash Reserves and Liquidity Buffer,5,7.02015,Supplier and Partner Optionality
2653,SS003,Critical Operations Redundancy,6,6.98595,Supplier and Partner Optionality
2654,SS004,Knowledge Architecture and Institutional Memory,1,7.65059,Knowledge Architecture and Institutional Memory
2654,SS003,Critical Operations Redundancy,2,7.52897,Knowledge Architecture and Institutional Memory
2654,SS002,Workforce Depth and Recovery Time,3,7.44365,Knowledge Architecture and Institutional Memory
2654,SS005,Supplier and Partner Optionality,4,7.36406,Knowledge Architecture and Institutional Memory
2654,SS006,Adaptive Governance and Emergency Decision Space,5,7.08715,Knowledge Architecture and Institutional Memory
2654,SS001,Cash Reserves and Liquidity Buffer,6,6.79345,Knowledge Architecture and Institutional Memory
2655,SS003,Critical Operations Redundancy,1,7.53617,Critical Operations Redundancy
2655,SS006,Adaptive Governance and Emergency Decision Space,2,7.43702,Critical Operations Redundancy
2655,SS002,Workforce Depth and Recovery Time,3,7.21185,Critical Operations Redundancy
2655,SS005,Supplier and Partner Optionality,4,7.15257,Critical Operations Redundancy
2655,SS001,Cash Reserves and Liquidity Buffer,5,6.95766,Critical Operations Redundancy
2655,SS004,Knowledge Architecture and Institutional Memory,6,6.89191,Critical Operations Redundancy
2656,SS006,Adaptive Governance and Emergency Decision Space,1,7.65832,Adaptive Governance and Emergency Decision Space
2656,SS004,Knowledge Architecture and Institutional Memory,2,7.49183,Adaptive Governance and Emergency Decision Space
2656,SS002,Workforce Depth and Recovery Time,3,7.30849,Adaptive Governance and Emergency Decision Space
2656,SS003,Critical Operations Redundancy,4,7.30313,Adaptive Governance and Emergency Decision Space
2656,SS005,Supplier and Partner Optionality,5,6.90393,Adaptive Governance and Emergency Decision Space
2656,SS001,Cash Reserves and Liquidity Buffer,6,6.84471,Adaptive Governance and Emergency Decision Space
2657,SS006,Adaptive Governance and Emergency Decision Space,1,7.75676,Adaptive Governance and Emergency Decision Space
2657,SS004,Knowledge Architecture and Institutional Memory,2,7.35128,Adaptive Governance and Emergency Decision Space
2657,SS003,Critical Operations Redundancy,3,7.32682,Adaptive Governance and Emergency Decision Space
2657,SS002,Workforce Depth and Recovery Time,4,7.15369,Adaptive Governance and Emergency Decision Space
2657,SS005,Supplier and Partner Optionality,5,7.13443,Adaptive Governance and Emergency Decision Space
2657,SS001,Cash Reserves and Liquidity Buffer,6,7.12986,Adaptive Governance and Emergency Decision Space
2658,SS006,Adaptive Governance and Emergency Decision Space,1,7.54497,Adaptive Governance and Emergency Decision Space
2658,SS003,Critical Operations Redundancy,2,7.47083,Adaptive Governance and Emergency Decision Space
2658,SS002,Workforce Depth and Recovery Time,3,7.41489,Adaptive Governance and Emergency Decision Space
2658,SS004,Knowledge Architecture and Institutional Memory,4,7.3362,Adaptive Governance and Emergency Decision Space
2658,SS005,Supplier and Partner Optionality,5,7.17492,Adaptive Governance and Emergency Decision Space
2658,SS001,Cash Reserves and Liquidity Buffer,6,6.90068,Adaptive Governance and Emergency Decision Space
2659,SS006,Adaptive Governance and Emergency Decision Space,1,7.82575,Adaptive Governance and Emergency Decision Space
2659,SS004,Knowledge Architecture and Institutional Memory,2,7.57764,Adaptive Governance and Emergency Decision Space
2659,SS002,Workforce Depth and Recovery Time,3,7.33957,Adaptive Governance and Emergency Decision Space
2659,SS005,Supplier and Partner Optionality,4,7.29281,Adaptive Governance and Emergency Decision Space
2659,SS003,Critical Operations Redundancy,5,6.99089,Adaptive Governance and Emergency Decision Space
2659,SS001,Cash Reserves and Liquidity Buffer,6,6.76697,Adaptive Governance and Emergency Decision Space
2660,SS005,Supplier and Partner Optionality,1,7.63819,Supplier and Partner Optionality
2660,SS002,Workforce Depth and Recovery Time,2,7.49434,Supplier and Partner Optionality
2660,SS003,Critical Operations Redundancy,3,7.46605,Supplier and Partner Optionality
2660,SS006,Adaptive Governance and Emergency Decision Space,4,7.43157,Supplier and Partner Optionality
2660,SS004,Knowledge Architecture and Institutional Memory,5,7.13715,Supplier and Partner Optionality
2660,SS001,Cash Reserves and Liquidity Buffer,6,6.96887,Supplier and Partner Optionality
2661,SS005,Supplier and Partner Optionality,1,7.74684,Supplier and Partner Optionality
2661,SS004,Knowledge Architecture and Institutional Memory,2,7.66928,Supplier and Partner Optionality
2661,SS003,Critical Operations Redundancy,3,7.60822,Supplier and Partner Optionality
2661,SS002,Workforce Depth and Recovery Time,4,7.60024,Supplier and Partner Optionality
2661,SS006,Adaptive Governance and Emergency Decision Space,5,7.35353,Supplier and Partner Optionality
2661,SS001,Cash Reserves and Liquidity Buffer,6,6.54831,Supplier and Partner Optionality
2662,SS006,Adaptive Governance and Emergency Decision Space,1,7.62587,Adaptive Governance and Emergency Decision Space
2662,SS002,Workforce Depth and Recovery Time,2,7.49076,Adaptive Governance and Emergency Decision Space
2662,SS005,Supplier and Partner Optionality,3,7.35616,Adaptive Governance and Emergency Decision Space
2662,SS003,Critical Operations Redundancy,4,7.32145,Adaptive Governance and Emergency Decision Space
2662,SS004,Knowledge Architecture and Institutional Memory,5,7.23394,Adaptive Governance and Emergency Decision Space
2662,SS001,Cash Reserves and Liquidity Buffer,6,6.70907,Adaptive Governance and Emergency Decision Space
2663,SS006,Adaptive Governance and Emergency Decision Space,1,7.70231,Adaptive Governance and Emergency Decision Space
2663,SS004,Knowledge Architecture and Institutional Memory,2,7.58468,Adaptive Governance and Emergency Decision Space
2663,SS005,Supplier and Partner Optionality,3,7.55705,Adaptive Governance and Emergency Decision Space
2663,SS003,Critical Operations Redundancy,4,7.38381,Adaptive Governance and Emergency Decision Space
2663,SS002,Workforce Depth and Recovery Time,5,7.25407,Adaptive Governance and Emergency Decision Space
2663,SS001,Cash Reserves and Liquidity Buffer,6,6.82003,Adaptive Governance and Emergency Decision Space
2664,SS005,Supplier and Partner Optionality,1,7.54798,Supplier and Partner Optionality
2664,SS006,Adaptive Governance and Emergency Decision Space,2,7.39868,Supplier and Partner Optionality
2664,SS003,Critical Operations Redundancy,3,7.38791,Supplier and Partner Optionality
2664,SS002,Workforce Depth and Recovery Time,4,7.3836,Supplier and Partner Optionality
2664,SS004,Knowledge Architecture and Institutional Memory,5,7.34775,Supplier and Partner Optionality
2664,SS001,Cash Reserves and Liquidity Buffer,6,6.72911,Supplier and Partner Optionality
2665,SS003,Critical Operations Redundancy,1,7.57133,Critical Operations Redundancy
2665,SS004,Knowledge Architecture and Institutional Memory,2,7.54975,Critical Operations Redundancy
2665,SS002,Workforce Depth and Recovery Time,3,7.48848,Critical Operations Redundancy
2665,SS006,Adaptive Governance and Emergency Decision Space,4,7.26227,Critical Operations Redundancy
2665,SS005,Supplier and Partner Optionality,5,7.02162,Critical Operations Redundancy
2665,SS001,Cash Reserves and Liquidity Buffer,6,6.87271,Critical Operations Redundancy
2666,SS006,Adaptive Governance and Emergency Decision Space,1,7.71985,Adaptive Governance and Emergency Decision Space
2666,SS004,Knowledge Architecture and Institutional Memory,2,7.50766,Adaptive Governance and Emergency Decision Space
2666,SS002,Workforce Depth and Recovery Time,3,7.32678,Adaptive Governance and Emergency Decision Space
2666,SS003,Critical Operations Redundancy,4,7.16364,Adaptive Governance and Emergency Decision Space
2666,SS005,Supplier and Partner Optionality,5,7.00988,Adaptive Governance and Emergency Decision Space
2666,SS001,Cash Reserves and Liquidity Buffer,6,6.625,Adaptive Governance and Emergency Decision Space
2667,SS005,Supplier and Partner Optionality,1,7.59428,Supplier and Partner Optionality
2667,SS006,Adaptive Governance and Emergency Decision Space,2,7.57227,Supplier and Partner Optionality
2667,SS002,Workforce Depth and Recovery Time,3,7.35897,Supplier and Partner Optionality
2667,SS004,Knowledge Architecture and Institutional Memory,4,7.25181,Supplier and Partner Optionality
2667,SS003,Critical Operations Redundancy,5,7.2507,Supplier and Partner Optionality
2667,SS001,Cash Reserves and Liquidity Buffer,6,6.64838,Supplier and Partner Optionality
2668,SS003,Critical Operations Redundancy,1,7.62266,Critical Operations Redundancy
2668,SS002,Workforce Depth and Recovery Time,2,7.62127,Critical Operations Redundancy
2668,SS004,Knowledge Architecture and Institutional Memory,3,7.57527,Critical Operations Redundancy
2668,SS006,Adaptive Governance and Emergency Decision Space,4,7.52502,Critical Operations Redundancy
2668,SS005,Supplier and Partner Optionality,5,7.19821,Critical Operations Redundancy
2668,SS001,Cash Reserves and Liquidity Buffer,6,7.1482,Critical Operations Redundancy
2669,SS006,Adaptive Governance and Emergency Decision Space,1,7.75639,Adaptive Governance and Emergency Decision Space
2669,SS003,Critical Operations Redundancy,2,7.44883,Adaptive Governance and Emergency Decision Space
2669,SS004,Knowledge Architecture and Institutional Memory,3,7.37181,Adaptive Governance and Emergency Decision Space
2669,SS005,Supplier and Partner Optionality,4,7.25597,Adaptive Governance and Emergency Decision Space
2669,SS002,Workforce Depth and Recovery Time,5,7.18882,Adaptive Governance and Emergency Decision Space
2669,SS001,Cash Reserves and Liquidity Buffer,6,7.13804,Adaptive Governance and Emergency Decision Space
2670,SS006,Adaptive Governance and Emergency Decision Space,1,7.71831,Adaptive Governance and Emergency Decision Space
2670,SS002,Workforce Depth and Recovery Time,2,7.42574,Adaptive Governance and Emergency Decision Space
2670,SS004,Knowledge Architecture and Institutional Memory,3,7.37462,Adaptive Governance and Emergency Decision Space
2670,SS005,Supplier and Partner Optionality,4,7.19682,Adaptive Governance and Emergency Decision Space
2670,SS003,Critical Operations Redundancy,5,7.07445,Adaptive Governance and Emergency Decision Space
2670,SS001,Cash Reserves and Liquidity Buffer,6,6.99597,Adaptive Governance and Emergency Decision Space
2671,SS002,Workforce Depth and Recovery Time,1,7.6844,Workforce Depth and Recovery Time
2671,SS006,Adaptive Governance and Emergency Decision Space,2,7.60965,Workforce Depth and Recovery Time
2671,SS004,Knowledge Architecture and Institutional Memory,3,7.55076,Workforce Depth and Recovery Time
2671,SS003,Critical Operations Redundancy,4,7.31545,Workforce Depth and Recovery Time
2671,SS005,Supplier and Partner Optionality,5,7.18598,Workforce Depth and Recovery Time
2671,SS001,Cash Reserves and Liquidity Buffer,6,7.03999,Workforce Depth and Recovery Time
2672,SS006,Adaptive Governance and Emergency Decision Space,1,7.6321,Adaptive Governance and Emergency Decision Space
2672,SS003,Critical Operations Redundancy,2,7.56345,Adaptive Governance and Emergency Decision Space
2672,SS002,Workforce Depth and Recovery Time,3,7.42611,Adaptive Governance and Emergency Decision Space
2672,SS004,Knowledge Architecture and Institutional Memory,4,7.28375,Adaptive Governance and Emergency Decision Space
2672,SS005,Supplier and Partner Optionality,5,7.07076,Adaptive Governance and Emergency Decision Space
2672,SS001,Cash Reserves and Liquidity Buffer,6,7.01938,Adaptive Governance and Emergency Decision Space
2673,SS006,Adaptive Governance and Emergency Decision Space,1,7.67086,Adaptive Governance and Emergency Decision Space
2673,SS002,Workforce Depth and Recovery Time,2,7.64017,Adaptive Governance and Emergency Decision Space
2673,SS004,Knowledge Architecture and Institutional Memory,3,7.42629,Adaptive Governance and Emergency Decision Space
2673,SS003,Critical Operations Redundancy,4,7.19249,Adaptive Governance and Emergency Decision Space
2673,SS001,Cash Reserves and Liquidity Buffer,5,6.98289,Adaptive Governance and Emergency Decision Space
2673,SS005,Supplier and Partner Optionality,6,6.97759,Adaptive Governance and Emergency Decision Space
2674,SS006,Adaptive Governance and Emergency Decision Space,1,7.54143,Adaptive Governance and Emergency Decision Space
2674,SS005,Supplier and Partner Optionality,2,7.49756,Adaptive Governance and Emergency Decision Space
2674,SS004,Knowledge Architecture and Institutional Memory,3,7.3878,Adaptive Governance and Emergency Decision Space
2674,SS003,Critical Operations Redundancy,4,7.36211,Adaptive Governance and Emergency Decision Space
2674,SS002,Workforce Depth and Recovery Time,5,7.21819,Adaptive Governance and Emergency Decision Space
2674,SS001,Cash Reserves and Liquidity Buffer,6,7.1076,Adaptive Governance and Emergency Decision Space
2675,SS006,Adaptive Governance and Emergency Decision Space,1,7.48415,Adaptive Governance and Emergency Decision Space
2675,SS004,Knowledge Architecture and Institutional Memory,2,7.38113,Adaptive Governance and Emergency Decision Space
2675,SS002,Workforce Depth and Recovery Time,3,7.36349,Adaptive Governance and Emergency Decision Space
2675,SS003,Critical Operations Redundancy,4,7.36222,Adaptive Governance and Emergency Decision Space
2675,SS005,Supplier and Partner Optionality,5,7.1806,Adaptive Governance and Emergency Decision Space
2675,SS001,Cash Reserves and Liquidity Buffer,6,6.82984,Adaptive Governance and Emergency Decision Space
2676,SS006,Adaptive Governance and Emergency Decision Space,1,7.47719,Adaptive Governance and Emergency Decision Space
2676,SS005,Supplier and Partner Optionality,2,7.44758,Adaptive Governance and Emergency Decision Space
2676,SS002,Workforce Depth and Recovery Time,3,7.43142,Adaptive Governance and Emergency Decision Space
2676,SS004,Knowledge Architecture and Institutional Memory,4,7.25518,Adaptive Governance and Emergency Decision Space
2676,SS001,Cash Reserves and Liquidity Buffer,5,7.22705,Adaptive Governance and Emergency Decision Space
2676,SS003,Critical Operations Redundancy,6,7.08159,Adaptive Governance and Emergency Decision Space
2677,SS006,Adaptive Governance and Emergency Decision Space,1,7.54089,Adaptive Governance and Emergency Decision Space
2677,SS003,Critical Operations Redundancy,2,7.39372,Adaptive Governance and Emergency Decision Space
2677,SS004,Knowledge Architecture and Institutional Memory,3,7.34576,Adaptive Governance and Emergency Decision Space
2677,SS005,Supplier and Partner Optionality,4,7.18301,Adaptive Governance and Emergency Decision Space
2677,SS002,Workforce Depth and Recovery Time,5,7.09361,Adaptive Governance and Emergency Decision Space
2677,SS001,Cash Reserves and Liquidity Buffer,6,6.64496,Adaptive Governance and Emergency Decision Space
2678,SS005,Supplier and Partner Optionality,1,7.66108,Supplier and Partner Optionality
2678,SS003,Critical Operations Redundancy,2,7.45336,Supplier and Partner Optionality
2678,SS002,Workforce Depth and Recovery Time,3,7.45155,Supplier and Partner Optionality
2678,SS004,Knowledge Architecture and Institutional Memory,4,7.37751,Supplier and Partner Optionality
2678,SS006,Adaptive Governance and Emergency Decision Space,5,7.2416,Supplier and Partner Optionality
2678,SS001,Cash Reserves and Liquidity Buffer,6,6.67256,Supplier and Partner Optionality
2679,SS003,Critical Operations Redundancy,1,7.77154,Critical Operations Redundancy
2679,SS006,Adaptive Governance and Emergency Decision Space,2,7.60644,Critical Operations Redundancy
2679,SS002,Workforce Depth and Recovery Time,3,7.53042,Critical Operations Redundancy
2679,SS005,Supplier and Partner Optionality,4,7.50771,Critical Operations Redundancy
2679,SS004,Knowledge Architecture and Institutional Memory,5,7.12142,Critical Operations Redundancy
2679,SS001,Cash Reserves and Liquidity Buffer,6,6.83143,Critical Operations Redundancy
2680,SS005,Supplier and Partner Optionality,1,7.78465,Supplier and Partner Optionality
2680,SS004,Knowledge Architecture and Institutional Memory,2,7.48337,Supplier and Partner Optionality
2680,SS006,Adaptive Governance and Emergency Decision Space,3,7.44077,Supplier and Partner Optionality
2680,SS002,Workforce Depth and Recovery Time,4,7.27348,Supplier and Partner Optionality
2680,SS003,Critical Operations Redundancy,5,7.18518,Supplier and Partner Optionality
2680,SS001,Cash Reserves and Liquidity Buffer,6,6.86596,Supplier and Partner Optionality
2681,SS006,Adaptive Governance and Emergency Decision Space,1,7.66869,Adaptive Governance and Emergency Decision Space
2681,SS002,Workforce Depth and Recovery Time,2,7.65926,Adaptive Governance and Emergency Decision Space
2681,SS005,Supplier and Partner Optionality,3,7.3661,Adaptive Governance and Emergency Decision Space
2681,SS001,Cash Reserves and Liquidity Buffer,4,7.33994,Adaptive Governance and Emergency Decision Space
2681,SS004,Knowledge Architecture and Institutional Memory,5,7.32545,Adaptive Governance and Emergency Decision Space
2681,SS003,Critical Operations Redundancy,6,7.15413,Adaptive Governance and Emergency Decision Space
2682,SS005,Supplier and Partner Optionality,1,7.52761,Supplier and Partner Optionality
2682,SS003,Critical Operations Redundancy,2,7.38765,Supplier and Partner Optionality
2682,SS004,Knowledge Architecture and Institutional Memory,3,7.33678,Supplier and Partner Optionality
2682,SS002,Workforce Depth and Recovery Time,4,7.30034,Supplier and Partner Optionality
2682,SS006,Adaptive Governance and Emergency Decision Space,5,7.2701,Supplier and Partner Optionality
2682,SS001,Cash Reserves and Liquidity Buffer,6,6.94383,Supplier and Partner Optionality
2683,SS002,Workforce Depth and Recovery Time,1,7.51846,Workforce Depth and Recovery Time
2683,SS004,Knowledge Architecture and Institutional Memory,2,7.37334,Workforce Depth and Recovery Time
2683,SS003,Critical Operations Redundancy,3,7.37055,Workforce Depth and Recovery Time
2683,SS005,Supplier and Partner Optionality,4,7.2269,Workforce Depth and Recovery Time
2683,SS006,Adaptive Governance and Emergency Decision Space,5,7.20147,Workforce Depth and Recovery Time
2683,SS001,Cash Reserves and Liquidity Buffer,6,6.79712,Workforce Depth and Recovery Time
2684,SS006,Adaptive Governance and Emergency Decision Space,1,7.49358,Adaptive Governance and Emergency Decision Space
2684,SS003,Critical Operations Redundancy,2,7.49054,Adaptive Governance and Emergency Decision Space
2684,SS004,Knowledge Architecture and Institutional Memory,3,7.26577,Adaptive Governance and Emergency Decision Space
2684,SS002,Workforce Depth and Recovery Time,4,7.24244,Adaptive Governance and Emergency Decision Space
2684,SS005,Supplier and Partner Optionality,5,7.23511,Adaptive Governance and Emergency Decision Space
2684,SS001,Cash Reserves and Liquidity Buffer,6,7.17371,Adaptive Governance and Emergency Decision Space
2685,SS002,Workforce Depth and Recovery Time,1,7.53811,Workforce Depth and Recovery Time
2685,SS006,Adaptive Governance and Emergency Decision Space,2,7.32977,Workforce Depth and Recovery Time
2685,SS005,Supplier and Partner Optionality,3,7.2293,Workforce Depth and Recovery Time
2685,SS004,Knowledge Architecture and Institutional Memory,4,7.16405,Workforce Depth and Recovery Time
2685,SS003,Critical Operations Redundancy,5,7.10165,Workforce Depth and Recovery Time
2685,SS001,Cash Reserves and Liquidity Buffer,6,6.94435,Workforce Depth and Recovery Time
2686,SS002,Workforce Depth and Recovery Time,1,7.7,Workforce Depth and Recovery Time
2686,SS006,Adaptive Governance and Emergency Decision Space,2,7.56342,Workforce Depth and Recovery Time
2686,SS005,Supplier and Partner Optionality,3,7.53568,Workforce Depth and Recovery Time
2686,SS004,Knowledge Architecture and Institutional Memory,4,7.33751,Workforce Depth and Recovery Time
2686,SS001,Cash Reserves and Liquidity Buffer,5,7.07984,Workforce Depth and Recovery Time
2686,SS003,Critical Operations Redundancy,6,6.98238,Workforce Depth and Recovery Time
2687,SS002,Workforce Depth and Recovery Time,1,7.51551,Workforce Depth and Recovery Time
2687,SS003,Critical Operations Redundancy,2,7.46307,Workforce Depth and Recovery Time
2687,SS006,Adaptive Governance and Emergency Decision Space,3,7.44257,Workforce Depth and Recovery Time
2687,SS004,Knowledge Architecture and Institutional Memory,4,7.30345,Workforce Depth and Recovery Time
2687,SS005,Supplier and Partner Optionality,5,7.20048,Workforce Depth and Recovery Time
2687,SS001,Cash Reserves and Liquidity Buffer,6,6.91165,Workforce Depth and Recovery Time
2688,SS006,Adaptive Governance and Emergency Decision Space,1,7.60158,Adaptive Governance and Emergency Decision Space
2688,SS002,Workforce Depth and Recovery Time,2,7.5714,Adaptive Governance and Emergency Decision Space
2688,SS005,Supplier and Partner Optionality,3,7.24468,Adaptive Governance and Emergency Decision Space
2688,SS003,Critical Operations Redundancy,4,7.22494,Adaptive Governance and Emergency Decision Space
2688,SS004,Knowledge Architecture and Institutional Memory,5,7.20758,Adaptive Governance and Emergency Decision Space
2688,SS001,Cash Reserves and Liquidity Buffer,6,7.00697,Adaptive Governance and Emergency Decision Space
2689,SS003,Critical Operations Redundancy,1,7.54099,Critical Operations Redundancy
2689,SS002,Workforce Depth and Recovery Time,2,7.53815,Critical Operations Redundancy
2689,SS005,Supplier and Partner Optionality,3,7.35302,Critical Operations Redundancy
2689,SS006,Adaptive Governance and Emergency Decision Space,4,7.21222,Critical Operations Redundancy
2689,SS004,Knowledge Architecture and Institutional Memory,5,7.18309,Critical Operations Redundancy
2689,SS001,Cash Reserves and Liquidity Buffer,6,6.8977,Critical Operations Redundancy
2690,SS006,Adaptive Governance and Emergency Decision Space,1,7.55122,Adaptive Governance and Emergency Decision Space
2690,SS002,Workforce Depth and Recovery Time,2,7.47791,Adaptive Governance and Emergency Decision Space
2690,SS005,Supplier and Partner Optionality,3,7.40396,Adaptive Governance and Emergency Decision Space
2690,SS004,Knowledge Architecture and Institutional Memory,4,7.13527,Adaptive Governance and Emergency Decision Space
2690,SS001,Cash Reserves and Liquidity Buffer,5,6.75222,Adaptive Governance and Emergency Decision Space
2690,SS003,Critical Operations Redundancy,6,6.73055,Adaptive Governance and Emergency Decision Space
2691,SS005,Supplier and Partner Optionality,1,7.48555,Supplier and Partner Optionality
2691,SS006,Adaptive Governance and Emergency Decision Space,2,7.48176,Supplier and Partner Optionality
2691,SS002,Workforce Depth and Recovery Time,3,7.42802,Supplier and Partner Optionality
2691,SS004,Knowledge Architecture and Institutional Memory,4,7.34986,Supplier and Partner Optionality
2691,SS003,Critical Operations Redundancy,5,7.22956,Supplier and Partner Optionality
2691,SS001,Cash Reserves and Liquidity Buffer,6,6.92019,Supplier and Partner Optionality
2692,SS006,Adaptive Governance and Emergency Decision Space,1,7.601,Adaptive Governance and Emergency Decision Space
2692,SS005,Supplier and Partner Optionality,2,7.49101,Adaptive Governance and Emergency Decision Space
2692,SS002,Workforce Depth and Recovery Time,3,7.39496,Adaptive Governance and Emergency Decision Space
2692,SS004,Knowledge Architecture and Institutional Memory,4,7.37231,Adaptive Governance and Emergency Decision Space
2692,SS003,Critical Operations Redundancy,5,7.30646,Adaptive Governance and Emergency Decision Space
