simulation_id,strategy_id,strategy,rank,adaptive_governance_value,winner
2708,AG003,Community Knowledge Co-Production Platform,4,8.39165,Equity Accountability and Rights Safeguard
2708,AG001,Adaptive Pathways and Decision Triggers,5,8.32901,Equity Accountability and Rights Safeguard
2708,AG002,Polycentric Cross-Scale Coordination Forum,6,8.06477,Equity Accountability and Rights Safeguard
2709,AG001,Adaptive Pathways and Decision Triggers,1,8.56037,Adaptive Pathways and Decision Triggers
2709,AG003,Community Knowledge Co-Production Platform,2,8.34457,Adaptive Pathways and Decision Triggers
2709,AG004,Monitoring Feedback and Learning System,3,8.21479,Adaptive Pathways and Decision Triggers
2709,AG002,Polycentric Cross-Scale Coordination Forum,4,8.07498,Adaptive Pathways and Decision Triggers
2709,AG006,Responsible Policy Experimentation Portfolio,5,7.92995,Adaptive Pathways and Decision Triggers
2709,AG005,Equity Accountability and Rights Safeguard,6,7.91257,Adaptive Pathways and Decision Triggers
2710,AG005,Equity Accountability and Rights Safeguard,1,8.57174,Equity Accountability and Rights Safeguard
2710,AG003,Community Knowledge Co-Production Platform,2,8.31525,Equity Accountability and Rights Safeguard
2710,AG001,Adaptive Pathways and Decision Triggers,3,8.13364,Equity Accountability and Rights Safeguard
2710,AG002,Polycentric Cross-Scale Coordination Forum,4,8.06742,Equity Accountability and Rights Safeguard
2710,AG006,Responsible Policy Experimentation Portfolio,5,7.98257,Equity Accountability and Rights Safeguard
2710,AG004,Monitoring Feedback and Learning System,6,7.97249,Equity Accountability and Rights Safeguard
2711,AG004,Monitoring Feedback and Learning System,1,8.57697,Monitoring Feedback and Learning System
2711,AG003,Community Knowledge Co-Production Platform,2,8.55513,Monitoring Feedback and Learning System
2711,AG005,Equity Accountability and Rights Safeguard,3,8.40053,Monitoring Feedback and Learning System
2711,AG001,Adaptive Pathways and Decision Triggers,4,8.39329,Monitoring Feedback and Learning System
2711,AG006,Responsible Policy Experimentation Portfolio,5,7.93702,Monitoring Feedback and Learning System
2711,AG002,Polycentric Cross-Scale Coordination Forum,6,7.77835,Monitoring Feedback and Learning System
2712,AG003,Community Knowledge Co-Production Platform,1,8.50678,Community Knowledge Co-Production Platform
2712,AG005,Equity Accountability and Rights Safeguard,2,8.48894,Community Knowledge Co-Production Platform
2712,AG006,Responsible Policy Experimentation Portfolio,3,8.00971,Community Knowledge Co-Production Platform
2712,AG004,Monitoring Feedback and Learning System,4,7.91742,Community Knowledge Co-Production Platform
2712,AG002,Polycentric Cross-Scale Coordination Forum,5,7.90924,Community Knowledge Co-Production Platform
2712,AG001,Adaptive Pathways and Decision Triggers,6,7.39856,Community Knowledge Co-Production Platform
2713,AG003,Community Knowledge Co-Production Platform,1,8.32913,Community Knowledge Co-Production Platform
2713,AG005,Equity Accountability and Rights Safeguard,2,8.2837,Community Knowledge Co-Production Platform
2713,AG002,Polycentric Cross-Scale Coordination Forum,3,8.2623,Community Knowledge Co-Production Platform
2713,AG004,Monitoring Feedback and Learning System,4,7.84188,Community Knowledge Co-Production Platform
2713,AG006,Responsible Policy Experimentation Portfolio,5,7.81117,Community Knowledge Co-Production Platform
2713,AG001,Adaptive Pathways and Decision Triggers,6,7.7257,Community Knowledge Co-Production Platform
2714,AG005,Equity Accountability and Rights Safeguard,1,8.49588,Equity Accountability and Rights Safeguard
2714,AG003,Community Knowledge Co-Production Platform,2,8.44384,Equity Accountability and Rights Safeguard
2714,AG006,Responsible Policy Experimentation Portfolio,3,8.08033,Equity Accountability and Rights Safeguard
2714,AG001,Adaptive Pathways and Decision Triggers,4,8.07466,Equity Accountability and Rights Safeguard
2714,AG004,Monitoring Feedback and Learning System,5,7.89641,Equity Accountability and Rights Safeguard
2714,AG002,Polycentric Cross-Scale Coordination Forum,6,7.77977,Equity Accountability and Rights Safeguard
2715,AG005,Equity Accountability and Rights Safeguard,1,8.41009,Equity Accountability and Rights Safeguard
2715,AG002,Polycentric Cross-Scale Coordination Forum,2,8.03602,Equity Accountability and Rights Safeguard
2715,AG003,Community Knowledge Co-Production Platform,3,8.01935,Equity Accountability and Rights Safeguard
2715,AG001,Adaptive Pathways and Decision Triggers,4,7.98126,Equity Accountability and Rights Safeguard
2715,AG006,Responsible Policy Experimentation Portfolio,5,7.75363,Equity Accountability and Rights Safeguard
2715,AG004,Monitoring Feedback and Learning System,6,7.72379,Equity Accountability and Rights Safeguard
2716,AG003,Community Knowledge Co-Production Platform,1,8.5811,Community Knowledge Co-Production Platform
2716,AG001,Adaptive Pathways and Decision Triggers,2,8.39423,Community Knowledge Co-Production Platform
2716,AG005,Equity Accountability and Rights Safeguard,3,8.39052,Community Knowledge Co-Production Platform
2716,AG006,Responsible Policy Experimentation Portfolio,4,8.03097,Community Knowledge Co-Production Platform
2716,AG004,Monitoring Feedback and Learning System,5,7.88095,Community Knowledge Co-Production Platform
2716,AG002,Polycentric Cross-Scale Coordination Forum,6,7.67948,Community Knowledge Co-Production Platform
2717,AG005,Equity Accountability and Rights Safeguard,1,8.50859,Equity Accountability and Rights Safeguard
2717,AG003,Community Knowledge Co-Production Platform,2,8.35288,Equity Accountability and Rights Safeguard
2717,AG006,Responsible Policy Experimentation Portfolio,3,8.20539,Equity Accountability and Rights Safeguard
2717,AG002,Polycentric Cross-Scale Coordination Forum,4,8.17437,Equity Accountability and Rights Safeguard
2717,AG004,Monitoring Feedback and Learning System,5,8.14413,Equity Accountability and Rights Safeguard
2717,AG001,Adaptive Pathways and Decision Triggers,6,8.11166,Equity Accountability and Rights Safeguard
2718,AG003,Community Knowledge Co-Production Platform,1,8.46911,Community Knowledge Co-Production Platform
2718,AG004,Monitoring Feedback and Learning System,2,8.37858,Community Knowledge Co-Production Platform
2718,AG001,Adaptive Pathways and Decision Triggers,3,8.28025,Community Knowledge Co-Production Platform
2718,AG002,Polycentric Cross-Scale Coordination Forum,4,8.27707,Community Knowledge Co-Production Platform
2718,AG005,Equity Accountability and Rights Safeguard,5,8.27694,Community Knowledge Co-Production Platform
2718,AG006,Responsible Policy Experimentation Portfolio,6,7.58826,Community Knowledge Co-Production Platform
2719,AG005,Equity Accountability and Rights Safeguard,1,8.67952,Equity Accountability and Rights Safeguard
2719,AG006,Responsible Policy Experimentation Portfolio,2,8.46398,Equity Accountability and Rights Safeguard
2719,AG003,Community Knowledge Co-Production Platform,3,8.36735,Equity Accountability and Rights Safeguard
2719,AG004,Monitoring Feedback and Learning System,4,8.12378,Equity Accountability and Rights Safeguard
2719,AG001,Adaptive Pathways and Decision Triggers,5,8.10104,Equity Accountability and Rights Safeguard
2719,AG002,Polycentric Cross-Scale Coordination Forum,6,7.7784,Equity Accountability and Rights Safeguard
2720,AG003,Community Knowledge Co-Production Platform,1,8.70935,Community Knowledge Co-Production Platform
2720,AG005,Equity Accountability and Rights Safeguard,2,8.48127,Community Knowledge Co-Production Platform
2720,AG002,Polycentric Cross-Scale Coordination Forum,3,8.26087,Community Knowledge Co-Production Platform
2720,AG004,Monitoring Feedback and Learning System,4,8.24435,Community Knowledge Co-Production Platform
2720,AG001,Adaptive Pathways and Decision Triggers,5,8.17458,Community Knowledge Co-Production Platform
2720,AG006,Responsible Policy Experimentation Portfolio,6,7.50571,Community Knowledge Co-Production Platform
2721,AG005,Equity Accountability and Rights Safeguard,1,8.54619,Equity Accountability and Rights Safeguard
2721,AG004,Monitoring Feedback and Learning System,2,8.33649,Equity Accountability and Rights Safeguard
2721,AG001,Adaptive Pathways and Decision Triggers,3,8.30162,Equity Accountability and Rights Safeguard
2721,AG002,Polycentric Cross-Scale Coordination Forum,4,8.24599,Equity Accountability and Rights Safeguard
2721,AG006,Responsible Policy Experimentation Portfolio,5,8.19947,Equity Accountability and Rights Safeguard
2721,AG003,Community Knowledge Co-Production Platform,6,8.13465,Equity Accountability and Rights Safeguard
2722,AG004,Monitoring Feedback and Learning System,1,8.43602,Monitoring Feedback and Learning System
2722,AG001,Adaptive Pathways and Decision Triggers,2,8.40794,Monitoring Feedback and Learning System
2722,AG006,Responsible Policy Experimentation Portfolio,3,8.30323,Monitoring Feedback and Learning System
2722,AG003,Community Knowledge Co-Production Platform,4,8.20945,Monitoring Feedback and Learning System
2722,AG005,Equity Accountability and Rights Safeguard,5,8.10454,Monitoring Feedback and Learning System
2722,AG002,Polycentric Cross-Scale Coordination Forum,6,8.08741,Monitoring Feedback and Learning System
2723,AG003,Community Knowledge Co-Production Platform,1,8.62797,Community Knowledge Co-Production Platform
2723,AG005,Equity Accountability and Rights Safeguard,2,8.60594,Community Knowledge Co-Production Platform
2723,AG002,Polycentric Cross-Scale Coordination Forum,3,8.46234,Community Knowledge Co-Production Platform
2723,AG004,Monitoring Feedback and Learning System,4,8.30696,Community Knowledge Co-Production Platform
2723,AG001,Adaptive Pathways and Decision Triggers,5,8.21376,Community Knowledge Co-Production Platform
2723,AG006,Responsible Policy Experimentation Portfolio,6,8.17286,Community Knowledge Co-Production Platform
2724,AG004,Monitoring Feedback and Learning System,1,8.48631,Monitoring Feedback and Learning System
2724,AG005,Equity Accountability and Rights Safeguard,2,8.40986,Monitoring Feedback and Learning System
2724,AG003,Community Knowledge Co-Production Platform,3,8.29632,Monitoring Feedback and Learning System
2724,AG002,Polycentric Cross-Scale Coordination Forum,4,8.18931,Monitoring Feedback and Learning System
2724,AG006,Responsible Policy Experimentation Portfolio,5,8.13142,Monitoring Feedback and Learning System
2724,AG001,Adaptive Pathways and Decision Triggers,6,8.10849,Monitoring Feedback and Learning System
2725,AG003,Community Knowledge Co-Production Platform,1,8.42996,Community Knowledge Co-Production Platform
2725,AG005,Equity Accountability and Rights Safeguard,2,8.27276,Community Knowledge Co-Production Platform
2725,AG004,Monitoring Feedback and Learning System,3,8.21651,Community Knowledge Co-Production Platform
2725,AG006,Responsible Policy Experimentation Portfolio,4,8.00872,Community Knowledge Co-Production Platform
2725,AG001,Adaptive Pathways and Decision Triggers,5,7.95816,Community Knowledge Co-Production Platform
2725,AG002,Polycentric Cross-Scale Coordination Forum,6,7.922,Community Knowledge Co-Production Platform
2726,AG001,Adaptive Pathways and Decision Triggers,1,8.45367,Adaptive Pathways and Decision Triggers
2726,AG003,Community Knowledge Co-Production Platform,2,8.4036,Adaptive Pathways and Decision Triggers
2726,AG006,Responsible Policy Experimentation Portfolio,3,8.40042,Adaptive Pathways and Decision Triggers
2726,AG005,Equity Accountability and Rights Safeguard,4,8.29283,Adaptive Pathways and Decision Triggers
2726,AG002,Polycentric Cross-Scale Coordination Forum,5,8.15724,Adaptive Pathways and Decision Triggers
2726,AG004,Monitoring Feedback and Learning System,6,8.14153,Adaptive Pathways and Decision Triggers
2727,AG003,Community Knowledge Co-Production Platform,1,8.80386,Community Knowledge Co-Production Platform
2727,AG004,Monitoring Feedback and Learning System,2,8.60284,Community Knowledge Co-Production Platform
2727,AG005,Equity Accountability and Rights Safeguard,3,8.58081,Community Knowledge Co-Production Platform
2727,AG006,Responsible Policy Experimentation Portfolio,4,8.15357,Community Knowledge Co-Production Platform
2727,AG002,Polycentric Cross-Scale Coordination Forum,5,7.96039,Community Knowledge Co-Production Platform
2727,AG001,Adaptive Pathways and Decision Triggers,6,7.85575,Community Knowledge Co-Production Platform
2728,AG003,Community Knowledge Co-Production Platform,1,8.47606,Community Knowledge Co-Production Platform
2728,AG004,Monitoring Feedback and Learning System,2,8.43804,Community Knowledge Co-Production Platform
2728,AG005,Equity Accountability and Rights Safeguard,3,8.2635,Community Knowledge Co-Production Platform
2728,AG001,Adaptive Pathways and Decision Triggers,4,8.25065,Community Knowledge Co-Production Platform
2728,AG002,Polycentric Cross-Scale Coordination Forum,5,7.92809,Community Knowledge Co-Production Platform
2728,AG006,Responsible Policy Experimentation Portfolio,6,7.79076,Community Knowledge Co-Production Platform
2729,AG003,Community Knowledge Co-Production Platform,1,8.31892,Community Knowledge Co-Production Platform
2729,AG006,Responsible Policy Experimentation Portfolio,2,8.2133,Community Knowledge Co-Production Platform
2729,AG005,Equity Accountability and Rights Safeguard,3,8.19117,Community Knowledge Co-Production Platform
2729,AG004,Monitoring Feedback and Learning System,4,8.13255,Community Knowledge Co-Production Platform
2729,AG002,Polycentric Cross-Scale Coordination Forum,5,8.06996,Community Knowledge Co-Production Platform
2729,AG001,Adaptive Pathways and Decision Triggers,6,8.04774,Community Knowledge Co-Production Platform
2730,AG003,Community Knowledge Co-Production Platform,1,8.63776,Community Knowledge Co-Production Platform
2730,AG004,Monitoring Feedback and Learning System,2,8.43071,Community Knowledge Co-Production Platform
2730,AG001,Adaptive Pathways and Decision Triggers,3,8.36958,Community Knowledge Co-Production Platform
2730,AG002,Polycentric Cross-Scale Coordination Forum,4,8.04765,Community Knowledge Co-Production Platform
2730,AG006,Responsible Policy Experimentation Portfolio,5,7.91582,Community Knowledge Co-Production Platform
2730,AG005,Equity Accountability and Rights Safeguard,6,7.87085,Community Knowledge Co-Production Platform
2731,AG005,Equity Accountability and Rights Safeguard,1,8.40246,Equity Accountability and Rights Safeguard
2731,AG002,Polycentric Cross-Scale Coordination Forum,2,8.14005,Equity Accountability and Rights Safeguard
2731,AG001,Adaptive Pathways and Decision Triggers,3,8.08075,Equity Accountability and Rights Safeguard
2731,AG004,Monitoring Feedback and Learning System,4,8.00464,Equity Accountability and Rights Safeguard
2731,AG003,Community Knowledge Co-Production Platform,5,7.99746,Equity Accountability and Rights Safeguard
2731,AG006,Responsible Policy Experimentation Portfolio,6,7.7568,Equity Accountability and Rights Safeguard
2732,AG003,Community Knowledge Co-Production Platform,1,8.76106,Community Knowledge Co-Production Platform
2732,AG005,Equity Accountability and Rights Safeguard,2,8.45329,Community Knowledge Co-Production Platform
2732,AG001,Adaptive Pathways and Decision Triggers,3,8.37964,Community Knowledge Co-Production Platform
2732,AG004,Monitoring Feedback and Learning System,4,8.206,Community Knowledge Co-Production Platform
2732,AG002,Polycentric Cross-Scale Coordination Forum,5,8.0777,Community Knowledge Co-Production Platform
2732,AG006,Responsible Policy Experimentation Portfolio,6,7.83592,Community Knowledge Co-Production Platform
2733,AG003,Community Knowledge Co-Production Platform,1,8.63949,Community Knowledge Co-Production Platform
2733,AG005,Equity Accountability and Rights Safeguard,2,8.59273,Community Knowledge Co-Production Platform
2733,AG001,Adaptive Pathways and Decision Triggers,3,8.33099,Community Knowledge Co-Production Platform
2733,AG004,Monitoring Feedback and Learning System,4,8.31642,Community Knowledge Co-Production Platform
2733,AG002,Polycentric Cross-Scale Coordination Forum,5,8.20343,Community Knowledge Co-Production Platform
2733,AG006,Responsible Policy Experimentation Portfolio,6,8.0111,Community Knowledge Co-Production Platform
2734,AG005,Equity Accountability and Rights Safeguard,1,8.61721,Equity Accountability and Rights Safeguard
2734,AG004,Monitoring Feedback and Learning System,2,8.12688,Equity Accountability and Rights Safeguard
2734,AG001,Adaptive Pathways and Decision Triggers,3,8.09515,Equity Accountability and Rights Safeguard
2734,AG006,Responsible Policy Experimentation Portfolio,4,8.06782,Equity Accountability and Rights Safeguard
2734,AG003,Community Knowledge Co-Production Platform,5,7.98787,Equity Accountability and Rights Safeguard
2734,AG002,Polycentric Cross-Scale Coordination Forum,6,7.87951,Equity Accountability and Rights Safeguard
2735,AG005,Equity Accountability and Rights Safeguard,1,8.59788,Equity Accountability and Rights Safeguard
2735,AG004,Monitoring Feedback and Learning System,2,8.43022,Equity Accountability and Rights Safeguard
2735,AG003,Community Knowledge Co-Production Platform,3,8.01293,Equity Accountability and Rights Safeguard
2735,AG002,Polycentric Cross-Scale Coordination Forum,4,7.97972,Equity Accountability and Rights Safeguard
2735,AG006,Responsible Policy Experimentation Portfolio,5,7.78408,Equity Accountability and Rights Safeguard
2735,AG001,Adaptive Pathways and Decision Triggers,6,7.70315,Equity Accountability and Rights Safeguard
2736,AG003,Community Knowledge Co-Production Platform,1,8.65712,Community Knowledge Co-Production Platform
2736,AG006,Responsible Policy Experimentation Portfolio,2,8.39389,Community Knowledge Co-Production Platform
2736,AG005,Equity Accountability and Rights Safeguard,3,8.29914,Community Knowledge Co-Production Platform
2736,AG004,Monitoring Feedback and Learning System,4,8.14425,Community Knowledge Co-Production Platform
2736,AG001,Adaptive Pathways and Decision Triggers,5,8.13596,Community Knowledge Co-Production Platform
2736,AG002,Polycentric Cross-Scale Coordination Forum,6,8.11361,Community Knowledge Co-Production Platform
2737,AG003,Community Knowledge Co-Production Platform,1,8.77547,Community Knowledge Co-Production Platform
2737,AG002,Polycentric Cross-Scale Coordination Forum,2,8.34957,Community Knowledge Co-Production Platform
2737,AG004,Monitoring Feedback and Learning System,3,8.20331,Community Knowledge Co-Production Platform
2737,AG005,Equity Accountability and Rights Safeguard,4,8.14323,Community Knowledge Co-Production Platform
2737,AG001,Adaptive Pathways and Decision Triggers,5,7.98984,Community Knowledge Co-Production Platform
2737,AG006,Responsible Policy Experimentation Portfolio,6,7.91802,Community Knowledge Co-Production Platform
2738,AG005,Equity Accountability and Rights Safeguard,1,8.5715,Equity Accountability and Rights Safeguard
2738,AG004,Monitoring Feedback and Learning System,2,8.51057,Equity Accountability and Rights Safeguard
2738,AG001,Adaptive Pathways and Decision Triggers,3,8.40282,Equity Accountability and Rights Safeguard
2738,AG002,Polycentric Cross-Scale Coordination Forum,4,8.11851,Equity Accountability and Rights Safeguard
2738,AG006,Responsible Policy Experimentation Portfolio,5,7.8995,Equity Accountability and Rights Safeguard
2738,AG003,Community Knowledge Co-Production Platform,6,7.87517,Equity Accountability and Rights Safeguard
2739,AG003,Community Knowledge Co-Production Platform,1,8.6211,Community Knowledge Co-Production Platform
2739,AG004,Monitoring Feedback and Learning System,2,8.52757,Community Knowledge Co-Production Platform
2739,AG001,Adaptive Pathways and Decision Triggers,3,8.33036,Community Knowledge Co-Production Platform
2739,AG005,Equity Accountability and Rights Safeguard,4,8.27433,Community Knowledge Co-Production Platform
2739,AG002,Polycentric Cross-Scale Coordination Forum,5,8.24129,Community Knowledge Co-Production Platform
2739,AG006,Responsible Policy Experimentation Portfolio,6,7.88506,Community Knowledge Co-Production Platform
2740,AG003,Community Knowledge Co-Production Platform,1,8.32092,Community Knowledge Co-Production Platform
2740,AG004,Monitoring Feedback and Learning System,2,8.23467,Community Knowledge Co-Production Platform
2740,AG005,Equity Accountability and Rights Safeguard,3,8.21091,Community Knowledge Co-Production Platform
2740,AG006,Responsible Policy Experimentation Portfolio,4,8.14776,Community Knowledge Co-Production Platform
2740,AG002,Polycentric Cross-Scale Coordination Forum,5,8.13707,Community Knowledge Co-Production Platform
2740,AG001,Adaptive Pathways and Decision Triggers,6,7.65622,Community Knowledge Co-Production Platform
2741,AG005,Equity Accountability and Rights Safeguard,1,8.73867,Equity Accountability and Rights Safeguard
2741,AG003,Community Knowledge Co-Production Platform,2,8.43853,Equity Accountability and Rights Safeguard
2741,AG004,Monitoring Feedback and Learning System,3,8.22573,Equity Accountability and Rights Safeguard
2741,AG006,Responsible Policy Experimentation Portfolio,4,8.15797,Equity Accountability and Rights Safeguard
2741,AG002,Polycentric Cross-Scale Coordination Forum,5,8.12271,Equity Accountability and Rights Safeguard
2741,AG001,Adaptive Pathways and Decision Triggers,6,7.99649,Equity Accountability and Rights Safeguard
2742,AG003,Community Knowledge Co-Production Platform,1,8.31809,Community Knowledge Co-Production Platform
2742,AG005,Equity Accountability and Rights Safeguard,2,8.16551,Community Knowledge Co-Production Platform
2742,AG001,Adaptive Pathways and Decision Triggers,3,8.14239,Community Knowledge Co-Production Platform
2742,AG004,Monitoring Feedback and Learning System,4,8.1154,Community Knowledge Co-Production Platform
2742,AG002,Polycentric Cross-Scale Coordination Forum,5,7.97647,Community Knowledge Co-Production Platform
2742,AG006,Responsible Policy Experimentation Portfolio,6,7.93398,Community Knowledge Co-Production Platform
2743,AG003,Community Knowledge Co-Production Platform,1,8.47187,Community Knowledge Co-Production Platform
2743,AG004,Monitoring Feedback and Learning System,2,8.44862,Community Knowledge Co-Production Platform
2743,AG002,Polycentric Cross-Scale Coordination Forum,3,8.3129,Community Knowledge Co-Production Platform
2743,AG005,Equity Accountability and Rights Safeguard,4,8.24735,Community Knowledge Co-Production Platform
2743,AG001,Adaptive Pathways and Decision Triggers,5,8.0169,Community Knowledge Co-Production Platform
2743,AG006,Responsible Policy Experimentation Portfolio,6,7.99808,Community Knowledge Co-Production Platform
2744,AG003,Community Knowledge Co-Production Platform,1,8.40656,Community Knowledge Co-Production Platform
2744,AG001,Adaptive Pathways and Decision Triggers,2,8.37519,Community Knowledge Co-Production Platform
2744,AG004,Monitoring Feedback and Learning System,3,8.24433,Community Knowledge Co-Production Platform
2744,AG002,Polycentric Cross-Scale Coordination Forum,4,8.23821,Community Knowledge Co-Production Platform
2744,AG005,Equity Accountability and Rights Safeguard,5,8.1914,Community Knowledge Co-Production Platform
2744,AG006,Responsible Policy Experimentation Portfolio,6,8.18726,Community Knowledge Co-Production Platform
2745,AG005,Equity Accountability and Rights Safeguard,1,8.47373,Equity Accountability and Rights Safeguard
2745,AG001,Adaptive Pathways and Decision Triggers,2,8.0881,Equity Accountability and Rights Safeguard
2745,AG002,Polycentric Cross-Scale Coordination Forum,3,8.07931,Equity Accountability and Rights Safeguard
2745,AG003,Community Knowledge Co-Production Platform,4,8.01253,Equity Accountability and Rights Safeguard
2745,AG004,Monitoring Feedback and Learning System,5,8.01101,Equity Accountability and Rights Safeguard
2745,AG006,Responsible Policy Experimentation Portfolio,6,7.63508,Equity Accountability and Rights Safeguard
2746,AG002,Polycentric Cross-Scale Coordination Forum,1,8.51754,Polycentric Cross-Scale Coordination Forum
2746,AG001,Adaptive Pathways and Decision Triggers,2,8.25532,Polycentric Cross-Scale Coordination Forum
2746,AG005,Equity Accountability and Rights Safeguard,3,8.21069,Polycentric Cross-Scale Coordination Forum
2746,AG004,Monitoring Feedback and Learning System,4,8.20802,Polycentric Cross-Scale Coordination Forum
2746,AG003,Community Knowledge Co-Production Platform,5,8.05008,Polycentric Cross-Scale Coordination Forum
2746,AG006,Responsible Policy Experimentation Portfolio,6,8.03801,Polycentric Cross-Scale Coordination Forum
2747,AG003,Community Knowledge Co-Production Platform,1,8.74464,Community Knowledge Co-Production Platform
2747,AG004,Monitoring Feedback and Learning System,2,8.41695,Community Knowledge Co-Production Platform
2747,AG001,Adaptive Pathways and Decision Triggers,3,8.35165,Community Knowledge Co-Production Platform
2747,AG005,Equity Accountability and Rights Safeguard,4,8.07319,Community Knowledge Co-Production Platform
2747,AG002,Polycentric Cross-Scale Coordination Forum,5,8.00189,Community Knowledge Co-Production Platform
2747,AG006,Responsible Policy Experimentation Portfolio,6,7.85223,Community Knowledge Co-Production Platform
2748,AG004,Monitoring Feedback and Learning System,1,8.63576,Monitoring Feedback and Learning System
2748,AG003,Community Knowledge Co-Production Platform,2,8.56758,Monitoring Feedback and Learning System
2748,AG001,Adaptive Pathways and Decision Triggers,3,8.3629,Monitoring Feedback and Learning System
2748,AG006,Responsible Policy Experimentation Portfolio,4,8.27266,Monitoring Feedback and Learning System
2748,AG005,Equity Accountability and Rights Safeguard,5,8.21056,Monitoring Feedback and Learning System
2748,AG002,Polycentric Cross-Scale Coordination Forum,6,8.0528,Monitoring Feedback and Learning System
2749,AG004,Monitoring Feedback and Learning System,1,8.4943,Monitoring Feedback and Learning System
2749,AG005,Equity Accountability and Rights Safeguard,2,8.43498,Monitoring Feedback and Learning System
2749,AG003,Community Knowledge Co-Production Platform,3,8.18774,Monitoring Feedback and Learning System
2749,AG001,Adaptive Pathways and Decision Triggers,4,7.95018,Monitoring Feedback and Learning System
2749,AG002,Polycentric Cross-Scale Coordination Forum,5,7.9028,Monitoring Feedback and Learning System
2749,AG006,Responsible Policy Experimentation Portfolio,6,7.66502,Monitoring Feedback and Learning System
2750,AG005,Equity Accountability and Rights Safeguard,1,8.17883,Equity Accountability and Rights Safeguard
2750,AG004,Monitoring Feedback and Learning System,2,8.02972,Equity Accountability and Rights Safeguard
2750,AG003,Community Knowledge Co-Production Platform,3,7.97699,Equity Accountability and Rights Safeguard
2750,AG001,Adaptive Pathways and Decision Triggers,4,7.83602,Equity Accountability and Rights Safeguard
2750,AG002,Polycentric Cross-Scale Coordination Forum,5,7.77337,Equity Accountability and Rights Safeguard
2750,AG006,Responsible Policy Experimentation Portfolio,6,7.48901,Equity Accountability and Rights Safeguard
2751,AG003,Community Knowledge Co-Production Platform,1,8.57535,Community Knowledge Co-Production Platform
2751,AG005,Equity Accountability and Rights Safeguard,2,8.37907,Community Knowledge Co-Production Platform
2751,AG002,Polycentric Cross-Scale Coordination Forum,3,8.28379,Community Knowledge Co-Production Platform
2751,AG001,Adaptive Pathways and Decision Triggers,4,8.21856,Community Knowledge Co-Production Platform
2751,AG004,Monitoring Feedback and Learning System,5,8.04936,Community Knowledge Co-Production Platform
2751,AG006,Responsible Policy Experimentation Portfolio,6,7.94243,Community Knowledge Co-Production Platform
2752,AG005,Equity Accountability and Rights Safeguard,1,8.53622,Equity Accountability and Rights Safeguard
2752,AG004,Monitoring Feedback and Learning System,2,8.39593,Equity Accountability and Rights Safeguard
2752,AG001,Adaptive Pathways and Decision Triggers,3,8.31806,Equity Accountability and Rights Safeguard
2752,AG003,Community Knowledge Co-Production Platform,4,8.05964,Equity Accountability and Rights Safeguard
2752,AG006,Responsible Policy Experimentation Portfolio,5,7.95733,Equity Accountability and Rights Safeguard
2752,AG002,Polycentric Cross-Scale Coordination Forum,6,7.94883,Equity Accountability and Rights Safeguard
2753,AG004,Monitoring Feedback and Learning System,1,8.651,Monitoring Feedback and Learning System
2753,AG003,Community Knowledge Co-Production Platform,2,8.44502,Monitoring Feedback and Learning System
2753,AG005,Equity Accountability and Rights Safeguard,3,8.38328,Monitoring Feedback and Learning System
2753,AG006,Responsible Policy Experimentation Portfolio,4,8.27571,Monitoring Feedback and Learning System
2753,AG001,Adaptive Pathways and Decision Triggers,5,8.10945,Monitoring Feedback and Learning System
2753,AG002,Polycentric Cross-Scale Coordination Forum,6,7.55054,Monitoring Feedback and Learning System
2754,AG004,Monitoring Feedback and Learning System,1,8.41831,Monitoring Feedback and Learning System
2754,AG005,Equity Accountability and Rights Safeguard,2,8.34413,Monitoring Feedback and Learning System
2754,AG001,Adaptive Pathways and Decision Triggers,3,8.18422,Monitoring Feedback and Learning System
2754,AG002,Polycentric Cross-Scale Coordination Forum,4,8.03658,Monitoring Feedback and Learning System
2754,AG003,Community Knowledge Co-Production Platform,5,7.99176,Monitoring Feedback and Learning System
2754,AG006,Responsible Policy Experimentation Portfolio,6,7.93974,Monitoring Feedback and Learning System
2755,AG003,Community Knowledge Co-Production Platform,1,8.76262,Community Knowledge Co-Production Platform
2755,AG005,Equity Accountability and Rights Safeguard,2,8.47404,Community Knowledge Co-Production Platform
2755,AG004,Monitoring Feedback and Learning System,3,8.37982,Community Knowledge Co-Production Platform
2755,AG001,Adaptive Pathways and Decision Triggers,4,8.12902,Community Knowledge Co-Production Platform
2755,AG002,Polycentric Cross-Scale Coordination Forum,5,7.97631,Community Knowledge Co-Production Platform
2755,AG006,Responsible Policy Experimentation Portfolio,6,7.91607,Community Knowledge Co-Production Platform
2756,AG001,Adaptive Pathways and Decision Triggers,1,8.50901,Adaptive Pathways and Decision Triggers
2756,AG005,Equity Accountability and Rights Safeguard,2,8.45954,Adaptive Pathways and Decision Triggers
2756,AG002,Polycentric Cross-Scale Coordination Forum,3,8.23426,Adaptive Pathways and Decision Triggers
2756,AG003,Community Knowledge Co-Production Platform,4,8.09306,Adaptive Pathways and Decision Triggers
2756,AG006,Responsible Policy Experimentation Portfolio,5,8.08315,Adaptive Pathways and Decision Triggers
2756,AG004,Monitoring Feedback and Learning System,6,7.83186,Adaptive Pathways and Decision Triggers
2757,AG003,Community Knowledge Co-Production Platform,1,8.33046,Community Knowledge Co-Production Platform
