system_id,system_type,scenario_id,scenario_name,time_step,disturbance,vulnerability_stock,resilience_margin,threshold_flag
S006,Institutional Governance,D004,Slow threshold erosion,51,0.48,2.0,-0.768,threshold risk
S006,Institutional Governance,D004,Slow threshold erosion,52,0.4772,2.0,-0.7674,threshold risk
S006,Institutional Governance,D004,Slow threshold erosion,53,0.4739,2.0,-0.7668,threshold risk
S006,Institutional Governance,D004,Slow threshold erosion,54,0.4703,2.0,-0.7661,threshold risk
S006,Institutional Governance,D004,Slow threshold erosion,55,0.4664,2.0,-0.7653,threshold risk
S006,Institutional Governance,D004,Slow threshold erosion,56,0.4623,2.0,-0.7645,threshold risk
S006,Institutional Governance,D004,Slow threshold erosion,57,0.4581,2.0,-0.7636,threshold risk
S006,Institutional Governance,D004,Slow threshold erosion,58,0.454,2.0,-0.7628,threshold risk
S006,Institutional Governance,D004,Slow threshold erosion,59,0.4501,2.0,-0.762,threshold risk
S006,Institutional Governance,D004,Slow threshold erosion,60,0.8264,2.0,-0.8373,threshold risk
S006,Institutional Governance,D004,Slow threshold erosion,61,0.4431,2.0,-0.7606,threshold risk
S006,Institutional Governance,D004,Slow threshold erosion,62,0.4403,2.0,-0.7601,threshold risk
S006,Institutional Governance,D004,Slow threshold erosion,63,0.438,2.0,-0.7596,threshold risk
S006,Institutional Governance,D004,Slow threshold erosion,64,0.4363,2.0,-0.7593,threshold risk
S006,Institutional Governance,D004,Slow threshold erosion,65,0.4353,2.0,-0.7591,threshold risk
S006,Institutional Governance,D004,Slow threshold erosion,66,0.435,2.0,-0.759,threshold risk
S006,Institutional Governance,D004,Slow threshold erosion,67,0.4354,2.0,-0.7591,threshold risk
S006,Institutional Governance,D004,Slow threshold erosion,68,0.4364,2.0,-0.7593,threshold risk
S006,Institutional Governance,D004,Slow threshold erosion,69,0.4381,2.0,-0.7596,threshold risk
S006,Institutional Governance,D004,Slow threshold erosion,70,0.4404,2.0,-0.7601,threshold risk
S006,Institutional Governance,D004,Slow threshold erosion,71,0.4433,2.0,-0.7607,threshold risk
S006,Institutional Governance,D004,Slow threshold erosion,72,0.8266,2.0,-0.8373,threshold risk
S006,Institutional Governance,D004,Slow threshold erosion,73,0.4503,2.0,-0.7621,threshold risk
S006,Institutional Governance,D004,Slow threshold erosion,74,0.4542,2.0,-0.7628,threshold risk
S006,Institutional Governance,D004,Slow threshold erosion,75,0.4583,2.0,-0.7637,threshold risk
S006,Institutional Governance,D004,Slow threshold erosion,76,0.4625,2.0,-0.7645,threshold risk
S006,Institutional Governance,D004,Slow threshold erosion,77,0.4666,2.0,-0.7653,threshold risk
S006,Institutional Governance,D004,Slow threshold erosion,78,0.4705,2.0,-0.7661,threshold risk
S006,Institutional Governance,D004,Slow threshold erosion,79,0.4741,2.0,-0.7668,threshold risk
S006,Institutional Governance,D004,Slow threshold erosion,80,0.4773,2.0,-0.7675,threshold risk
S007,Food-Water-Energy System,D001,Short operational shock,1,0.2641,0.9062,0.583,viable margin
S007,Food-Water-Energy System,D001,Short operational shock,2,0.5682,1.2324,0.1959,threshold risk
S007,Food-Water-Energy System,D001,Short operational shock,3,0.272,1.539,-0.0514,threshold risk
S007,Food-Water-Energy System,D001,Short operational shock,4,0.5755,2.0,-0.5731,threshold risk
S007,Food-Water-Energy System,D001,Short operational shock,5,0.2785,2.0,-0.5137,threshold risk
S007,Food-Water-Energy System,D001,Short operational shock,6,0.581,2.0,-0.5742,threshold risk
S007,Food-Water-Energy System,D001,Short operational shock,7,0.283,2.0,-0.5146,threshold risk
S007,Food-Water-Energy System,D001,Short operational shock,8,0.5843,2.0,-0.5749,threshold risk
S007,Food-Water-Energy System,D001,Short operational shock,9,0.2849,2.0,-0.515,threshold risk
S007,Food-Water-Energy System,D001,Short operational shock,10,0.5849,2.0,-0.575,threshold risk
S007,Food-Water-Energy System,D001,Short operational shock,11,0.2841,2.0,-0.5148,threshold risk
S007,Food-Water-Energy System,D001,Short operational shock,12,0.5827,2.0,-0.5745,threshold risk
S007,Food-Water-Energy System,D001,Short operational shock,13,0.2807,2.0,-0.5141,threshold risk
S007,Food-Water-Energy System,D001,Short operational shock,14,0.5781,2.0,-0.5736,threshold risk
S007,Food-Water-Energy System,D001,Short operational shock,15,0.275,2.0,-0.513,threshold risk
S007,Food-Water-Energy System,D001,Short operational shock,16,0.5714,2.0,-0.5723,threshold risk
S007,Food-Water-Energy System,D001,Short operational shock,17,0.2676,2.0,-0.5115,threshold risk
S007,Food-Water-Energy System,D001,Short operational shock,18,0.5635,2.0,-0.5707,threshold risk
S007,Food-Water-Energy System,D001,Short operational shock,19,0.2594,2.0,-0.5099,threshold risk
S007,Food-Water-Energy System,D001,Short operational shock,20,0.5552,2.0,-0.569,threshold risk
S007,Food-Water-Energy System,D001,Short operational shock,21,0.2512,2.0,-0.5082,threshold risk
S007,Food-Water-Energy System,D001,Short operational shock,22,0.5475,2.0,-0.5675,threshold risk
S007,Food-Water-Energy System,D001,Short operational shock,23,0.2441,2.0,-0.5068,threshold risk
S007,Food-Water-Energy System,D001,Short operational shock,24,0.5411,2.0,-0.5662,threshold risk
S007,Food-Water-Energy System,D001,Short operational shock,25,0.2386,2.0,-0.5057,threshold risk
S007,Food-Water-Energy System,D001,Short operational shock,26,0.5368,2.0,-0.5654,threshold risk
S007,Food-Water-Energy System,D001,Short operational shock,27,0.2356,2.0,-0.5051,threshold risk
S007,Food-Water-Energy System,D001,Short operational shock,28,0.535,2.0,-0.565,threshold risk
S007,Food-Water-Energy System,D001,Short operational shock,29,0.2352,2.0,-0.505,threshold risk
S007,Food-Water-Energy System,D001,Short operational shock,30,0.536,2.0,-0.5652,threshold risk
S007,Food-Water-Energy System,D001,Short operational shock,31,0.2375,2.0,-0.5055,threshold risk
S007,Food-Water-Energy System,D001,Short operational shock,32,0.5397,2.0,-0.5659,threshold risk
S007,Food-Water-Energy System,D001,Short operational shock,33,0.2424,2.0,-0.5065,threshold risk
S007,Food-Water-Energy System,D001,Short operational shock,34,0.5455,2.0,-0.5671,threshold risk
S007,Food-Water-Energy System,D001,Short operational shock,35,0.2491,2.0,-0.5078,threshold risk
S007,Food-Water-Energy System,D001,Short operational shock,36,0.553,2.0,-0.5686,threshold risk
S007,Food-Water-Energy System,D001,Short operational shock,37,0.2571,2.0,-0.5094,threshold risk
S007,Food-Water-Energy System,D001,Short operational shock,38,0.5613,2.0,-0.5703,threshold risk
S007,Food-Water-Energy System,D001,Short operational shock,39,0.2654,2.0,-0.5111,threshold risk
S007,Food-Water-Energy System,D001,Short operational shock,40,0.5694,2.0,-0.5719,threshold risk
S007,Food-Water-Energy System,D001,Short operational shock,41,0.2731,2.0,-0.5126,threshold risk
S007,Food-Water-Energy System,D001,Short operational shock,42,0.5764,2.0,-0.5733,threshold risk
S007,Food-Water-Energy System,D001,Short operational shock,43,0.2793,2.0,-0.5139,threshold risk
S007,Food-Water-Energy System,D001,Short operational shock,44,0.5817,2.0,-0.5743,threshold risk
S007,Food-Water-Energy System,D001,Short operational shock,45,0.2834,2.0,-0.5147,threshold risk
S007,Food-Water-Energy System,D001,Short operational shock,46,0.5846,2.0,-0.5749,threshold risk
S007,Food-Water-Energy System,D001,Short operational shock,47,0.285,2.0,-0.515,threshold risk
S007,Food-Water-Energy System,D001,Short operational shock,48,0.5847,2.0,-0.5749,threshold risk
S007,Food-Water-Energy System,D001,Short operational shock,49,0.2838,2.0,-0.5148,threshold risk
S007,Food-Water-Energy System,D001,Short operational shock,50,0.5822,2.0,-0.5744,threshold risk
S007,Food-Water-Energy System,D001,Short operational shock,51,0.28,2.0,-0.514,threshold risk
S007,Food-Water-Energy System,D001,Short operational shock,52,0.5772,2.0,-0.5734,threshold risk
S007,Food-Water-Energy System,D001,Short operational shock,53,0.2739,2.0,-0.5128,threshold risk
S007,Food-Water-Energy System,D001,Short operational shock,54,0.5703,2.0,-0.5721,threshold risk
S007,Food-Water-Energy System,D001,Short operational shock,55,0.2664,2.0,-0.5113,threshold risk
S007,Food-Water-Energy System,D001,Short operational shock,56,0.5623,2.0,-0.5705,threshold risk
S007,Food-Water-Energy System,D001,Short operational shock,57,0.2581,2.0,-0.5096,threshold risk
S007,Food-Water-Energy System,D001,Short operational shock,58,0.554,2.0,-0.5688,threshold risk
S007,Food-Water-Energy System,D001,Short operational shock,59,0.2501,2.0,-0.508,threshold risk
S007,Food-Water-Energy System,D001,Short operational shock,60,0.5464,2.0,-0.5673,threshold risk
S007,Food-Water-Energy System,D001,Short operational shock,61,0.2431,2.0,-0.5066,threshold risk
S007,Food-Water-Energy System,D001,Short operational shock,62,0.5403,2.0,-0.5661,threshold risk
S007,Food-Water-Energy System,D001,Short operational shock,63,0.238,2.0,-0.5056,threshold risk
S007,Food-Water-Energy System,D001,Short operational shock,64,0.5363,2.0,-0.5653,threshold risk
S007,Food-Water-Energy System,D001,Short operational shock,65,0.2353,2.0,-0.5051,threshold risk
S007,Food-Water-Energy System,D001,Short operational shock,66,0.535,2.0,-0.565,threshold risk
S007,Food-Water-Energy System,D001,Short operational shock,67,0.2354,2.0,-0.5051,threshold risk
S007,Food-Water-Energy System,D001,Short operational shock,68,0.5364,2.0,-0.5653,threshold risk
S007,Food-Water-Energy System,D001,Short operational shock,69,0.2381,2.0,-0.5056,threshold risk
S007,Food-Water-Energy System,D001,Short operational shock,70,0.5404,2.0,-0.5661,threshold risk
S007,Food-Water-Energy System,D001,Short operational shock,71,0.2433,2.0,-0.5067,threshold risk
S007,Food-Water-Energy System,D001,Short operational shock,72,0.5466,2.0,-0.5673,threshold risk
S007,Food-Water-Energy System,D001,Short operational shock,73,0.2503,2.0,-0.5081,threshold risk
S007,Food-Water-Energy System,D001,Short operational shock,74,0.5542,2.0,-0.5688,threshold risk
S007,Food-Water-Energy System,D001,Short operational shock,75,0.2583,2.0,-0.5097,threshold risk
S007,Food-Water-Energy System,D001,Short operational shock,76,0.5625,2.0,-0.5705,threshold risk
S007,Food-Water-Energy System,D001,Short operational shock,77,0.2666,2.0,-0.5113,threshold risk
S007,Food-Water-Energy System,D001,Short operational shock,78,0.5705,2.0,-0.5721,threshold risk
S007,Food-Water-Energy System,D001,Short operational shock,79,0.2741,2.0,-0.5128,threshold risk
S007,Food-Water-Energy System,D001,Short operational shock,80,0.5773,2.0,-0.5735,threshold risk
S007,Food-Water-Energy System,D002,Repeated stress with delay,1,0.5241,0.9492,0.488,viable margin
S007,Food-Water-Energy System,D002,Repeated stress with delay,2,0.5282,1.2324,0.204,threshold risk
S007,Food-Water-Energy System,D002,Repeated stress with delay,3,0.532,1.5819,-0.1463,threshold risk
S007,Food-Water-Energy System,D002,Repeated stress with delay,4,0.5355,2.0,-0.5651,threshold risk
S007,Food-Water-Energy System,D002,Repeated stress with delay,5,0.5385,2.0,-0.5657,threshold risk
S007,Food-Water-Energy System,D002,Repeated stress with delay,6,1.081,2.0,-0.6742,threshold risk
S007,Food-Water-Energy System,D002,Repeated stress with delay,7,0.543,2.0,-0.5666,threshold risk
S007,Food-Water-Energy System,D002,Repeated stress with delay,8,0.5443,2.0,-0.5669,threshold risk
S007,Food-Water-Energy System,D002,Repeated stress with delay,9,0.5449,2.0,-0.567,threshold risk
S007,Food-Water-Energy System,D002,Repeated stress with delay,10,0.5449,2.0,-0.567,threshold risk
S007,Food-Water-Energy System,D002,Repeated stress with delay,11,0.5441,2.0,-0.5668,threshold risk
S007,Food-Water-Energy System,D002,Repeated stress with delay,12,1.0827,2.0,-0.6745,threshold risk
S007,Food-Water-Energy System,D002,Repeated stress with delay,13,0.5407,2.0,-0.5661,threshold risk
S007,Food-Water-Energy System,D002,Repeated stress with delay,14,0.5381,2.0,-0.5656,threshold risk
S007,Food-Water-Energy System,D002,Repeated stress with delay,15,0.535,2.0,-0.565,threshold risk
S007,Food-Water-Energy System,D002,Repeated stress with delay,16,0.5314,2.0,-0.5643,threshold risk
S007,Food-Water-Energy System,D002,Repeated stress with delay,17,0.5276,2.0,-0.5635,threshold risk
S007,Food-Water-Energy System,D002,Repeated stress with delay,18,1.0635,2.0,-0.6707,threshold risk
S007,Food-Water-Energy System,D002,Repeated stress with delay,19,0.5194,2.0,-0.5619,threshold risk
S007,Food-Water-Energy System,D002,Repeated stress with delay,20,0.5152,2.0,-0.561,threshold risk
S007,Food-Water-Energy System,D002,Repeated stress with delay,21,0.5112,2.0,-0.5602,threshold risk
S007,Food-Water-Energy System,D002,Repeated stress with delay,22,0.5075,2.0,-0.5595,threshold risk
S007,Food-Water-Energy System,D002,Repeated stress with delay,23,0.5041,2.0,-0.5588,threshold risk
S007,Food-Water-Energy System,D002,Repeated stress with delay,24,1.0411,2.0,-0.6662,threshold risk
S007,Food-Water-Energy System,D002,Repeated stress with delay,25,0.4986,2.0,-0.5577,threshold risk
S007,Food-Water-Energy System,D002,Repeated stress with delay,26,0.4968,2.0,-0.5574,threshold risk
S007,Food-Water-Energy System,D002,Repeated stress with delay,27,0.4956,2.0,-0.5571,threshold risk
S007,Food-Water-Energy System,D002,Repeated stress with delay,28,0.495,2.0,-0.557,threshold risk
S007,Food-Water-Energy System,D002,Repeated stress with delay,29,0.4952,2.0,-0.557,threshold risk
S007,Food-Water-Energy System,D002,Repeated stress with delay,30,1.036,2.0,-0.6652,threshold risk
S007,Food-Water-Energy System,D002,Repeated stress with delay,31,0.4975,2.0,-0.5575,threshold risk
S007,Food-Water-Energy System,D002,Repeated stress with delay,32,0.4997,2.0,-0.5579,threshold risk
S007,Food-Water-Energy System,D002,Repeated stress with delay,33,0.5024,2.0,-0.5585,threshold risk
S007,Food-Water-Energy System,D002,Repeated stress with delay,34,0.5055,2.0,-0.5591,threshold risk
S007,Food-Water-Energy System,D002,Repeated stress with delay,35,0.5091,2.0,-0.5598,threshold risk
S007,Food-Water-Energy System,D002,Repeated stress with delay,36,1.053,2.0,-0.6686,threshold risk
S007,Food-Water-Energy System,D002,Repeated stress with delay,37,0.5171,2.0,-0.5614,threshold risk
S007,Food-Water-Energy System,D002,Repeated stress with delay,38,0.5213,2.0,-0.5623,threshold risk
S007,Food-Water-Energy System,D002,Repeated stress with delay,39,0.5254,2.0,-0.5631,threshold risk
S007,Food-Water-Energy System,D002,Repeated stress with delay,40,0.5294,2.0,-0.5639,threshold risk
S007,Food-Water-Energy System,D002,Repeated stress with delay,41,0.5331,2.0,-0.5646,threshold risk
S007,Food-Water-Energy System,D002,Repeated stress with delay,42,1.0764,2.0,-0.6733,threshold risk
S007,Food-Water-Energy System,D002,Repeated stress with delay,43,0.5393,2.0,-0.5659,threshold risk
S007,Food-Water-Energy System,D002,Repeated stress with delay,44,0.5417,2.0,-0.5663,threshold risk
S007,Food-Water-Energy System,D002,Repeated stress with delay,45,0.5434,2.0,-0.5667,threshold risk
S007,Food-Water-Energy System,D002,Repeated stress with delay,46,0.5446,2.0,-0.5669,threshold risk
S007,Food-Water-Energy System,D002,Repeated stress with delay,47,0.545,2.0,-0.567,threshold risk
S007,Food-Water-Energy System,D002,Repeated stress with delay,48,1.0847,2.0,-0.6749,threshold risk
S007,Food-Water-Energy System,D002,Repeated stress with delay,49,0.5438,2.0,-0.5668,threshold risk
S007,Food-Water-Energy System,D002,Repeated stress with delay,50,0.5422,2.0,-0.5664,threshold risk
S007,Food-Water-Energy System,D002,Repeated stress with delay,51,0.54,2.0,-0.566,threshold risk
S007,Food-Water-Energy System,D002,Repeated stress with delay,52,0.5372,2.0,-0.5654,threshold risk
S007,Food-Water-Energy System,D002,Repeated stress with delay,53,0.5339,2.0,-0.5648,threshold risk
S007,Food-Water-Energy System,D002,Repeated stress with delay,54,1.0703,2.0,-0.6721,threshold risk
S007,Food-Water-Energy System,D002,Repeated stress with delay,55,0.5264,2.0,-0.5633,threshold risk
S007,Food-Water-Energy System,D002,Repeated stress with delay,56,0.5223,2.0,-0.5625,threshold risk
S007,Food-Water-Energy System,D002,Repeated stress with delay,57,0.5181,2.0,-0.5616,threshold risk
S007,Food-Water-Energy System,D002,Repeated stress with delay,58,0.514,2.0,-0.5608,threshold risk
S007,Food-Water-Energy System,D002,Repeated stress with delay,59,0.5101,2.0,-0.56,threshold risk
S007,Food-Water-Energy System,D002,Repeated stress with delay,60,1.0464,2.0,-0.6673,threshold risk
S007,Food-Water-Energy System,D002,Repeated stress with delay,61,0.5031,2.0,-0.5586,threshold risk
S007,Food-Water-Energy System,D002,Repeated stress with delay,62,0.5003,2.0,-0.5581,threshold risk
S007,Food-Water-Energy System,D002,Repeated stress with delay,63,0.498,2.0,-0.5576,threshold risk
S007,Food-Water-Energy System,D002,Repeated stress with delay,64,0.4963,2.0,-0.5573,threshold risk
S007,Food-Water-Energy System,D002,Repeated stress with delay,65,0.4953,2.0,-0.5571,threshold risk
S007,Food-Water-Energy System,D002,Repeated stress with delay,66,1.035,2.0,-0.665,threshold risk
S007,Food-Water-Energy System,D002,Repeated stress with delay,67,0.4954,2.0,-0.5571,threshold risk
S007,Food-Water-Energy System,D002,Repeated stress with delay,68,0.4964,2.0,-0.5573,threshold risk
S007,Food-Water-Energy System,D002,Repeated stress with delay,69,0.4981,2.0,-0.5576,threshold risk
S007,Food-Water-Energy System,D002,Repeated stress with delay,70,0.5004,2.0,-0.5581,threshold risk
S007,Food-Water-Energy System,D002,Repeated stress with delay,71,0.5033,2.0,-0.5587,threshold risk
S007,Food-Water-Energy System,D002,Repeated stress with delay,72,1.0466,2.0,-0.6673,threshold risk
S007,Food-Water-Energy System,D002,Repeated stress with delay,73,0.5103,2.0,-0.5601,threshold risk
S007,Food-Water-Energy System,D002,Repeated stress with delay,74,0.5142,2.0,-0.5608,threshold risk
S007,Food-Water-Energy System,D002,Repeated stress with delay,75,0.5183,2.0,-0.5617,threshold risk
S007,Food-Water-Energy System,D002,Repeated stress with delay,76,0.5225,2.0,-0.5625,threshold risk
S007,Food-Water-Energy System,D002,Repeated stress with delay,77,0.5266,2.0,-0.5633,threshold risk
S007,Food-Water-Energy System,D002,Repeated stress with delay,78,1.0705,2.0,-0.6721,threshold risk
S007,Food-Water-Energy System,D002,Repeated stress with delay,79,0.5341,2.0,-0.5648,threshold risk
S007,Food-Water-Energy System,D002,Repeated stress with delay,80,0.5373,2.0,-0.5655,threshold risk
S007,Food-Water-Energy System,D003,Compound cascading disruption,1,0.7641,0.9964,0.3927,viable margin
S007,Food-Water-Energy System,D003,Compound cascading disruption,2,0.7682,1.3378,0.0506,threshold risk
S007,Food-Water-Energy System,D003,Compound cascading disruption,3,0.772,1.7588,-0.3712,threshold risk
S007,Food-Water-Energy System,D003,Compound cascading disruption,4,0.7755,2.0,-0.6131,threshold risk
S007,Food-Water-Energy System,D003,Compound cascading disruption,5,0.7785,2.0,-0.6137,threshold risk
S007,Food-Water-Energy System,D003,Compound cascading disruption,6,0.781,2.0,-0.6142,threshold risk
S007,Food-Water-Energy System,D003,Compound cascading disruption,7,0.783,2.0,-0.6146,threshold risk
S007,Food-Water-Energy System,D003,Compound cascading disruption,8,0.7843,2.0,-0.6149,threshold risk
S007,Food-Water-Energy System,D003,Compound cascading disruption,9,1.5449,2.0,-0.767,threshold risk
S007,Food-Water-Energy System,D003,Compound cascading disruption,10,0.7849,2.0,-0.615,threshold risk
S007,Food-Water-Energy System,D003,Compound cascading disruption,11,0.7841,2.0,-0.6148,threshold risk
S007,Food-Water-Energy System,D003,Compound cascading disruption,12,0.7827,2.0,-0.6145,threshold risk
S007,Food-Water-Energy System,D003,Compound cascading disruption,13,0.7807,2.0,-0.6141,threshold risk
S007,Food-Water-Energy System,D003,Compound cascading disruption,14,0.7781,2.0,-0.6136,threshold risk
S007,Food-Water-Energy System,D003,Compound cascading disruption,15,0.775,2.0,-0.613,threshold risk
S007,Food-Water-Energy System,D003,Compound cascading disruption,16,0.7714,2.0,-0.6123,threshold risk
S007,Food-Water-Energy System,D003,Compound cascading disruption,17,0.7676,2.0,-0.6115,threshold risk
S007,Food-Water-Energy System,D003,Compound cascading disruption,18,1.5235,2.0,-0.7627,threshold risk
S007,Food-Water-Energy System,D003,Compound cascading disruption,19,0.7594,2.0,-0.6099,threshold risk
S007,Food-Water-Energy System,D003,Compound cascading disruption,20,0.7552,2.0,-0.609,threshold risk
S007,Food-Water-Energy System,D003,Compound cascading disruption,21,0.7512,2.0,-0.6082,threshold risk
S007,Food-Water-Energy System,D003,Compound cascading disruption,22,0.7475,2.0,-0.6075,threshold risk
S007,Food-Water-Energy System,D003,Compound cascading disruption,23,0.7441,2.0,-0.6068,threshold risk
S007,Food-Water-Energy System,D003,Compound cascading disruption,24,0.7411,2.0,-0.6062,threshold risk
S007,Food-Water-Energy System,D003,Compound cascading disruption,25,0.7386,2.0,-0.6057,threshold risk
S007,Food-Water-Energy System,D003,Compound cascading disruption,26,0.7368,2.0,-0.6054,threshold risk
S007,Food-Water-Energy System,D003,Compound cascading disruption,27,1.4956,2.0,-0.7571,threshold risk
S007,Food-Water-Energy System,D003,Compound cascading disruption,28,0.735,2.0,-0.605,threshold risk
S007,Food-Water-Energy System,D003,Compound cascading disruption,29,0.7352,2.0,-0.605,threshold risk
S007,Food-Water-Energy System,D003,Compound cascading disruption,30,0.736,2.0,-0.6052,threshold risk
S007,Food-Water-Energy System,D003,Compound cascading disruption,31,0.7375,2.0,-0.6055,threshold risk
S007,Food-Water-Energy System,D003,Compound cascading disruption,32,0.7397,2.0,-0.6059,threshold risk
S007,Food-Water-Energy System,D003,Compound cascading disruption,33,0.7424,2.0,-0.6065,threshold risk
S007,Food-Water-Energy System,D003,Compound cascading disruption,34,0.7455,2.0,-0.6071,threshold risk
S007,Food-Water-Energy System,D003,Compound cascading disruption,35,0.7491,2.0,-0.6078,threshold risk
S007,Food-Water-Energy System,D003,Compound cascading disruption,36,1.513,2.0,-0.7606,threshold risk
S007,Food-Water-Energy System,D003,Compound cascading disruption,37,0.7571,2.0,-0.6094,threshold risk
S007,Food-Water-Energy System,D003,Compound cascading disruption,38,0.7613,2.0,-0.6103,threshold risk
S007,Food-Water-Energy System,D003,Compound cascading disruption,39,0.7654,2.0,-0.6111,threshold risk
S007,Food-Water-Energy System,D003,Compound cascading disruption,40,0.7694,2.0,-0.6119,threshold risk
S007,Food-Water-Energy System,D003,Compound cascading disruption,41,0.7731,2.0,-0.6126,threshold risk
S007,Food-Water-Energy System,D003,Compound cascading disruption,42,0.7764,2.0,-0.6133,threshold risk
S007,Food-Water-Energy System,D003,Compound cascading disruption,43,0.7793,2.0,-0.6139,threshold risk
S007,Food-Water-Energy System,D003,Compound cascading disruption,44,0.7817,2.0,-0.6143,threshold risk
S007,Food-Water-Energy System,D003,Compound cascading disruption,45,1.5434,2.0,-0.7667,threshold risk
S007,Food-Water-Energy System,D003,Compound cascading disruption,46,0.7846,2.0,-0.6149,threshold risk
S007,Food-Water-Energy System,D003,Compound cascading disruption,47,0.785,2.0,-0.615,threshold risk
S007,Food-Water-Energy System,D003,Compound cascading disruption,48,0.7847,2.0,-0.6149,threshold risk
S007,Food-Water-Energy System,D003,Compound cascading disruption,49,0.7838,2.0,-0.6148,threshold risk
S007,Food-Water-Energy System,D003,Compound cascading disruption,50,0.7822,2.0,-0.6144,threshold risk
S007,Food-Water-Energy System,D003,Compound cascading disruption,51,0.78,2.0,-0.614,threshold risk
S007,Food-Water-Energy System,D003,Compound cascading disruption,52,0.7772,2.0,-0.6134,threshold risk
S007,Food-Water-Energy System,D003,Compound cascading disruption,53,0.7739,2.0,-0.6128,threshold risk
S007,Food-Water-Energy System,D003,Compound cascading disruption,54,1.5303,2.0,-0.7641,threshold risk
S007,Food-Water-Energy System,D003,Compound cascading disruption,55,0.7664,2.0,-0.6113,threshold risk
S007,Food-Water-Energy System,D003,Compound cascading disruption,56,0.7623,2.0,-0.6105,threshold risk
S007,Food-Water-Energy System,D003,Compound cascading disruption,57,0.7581,2.0,-0.6096,threshold risk
S007,Food-Water-Energy System,D003,Compound cascading disruption,58,0.754,2.0,-0.6088,threshold risk
S007,Food-Water-Energy System,D003,Compound cascading disruption,59,0.7501,2.0,-0.608,threshold risk
S007,Food-Water-Energy System,D003,Compound cascading disruption,60,0.7464,2.0,-0.6073,threshold risk
S007,Food-Water-Energy System,D003,Compound cascading disruption,61,0.7431,2.0,-0.6066,threshold risk
S007,Food-Water-Energy System,D003,Compound cascading disruption,62,0.7403,2.0,-0.6061,threshold risk
S007,Food-Water-Energy System,D003,Compound cascading disruption,63,1.498,2.0,-0.7576,threshold risk
S007,Food-Water-Energy System,D003,Compound cascading disruption,64,0.7363,2.0,-0.6053,threshold risk
S007,Food-Water-Energy System,D003,Compound cascading disruption,65,0.7353,2.0,-0.6051,threshold risk
S007,Food-Water-Energy System,D003,Compound cascading disruption,66,0.735,2.0,-0.605,threshold risk
S007,Food-Water-Energy System,D003,Compound cascading disruption,67,0.7354,2.0,-0.6051,threshold risk
S007,Food-Water-Energy System,D003,Compound cascading disruption,68,0.7364,2.0,-0.6053,threshold risk
S007,Food-Water-Energy System,D003,Compound cascading disruption,69,0.7381,2.0,-0.6056,threshold risk
S007,Food-Water-Energy System,D003,Compound cascading disruption,70,0.7404,2.0,-0.6061,threshold risk
S007,Food-Water-Energy System,D003,Compound cascading disruption,71,0.7433,2.0,-0.6067,threshold risk
S007,Food-Water-Energy System,D003,Compound cascading disruption,72,1.5066,2.0,-0.7593,threshold risk
S007,Food-Water-Energy System,D003,Compound cascading disruption,73,0.7503,2.0,-0.6081,threshold risk
S007,Food-Water-Energy System,D003,Compound cascading disruption,74,0.7542,2.0,-0.6088,threshold risk
S007,Food-Water-Energy System,D003,Compound cascading disruption,75,0.7583,2.0,-0.6097,threshold risk
S007,Food-Water-Energy System,D003,Compound cascading disruption,76,0.7625,2.0,-0.6105,threshold risk
S007,Food-Water-Energy System,D003,Compound cascading disruption,77,0.7666,2.0,-0.6113,threshold risk
S007,Food-Water-Energy System,D003,Compound cascading disruption,78,0.7705,2.0,-0.6121,threshold risk
S007,Food-Water-Energy System,D003,Compound cascading disruption,79,0.7741,2.0,-0.6128,threshold risk
S007,Food-Water-Energy System,D003,Compound cascading disruption,80,0.7773,2.0,-0.6135,threshold risk
S007,Food-Water-Energy System,D004,Slow threshold erosion,1,0.4641,0.9498,0.4994,viable margin
S007,Food-Water-Energy System,D004,Slow threshold erosion,2,0.4682,1.2338,0.2146,threshold risk
S007,Food-Water-Energy System,D004,Slow threshold erosion,3,0.472,1.5843,-0.1367,threshold risk
S007,Food-Water-Energy System,D004,Slow threshold erosion,4,0.4755,2.0,-0.5531,threshold risk
S007,Food-Water-Energy System,D004,Slow threshold erosion,5,0.4785,2.0,-0.5537,threshold risk
S007,Food-Water-Energy System,D004,Slow threshold erosion,6,0.481,2.0,-0.5542,threshold risk
S007,Food-Water-Energy System,D004,Slow threshold erosion,7,0.483,2.0,-0.5546,threshold risk
S007,Food-Water-Energy System,D004,Slow threshold erosion,8,0.4843,2.0,-0.5549,threshold risk
S007,Food-Water-Energy System,D004,Slow threshold erosion,9,0.4849,2.0,-0.555,threshold risk
S007,Food-Water-Energy System,D004,Slow threshold erosion,10,0.4849,2.0,-0.555,threshold risk
S007,Food-Water-Energy System,D004,Slow threshold erosion,11,0.4841,2.0,-0.5548,threshold risk
S007,Food-Water-Energy System,D004,Slow threshold erosion,12,0.8627,2.0,-0.6305,threshold risk
S007,Food-Water-Energy System,D004,Slow threshold erosion,13,0.4807,2.0,-0.5541,threshold risk
S007,Food-Water-Energy System,D004,Slow threshold erosion,14,0.4781,2.0,-0.5536,threshold risk
S007,Food-Water-Energy System,D004,Slow threshold erosion,15,0.475,2.0,-0.553,threshold risk
S007,Food-Water-Energy System,D004,Slow threshold erosion,16,0.4714,2.0,-0.5523,threshold risk
S007,Food-Water-Energy System,D004,Slow threshold erosion,17,0.4676,2.0,-0.5515,threshold risk
