simulation_id,pathway_id,pathway,rank,viability_value,winner
2299,SR001,Distributed Renewable Infrastructure,5,7.58224,Ecosystem Restoration and Livelihood Diversification
2299,SR002,Circular Regional Production System,6,7.43072,Ecosystem Restoration and Livelihood Diversification
2300,SR005,Ecosystem Restoration and Livelihood Diversification,1,7.74532,Ecosystem Restoration and Livelihood Diversification
2300,SR006,Public Health Housing and Heat Resilience Compact,2,7.45256,Ecosystem Restoration and Livelihood Diversification
2300,SR003,Inclusive Urban Resilience Transition,3,7.4451,Ecosystem Restoration and Livelihood Diversification
2300,SR004,Climate-Resilient Food and Water Strategy,4,7.38512,Ecosystem Restoration and Livelihood Diversification
2300,SR002,Circular Regional Production System,5,7.28717,Ecosystem Restoration and Livelihood Diversification
2300,SR001,Distributed Renewable Infrastructure,6,7.2856,Ecosystem Restoration and Livelihood Diversification
2301,SR006,Public Health Housing and Heat Resilience Compact,1,7.77736,Public Health Housing and Heat Resilience Compact
2301,SR004,Climate-Resilient Food and Water Strategy,2,7.67294,Public Health Housing and Heat Resilience Compact
2301,SR002,Circular Regional Production System,3,7.59731,Public Health Housing and Heat Resilience Compact
2301,SR005,Ecosystem Restoration and Livelihood Diversification,4,7.57926,Public Health Housing and Heat Resilience Compact
2301,SR001,Distributed Renewable Infrastructure,5,7.42325,Public Health Housing and Heat Resilience Compact
2301,SR003,Inclusive Urban Resilience Transition,6,7.28761,Public Health Housing and Heat Resilience Compact
2302,SR003,Inclusive Urban Resilience Transition,1,7.93302,Inclusive Urban Resilience Transition
2302,SR006,Public Health Housing and Heat Resilience Compact,2,7.88044,Inclusive Urban Resilience Transition
2302,SR005,Ecosystem Restoration and Livelihood Diversification,3,7.72888,Inclusive Urban Resilience Transition
2302,SR001,Distributed Renewable Infrastructure,4,7.44217,Inclusive Urban Resilience Transition
2302,SR004,Climate-Resilient Food and Water Strategy,5,7.21607,Inclusive Urban Resilience Transition
2302,SR002,Circular Regional Production System,6,7.20735,Inclusive Urban Resilience Transition
2303,SR004,Climate-Resilient Food and Water Strategy,1,7.63761,Climate-Resilient Food and Water Strategy
2303,SR005,Ecosystem Restoration and Livelihood Diversification,2,7.57087,Climate-Resilient Food and Water Strategy
2303,SR006,Public Health Housing and Heat Resilience Compact,3,7.53249,Climate-Resilient Food and Water Strategy
2303,SR002,Circular Regional Production System,4,7.52101,Climate-Resilient Food and Water Strategy
2303,SR003,Inclusive Urban Resilience Transition,5,7.1666,Climate-Resilient Food and Water Strategy
2303,SR001,Distributed Renewable Infrastructure,6,7.16545,Climate-Resilient Food and Water Strategy
2304,SR003,Inclusive Urban Resilience Transition,1,7.93497,Inclusive Urban Resilience Transition
2304,SR006,Public Health Housing and Heat Resilience Compact,2,7.75861,Inclusive Urban Resilience Transition
2304,SR005,Ecosystem Restoration and Livelihood Diversification,3,7.67216,Inclusive Urban Resilience Transition
2304,SR004,Climate-Resilient Food and Water Strategy,4,7.66609,Inclusive Urban Resilience Transition
2304,SR001,Distributed Renewable Infrastructure,5,7.36296,Inclusive Urban Resilience Transition
2304,SR002,Circular Regional Production System,6,7.25781,Inclusive Urban Resilience Transition
2305,SR005,Ecosystem Restoration and Livelihood Diversification,1,8.0802,Ecosystem Restoration and Livelihood Diversification
2305,SR001,Distributed Renewable Infrastructure,2,7.80088,Ecosystem Restoration and Livelihood Diversification
2305,SR003,Inclusive Urban Resilience Transition,3,7.59842,Ecosystem Restoration and Livelihood Diversification
2305,SR002,Circular Regional Production System,4,7.57346,Ecosystem Restoration and Livelihood Diversification
2305,SR006,Public Health Housing and Heat Resilience Compact,5,7.53061,Ecosystem Restoration and Livelihood Diversification
2305,SR004,Climate-Resilient Food and Water Strategy,6,7.23782,Ecosystem Restoration and Livelihood Diversification
2306,SR004,Climate-Resilient Food and Water Strategy,1,7.75562,Climate-Resilient Food and Water Strategy
2306,SR006,Public Health Housing and Heat Resilience Compact,2,7.72898,Climate-Resilient Food and Water Strategy
2306,SR005,Ecosystem Restoration and Livelihood Diversification,3,7.63015,Climate-Resilient Food and Water Strategy
2306,SR002,Circular Regional Production System,4,7.57492,Climate-Resilient Food and Water Strategy
2306,SR003,Inclusive Urban Resilience Transition,5,7.49884,Climate-Resilient Food and Water Strategy
2306,SR001,Distributed Renewable Infrastructure,6,7.13953,Climate-Resilient Food and Water Strategy
2307,SR003,Inclusive Urban Resilience Transition,1,7.73934,Inclusive Urban Resilience Transition
2307,SR001,Distributed Renewable Infrastructure,2,7.63559,Inclusive Urban Resilience Transition
2307,SR006,Public Health Housing and Heat Resilience Compact,3,7.59457,Inclusive Urban Resilience Transition
2307,SR004,Climate-Resilient Food and Water Strategy,4,7.47974,Inclusive Urban Resilience Transition
2307,SR005,Ecosystem Restoration and Livelihood Diversification,5,7.46469,Inclusive Urban Resilience Transition
2307,SR002,Circular Regional Production System,6,7.35304,Inclusive Urban Resilience Transition
2308,SR004,Climate-Resilient Food and Water Strategy,1,7.88916,Climate-Resilient Food and Water Strategy
2308,SR003,Inclusive Urban Resilience Transition,2,7.70107,Climate-Resilient Food and Water Strategy
2308,SR006,Public Health Housing and Heat Resilience Compact,3,7.64732,Climate-Resilient Food and Water Strategy
2308,SR002,Circular Regional Production System,4,7.59241,Climate-Resilient Food and Water Strategy
2308,SR005,Ecosystem Restoration and Livelihood Diversification,5,7.43258,Climate-Resilient Food and Water Strategy
2308,SR001,Distributed Renewable Infrastructure,6,7.36769,Climate-Resilient Food and Water Strategy
2309,SR006,Public Health Housing and Heat Resilience Compact,1,8.17451,Public Health Housing and Heat Resilience Compact
2309,SR005,Ecosystem Restoration and Livelihood Diversification,2,7.7173,Public Health Housing and Heat Resilience Compact
2309,SR002,Circular Regional Production System,3,7.54716,Public Health Housing and Heat Resilience Compact
2309,SR003,Inclusive Urban Resilience Transition,4,7.43666,Public Health Housing and Heat Resilience Compact
2309,SR001,Distributed Renewable Infrastructure,5,7.27278,Public Health Housing and Heat Resilience Compact
2309,SR004,Climate-Resilient Food and Water Strategy,6,7.1791,Public Health Housing and Heat Resilience Compact
2310,SR004,Climate-Resilient Food and Water Strategy,1,7.79182,Climate-Resilient Food and Water Strategy
2310,SR006,Public Health Housing and Heat Resilience Compact,2,7.77146,Climate-Resilient Food and Water Strategy
2310,SR005,Ecosystem Restoration and Livelihood Diversification,3,7.72964,Climate-Resilient Food and Water Strategy
2310,SR002,Circular Regional Production System,4,7.47381,Climate-Resilient Food and Water Strategy
2310,SR003,Inclusive Urban Resilience Transition,5,7.24335,Climate-Resilient Food and Water Strategy
2310,SR001,Distributed Renewable Infrastructure,6,7.19502,Climate-Resilient Food and Water Strategy
2311,SR005,Ecosystem Restoration and Livelihood Diversification,1,7.84987,Ecosystem Restoration and Livelihood Diversification
2311,SR002,Circular Regional Production System,2,7.78616,Ecosystem Restoration and Livelihood Diversification
2311,SR004,Climate-Resilient Food and Water Strategy,3,7.54917,Ecosystem Restoration and Livelihood Diversification
2311,SR001,Distributed Renewable Infrastructure,4,7.5192,Ecosystem Restoration and Livelihood Diversification
2311,SR003,Inclusive Urban Resilience Transition,5,7.45326,Ecosystem Restoration and Livelihood Diversification
2311,SR006,Public Health Housing and Heat Resilience Compact,6,6.86873,Ecosystem Restoration and Livelihood Diversification
2312,SR005,Ecosystem Restoration and Livelihood Diversification,1,7.80337,Ecosystem Restoration and Livelihood Diversification
2312,SR006,Public Health Housing and Heat Resilience Compact,2,7.79345,Ecosystem Restoration and Livelihood Diversification
2312,SR002,Circular Regional Production System,3,7.64568,Ecosystem Restoration and Livelihood Diversification
2312,SR001,Distributed Renewable Infrastructure,4,7.61693,Ecosystem Restoration and Livelihood Diversification
2312,SR003,Inclusive Urban Resilience Transition,5,7.50967,Ecosystem Restoration and Livelihood Diversification
2312,SR004,Climate-Resilient Food and Water Strategy,6,7.35277,Ecosystem Restoration and Livelihood Diversification
2313,SR005,Ecosystem Restoration and Livelihood Diversification,1,8.1814,Ecosystem Restoration and Livelihood Diversification
2313,SR004,Climate-Resilient Food and Water Strategy,2,7.71765,Ecosystem Restoration and Livelihood Diversification
2313,SR001,Distributed Renewable Infrastructure,3,7.64797,Ecosystem Restoration and Livelihood Diversification
2313,SR003,Inclusive Urban Resilience Transition,4,7.51324,Ecosystem Restoration and Livelihood Diversification
2313,SR002,Circular Regional Production System,5,7.45505,Ecosystem Restoration and Livelihood Diversification
2313,SR006,Public Health Housing and Heat Resilience Compact,6,7.23546,Ecosystem Restoration and Livelihood Diversification
2314,SR002,Circular Regional Production System,1,7.75688,Circular Regional Production System
2314,SR003,Inclusive Urban Resilience Transition,2,7.7522,Circular Regional Production System
2314,SR001,Distributed Renewable Infrastructure,3,7.71582,Circular Regional Production System
2314,SR006,Public Health Housing and Heat Resilience Compact,4,7.70172,Circular Regional Production System
2314,SR005,Ecosystem Restoration and Livelihood Diversification,5,7.5656,Circular Regional Production System
2314,SR004,Climate-Resilient Food and Water Strategy,6,7.37312,Circular Regional Production System
2315,SR005,Ecosystem Restoration and Livelihood Diversification,1,7.76772,Ecosystem Restoration and Livelihood Diversification
2315,SR006,Public Health Housing and Heat Resilience Compact,2,7.74062,Ecosystem Restoration and Livelihood Diversification
2315,SR003,Inclusive Urban Resilience Transition,3,7.64882,Ecosystem Restoration and Livelihood Diversification
2315,SR002,Circular Regional Production System,4,7.53789,Ecosystem Restoration and Livelihood Diversification
2315,SR004,Climate-Resilient Food and Water Strategy,5,7.35495,Ecosystem Restoration and Livelihood Diversification
2315,SR001,Distributed Renewable Infrastructure,6,7.28508,Ecosystem Restoration and Livelihood Diversification
2316,SR003,Inclusive Urban Resilience Transition,1,7.70046,Inclusive Urban Resilience Transition
2316,SR002,Circular Regional Production System,2,7.46777,Inclusive Urban Resilience Transition
2316,SR005,Ecosystem Restoration and Livelihood Diversification,3,7.39929,Inclusive Urban Resilience Transition
2316,SR006,Public Health Housing and Heat Resilience Compact,4,7.32101,Inclusive Urban Resilience Transition
2316,SR001,Distributed Renewable Infrastructure,5,7.22597,Inclusive Urban Resilience Transition
2316,SR004,Climate-Resilient Food and Water Strategy,6,7.19891,Inclusive Urban Resilience Transition
2317,SR006,Public Health Housing and Heat Resilience Compact,1,8.17582,Public Health Housing and Heat Resilience Compact
2317,SR002,Circular Regional Production System,2,7.57828,Public Health Housing and Heat Resilience Compact
2317,SR005,Ecosystem Restoration and Livelihood Diversification,3,7.52693,Public Health Housing and Heat Resilience Compact
2317,SR003,Inclusive Urban Resilience Transition,4,7.51113,Public Health Housing and Heat Resilience Compact
2317,SR001,Distributed Renewable Infrastructure,5,7.48776,Public Health Housing and Heat Resilience Compact
2317,SR004,Climate-Resilient Food and Water Strategy,6,7.26941,Public Health Housing and Heat Resilience Compact
2318,SR004,Climate-Resilient Food and Water Strategy,1,7.66158,Climate-Resilient Food and Water Strategy
2318,SR002,Circular Regional Production System,2,7.6322,Climate-Resilient Food and Water Strategy
2318,SR005,Ecosystem Restoration and Livelihood Diversification,3,7.43336,Climate-Resilient Food and Water Strategy
2318,SR006,Public Health Housing and Heat Resilience Compact,4,7.39517,Climate-Resilient Food and Water Strategy
2318,SR003,Inclusive Urban Resilience Transition,5,7.3912,Climate-Resilient Food and Water Strategy
2318,SR001,Distributed Renewable Infrastructure,6,7.21565,Climate-Resilient Food and Water Strategy
2319,SR004,Climate-Resilient Food and Water Strategy,1,8.06386,Climate-Resilient Food and Water Strategy
2319,SR003,Inclusive Urban Resilience Transition,2,8.00034,Climate-Resilient Food and Water Strategy
2319,SR006,Public Health Housing and Heat Resilience Compact,3,7.68821,Climate-Resilient Food and Water Strategy
2319,SR001,Distributed Renewable Infrastructure,4,7.6872,Climate-Resilient Food and Water Strategy
2319,SR005,Ecosystem Restoration and Livelihood Diversification,5,7.57326,Climate-Resilient Food and Water Strategy
2319,SR002,Circular Regional Production System,6,7.45198,Climate-Resilient Food and Water Strategy
2320,SR004,Climate-Resilient Food and Water Strategy,1,8.13856,Climate-Resilient Food and Water Strategy
2320,SR002,Circular Regional Production System,2,7.88541,Climate-Resilient Food and Water Strategy
2320,SR003,Inclusive Urban Resilience Transition,3,7.76375,Climate-Resilient Food and Water Strategy
2320,SR006,Public Health Housing and Heat Resilience Compact,4,7.68859,Climate-Resilient Food and Water Strategy
2320,SR001,Distributed Renewable Infrastructure,5,7.56187,Climate-Resilient Food and Water Strategy
2320,SR005,Ecosystem Restoration and Livelihood Diversification,6,7.46726,Climate-Resilient Food and Water Strategy
2321,SR004,Climate-Resilient Food and Water Strategy,1,7.98591,Climate-Resilient Food and Water Strategy
2321,SR002,Circular Regional Production System,2,7.73073,Climate-Resilient Food and Water Strategy
2321,SR006,Public Health Housing and Heat Resilience Compact,3,7.6121,Climate-Resilient Food and Water Strategy
2321,SR003,Inclusive Urban Resilience Transition,4,7.55391,Climate-Resilient Food and Water Strategy
2321,SR005,Ecosystem Restoration and Livelihood Diversification,5,7.51312,Climate-Resilient Food and Water Strategy
2321,SR001,Distributed Renewable Infrastructure,6,7.36094,Climate-Resilient Food and Water Strategy
2322,SR005,Ecosystem Restoration and Livelihood Diversification,1,8.00722,Ecosystem Restoration and Livelihood Diversification
2322,SR001,Distributed Renewable Infrastructure,2,7.93151,Ecosystem Restoration and Livelihood Diversification
2322,SR004,Climate-Resilient Food and Water Strategy,3,7.66253,Ecosystem Restoration and Livelihood Diversification
2322,SR002,Circular Regional Production System,4,7.64547,Ecosystem Restoration and Livelihood Diversification
2322,SR006,Public Health Housing and Heat Resilience Compact,5,7.63106,Ecosystem Restoration and Livelihood Diversification
2322,SR003,Inclusive Urban Resilience Transition,6,7.47379,Ecosystem Restoration and Livelihood Diversification
2323,SR003,Inclusive Urban Resilience Transition,1,7.79514,Inclusive Urban Resilience Transition
2323,SR004,Climate-Resilient Food and Water Strategy,2,7.70803,Inclusive Urban Resilience Transition
2323,SR002,Circular Regional Production System,3,7.59955,Inclusive Urban Resilience Transition
2323,SR005,Ecosystem Restoration and Livelihood Diversification,4,7.58655,Inclusive Urban Resilience Transition
2323,SR006,Public Health Housing and Heat Resilience Compact,5,7.51124,Inclusive Urban Resilience Transition
2323,SR001,Distributed Renewable Infrastructure,6,7.26531,Inclusive Urban Resilience Transition
2324,SR006,Public Health Housing and Heat Resilience Compact,1,8.05056,Public Health Housing and Heat Resilience Compact
2324,SR003,Inclusive Urban Resilience Transition,2,7.68145,Public Health Housing and Heat Resilience Compact
2324,SR001,Distributed Renewable Infrastructure,3,7.59277,Public Health Housing and Heat Resilience Compact
2324,SR005,Ecosystem Restoration and Livelihood Diversification,4,7.58679,Public Health Housing and Heat Resilience Compact
2324,SR002,Circular Regional Production System,5,7.51755,Public Health Housing and Heat Resilience Compact
2324,SR004,Climate-Resilient Food and Water Strategy,6,7.50293,Public Health Housing and Heat Resilience Compact
2325,SR005,Ecosystem Restoration and Livelihood Diversification,1,8.03872,Ecosystem Restoration and Livelihood Diversification
2325,SR004,Climate-Resilient Food and Water Strategy,2,7.38188,Ecosystem Restoration and Livelihood Diversification
2325,SR003,Inclusive Urban Resilience Transition,3,7.28997,Ecosystem Restoration and Livelihood Diversification
2325,SR006,Public Health Housing and Heat Resilience Compact,4,7.1975,Ecosystem Restoration and Livelihood Diversification
2325,SR002,Circular Regional Production System,5,7.18067,Ecosystem Restoration and Livelihood Diversification
2325,SR001,Distributed Renewable Infrastructure,6,7.05318,Ecosystem Restoration and Livelihood Diversification
2326,SR006,Public Health Housing and Heat Resilience Compact,1,8.11749,Public Health Housing and Heat Resilience Compact
2326,SR005,Ecosystem Restoration and Livelihood Diversification,2,7.9459,Public Health Housing and Heat Resilience Compact
2326,SR004,Climate-Resilient Food and Water Strategy,3,7.79515,Public Health Housing and Heat Resilience Compact
2326,SR002,Circular Regional Production System,4,7.69954,Public Health Housing and Heat Resilience Compact
2326,SR003,Inclusive Urban Resilience Transition,5,7.52865,Public Health Housing and Heat Resilience Compact
2326,SR001,Distributed Renewable Infrastructure,6,7.22959,Public Health Housing and Heat Resilience Compact
2327,SR004,Climate-Resilient Food and Water Strategy,1,7.73847,Climate-Resilient Food and Water Strategy
2327,SR002,Circular Regional Production System,2,7.70544,Climate-Resilient Food and Water Strategy
2327,SR003,Inclusive Urban Resilience Transition,3,7.65801,Climate-Resilient Food and Water Strategy
2327,SR005,Ecosystem Restoration and Livelihood Diversification,4,7.51908,Climate-Resilient Food and Water Strategy
2327,SR006,Public Health Housing and Heat Resilience Compact,5,7.4363,Climate-Resilient Food and Water Strategy
2327,SR001,Distributed Renewable Infrastructure,6,7.19575,Climate-Resilient Food and Water Strategy
2328,SR005,Ecosystem Restoration and Livelihood Diversification,1,7.97117,Ecosystem Restoration and Livelihood Diversification
2328,SR006,Public Health Housing and Heat Resilience Compact,2,7.86399,Ecosystem Restoration and Livelihood Diversification
2328,SR004,Climate-Resilient Food and Water Strategy,3,7.68958,Ecosystem Restoration and Livelihood Diversification
2328,SR003,Inclusive Urban Resilience Transition,4,7.60652,Ecosystem Restoration and Livelihood Diversification
2328,SR002,Circular Regional Production System,5,7.44809,Ecosystem Restoration and Livelihood Diversification
2328,SR001,Distributed Renewable Infrastructure,6,7.29771,Ecosystem Restoration and Livelihood Diversification
2329,SR003,Inclusive Urban Resilience Transition,1,7.6985,Inclusive Urban Resilience Transition
2329,SR001,Distributed Renewable Infrastructure,2,7.69378,Inclusive Urban Resilience Transition
2329,SR005,Ecosystem Restoration and Livelihood Diversification,3,7.67934,Inclusive Urban Resilience Transition
2329,SR006,Public Health Housing and Heat Resilience Compact,4,7.6322,Inclusive Urban Resilience Transition
2329,SR004,Climate-Resilient Food and Water Strategy,5,7.36609,Inclusive Urban Resilience Transition
2329,SR002,Circular Regional Production System,6,7.10252,Inclusive Urban Resilience Transition
2330,SR005,Ecosystem Restoration and Livelihood Diversification,1,7.86798,Ecosystem Restoration and Livelihood Diversification
2330,SR002,Circular Regional Production System,2,7.83584,Ecosystem Restoration and Livelihood Diversification
2330,SR004,Climate-Resilient Food and Water Strategy,3,7.62572,Ecosystem Restoration and Livelihood Diversification
2330,SR003,Inclusive Urban Resilience Transition,4,7.49272,Ecosystem Restoration and Livelihood Diversification
2330,SR006,Public Health Housing and Heat Resilience Compact,5,7.38101,Ecosystem Restoration and Livelihood Diversification
2330,SR001,Distributed Renewable Infrastructure,6,7.27558,Ecosystem Restoration and Livelihood Diversification
2331,SR004,Climate-Resilient Food and Water Strategy,1,7.88746,Climate-Resilient Food and Water Strategy
2331,SR006,Public Health Housing and Heat Resilience Compact,2,7.71785,Climate-Resilient Food and Water Strategy
2331,SR002,Circular Regional Production System,3,7.66552,Climate-Resilient Food and Water Strategy
2331,SR005,Ecosystem Restoration and Livelihood Diversification,4,7.62841,Climate-Resilient Food and Water Strategy
2331,SR001,Distributed Renewable Infrastructure,5,7.14653,Climate-Resilient Food and Water Strategy
2331,SR003,Inclusive Urban Resilience Transition,6,7.07402,Climate-Resilient Food and Water Strategy
2332,SR006,Public Health Housing and Heat Resilience Compact,1,8.08425,Public Health Housing and Heat Resilience Compact
2332,SR003,Inclusive Urban Resilience Transition,2,7.82668,Public Health Housing and Heat Resilience Compact
2332,SR004,Climate-Resilient Food and Water Strategy,3,7.72414,Public Health Housing and Heat Resilience Compact
2332,SR005,Ecosystem Restoration and Livelihood Diversification,4,7.65105,Public Health Housing and Heat Resilience Compact
2332,SR001,Distributed Renewable Infrastructure,5,7.60503,Public Health Housing and Heat Resilience Compact
2332,SR002,Circular Regional Production System,6,7.30155,Public Health Housing and Heat Resilience Compact
2333,SR006,Public Health Housing and Heat Resilience Compact,1,7.70281,Public Health Housing and Heat Resilience Compact
2333,SR002,Circular Regional Production System,2,7.68461,Public Health Housing and Heat Resilience Compact
2333,SR004,Climate-Resilient Food and Water Strategy,3,7.65287,Public Health Housing and Heat Resilience Compact
2333,SR005,Ecosystem Restoration and Livelihood Diversification,4,7.50135,Public Health Housing and Heat Resilience Compact
2333,SR003,Inclusive Urban Resilience Transition,5,7.32853,Public Health Housing and Heat Resilience Compact
2333,SR001,Distributed Renewable Infrastructure,6,7.0943,Public Health Housing and Heat Resilience Compact
2334,SR005,Ecosystem Restoration and Livelihood Diversification,1,7.80228,Ecosystem Restoration and Livelihood Diversification
2334,SR002,Circular Regional Production System,2,7.66103,Ecosystem Restoration and Livelihood Diversification
2334,SR001,Distributed Renewable Infrastructure,3,7.51034,Ecosystem Restoration and Livelihood Diversification
2334,SR003,Inclusive Urban Resilience Transition,4,7.48603,Ecosystem Restoration and Livelihood Diversification
2334,SR004,Climate-Resilient Food and Water Strategy,5,7.3965,Ecosystem Restoration and Livelihood Diversification
2334,SR006,Public Health Housing and Heat Resilience Compact,6,7.37869,Ecosystem Restoration and Livelihood Diversification
2335,SR006,Public Health Housing and Heat Resilience Compact,1,8.02002,Public Health Housing and Heat Resilience Compact
2335,SR005,Ecosystem Restoration and Livelihood Diversification,2,7.83742,Public Health Housing and Heat Resilience Compact
2335,SR001,Distributed Renewable Infrastructure,3,7.59808,Public Health Housing and Heat Resilience Compact
2335,SR004,Climate-Resilient Food and Water Strategy,4,7.50794,Public Health Housing and Heat Resilience Compact
2335,SR002,Circular Regional Production System,5,7.44503,Public Health Housing and Heat Resilience Compact
2335,SR003,Inclusive Urban Resilience Transition,6,7.31183,Public Health Housing and Heat Resilience Compact
2336,SR001,Distributed Renewable Infrastructure,1,7.76105,Distributed Renewable Infrastructure
2336,SR004,Climate-Resilient Food and Water Strategy,2,7.71143,Distributed Renewable Infrastructure
2336,SR006,Public Health Housing and Heat Resilience Compact,3,7.5913,Distributed Renewable Infrastructure
2336,SR005,Ecosystem Restoration and Livelihood Diversification,4,7.51475,Distributed Renewable Infrastructure
2336,SR003,Inclusive Urban Resilience Transition,5,7.48851,Distributed Renewable Infrastructure
2336,SR002,Circular Regional Production System,6,7.39371,Distributed Renewable Infrastructure
2337,SR002,Circular Regional Production System,1,7.90818,Circular Regional Production System
2337,SR005,Ecosystem Restoration and Livelihood Diversification,2,7.77326,Circular Regional Production System
2337,SR006,Public Health Housing and Heat Resilience Compact,3,7.71192,Circular Regional Production System
2337,SR004,Climate-Resilient Food and Water Strategy,4,7.55407,Circular Regional Production System
2337,SR001,Distributed Renewable Infrastructure,5,7.44038,Circular Regional Production System
2337,SR003,Inclusive Urban Resilience Transition,6,7.26003,Circular Regional Production System
2338,SR004,Climate-Resilient Food and Water Strategy,1,7.73852,Climate-Resilient Food and Water Strategy
2338,SR005,Ecosystem Restoration and Livelihood Diversification,2,7.70145,Climate-Resilient Food and Water Strategy
2338,SR006,Public Health Housing and Heat Resilience Compact,3,7.68579,Climate-Resilient Food and Water Strategy
2338,SR001,Distributed Renewable Infrastructure,4,7.56533,Climate-Resilient Food and Water Strategy
2338,SR003,Inclusive Urban Resilience Transition,5,7.41633,Climate-Resilient Food and Water Strategy
2338,SR002,Circular Regional Production System,6,7.19348,Climate-Resilient Food and Water Strategy
2339,SR005,Ecosystem Restoration and Livelihood Diversification,1,7.93967,Ecosystem Restoration and Livelihood Diversification
2339,SR003,Inclusive Urban Resilience Transition,2,7.72731,Ecosystem Restoration and Livelihood Diversification
2339,SR001,Distributed Renewable Infrastructure,3,7.6743,Ecosystem Restoration and Livelihood Diversification
2339,SR004,Climate-Resilient Food and Water Strategy,4,7.63001,Ecosystem Restoration and Livelihood Diversification
2339,SR006,Public Health Housing and Heat Resilience Compact,5,7.30809,Ecosystem Restoration and Livelihood Diversification
2339,SR002,Circular Regional Production System,6,6.99671,Ecosystem Restoration and Livelihood Diversification
2340,SR005,Ecosystem Restoration and Livelihood Diversification,1,7.95061,Ecosystem Restoration and Livelihood Diversification
2340,SR004,Climate-Resilient Food and Water Strategy,2,7.8567,Ecosystem Restoration and Livelihood Diversification
2340,SR006,Public Health Housing and Heat Resilience Compact,3,7.71961,Ecosystem Restoration and Livelihood Diversification
2340,SR002,Circular Regional Production System,4,7.6906,Ecosystem Restoration and Livelihood Diversification
2340,SR003,Inclusive Urban Resilience Transition,5,7.48517,Ecosystem Restoration and Livelihood Diversification
2340,SR001,Distributed Renewable Infrastructure,6,7.32942,Ecosystem Restoration and Livelihood Diversification
2341,SR004,Climate-Resilient Food and Water Strategy,1,8.15139,Climate-Resilient Food and Water Strategy
2341,SR003,Inclusive Urban Resilience Transition,2,7.64614,Climate-Resilient Food and Water Strategy
2341,SR006,Public Health Housing and Heat Resilience Compact,3,7.45269,Climate-Resilient Food and Water Strategy
2341,SR002,Circular Regional Production System,4,7.43602,Climate-Resilient Food and Water Strategy
2341,SR005,Ecosystem Restoration and Livelihood Diversification,5,7.43041,Climate-Resilient Food and Water Strategy
2341,SR001,Distributed Renewable Infrastructure,6,7.30567,Climate-Resilient Food and Water Strategy
2342,SR003,Inclusive Urban Resilience Transition,1,8.12087,Inclusive Urban Resilience Transition
2342,SR005,Ecosystem Restoration and Livelihood Diversification,2,7.83864,Inclusive Urban Resilience Transition
2342,SR002,Circular Regional Production System,3,7.74142,Inclusive Urban Resilience Transition
2342,SR006,Public Health Housing and Heat Resilience Compact,4,7.37454,Inclusive Urban Resilience Transition
2342,SR001,Distributed Renewable Infrastructure,5,7.36413,Inclusive Urban Resilience Transition
2342,SR004,Climate-Resilient Food and Water Strategy,6,7.31104,Inclusive Urban Resilience Transition
2343,SR004,Climate-Resilient Food and Water Strategy,1,7.86173,Climate-Resilient Food and Water Strategy
2343,SR005,Ecosystem Restoration and Livelihood Diversification,2,7.85174,Climate-Resilient Food and Water Strategy
2343,SR006,Public Health Housing and Heat Resilience Compact,3,7.68845,Climate-Resilient Food and Water Strategy
2343,SR003,Inclusive Urban Resilience Transition,4,7.61232,Climate-Resilient Food and Water Strategy
2343,SR001,Distributed Renewable Infrastructure,5,7.35528,Climate-Resilient Food and Water Strategy
2343,SR002,Circular Regional Production System,6,7.17979,Climate-Resilient Food and Water Strategy
2344,SR006,Public Health Housing and Heat Resilience Compact,1,7.75948,Public Health Housing and Heat Resilience Compact
2344,SR004,Climate-Resilient Food and Water Strategy,2,7.6504,Public Health Housing and Heat Resilience Compact
2344,SR003,Inclusive Urban Resilience Transition,3,7.58454,Public Health Housing and Heat Resilience Compact
2344,SR005,Ecosystem Restoration and Livelihood Diversification,4,7.45333,Public Health Housing and Heat Resilience Compact
2344,SR002,Circular Regional Production System,5,7.18004,Public Health Housing and Heat Resilience Compact
2344,SR001,Distributed Renewable Infrastructure,6,7.0619,Public Health Housing and Heat Resilience Compact
2345,SR005,Ecosystem Restoration and Livelihood Diversification,1,8.21756,Ecosystem Restoration and Livelihood Diversification
2345,SR003,Inclusive Urban Resilience Transition,2,7.79276,Ecosystem Restoration and Livelihood Diversification
2345,SR001,Distributed Renewable Infrastructure,3,7.60376,Ecosystem Restoration and Livelihood Diversification
2345,SR004,Climate-Resilient Food and Water Strategy,4,7.58178,Ecosystem Restoration and Livelihood Diversification
2345,SR006,Public Health Housing and Heat Resilience Compact,5,7.52054,Ecosystem Restoration and Livelihood Diversification
2345,SR002,Circular Regional Production System,6,7.46631,Ecosystem Restoration and Livelihood Diversification
2346,SR004,Climate-Resilient Food and Water Strategy,1,7.72215,Climate-Resilient Food and Water Strategy
2346,SR005,Ecosystem Restoration and Livelihood Diversification,2,7.7049,Climate-Resilient Food and Water Strategy
2346,SR003,Inclusive Urban Resilience Transition,3,7.66073,Climate-Resilient Food and Water Strategy
2346,SR001,Distributed Renewable Infrastructure,4,7.40321,Climate-Resilient Food and Water Strategy
2346,SR002,Circular Regional Production System,5,7.38985,Climate-Resilient Food and Water Strategy
2346,SR006,Public Health Housing and Heat Resilience Compact,6,7.22044,Climate-Resilient Food and Water Strategy
2347,SR006,Public Health Housing and Heat Resilience Compact,1,7.6976,Public Health Housing and Heat Resilience Compact
