simulation_id,strategy_id,strategy,rank,supply_chain_resilience_value,winner
2934,SC001,Supplier Diversification and Qualification Program,3,6.96113,Multi-Route Logistics and Chokepoint Redesign
2934,SC006,Fair Supplier Finance and Labor Continuity Program,4,6.78472,Multi-Route Logistics and Chokepoint Redesign
2934,SC003,Digital End-to-End Visibility and Cyber Resilience Platform,5,6.76082,Multi-Route Logistics and Chokepoint Redesign
2934,SC002,Regional Buffer Inventory for Critical Goods,6,6.73363,Multi-Route Logistics and Chokepoint Redesign
2935,SC004,Multi-Route Logistics and Chokepoint Redesign,1,7.26931,Multi-Route Logistics and Chokepoint Redesign
2935,SC005,Climate-Adjusted Infrastructure and Port Resilience Plan,2,6.96807,Multi-Route Logistics and Chokepoint Redesign
2935,SC003,Digital End-to-End Visibility and Cyber Resilience Platform,3,6.8985,Multi-Route Logistics and Chokepoint Redesign
2935,SC001,Supplier Diversification and Qualification Program,4,6.81445,Multi-Route Logistics and Chokepoint Redesign
2935,SC006,Fair Supplier Finance and Labor Continuity Program,5,6.78913,Multi-Route Logistics and Chokepoint Redesign
2935,SC002,Regional Buffer Inventory for Critical Goods,6,6.65278,Multi-Route Logistics and Chokepoint Redesign
2936,SC001,Supplier Diversification and Qualification Program,1,7.15612,Supplier Diversification and Qualification Program
2936,SC005,Climate-Adjusted Infrastructure and Port Resilience Plan,2,7.09721,Supplier Diversification and Qualification Program
2936,SC004,Multi-Route Logistics and Chokepoint Redesign,3,7.04992,Supplier Diversification and Qualification Program
2936,SC006,Fair Supplier Finance and Labor Continuity Program,4,6.99022,Supplier Diversification and Qualification Program
2936,SC003,Digital End-to-End Visibility and Cyber Resilience Platform,5,6.93239,Supplier Diversification and Qualification Program
2936,SC002,Regional Buffer Inventory for Critical Goods,6,6.7063,Supplier Diversification and Qualification Program
2937,SC005,Climate-Adjusted Infrastructure and Port Resilience Plan,1,7.3776,Climate-Adjusted Infrastructure and Port Resilience Plan
2937,SC006,Fair Supplier Finance and Labor Continuity Program,2,7.34534,Climate-Adjusted Infrastructure and Port Resilience Plan
2937,SC001,Supplier Diversification and Qualification Program,3,7.02886,Climate-Adjusted Infrastructure and Port Resilience Plan
2937,SC004,Multi-Route Logistics and Chokepoint Redesign,4,6.98012,Climate-Adjusted Infrastructure and Port Resilience Plan
2937,SC003,Digital End-to-End Visibility and Cyber Resilience Platform,5,6.77712,Climate-Adjusted Infrastructure and Port Resilience Plan
2937,SC002,Regional Buffer Inventory for Critical Goods,6,6.6098,Climate-Adjusted Infrastructure and Port Resilience Plan
2938,SC004,Multi-Route Logistics and Chokepoint Redesign,1,7.50963,Multi-Route Logistics and Chokepoint Redesign
2938,SC001,Supplier Diversification and Qualification Program,2,7.17275,Multi-Route Logistics and Chokepoint Redesign
2938,SC003,Digital End-to-End Visibility and Cyber Resilience Platform,3,7.12946,Multi-Route Logistics and Chokepoint Redesign
2938,SC005,Climate-Adjusted Infrastructure and Port Resilience Plan,4,6.8672,Multi-Route Logistics and Chokepoint Redesign
2938,SC006,Fair Supplier Finance and Labor Continuity Program,5,6.8645,Multi-Route Logistics and Chokepoint Redesign
2938,SC002,Regional Buffer Inventory for Critical Goods,6,6.35987,Multi-Route Logistics and Chokepoint Redesign
2939,SC004,Multi-Route Logistics and Chokepoint Redesign,1,7.16831,Multi-Route Logistics and Chokepoint Redesign
2939,SC005,Climate-Adjusted Infrastructure and Port Resilience Plan,2,7.11355,Multi-Route Logistics and Chokepoint Redesign
2939,SC006,Fair Supplier Finance and Labor Continuity Program,3,7.10098,Multi-Route Logistics and Chokepoint Redesign
2939,SC003,Digital End-to-End Visibility and Cyber Resilience Platform,4,7.02397,Multi-Route Logistics and Chokepoint Redesign
2939,SC002,Regional Buffer Inventory for Critical Goods,5,6.94445,Multi-Route Logistics and Chokepoint Redesign
2939,SC001,Supplier Diversification and Qualification Program,6,6.63953,Multi-Route Logistics and Chokepoint Redesign
2940,SC004,Multi-Route Logistics and Chokepoint Redesign,1,7.33441,Multi-Route Logistics and Chokepoint Redesign
2940,SC005,Climate-Adjusted Infrastructure and Port Resilience Plan,2,7.21785,Multi-Route Logistics and Chokepoint Redesign
2940,SC006,Fair Supplier Finance and Labor Continuity Program,3,7.08238,Multi-Route Logistics and Chokepoint Redesign
2940,SC003,Digital End-to-End Visibility and Cyber Resilience Platform,4,7.04973,Multi-Route Logistics and Chokepoint Redesign
2940,SC001,Supplier Diversification and Qualification Program,5,6.88341,Multi-Route Logistics and Chokepoint Redesign
2940,SC002,Regional Buffer Inventory for Critical Goods,6,6.54336,Multi-Route Logistics and Chokepoint Redesign
2941,SC006,Fair Supplier Finance and Labor Continuity Program,1,7.09889,Fair Supplier Finance and Labor Continuity Program
2941,SC002,Regional Buffer Inventory for Critical Goods,2,7.03105,Fair Supplier Finance and Labor Continuity Program
2941,SC005,Climate-Adjusted Infrastructure and Port Resilience Plan,3,6.97845,Fair Supplier Finance and Labor Continuity Program
2941,SC004,Multi-Route Logistics and Chokepoint Redesign,4,6.7901,Fair Supplier Finance and Labor Continuity Program
2941,SC001,Supplier Diversification and Qualification Program,5,6.70614,Fair Supplier Finance and Labor Continuity Program
2941,SC003,Digital End-to-End Visibility and Cyber Resilience Platform,6,6.69553,Fair Supplier Finance and Labor Continuity Program
2942,SC001,Supplier Diversification and Qualification Program,1,7.17752,Supplier Diversification and Qualification Program
2942,SC005,Climate-Adjusted Infrastructure and Port Resilience Plan,2,7.1736,Supplier Diversification and Qualification Program
2942,SC004,Multi-Route Logistics and Chokepoint Redesign,3,6.97345,Supplier Diversification and Qualification Program
2942,SC006,Fair Supplier Finance and Labor Continuity Program,4,6.91541,Supplier Diversification and Qualification Program
2942,SC002,Regional Buffer Inventory for Critical Goods,5,6.82778,Supplier Diversification and Qualification Program
2942,SC003,Digital End-to-End Visibility and Cyber Resilience Platform,6,6.59263,Supplier Diversification and Qualification Program
2943,SC004,Multi-Route Logistics and Chokepoint Redesign,1,7.11639,Multi-Route Logistics and Chokepoint Redesign
2943,SC003,Digital End-to-End Visibility and Cyber Resilience Platform,2,7.10635,Multi-Route Logistics and Chokepoint Redesign
2943,SC005,Climate-Adjusted Infrastructure and Port Resilience Plan,3,7.06556,Multi-Route Logistics and Chokepoint Redesign
2943,SC002,Regional Buffer Inventory for Critical Goods,4,6.94866,Multi-Route Logistics and Chokepoint Redesign
2943,SC006,Fair Supplier Finance and Labor Continuity Program,5,6.86498,Multi-Route Logistics and Chokepoint Redesign
2943,SC001,Supplier Diversification and Qualification Program,6,6.7275,Multi-Route Logistics and Chokepoint Redesign
2944,SC005,Climate-Adjusted Infrastructure and Port Resilience Plan,1,7.19497,Climate-Adjusted Infrastructure and Port Resilience Plan
2944,SC006,Fair Supplier Finance and Labor Continuity Program,2,7.1172,Climate-Adjusted Infrastructure and Port Resilience Plan
2944,SC004,Multi-Route Logistics and Chokepoint Redesign,3,7.10418,Climate-Adjusted Infrastructure and Port Resilience Plan
2944,SC003,Digital End-to-End Visibility and Cyber Resilience Platform,4,6.77476,Climate-Adjusted Infrastructure and Port Resilience Plan
2944,SC001,Supplier Diversification and Qualification Program,5,6.63055,Climate-Adjusted Infrastructure and Port Resilience Plan
2944,SC002,Regional Buffer Inventory for Critical Goods,6,6.52565,Climate-Adjusted Infrastructure and Port Resilience Plan
2945,SC005,Climate-Adjusted Infrastructure and Port Resilience Plan,1,7.37209,Climate-Adjusted Infrastructure and Port Resilience Plan
2945,SC001,Supplier Diversification and Qualification Program,2,7.12159,Climate-Adjusted Infrastructure and Port Resilience Plan
2945,SC004,Multi-Route Logistics and Chokepoint Redesign,3,7.07906,Climate-Adjusted Infrastructure and Port Resilience Plan
2945,SC003,Digital End-to-End Visibility and Cyber Resilience Platform,4,6.93001,Climate-Adjusted Infrastructure and Port Resilience Plan
2945,SC006,Fair Supplier Finance and Labor Continuity Program,5,6.81078,Climate-Adjusted Infrastructure and Port Resilience Plan
2945,SC002,Regional Buffer Inventory for Critical Goods,6,6.34474,Climate-Adjusted Infrastructure and Port Resilience Plan
2946,SC003,Digital End-to-End Visibility and Cyber Resilience Platform,1,7.41951,Digital End-to-End Visibility and Cyber Resilience Platform
2946,SC005,Climate-Adjusted Infrastructure and Port Resilience Plan,2,7.40923,Digital End-to-End Visibility and Cyber Resilience Platform
2946,SC006,Fair Supplier Finance and Labor Continuity Program,3,7.40652,Digital End-to-End Visibility and Cyber Resilience Platform
2946,SC004,Multi-Route Logistics and Chokepoint Redesign,4,7.10956,Digital End-to-End Visibility and Cyber Resilience Platform
2946,SC001,Supplier Diversification and Qualification Program,5,6.98167,Digital End-to-End Visibility and Cyber Resilience Platform
2946,SC002,Regional Buffer Inventory for Critical Goods,6,6.58312,Digital End-to-End Visibility and Cyber Resilience Platform
2947,SC005,Climate-Adjusted Infrastructure and Port Resilience Plan,1,7.33487,Climate-Adjusted Infrastructure and Port Resilience Plan
2947,SC001,Supplier Diversification and Qualification Program,2,7.27636,Climate-Adjusted Infrastructure and Port Resilience Plan
2947,SC003,Digital End-to-End Visibility and Cyber Resilience Platform,3,7.17018,Climate-Adjusted Infrastructure and Port Resilience Plan
2947,SC004,Multi-Route Logistics and Chokepoint Redesign,4,7.16146,Climate-Adjusted Infrastructure and Port Resilience Plan
2947,SC002,Regional Buffer Inventory for Critical Goods,5,6.91675,Climate-Adjusted Infrastructure and Port Resilience Plan
2947,SC006,Fair Supplier Finance and Labor Continuity Program,6,6.52781,Climate-Adjusted Infrastructure and Port Resilience Plan
2948,SC005,Climate-Adjusted Infrastructure and Port Resilience Plan,1,7.21741,Climate-Adjusted Infrastructure and Port Resilience Plan
2948,SC004,Multi-Route Logistics and Chokepoint Redesign,2,7.16417,Climate-Adjusted Infrastructure and Port Resilience Plan
2948,SC002,Regional Buffer Inventory for Critical Goods,3,7.11454,Climate-Adjusted Infrastructure and Port Resilience Plan
2948,SC006,Fair Supplier Finance and Labor Continuity Program,4,7.08444,Climate-Adjusted Infrastructure and Port Resilience Plan
2948,SC001,Supplier Diversification and Qualification Program,5,6.99179,Climate-Adjusted Infrastructure and Port Resilience Plan
2948,SC003,Digital End-to-End Visibility and Cyber Resilience Platform,6,6.98105,Climate-Adjusted Infrastructure and Port Resilience Plan
2949,SC004,Multi-Route Logistics and Chokepoint Redesign,1,7.34563,Multi-Route Logistics and Chokepoint Redesign
2949,SC006,Fair Supplier Finance and Labor Continuity Program,2,7.13221,Multi-Route Logistics and Chokepoint Redesign
2949,SC001,Supplier Diversification and Qualification Program,3,6.96957,Multi-Route Logistics and Chokepoint Redesign
2949,SC005,Climate-Adjusted Infrastructure and Port Resilience Plan,4,6.93063,Multi-Route Logistics and Chokepoint Redesign
2949,SC003,Digital End-to-End Visibility and Cyber Resilience Platform,5,6.78274,Multi-Route Logistics and Chokepoint Redesign
2949,SC002,Regional Buffer Inventory for Critical Goods,6,6.6229,Multi-Route Logistics and Chokepoint Redesign
2950,SC004,Multi-Route Logistics and Chokepoint Redesign,1,7.1984,Multi-Route Logistics and Chokepoint Redesign
2950,SC006,Fair Supplier Finance and Labor Continuity Program,2,7.02042,Multi-Route Logistics and Chokepoint Redesign
2950,SC001,Supplier Diversification and Qualification Program,3,6.95877,Multi-Route Logistics and Chokepoint Redesign
2950,SC005,Climate-Adjusted Infrastructure and Port Resilience Plan,4,6.94431,Multi-Route Logistics and Chokepoint Redesign
2950,SC003,Digital End-to-End Visibility and Cyber Resilience Platform,5,6.61247,Multi-Route Logistics and Chokepoint Redesign
2950,SC002,Regional Buffer Inventory for Critical Goods,6,6.50113,Multi-Route Logistics and Chokepoint Redesign
2951,SC004,Multi-Route Logistics and Chokepoint Redesign,1,7.61565,Multi-Route Logistics and Chokepoint Redesign
2951,SC006,Fair Supplier Finance and Labor Continuity Program,2,7.23833,Multi-Route Logistics and Chokepoint Redesign
2951,SC003,Digital End-to-End Visibility and Cyber Resilience Platform,3,7.05245,Multi-Route Logistics and Chokepoint Redesign
2951,SC005,Climate-Adjusted Infrastructure and Port Resilience Plan,4,6.96036,Multi-Route Logistics and Chokepoint Redesign
2951,SC001,Supplier Diversification and Qualification Program,5,6.83186,Multi-Route Logistics and Chokepoint Redesign
2951,SC002,Regional Buffer Inventory for Critical Goods,6,6.82928,Multi-Route Logistics and Chokepoint Redesign
2952,SC004,Multi-Route Logistics and Chokepoint Redesign,1,7.2061,Multi-Route Logistics and Chokepoint Redesign
2952,SC005,Climate-Adjusted Infrastructure and Port Resilience Plan,2,7.17041,Multi-Route Logistics and Chokepoint Redesign
2952,SC003,Digital End-to-End Visibility and Cyber Resilience Platform,3,7.08713,Multi-Route Logistics and Chokepoint Redesign
2952,SC002,Regional Buffer Inventory for Critical Goods,4,7.05829,Multi-Route Logistics and Chokepoint Redesign
2952,SC006,Fair Supplier Finance and Labor Continuity Program,5,6.79845,Multi-Route Logistics and Chokepoint Redesign
2952,SC001,Supplier Diversification and Qualification Program,6,6.77445,Multi-Route Logistics and Chokepoint Redesign
2953,SC005,Climate-Adjusted Infrastructure and Port Resilience Plan,1,7.21659,Climate-Adjusted Infrastructure and Port Resilience Plan
2953,SC001,Supplier Diversification and Qualification Program,2,7.17582,Climate-Adjusted Infrastructure and Port Resilience Plan
2953,SC003,Digital End-to-End Visibility and Cyber Resilience Platform,3,7.06558,Climate-Adjusted Infrastructure and Port Resilience Plan
2953,SC004,Multi-Route Logistics and Chokepoint Redesign,4,7.00709,Climate-Adjusted Infrastructure and Port Resilience Plan
2953,SC006,Fair Supplier Finance and Labor Continuity Program,5,6.9825,Climate-Adjusted Infrastructure and Port Resilience Plan
2953,SC002,Regional Buffer Inventory for Critical Goods,6,6.57268,Climate-Adjusted Infrastructure and Port Resilience Plan
2954,SC005,Climate-Adjusted Infrastructure and Port Resilience Plan,1,7.22013,Climate-Adjusted Infrastructure and Port Resilience Plan
2954,SC002,Regional Buffer Inventory for Critical Goods,2,7.03024,Climate-Adjusted Infrastructure and Port Resilience Plan
2954,SC006,Fair Supplier Finance and Labor Continuity Program,3,6.90117,Climate-Adjusted Infrastructure and Port Resilience Plan
2954,SC001,Supplier Diversification and Qualification Program,4,6.89996,Climate-Adjusted Infrastructure and Port Resilience Plan
2954,SC003,Digital End-to-End Visibility and Cyber Resilience Platform,5,6.85194,Climate-Adjusted Infrastructure and Port Resilience Plan
2954,SC004,Multi-Route Logistics and Chokepoint Redesign,6,6.75902,Climate-Adjusted Infrastructure and Port Resilience Plan
2955,SC005,Climate-Adjusted Infrastructure and Port Resilience Plan,1,7.30534,Climate-Adjusted Infrastructure and Port Resilience Plan
2955,SC006,Fair Supplier Finance and Labor Continuity Program,2,7.13945,Climate-Adjusted Infrastructure and Port Resilience Plan
2955,SC001,Supplier Diversification and Qualification Program,3,7.12403,Climate-Adjusted Infrastructure and Port Resilience Plan
2955,SC002,Regional Buffer Inventory for Critical Goods,4,6.77383,Climate-Adjusted Infrastructure and Port Resilience Plan
2955,SC004,Multi-Route Logistics and Chokepoint Redesign,5,6.74887,Climate-Adjusted Infrastructure and Port Resilience Plan
2955,SC003,Digital End-to-End Visibility and Cyber Resilience Platform,6,6.67601,Climate-Adjusted Infrastructure and Port Resilience Plan
2956,SC005,Climate-Adjusted Infrastructure and Port Resilience Plan,1,7.24125,Climate-Adjusted Infrastructure and Port Resilience Plan
2956,SC001,Supplier Diversification and Qualification Program,2,7.19386,Climate-Adjusted Infrastructure and Port Resilience Plan
2956,SC004,Multi-Route Logistics and Chokepoint Redesign,3,7.17033,Climate-Adjusted Infrastructure and Port Resilience Plan
2956,SC006,Fair Supplier Finance and Labor Continuity Program,4,7.09628,Climate-Adjusted Infrastructure and Port Resilience Plan
2956,SC002,Regional Buffer Inventory for Critical Goods,5,7.0665,Climate-Adjusted Infrastructure and Port Resilience Plan
2956,SC003,Digital End-to-End Visibility and Cyber Resilience Platform,6,6.58619,Climate-Adjusted Infrastructure and Port Resilience Plan
2957,SC005,Climate-Adjusted Infrastructure and Port Resilience Plan,1,7.39225,Climate-Adjusted Infrastructure and Port Resilience Plan
2957,SC003,Digital End-to-End Visibility and Cyber Resilience Platform,2,7.3597,Climate-Adjusted Infrastructure and Port Resilience Plan
2957,SC004,Multi-Route Logistics and Chokepoint Redesign,3,7.17464,Climate-Adjusted Infrastructure and Port Resilience Plan
2957,SC006,Fair Supplier Finance and Labor Continuity Program,4,7.1733,Climate-Adjusted Infrastructure and Port Resilience Plan
2957,SC001,Supplier Diversification and Qualification Program,5,6.94992,Climate-Adjusted Infrastructure and Port Resilience Plan
2957,SC002,Regional Buffer Inventory for Critical Goods,6,6.78795,Climate-Adjusted Infrastructure and Port Resilience Plan
2958,SC005,Climate-Adjusted Infrastructure and Port Resilience Plan,1,7.38563,Climate-Adjusted Infrastructure and Port Resilience Plan
2958,SC006,Fair Supplier Finance and Labor Continuity Program,2,7.04786,Climate-Adjusted Infrastructure and Port Resilience Plan
2958,SC004,Multi-Route Logistics and Chokepoint Redesign,3,6.98732,Climate-Adjusted Infrastructure and Port Resilience Plan
2958,SC003,Digital End-to-End Visibility and Cyber Resilience Platform,4,6.90397,Climate-Adjusted Infrastructure and Port Resilience Plan
2958,SC001,Supplier Diversification and Qualification Program,5,6.80355,Climate-Adjusted Infrastructure and Port Resilience Plan
2958,SC002,Regional Buffer Inventory for Critical Goods,6,6.74146,Climate-Adjusted Infrastructure and Port Resilience Plan
2959,SC006,Fair Supplier Finance and Labor Continuity Program,1,7.52882,Fair Supplier Finance and Labor Continuity Program
2959,SC001,Supplier Diversification and Qualification Program,2,7.09456,Fair Supplier Finance and Labor Continuity Program
2959,SC004,Multi-Route Logistics and Chokepoint Redesign,3,7.05604,Fair Supplier Finance and Labor Continuity Program
2959,SC005,Climate-Adjusted Infrastructure and Port Resilience Plan,4,6.9086,Fair Supplier Finance and Labor Continuity Program
2959,SC002,Regional Buffer Inventory for Critical Goods,5,6.66628,Fair Supplier Finance and Labor Continuity Program
2959,SC003,Digital End-to-End Visibility and Cyber Resilience Platform,6,6.53091,Fair Supplier Finance and Labor Continuity Program
2960,SC004,Multi-Route Logistics and Chokepoint Redesign,1,7.32938,Multi-Route Logistics and Chokepoint Redesign
2960,SC001,Supplier Diversification and Qualification Program,2,7.13357,Multi-Route Logistics and Chokepoint Redesign
2960,SC005,Climate-Adjusted Infrastructure and Port Resilience Plan,3,7.11952,Multi-Route Logistics and Chokepoint Redesign
2960,SC003,Digital End-to-End Visibility and Cyber Resilience Platform,4,6.83867,Multi-Route Logistics and Chokepoint Redesign
2960,SC002,Regional Buffer Inventory for Critical Goods,5,6.75141,Multi-Route Logistics and Chokepoint Redesign
2960,SC006,Fair Supplier Finance and Labor Continuity Program,6,6.69166,Multi-Route Logistics and Chokepoint Redesign
2961,SC005,Climate-Adjusted Infrastructure and Port Resilience Plan,1,7.65713,Climate-Adjusted Infrastructure and Port Resilience Plan
2961,SC004,Multi-Route Logistics and Chokepoint Redesign,2,7.63661,Climate-Adjusted Infrastructure and Port Resilience Plan
2961,SC006,Fair Supplier Finance and Labor Continuity Program,3,7.3455,Climate-Adjusted Infrastructure and Port Resilience Plan
2961,SC001,Supplier Diversification and Qualification Program,4,7.12666,Climate-Adjusted Infrastructure and Port Resilience Plan
2961,SC003,Digital End-to-End Visibility and Cyber Resilience Platform,5,7.04684,Climate-Adjusted Infrastructure and Port Resilience Plan
2961,SC002,Regional Buffer Inventory for Critical Goods,6,6.9519,Climate-Adjusted Infrastructure and Port Resilience Plan
2962,SC004,Multi-Route Logistics and Chokepoint Redesign,1,7.39778,Multi-Route Logistics and Chokepoint Redesign
2962,SC006,Fair Supplier Finance and Labor Continuity Program,2,7.17704,Multi-Route Logistics and Chokepoint Redesign
2962,SC005,Climate-Adjusted Infrastructure and Port Resilience Plan,3,7.05357,Multi-Route Logistics and Chokepoint Redesign
2962,SC003,Digital End-to-End Visibility and Cyber Resilience Platform,4,6.88324,Multi-Route Logistics and Chokepoint Redesign
2962,SC001,Supplier Diversification and Qualification Program,5,6.74504,Multi-Route Logistics and Chokepoint Redesign
2962,SC002,Regional Buffer Inventory for Critical Goods,6,6.31027,Multi-Route Logistics and Chokepoint Redesign
2963,SC005,Climate-Adjusted Infrastructure and Port Resilience Plan,1,7.15473,Climate-Adjusted Infrastructure and Port Resilience Plan
2963,SC003,Digital End-to-End Visibility and Cyber Resilience Platform,2,7.1138,Climate-Adjusted Infrastructure and Port Resilience Plan
2963,SC004,Multi-Route Logistics and Chokepoint Redesign,3,6.95128,Climate-Adjusted Infrastructure and Port Resilience Plan
2963,SC006,Fair Supplier Finance and Labor Continuity Program,4,6.91372,Climate-Adjusted Infrastructure and Port Resilience Plan
2963,SC002,Regional Buffer Inventory for Critical Goods,5,6.90243,Climate-Adjusted Infrastructure and Port Resilience Plan
2963,SC001,Supplier Diversification and Qualification Program,6,6.84754,Climate-Adjusted Infrastructure and Port Resilience Plan
2964,SC005,Climate-Adjusted Infrastructure and Port Resilience Plan,1,7.20534,Climate-Adjusted Infrastructure and Port Resilience Plan
2964,SC006,Fair Supplier Finance and Labor Continuity Program,2,6.97263,Climate-Adjusted Infrastructure and Port Resilience Plan
2964,SC003,Digital End-to-End Visibility and Cyber Resilience Platform,3,6.93157,Climate-Adjusted Infrastructure and Port Resilience Plan
2964,SC001,Supplier Diversification and Qualification Program,4,6.74544,Climate-Adjusted Infrastructure and Port Resilience Plan
2964,SC004,Multi-Route Logistics and Chokepoint Redesign,5,6.68549,Climate-Adjusted Infrastructure and Port Resilience Plan
2964,SC002,Regional Buffer Inventory for Critical Goods,6,6.56636,Climate-Adjusted Infrastructure and Port Resilience Plan
2965,SC004,Multi-Route Logistics and Chokepoint Redesign,1,7.29888,Multi-Route Logistics and Chokepoint Redesign
2965,SC005,Climate-Adjusted Infrastructure and Port Resilience Plan,2,7.24724,Multi-Route Logistics and Chokepoint Redesign
2965,SC006,Fair Supplier Finance and Labor Continuity Program,3,6.97203,Multi-Route Logistics and Chokepoint Redesign
2965,SC001,Supplier Diversification and Qualification Program,4,6.97009,Multi-Route Logistics and Chokepoint Redesign
2965,SC002,Regional Buffer Inventory for Critical Goods,5,6.55664,Multi-Route Logistics and Chokepoint Redesign
2965,SC003,Digital End-to-End Visibility and Cyber Resilience Platform,6,6.40291,Multi-Route Logistics and Chokepoint Redesign
2966,SC005,Climate-Adjusted Infrastructure and Port Resilience Plan,1,7.25858,Climate-Adjusted Infrastructure and Port Resilience Plan
2966,SC006,Fair Supplier Finance and Labor Continuity Program,2,6.96264,Climate-Adjusted Infrastructure and Port Resilience Plan
2966,SC001,Supplier Diversification and Qualification Program,3,6.93174,Climate-Adjusted Infrastructure and Port Resilience Plan
2966,SC004,Multi-Route Logistics and Chokepoint Redesign,4,6.90116,Climate-Adjusted Infrastructure and Port Resilience Plan
2966,SC003,Digital End-to-End Visibility and Cyber Resilience Platform,5,6.64652,Climate-Adjusted Infrastructure and Port Resilience Plan
2966,SC002,Regional Buffer Inventory for Critical Goods,6,6.62395,Climate-Adjusted Infrastructure and Port Resilience Plan
2967,SC005,Climate-Adjusted Infrastructure and Port Resilience Plan,1,7.47308,Climate-Adjusted Infrastructure and Port Resilience Plan
2967,SC001,Supplier Diversification and Qualification Program,2,7.21448,Climate-Adjusted Infrastructure and Port Resilience Plan
2967,SC004,Multi-Route Logistics and Chokepoint Redesign,3,7.18698,Climate-Adjusted Infrastructure and Port Resilience Plan
2967,SC003,Digital End-to-End Visibility and Cyber Resilience Platform,4,7.00599,Climate-Adjusted Infrastructure and Port Resilience Plan
2967,SC002,Regional Buffer Inventory for Critical Goods,5,6.63214,Climate-Adjusted Infrastructure and Port Resilience Plan
2967,SC006,Fair Supplier Finance and Labor Continuity Program,6,6.61156,Climate-Adjusted Infrastructure and Port Resilience Plan
2968,SC005,Climate-Adjusted Infrastructure and Port Resilience Plan,1,7.28859,Climate-Adjusted Infrastructure and Port Resilience Plan
2968,SC001,Supplier Diversification and Qualification Program,2,7.2397,Climate-Adjusted Infrastructure and Port Resilience Plan
2968,SC004,Multi-Route Logistics and Chokepoint Redesign,3,6.98242,Climate-Adjusted Infrastructure and Port Resilience Plan
2968,SC006,Fair Supplier Finance and Labor Continuity Program,4,6.93369,Climate-Adjusted Infrastructure and Port Resilience Plan
2968,SC002,Regional Buffer Inventory for Critical Goods,5,6.8919,Climate-Adjusted Infrastructure and Port Resilience Plan
2968,SC003,Digital End-to-End Visibility and Cyber Resilience Platform,6,6.54084,Climate-Adjusted Infrastructure and Port Resilience Plan
2969,SC004,Multi-Route Logistics and Chokepoint Redesign,1,7.36587,Multi-Route Logistics and Chokepoint Redesign
2969,SC005,Climate-Adjusted Infrastructure and Port Resilience Plan,2,7.10808,Multi-Route Logistics and Chokepoint Redesign
2969,SC006,Fair Supplier Finance and Labor Continuity Program,3,7.07288,Multi-Route Logistics and Chokepoint Redesign
2969,SC001,Supplier Diversification and Qualification Program,4,6.89703,Multi-Route Logistics and Chokepoint Redesign
2969,SC003,Digital End-to-End Visibility and Cyber Resilience Platform,5,6.82114,Multi-Route Logistics and Chokepoint Redesign
2969,SC002,Regional Buffer Inventory for Critical Goods,6,6.28479,Multi-Route Logistics and Chokepoint Redesign
2970,SC006,Fair Supplier Finance and Labor Continuity Program,1,7.22001,Fair Supplier Finance and Labor Continuity Program
2970,SC004,Multi-Route Logistics and Chokepoint Redesign,2,7.08885,Fair Supplier Finance and Labor Continuity Program
2970,SC003,Digital End-to-End Visibility and Cyber Resilience Platform,3,6.99171,Fair Supplier Finance and Labor Continuity Program
2970,SC002,Regional Buffer Inventory for Critical Goods,4,6.85253,Fair Supplier Finance and Labor Continuity Program
2970,SC001,Supplier Diversification and Qualification Program,5,6.78304,Fair Supplier Finance and Labor Continuity Program
2970,SC005,Climate-Adjusted Infrastructure and Port Resilience Plan,6,6.76159,Fair Supplier Finance and Labor Continuity Program
2971,SC004,Multi-Route Logistics and Chokepoint Redesign,1,7.27735,Multi-Route Logistics and Chokepoint Redesign
2971,SC005,Climate-Adjusted Infrastructure and Port Resilience Plan,2,7.14352,Multi-Route Logistics and Chokepoint Redesign
2971,SC003,Digital End-to-End Visibility and Cyber Resilience Platform,3,7.01266,Multi-Route Logistics and Chokepoint Redesign
2971,SC002,Regional Buffer Inventory for Critical Goods,4,7.00518,Multi-Route Logistics and Chokepoint Redesign
2971,SC006,Fair Supplier Finance and Labor Continuity Program,5,6.73309,Multi-Route Logistics and Chokepoint Redesign
2971,SC001,Supplier Diversification and Qualification Program,6,6.64747,Multi-Route Logistics and Chokepoint Redesign
2972,SC004,Multi-Route Logistics and Chokepoint Redesign,1,7.29885,Multi-Route Logistics and Chokepoint Redesign
2972,SC005,Climate-Adjusted Infrastructure and Port Resilience Plan,2,7.17206,Multi-Route Logistics and Chokepoint Redesign
2972,SC003,Digital End-to-End Visibility and Cyber Resilience Platform,3,7.13903,Multi-Route Logistics and Chokepoint Redesign
2972,SC001,Supplier Diversification and Qualification Program,4,6.84346,Multi-Route Logistics and Chokepoint Redesign
2972,SC002,Regional Buffer Inventory for Critical Goods,5,6.72551,Multi-Route Logistics and Chokepoint Redesign
2972,SC006,Fair Supplier Finance and Labor Continuity Program,6,6.64944,Multi-Route Logistics and Chokepoint Redesign
2973,SC006,Fair Supplier Finance and Labor Continuity Program,1,7.13275,Fair Supplier Finance and Labor Continuity Program
2973,SC004,Multi-Route Logistics and Chokepoint Redesign,2,7.05473,Fair Supplier Finance and Labor Continuity Program
2973,SC005,Climate-Adjusted Infrastructure and Port Resilience Plan,3,6.99725,Fair Supplier Finance and Labor Continuity Program
2973,SC003,Digital End-to-End Visibility and Cyber Resilience Platform,4,6.89981,Fair Supplier Finance and Labor Continuity Program
2973,SC001,Supplier Diversification and Qualification Program,5,6.87714,Fair Supplier Finance and Labor Continuity Program
