simulation_id,strategy_id,strategy,rank,ai_resilience_value,winner
2689,AIR003,AI-Assisted Infrastructure Maintenance,5,7.75396,AI Governance Audit and Drift Monitoring
2689,AIR005,Participatory AI and Local Knowledge Integration,6,7.71866,AI Governance Audit and Drift Monitoring
2689,AIR001,AI Early Warning and Anomaly Detection,7,7.64727,AI Governance Audit and Drift Monitoring
2690,AIR006,AI Governance Audit and Drift Monitoring,1,8.31334,AI Governance Audit and Drift Monitoring
2690,AIR004,AI Decision Support with Human Oversight,2,8.25026,AI Governance Audit and Drift Monitoring
2690,AIR005,Participatory AI and Local Knowledge Integration,3,8.09539,AI Governance Audit and Drift Monitoring
2690,AIR003,AI-Assisted Infrastructure Maintenance,4,7.99561,AI Governance Audit and Drift Monitoring
2690,AIR002,AI Scenario Modeling and Stress Testing,5,7.77292,AI Governance Audit and Drift Monitoring
2690,AIR001,AI Early Warning and Anomaly Detection,6,7.75912,AI Governance Audit and Drift Monitoring
2690,AIR007,AI Security and Misuse Resistance,7,7.48764,AI Governance Audit and Drift Monitoring
2691,AIR006,AI Governance Audit and Drift Monitoring,1,8.28305,AI Governance Audit and Drift Monitoring
2691,AIR001,AI Early Warning and Anomaly Detection,2,8.15477,AI Governance Audit and Drift Monitoring
2691,AIR005,Participatory AI and Local Knowledge Integration,3,8.1542,AI Governance Audit and Drift Monitoring
2691,AIR002,AI Scenario Modeling and Stress Testing,4,8.0963,AI Governance Audit and Drift Monitoring
2691,AIR004,AI Decision Support with Human Oversight,5,8.06398,AI Governance Audit and Drift Monitoring
2691,AIR007,AI Security and Misuse Resistance,6,7.89925,AI Governance Audit and Drift Monitoring
2691,AIR003,AI-Assisted Infrastructure Maintenance,7,7.74298,AI Governance Audit and Drift Monitoring
2692,AIR004,AI Decision Support with Human Oversight,1,8.28981,AI Decision Support with Human Oversight
2692,AIR006,AI Governance Audit and Drift Monitoring,2,8.06567,AI Decision Support with Human Oversight
2692,AIR002,AI Scenario Modeling and Stress Testing,3,7.96984,AI Decision Support with Human Oversight
2692,AIR001,AI Early Warning and Anomaly Detection,4,7.93092,AI Decision Support with Human Oversight
2692,AIR007,AI Security and Misuse Resistance,5,7.84437,AI Decision Support with Human Oversight
2692,AIR005,Participatory AI and Local Knowledge Integration,6,7.67988,AI Decision Support with Human Oversight
2692,AIR003,AI-Assisted Infrastructure Maintenance,7,7.621,AI Decision Support with Human Oversight
2693,AIR006,AI Governance Audit and Drift Monitoring,1,8.50584,AI Governance Audit and Drift Monitoring
2693,AIR007,AI Security and Misuse Resistance,2,8.1228,AI Governance Audit and Drift Monitoring
2693,AIR004,AI Decision Support with Human Oversight,3,8.09664,AI Governance Audit and Drift Monitoring
2693,AIR005,Participatory AI and Local Knowledge Integration,4,8.07503,AI Governance Audit and Drift Monitoring
2693,AIR001,AI Early Warning and Anomaly Detection,5,7.85108,AI Governance Audit and Drift Monitoring
2693,AIR002,AI Scenario Modeling and Stress Testing,6,7.78441,AI Governance Audit and Drift Monitoring
2693,AIR003,AI-Assisted Infrastructure Maintenance,7,7.68704,AI Governance Audit and Drift Monitoring
2694,AIR006,AI Governance Audit and Drift Monitoring,1,8.44322,AI Governance Audit and Drift Monitoring
2694,AIR007,AI Security and Misuse Resistance,2,8.17818,AI Governance Audit and Drift Monitoring
2694,AIR004,AI Decision Support with Human Oversight,3,8.06724,AI Governance Audit and Drift Monitoring
2694,AIR003,AI-Assisted Infrastructure Maintenance,4,7.94649,AI Governance Audit and Drift Monitoring
2694,AIR005,Participatory AI and Local Knowledge Integration,5,7.90003,AI Governance Audit and Drift Monitoring
2694,AIR001,AI Early Warning and Anomaly Detection,6,7.79395,AI Governance Audit and Drift Monitoring
2694,AIR002,AI Scenario Modeling and Stress Testing,7,7.78183,AI Governance Audit and Drift Monitoring
2695,AIR006,AI Governance Audit and Drift Monitoring,1,8.4319,AI Governance Audit and Drift Monitoring
2695,AIR005,Participatory AI and Local Knowledge Integration,2,8.35612,AI Governance Audit and Drift Monitoring
2695,AIR004,AI Decision Support with Human Oversight,3,8.24992,AI Governance Audit and Drift Monitoring
2695,AIR007,AI Security and Misuse Resistance,4,7.96547,AI Governance Audit and Drift Monitoring
2695,AIR003,AI-Assisted Infrastructure Maintenance,5,7.91697,AI Governance Audit and Drift Monitoring
2695,AIR002,AI Scenario Modeling and Stress Testing,6,7.85309,AI Governance Audit and Drift Monitoring
2695,AIR001,AI Early Warning and Anomaly Detection,7,7.83052,AI Governance Audit and Drift Monitoring
2696,AIR004,AI Decision Support with Human Oversight,1,8.40451,AI Decision Support with Human Oversight
2696,AIR006,AI Governance Audit and Drift Monitoring,2,8.11458,AI Decision Support with Human Oversight
2696,AIR005,Participatory AI and Local Knowledge Integration,3,8.04077,AI Decision Support with Human Oversight
2696,AIR007,AI Security and Misuse Resistance,4,7.88387,AI Decision Support with Human Oversight
2696,AIR002,AI Scenario Modeling and Stress Testing,5,7.75659,AI Decision Support with Human Oversight
2696,AIR001,AI Early Warning and Anomaly Detection,6,7.75085,AI Decision Support with Human Oversight
2696,AIR003,AI-Assisted Infrastructure Maintenance,7,7.71574,AI Decision Support with Human Oversight
2697,AIR006,AI Governance Audit and Drift Monitoring,1,8.75366,AI Governance Audit and Drift Monitoring
2697,AIR004,AI Decision Support with Human Oversight,2,8.26756,AI Governance Audit and Drift Monitoring
2697,AIR005,Participatory AI and Local Knowledge Integration,3,8.1011,AI Governance Audit and Drift Monitoring
2697,AIR002,AI Scenario Modeling and Stress Testing,4,8.03306,AI Governance Audit and Drift Monitoring
2697,AIR001,AI Early Warning and Anomaly Detection,5,7.83514,AI Governance Audit and Drift Monitoring
2697,AIR007,AI Security and Misuse Resistance,6,7.75903,AI Governance Audit and Drift Monitoring
2697,AIR003,AI-Assisted Infrastructure Maintenance,7,7.63324,AI Governance Audit and Drift Monitoring
2698,AIR006,AI Governance Audit and Drift Monitoring,1,8.22003,AI Governance Audit and Drift Monitoring
2698,AIR007,AI Security and Misuse Resistance,2,8.18038,AI Governance Audit and Drift Monitoring
2698,AIR002,AI Scenario Modeling and Stress Testing,3,8.13102,AI Governance Audit and Drift Monitoring
2698,AIR005,Participatory AI and Local Knowledge Integration,4,8.007,AI Governance Audit and Drift Monitoring
2698,AIR004,AI Decision Support with Human Oversight,5,7.94438,AI Governance Audit and Drift Monitoring
2698,AIR001,AI Early Warning and Anomaly Detection,6,7.80455,AI Governance Audit and Drift Monitoring
2698,AIR003,AI-Assisted Infrastructure Maintenance,7,7.72127,AI Governance Audit and Drift Monitoring
2699,AIR004,AI Decision Support with Human Oversight,1,8.36781,AI Decision Support with Human Oversight
2699,AIR007,AI Security and Misuse Resistance,2,8.28397,AI Decision Support with Human Oversight
2699,AIR006,AI Governance Audit and Drift Monitoring,3,8.1646,AI Decision Support with Human Oversight
2699,AIR002,AI Scenario Modeling and Stress Testing,4,7.89435,AI Decision Support with Human Oversight
2699,AIR005,Participatory AI and Local Knowledge Integration,5,7.77859,AI Decision Support with Human Oversight
2699,AIR001,AI Early Warning and Anomaly Detection,6,7.73636,AI Decision Support with Human Oversight
2699,AIR003,AI-Assisted Infrastructure Maintenance,7,7.42301,AI Decision Support with Human Oversight
2700,AIR006,AI Governance Audit and Drift Monitoring,1,8.46309,AI Governance Audit and Drift Monitoring
2700,AIR004,AI Decision Support with Human Oversight,2,8.11067,AI Governance Audit and Drift Monitoring
2700,AIR007,AI Security and Misuse Resistance,3,8.02004,AI Governance Audit and Drift Monitoring
2700,AIR003,AI-Assisted Infrastructure Maintenance,4,8.01012,AI Governance Audit and Drift Monitoring
2700,AIR001,AI Early Warning and Anomaly Detection,5,8.00107,AI Governance Audit and Drift Monitoring
2700,AIR005,Participatory AI and Local Knowledge Integration,6,7.99279,AI Governance Audit and Drift Monitoring
2700,AIR002,AI Scenario Modeling and Stress Testing,7,7.81698,AI Governance Audit and Drift Monitoring
2701,AIR004,AI Decision Support with Human Oversight,1,8.33997,AI Decision Support with Human Oversight
2701,AIR006,AI Governance Audit and Drift Monitoring,2,8.20892,AI Decision Support with Human Oversight
2701,AIR002,AI Scenario Modeling and Stress Testing,3,7.96935,AI Decision Support with Human Oversight
2701,AIR003,AI-Assisted Infrastructure Maintenance,4,7.95666,AI Decision Support with Human Oversight
2701,AIR001,AI Early Warning and Anomaly Detection,5,7.70942,AI Decision Support with Human Oversight
2701,AIR007,AI Security and Misuse Resistance,6,7.65205,AI Decision Support with Human Oversight
2701,AIR005,Participatory AI and Local Knowledge Integration,7,7.62359,AI Decision Support with Human Oversight
2702,AIR005,Participatory AI and Local Knowledge Integration,1,8.28632,Participatory AI and Local Knowledge Integration
2702,AIR004,AI Decision Support with Human Oversight,2,8.13822,Participatory AI and Local Knowledge Integration
2702,AIR007,AI Security and Misuse Resistance,3,8.09774,Participatory AI and Local Knowledge Integration
2702,AIR006,AI Governance Audit and Drift Monitoring,4,8.09398,Participatory AI and Local Knowledge Integration
2702,AIR002,AI Scenario Modeling and Stress Testing,5,7.83383,Participatory AI and Local Knowledge Integration
2702,AIR001,AI Early Warning and Anomaly Detection,6,7.75883,Participatory AI and Local Knowledge Integration
2702,AIR003,AI-Assisted Infrastructure Maintenance,7,7.72031,Participatory AI and Local Knowledge Integration
2703,AIR006,AI Governance Audit and Drift Monitoring,1,8.52901,AI Governance Audit and Drift Monitoring
2703,AIR005,Participatory AI and Local Knowledge Integration,2,8.23939,AI Governance Audit and Drift Monitoring
2703,AIR004,AI Decision Support with Human Oversight,3,8.14142,AI Governance Audit and Drift Monitoring
2703,AIR007,AI Security and Misuse Resistance,4,7.9981,AI Governance Audit and Drift Monitoring
2703,AIR001,AI Early Warning and Anomaly Detection,5,7.5858,AI Governance Audit and Drift Monitoring
2703,AIR003,AI-Assisted Infrastructure Maintenance,6,7.43184,AI Governance Audit and Drift Monitoring
2703,AIR002,AI Scenario Modeling and Stress Testing,7,7.33026,AI Governance Audit and Drift Monitoring
2704,AIR004,AI Decision Support with Human Oversight,1,8.11679,AI Decision Support with Human Oversight
2704,AIR006,AI Governance Audit and Drift Monitoring,2,8.09209,AI Decision Support with Human Oversight
2704,AIR005,Participatory AI and Local Knowledge Integration,3,8.07691,AI Decision Support with Human Oversight
2704,AIR002,AI Scenario Modeling and Stress Testing,4,7.76784,AI Decision Support with Human Oversight
2704,AIR007,AI Security and Misuse Resistance,5,7.72988,AI Decision Support with Human Oversight
2704,AIR001,AI Early Warning and Anomaly Detection,6,7.59543,AI Decision Support with Human Oversight
2704,AIR003,AI-Assisted Infrastructure Maintenance,7,7.52136,AI Decision Support with Human Oversight
2705,AIR006,AI Governance Audit and Drift Monitoring,1,8.33806,AI Governance Audit and Drift Monitoring
2705,AIR007,AI Security and Misuse Resistance,2,8.22825,AI Governance Audit and Drift Monitoring
2705,AIR004,AI Decision Support with Human Oversight,3,8.0777,AI Governance Audit and Drift Monitoring
2705,AIR005,Participatory AI and Local Knowledge Integration,4,8.02014,AI Governance Audit and Drift Monitoring
2705,AIR003,AI-Assisted Infrastructure Maintenance,5,7.99124,AI Governance Audit and Drift Monitoring
2705,AIR002,AI Scenario Modeling and Stress Testing,6,7.94983,AI Governance Audit and Drift Monitoring
2705,AIR001,AI Early Warning and Anomaly Detection,7,7.65531,AI Governance Audit and Drift Monitoring
2706,AIR007,AI Security and Misuse Resistance,1,8.19545,AI Security and Misuse Resistance
2706,AIR006,AI Governance Audit and Drift Monitoring,2,8.14256,AI Security and Misuse Resistance
2706,AIR004,AI Decision Support with Human Oversight,3,8.13837,AI Security and Misuse Resistance
2706,AIR005,Participatory AI and Local Knowledge Integration,4,8.12601,AI Security and Misuse Resistance
2706,AIR001,AI Early Warning and Anomaly Detection,5,8.02751,AI Security and Misuse Resistance
2706,AIR002,AI Scenario Modeling and Stress Testing,6,7.97768,AI Security and Misuse Resistance
2706,AIR003,AI-Assisted Infrastructure Maintenance,7,7.8729,AI Security and Misuse Resistance
2707,AIR005,Participatory AI and Local Knowledge Integration,1,8.14089,Participatory AI and Local Knowledge Integration
2707,AIR004,AI Decision Support with Human Oversight,2,8.00058,Participatory AI and Local Knowledge Integration
2707,AIR006,AI Governance Audit and Drift Monitoring,3,7.89475,Participatory AI and Local Knowledge Integration
2707,AIR007,AI Security and Misuse Resistance,4,7.81587,Participatory AI and Local Knowledge Integration
2707,AIR002,AI Scenario Modeling and Stress Testing,5,7.70706,Participatory AI and Local Knowledge Integration
2707,AIR003,AI-Assisted Infrastructure Maintenance,6,7.65974,Participatory AI and Local Knowledge Integration
2707,AIR001,AI Early Warning and Anomaly Detection,7,7.51597,Participatory AI and Local Knowledge Integration
2708,AIR006,AI Governance Audit and Drift Monitoring,1,8.14399,AI Governance Audit and Drift Monitoring
2708,AIR005,Participatory AI and Local Knowledge Integration,2,8.0581,AI Governance Audit and Drift Monitoring
2708,AIR004,AI Decision Support with Human Oversight,3,7.94703,AI Governance Audit and Drift Monitoring
2708,AIR003,AI-Assisted Infrastructure Maintenance,4,7.88495,AI Governance Audit and Drift Monitoring
2708,AIR002,AI Scenario Modeling and Stress Testing,5,7.85297,AI Governance Audit and Drift Monitoring
2708,AIR007,AI Security and Misuse Resistance,6,7.76162,AI Governance Audit and Drift Monitoring
2708,AIR001,AI Early Warning and Anomaly Detection,7,7.57094,AI Governance Audit and Drift Monitoring
2709,AIR004,AI Decision Support with Human Oversight,1,8.41736,AI Decision Support with Human Oversight
2709,AIR006,AI Governance Audit and Drift Monitoring,2,8.27791,AI Decision Support with Human Oversight
2709,AIR007,AI Security and Misuse Resistance,3,8.0499,AI Decision Support with Human Oversight
2709,AIR001,AI Early Warning and Anomaly Detection,4,8.00272,AI Decision Support with Human Oversight
2709,AIR002,AI Scenario Modeling and Stress Testing,5,7.91568,AI Decision Support with Human Oversight
2709,AIR003,AI-Assisted Infrastructure Maintenance,6,7.81645,AI Decision Support with Human Oversight
2709,AIR005,Participatory AI and Local Knowledge Integration,7,7.66348,AI Decision Support with Human Oversight
2710,AIR007,AI Security and Misuse Resistance,1,8.0873,AI Security and Misuse Resistance
2710,AIR003,AI-Assisted Infrastructure Maintenance,2,8.08286,AI Security and Misuse Resistance
2710,AIR004,AI Decision Support with Human Oversight,3,7.95816,AI Security and Misuse Resistance
2710,AIR005,Participatory AI and Local Knowledge Integration,4,7.95124,AI Security and Misuse Resistance
2710,AIR006,AI Governance Audit and Drift Monitoring,5,7.91559,AI Security and Misuse Resistance
2710,AIR002,AI Scenario Modeling and Stress Testing,6,7.72032,AI Security and Misuse Resistance
2710,AIR001,AI Early Warning and Anomaly Detection,7,7.69187,AI Security and Misuse Resistance
2711,AIR006,AI Governance Audit and Drift Monitoring,1,8.38016,AI Governance Audit and Drift Monitoring
2711,AIR004,AI Decision Support with Human Oversight,2,8.3148,AI Governance Audit and Drift Monitoring
2711,AIR007,AI Security and Misuse Resistance,3,8.15309,AI Governance Audit and Drift Monitoring
2711,AIR005,Participatory AI and Local Knowledge Integration,4,8.05145,AI Governance Audit and Drift Monitoring
2711,AIR003,AI-Assisted Infrastructure Maintenance,5,7.86947,AI Governance Audit and Drift Monitoring
2711,AIR001,AI Early Warning and Anomaly Detection,6,7.82862,AI Governance Audit and Drift Monitoring
2711,AIR002,AI Scenario Modeling and Stress Testing,7,7.62817,AI Governance Audit and Drift Monitoring
2712,AIR006,AI Governance Audit and Drift Monitoring,1,8.45881,AI Governance Audit and Drift Monitoring
2712,AIR007,AI Security and Misuse Resistance,2,8.18324,AI Governance Audit and Drift Monitoring
2712,AIR005,Participatory AI and Local Knowledge Integration,3,8.06568,AI Governance Audit and Drift Monitoring
2712,AIR001,AI Early Warning and Anomaly Detection,4,8.03405,AI Governance Audit and Drift Monitoring
2712,AIR004,AI Decision Support with Human Oversight,5,8.01408,AI Governance Audit and Drift Monitoring
2712,AIR002,AI Scenario Modeling and Stress Testing,6,7.97099,AI Governance Audit and Drift Monitoring
2712,AIR003,AI-Assisted Infrastructure Maintenance,7,7.86641,AI Governance Audit and Drift Monitoring
2713,AIR006,AI Governance Audit and Drift Monitoring,1,8.36046,AI Governance Audit and Drift Monitoring
2713,AIR002,AI Scenario Modeling and Stress Testing,2,8.16457,AI Governance Audit and Drift Monitoring
2713,AIR007,AI Security and Misuse Resistance,3,8.14821,AI Governance Audit and Drift Monitoring
2713,AIR004,AI Decision Support with Human Oversight,4,8.13106,AI Governance Audit and Drift Monitoring
2713,AIR005,Participatory AI and Local Knowledge Integration,5,8.08556,AI Governance Audit and Drift Monitoring
2713,AIR003,AI-Assisted Infrastructure Maintenance,6,7.73812,AI Governance Audit and Drift Monitoring
2713,AIR001,AI Early Warning and Anomaly Detection,7,7.63988,AI Governance Audit and Drift Monitoring
2714,AIR004,AI Decision Support with Human Oversight,1,8.45854,AI Decision Support with Human Oversight
2714,AIR006,AI Governance Audit and Drift Monitoring,2,8.09619,AI Decision Support with Human Oversight
2714,AIR005,Participatory AI and Local Knowledge Integration,3,8.04025,AI Decision Support with Human Oversight
2714,AIR003,AI-Assisted Infrastructure Maintenance,4,7.88964,AI Decision Support with Human Oversight
2714,AIR007,AI Security and Misuse Resistance,5,7.75179,AI Decision Support with Human Oversight
2714,AIR002,AI Scenario Modeling and Stress Testing,6,7.74467,AI Decision Support with Human Oversight
2714,AIR001,AI Early Warning and Anomaly Detection,7,7.69777,AI Decision Support with Human Oversight
2715,AIR006,AI Governance Audit and Drift Monitoring,1,8.21314,AI Governance Audit and Drift Monitoring
2715,AIR007,AI Security and Misuse Resistance,2,8.02086,AI Governance Audit and Drift Monitoring
2715,AIR005,Participatory AI and Local Knowledge Integration,3,7.98163,AI Governance Audit and Drift Monitoring
2715,AIR002,AI Scenario Modeling and Stress Testing,4,7.9466,AI Governance Audit and Drift Monitoring
2715,AIR001,AI Early Warning and Anomaly Detection,5,7.9057,AI Governance Audit and Drift Monitoring
2715,AIR004,AI Decision Support with Human Oversight,6,7.86604,AI Governance Audit and Drift Monitoring
2715,AIR003,AI-Assisted Infrastructure Maintenance,7,7.66158,AI Governance Audit and Drift Monitoring
2716,AIR006,AI Governance Audit and Drift Monitoring,1,8.35466,AI Governance Audit and Drift Monitoring
2716,AIR007,AI Security and Misuse Resistance,2,8.19541,AI Governance Audit and Drift Monitoring
2716,AIR003,AI-Assisted Infrastructure Maintenance,3,8.17546,AI Governance Audit and Drift Monitoring
2716,AIR005,Participatory AI and Local Knowledge Integration,4,7.9902,AI Governance Audit and Drift Monitoring
2716,AIR002,AI Scenario Modeling and Stress Testing,5,7.97057,AI Governance Audit and Drift Monitoring
2716,AIR001,AI Early Warning and Anomaly Detection,6,7.76182,AI Governance Audit and Drift Monitoring
2716,AIR004,AI Decision Support with Human Oversight,7,7.72245,AI Governance Audit and Drift Monitoring
2717,AIR006,AI Governance Audit and Drift Monitoring,1,8.44085,AI Governance Audit and Drift Monitoring
2717,AIR004,AI Decision Support with Human Oversight,2,8.13113,AI Governance Audit and Drift Monitoring
2717,AIR007,AI Security and Misuse Resistance,3,7.92615,AI Governance Audit and Drift Monitoring
2717,AIR002,AI Scenario Modeling and Stress Testing,4,7.92022,AI Governance Audit and Drift Monitoring
2717,AIR001,AI Early Warning and Anomaly Detection,5,7.7848,AI Governance Audit and Drift Monitoring
2717,AIR003,AI-Assisted Infrastructure Maintenance,6,7.71788,AI Governance Audit and Drift Monitoring
2717,AIR005,Participatory AI and Local Knowledge Integration,7,7.60997,AI Governance Audit and Drift Monitoring
2718,AIR002,AI Scenario Modeling and Stress Testing,1,8.11777,AI Scenario Modeling and Stress Testing
2718,AIR005,Participatory AI and Local Knowledge Integration,2,8.07175,AI Scenario Modeling and Stress Testing
2718,AIR003,AI-Assisted Infrastructure Maintenance,3,8.0694,AI Scenario Modeling and Stress Testing
2718,AIR004,AI Decision Support with Human Oversight,4,7.98456,AI Scenario Modeling and Stress Testing
2718,AIR006,AI Governance Audit and Drift Monitoring,5,7.95612,AI Scenario Modeling and Stress Testing
2718,AIR007,AI Security and Misuse Resistance,6,7.86217,AI Scenario Modeling and Stress Testing
2718,AIR001,AI Early Warning and Anomaly Detection,7,7.64481,AI Scenario Modeling and Stress Testing
2719,AIR002,AI Scenario Modeling and Stress Testing,1,8.22061,AI Scenario Modeling and Stress Testing
2719,AIR004,AI Decision Support with Human Oversight,2,8.17277,AI Scenario Modeling and Stress Testing
2719,AIR005,Participatory AI and Local Knowledge Integration,3,8.07351,AI Scenario Modeling and Stress Testing
2719,AIR006,AI Governance Audit and Drift Monitoring,4,8.07213,AI Scenario Modeling and Stress Testing
2719,AIR001,AI Early Warning and Anomaly Detection,5,7.97654,AI Scenario Modeling and Stress Testing
2719,AIR003,AI-Assisted Infrastructure Maintenance,6,7.90773,AI Scenario Modeling and Stress Testing
2719,AIR007,AI Security and Misuse Resistance,7,7.69177,AI Scenario Modeling and Stress Testing
2720,AIR007,AI Security and Misuse Resistance,1,8.23558,AI Security and Misuse Resistance
2720,AIR006,AI Governance Audit and Drift Monitoring,2,8.21262,AI Security and Misuse Resistance
2720,AIR004,AI Decision Support with Human Oversight,3,8.16147,AI Security and Misuse Resistance
2720,AIR005,Participatory AI and Local Knowledge Integration,4,7.92621,AI Security and Misuse Resistance
2720,AIR001,AI Early Warning and Anomaly Detection,5,7.88173,AI Security and Misuse Resistance
2720,AIR002,AI Scenario Modeling and Stress Testing,6,7.75724,AI Security and Misuse Resistance
2720,AIR003,AI-Assisted Infrastructure Maintenance,7,7.74157,AI Security and Misuse Resistance
2721,AIR006,AI Governance Audit and Drift Monitoring,1,8.31184,AI Governance Audit and Drift Monitoring
2721,AIR002,AI Scenario Modeling and Stress Testing,2,8.14098,AI Governance Audit and Drift Monitoring
2721,AIR004,AI Decision Support with Human Oversight,3,8.0531,AI Governance Audit and Drift Monitoring
2721,AIR005,Participatory AI and Local Knowledge Integration,4,7.96503,AI Governance Audit and Drift Monitoring
2721,AIR007,AI Security and Misuse Resistance,5,7.8647,AI Governance Audit and Drift Monitoring
2721,AIR003,AI-Assisted Infrastructure Maintenance,6,7.79817,AI Governance Audit and Drift Monitoring
2721,AIR001,AI Early Warning and Anomaly Detection,7,7.7346,AI Governance Audit and Drift Monitoring
2722,AIR006,AI Governance Audit and Drift Monitoring,1,8.46819,AI Governance Audit and Drift Monitoring
2722,AIR005,Participatory AI and Local Knowledge Integration,2,8.18296,AI Governance Audit and Drift Monitoring
2722,AIR004,AI Decision Support with Human Oversight,3,8.02908,AI Governance Audit and Drift Monitoring
2722,AIR001,AI Early Warning and Anomaly Detection,4,7.84549,AI Governance Audit and Drift Monitoring
2722,AIR007,AI Security and Misuse Resistance,5,7.83173,AI Governance Audit and Drift Monitoring
2722,AIR003,AI-Assisted Infrastructure Maintenance,6,7.74649,AI Governance Audit and Drift Monitoring
2722,AIR002,AI Scenario Modeling and Stress Testing,7,7.62449,AI Governance Audit and Drift Monitoring
2723,AIR006,AI Governance Audit and Drift Monitoring,1,8.11077,AI Governance Audit and Drift Monitoring
2723,AIR004,AI Decision Support with Human Oversight,2,8.10596,AI Governance Audit and Drift Monitoring
2723,AIR005,Participatory AI and Local Knowledge Integration,3,8.09501,AI Governance Audit and Drift Monitoring
2723,AIR002,AI Scenario Modeling and Stress Testing,4,7.93232,AI Governance Audit and Drift Monitoring
2723,AIR001,AI Early Warning and Anomaly Detection,5,7.92387,AI Governance Audit and Drift Monitoring
2723,AIR007,AI Security and Misuse Resistance,6,7.84743,AI Governance Audit and Drift Monitoring
2723,AIR003,AI-Assisted Infrastructure Maintenance,7,7.80772,AI Governance Audit and Drift Monitoring
2724,AIR005,Participatory AI and Local Knowledge Integration,1,8.40879,Participatory AI and Local Knowledge Integration
2724,AIR006,AI Governance Audit and Drift Monitoring,2,8.04415,Participatory AI and Local Knowledge Integration
2724,AIR004,AI Decision Support with Human Oversight,3,7.98575,Participatory AI and Local Knowledge Integration
2724,AIR007,AI Security and Misuse Resistance,4,7.78407,Participatory AI and Local Knowledge Integration
2724,AIR002,AI Scenario Modeling and Stress Testing,5,7.75021,Participatory AI and Local Knowledge Integration
2724,AIR003,AI-Assisted Infrastructure Maintenance,6,7.67525,Participatory AI and Local Knowledge Integration
2724,AIR001,AI Early Warning and Anomaly Detection,7,7.56314,Participatory AI and Local Knowledge Integration
2725,AIR006,AI Governance Audit and Drift Monitoring,1,8.4632,AI Governance Audit and Drift Monitoring
2725,AIR005,Participatory AI and Local Knowledge Integration,2,8.23326,AI Governance Audit and Drift Monitoring
2725,AIR002,AI Scenario Modeling and Stress Testing,3,8.16332,AI Governance Audit and Drift Monitoring
2725,AIR007,AI Security and Misuse Resistance,4,8.15605,AI Governance Audit and Drift Monitoring
2725,AIR004,AI Decision Support with Human Oversight,5,8.03998,AI Governance Audit and Drift Monitoring
2725,AIR003,AI-Assisted Infrastructure Maintenance,6,7.89164,AI Governance Audit and Drift Monitoring
2725,AIR001,AI Early Warning and Anomaly Detection,7,7.78592,AI Governance Audit and Drift Monitoring
2726,AIR006,AI Governance Audit and Drift Monitoring,1,8.33205,AI Governance Audit and Drift Monitoring
2726,AIR004,AI Decision Support with Human Oversight,2,8.31002,AI Governance Audit and Drift Monitoring
2726,AIR005,Participatory AI and Local Knowledge Integration,3,8.11516,AI Governance Audit and Drift Monitoring
2726,AIR007,AI Security and Misuse Resistance,4,7.98936,AI Governance Audit and Drift Monitoring
2726,AIR002,AI Scenario Modeling and Stress Testing,5,7.96982,AI Governance Audit and Drift Monitoring
2726,AIR003,AI-Assisted Infrastructure Maintenance,6,7.87318,AI Governance Audit and Drift Monitoring
2726,AIR001,AI Early Warning and Anomaly Detection,7,7.68073,AI Governance Audit and Drift Monitoring
2727,AIR004,AI Decision Support with Human Oversight,1,8.39934,AI Decision Support with Human Oversight
2727,AIR006,AI Governance Audit and Drift Monitoring,2,8.34939,AI Decision Support with Human Oversight
2727,AIR002,AI Scenario Modeling and Stress Testing,3,8.0127,AI Decision Support with Human Oversight
2727,AIR007,AI Security and Misuse Resistance,4,7.96688,AI Decision Support with Human Oversight
2727,AIR005,Participatory AI and Local Knowledge Integration,5,7.8789,AI Decision Support with Human Oversight
2727,AIR001,AI Early Warning and Anomaly Detection,6,7.78433,AI Decision Support with Human Oversight
2727,AIR003,AI-Assisted Infrastructure Maintenance,7,7.68889,AI Decision Support with Human Oversight
2728,AIR006,AI Governance Audit and Drift Monitoring,1,8.17448,AI Governance Audit and Drift Monitoring
2728,AIR003,AI-Assisted Infrastructure Maintenance,2,8.08744,AI Governance Audit and Drift Monitoring
2728,AIR004,AI Decision Support with Human Oversight,3,8.04708,AI Governance Audit and Drift Monitoring
2728,AIR007,AI Security and Misuse Resistance,4,7.99547,AI Governance Audit and Drift Monitoring
2728,AIR002,AI Scenario Modeling and Stress Testing,5,7.96236,AI Governance Audit and Drift Monitoring
2728,AIR005,Participatory AI and Local Knowledge Integration,6,7.8559,AI Governance Audit and Drift Monitoring
2728,AIR001,AI Early Warning and Anomaly Detection,7,7.71029,AI Governance Audit and Drift Monitoring
2729,AIR006,AI Governance Audit and Drift Monitoring,1,8.40598,AI Governance Audit and Drift Monitoring
2729,AIR004,AI Decision Support with Human Oversight,2,8.38171,AI Governance Audit and Drift Monitoring
2729,AIR005,Participatory AI and Local Knowledge Integration,3,7.85627,AI Governance Audit and Drift Monitoring
2729,AIR003,AI-Assisted Infrastructure Maintenance,4,7.8283,AI Governance Audit and Drift Monitoring
2729,AIR001,AI Early Warning and Anomaly Detection,5,7.80668,AI Governance Audit and Drift Monitoring
2729,AIR002,AI Scenario Modeling and Stress Testing,6,7.68703,AI Governance Audit and Drift Monitoring
2729,AIR007,AI Security and Misuse Resistance,7,7.52111,AI Governance Audit and Drift Monitoring
2730,AIR006,AI Governance Audit and Drift Monitoring,1,8.25754,AI Governance Audit and Drift Monitoring
