simulation_id,strategy_id,strategy,rank,adjusted_ethical_resilience_value
2628,ERS007,Equity-Weighted Recovery Fund,4,7.61413
2628,ERS008,Data Rights and Anti-Surveillance Resilience Program,5,7.30372
2628,ERS002,Managed Retreat with Social Protection,6,6.71877
2628,ERS001,Targeted Flood Defense Upgrade,7,5.66209
2628,ERS004,Critical Infrastructure Hardening Only,8,5.26345
2629,ERS007,Equity-Weighted Recovery Fund,1,7.7192
2629,ERS006,Watershed Restoration with Indigenous Co-Governance,2,7.69461
2629,ERS002,Managed Retreat with Social Protection,3,7.68904
2629,ERS005,Public Housing Climate Retrofit Program,4,7.58972
2629,ERS003,Community-Led Heat Resilience Network,5,7.13652
2629,ERS008,Data Rights and Anti-Surveillance Resilience Program,6,7.01247
2629,ERS001,Targeted Flood Defense Upgrade,7,5.95266
2629,ERS004,Critical Infrastructure Hardening Only,8,5.0652
2630,ERS008,Data Rights and Anti-Surveillance Resilience Program,1,7.70724
2630,ERS002,Managed Retreat with Social Protection,2,7.54112
2630,ERS007,Equity-Weighted Recovery Fund,3,7.4864
2630,ERS006,Watershed Restoration with Indigenous Co-Governance,4,7.48334
2630,ERS005,Public Housing Climate Retrofit Program,5,7.44241
2630,ERS003,Community-Led Heat Resilience Network,6,7.25833
2630,ERS001,Targeted Flood Defense Upgrade,7,6.06379
2630,ERS004,Critical Infrastructure Hardening Only,8,5.20836
2631,ERS005,Public Housing Climate Retrofit Program,1,8.00646
2631,ERS003,Community-Led Heat Resilience Network,2,7.94722
2631,ERS007,Equity-Weighted Recovery Fund,3,7.76458
2631,ERS008,Data Rights and Anti-Surveillance Resilience Program,4,7.75881
2631,ERS006,Watershed Restoration with Indigenous Co-Governance,5,7.65065
2631,ERS002,Managed Retreat with Social Protection,6,6.91337
2631,ERS001,Targeted Flood Defense Upgrade,7,5.9296
2631,ERS004,Critical Infrastructure Hardening Only,8,5.46422
2632,ERS005,Public Housing Climate Retrofit Program,1,8.16985
2632,ERS003,Community-Led Heat Resilience Network,2,7.88157
2632,ERS006,Watershed Restoration with Indigenous Co-Governance,3,7.53098
2632,ERS008,Data Rights and Anti-Surveillance Resilience Program,4,7.3725
2632,ERS007,Equity-Weighted Recovery Fund,5,7.30487
2632,ERS002,Managed Retreat with Social Protection,6,6.78512
2632,ERS001,Targeted Flood Defense Upgrade,7,5.92385
2632,ERS004,Critical Infrastructure Hardening Only,8,5.11251
2633,ERS008,Data Rights and Anti-Surveillance Resilience Program,1,7.73718
2633,ERS005,Public Housing Climate Retrofit Program,2,7.71536
2633,ERS007,Equity-Weighted Recovery Fund,3,7.66024
2633,ERS006,Watershed Restoration with Indigenous Co-Governance,4,7.65779
2633,ERS003,Community-Led Heat Resilience Network,5,7.28165
2633,ERS002,Managed Retreat with Social Protection,6,7.00427
2633,ERS001,Targeted Flood Defense Upgrade,7,5.94903
2633,ERS004,Critical Infrastructure Hardening Only,8,5.03748
2634,ERS006,Watershed Restoration with Indigenous Co-Governance,1,8.00966
2634,ERS007,Equity-Weighted Recovery Fund,2,7.92835
2634,ERS002,Managed Retreat with Social Protection,3,7.54377
2634,ERS005,Public Housing Climate Retrofit Program,4,7.35065
2634,ERS008,Data Rights and Anti-Surveillance Resilience Program,5,7.20247
2634,ERS003,Community-Led Heat Resilience Network,6,6.86935
2634,ERS001,Targeted Flood Defense Upgrade,7,6.37185
2634,ERS004,Critical Infrastructure Hardening Only,8,4.80574
2635,ERS003,Community-Led Heat Resilience Network,1,7.90446
2635,ERS005,Public Housing Climate Retrofit Program,2,7.89787
2635,ERS002,Managed Retreat with Social Protection,3,7.61868
2635,ERS007,Equity-Weighted Recovery Fund,4,7.55039
2635,ERS006,Watershed Restoration with Indigenous Co-Governance,5,7.38333
2635,ERS008,Data Rights and Anti-Surveillance Resilience Program,6,7.37451
2635,ERS001,Targeted Flood Defense Upgrade,7,5.87367
2635,ERS004,Critical Infrastructure Hardening Only,8,5.59045
2636,ERS007,Equity-Weighted Recovery Fund,1,7.885
2636,ERS006,Watershed Restoration with Indigenous Co-Governance,2,7.69448
2636,ERS005,Public Housing Climate Retrofit Program,3,7.66704
2636,ERS008,Data Rights and Anti-Surveillance Resilience Program,4,7.26443
2636,ERS003,Community-Led Heat Resilience Network,5,7.22406
2636,ERS002,Managed Retreat with Social Protection,6,6.73639
2636,ERS001,Targeted Flood Defense Upgrade,7,6.0999
2636,ERS004,Critical Infrastructure Hardening Only,8,5.17235
2637,ERS007,Equity-Weighted Recovery Fund,1,7.82308
2637,ERS006,Watershed Restoration with Indigenous Co-Governance,2,7.79196
2637,ERS005,Public Housing Climate Retrofit Program,3,7.51086
2637,ERS002,Managed Retreat with Social Protection,4,7.32519
2637,ERS008,Data Rights and Anti-Surveillance Resilience Program,5,7.26713
2637,ERS003,Community-Led Heat Resilience Network,6,6.76203
2637,ERS001,Targeted Flood Defense Upgrade,7,6.58268
2637,ERS004,Critical Infrastructure Hardening Only,8,4.48542
2638,ERS006,Watershed Restoration with Indigenous Co-Governance,1,8.1944
2638,ERS005,Public Housing Climate Retrofit Program,2,7.92518
2638,ERS003,Community-Led Heat Resilience Network,3,7.50677
2638,ERS007,Equity-Weighted Recovery Fund,4,7.46964
2638,ERS008,Data Rights and Anti-Surveillance Resilience Program,5,7.43909
2638,ERS001,Targeted Flood Defense Upgrade,6,6.62241
2638,ERS002,Managed Retreat with Social Protection,7,6.59048
2638,ERS004,Critical Infrastructure Hardening Only,8,4.89146
2639,ERS006,Watershed Restoration with Indigenous Co-Governance,1,7.85501
2639,ERS002,Managed Retreat with Social Protection,2,7.36389
2639,ERS008,Data Rights and Anti-Surveillance Resilience Program,3,7.30944
2639,ERS003,Community-Led Heat Resilience Network,4,7.29397
2639,ERS007,Equity-Weighted Recovery Fund,5,7.21498
2639,ERS005,Public Housing Climate Retrofit Program,6,6.90179
2639,ERS001,Targeted Flood Defense Upgrade,7,6.6907
2639,ERS004,Critical Infrastructure Hardening Only,8,5.61245
2640,ERS003,Community-Led Heat Resilience Network,1,7.78228
2640,ERS006,Watershed Restoration with Indigenous Co-Governance,2,7.75513
2640,ERS007,Equity-Weighted Recovery Fund,3,7.67784
2640,ERS002,Managed Retreat with Social Protection,4,7.58756
2640,ERS005,Public Housing Climate Retrofit Program,5,7.48809
2640,ERS008,Data Rights and Anti-Surveillance Resilience Program,6,6.86988
2640,ERS001,Targeted Flood Defense Upgrade,7,6.23324
2640,ERS004,Critical Infrastructure Hardening Only,8,4.69775
2641,ERS006,Watershed Restoration with Indigenous Co-Governance,1,8.01195
2641,ERS008,Data Rights and Anti-Surveillance Resilience Program,2,7.67254
2641,ERS002,Managed Retreat with Social Protection,3,7.42014
2641,ERS007,Equity-Weighted Recovery Fund,4,7.37498
2641,ERS005,Public Housing Climate Retrofit Program,5,7.37276
2641,ERS003,Community-Led Heat Resilience Network,6,7.13281
2641,ERS001,Targeted Flood Defense Upgrade,7,5.97301
2641,ERS004,Critical Infrastructure Hardening Only,8,4.81851
2642,ERS005,Public Housing Climate Retrofit Program,1,7.52229
2642,ERS008,Data Rights and Anti-Surveillance Resilience Program,2,7.4857
2642,ERS002,Managed Retreat with Social Protection,3,7.42941
2642,ERS003,Community-Led Heat Resilience Network,4,7.41807
2642,ERS006,Watershed Restoration with Indigenous Co-Governance,5,7.41145
2642,ERS007,Equity-Weighted Recovery Fund,6,7.40701
2642,ERS001,Targeted Flood Defense Upgrade,7,5.58144
2642,ERS004,Critical Infrastructure Hardening Only,8,5.3309
2643,ERS006,Watershed Restoration with Indigenous Co-Governance,1,7.82983
2643,ERS005,Public Housing Climate Retrofit Program,2,7.81755
2643,ERS007,Equity-Weighted Recovery Fund,3,7.71606
2643,ERS002,Managed Retreat with Social Protection,4,7.65769
2643,ERS003,Community-Led Heat Resilience Network,5,7.62132
2643,ERS008,Data Rights and Anti-Surveillance Resilience Program,6,6.90494
2643,ERS001,Targeted Flood Defense Upgrade,7,6.1493
2643,ERS004,Critical Infrastructure Hardening Only,8,5.11827
2644,ERS005,Public Housing Climate Retrofit Program,1,8.25091
2644,ERS008,Data Rights and Anti-Surveillance Resilience Program,2,7.83565
2644,ERS003,Community-Led Heat Resilience Network,3,7.82918
2644,ERS002,Managed Retreat with Social Protection,4,7.71717
2644,ERS006,Watershed Restoration with Indigenous Co-Governance,5,7.616
2644,ERS007,Equity-Weighted Recovery Fund,6,7.39127
2644,ERS001,Targeted Flood Defense Upgrade,7,6.13628
2644,ERS004,Critical Infrastructure Hardening Only,8,5.52877
2645,ERS006,Watershed Restoration with Indigenous Co-Governance,1,7.79681
2645,ERS005,Public Housing Climate Retrofit Program,2,7.72978
2645,ERS007,Equity-Weighted Recovery Fund,3,7.69677
2645,ERS008,Data Rights and Anti-Surveillance Resilience Program,4,7.41597
2645,ERS002,Managed Retreat with Social Protection,5,7.25825
2645,ERS003,Community-Led Heat Resilience Network,6,7.11677
2645,ERS001,Targeted Flood Defense Upgrade,7,6.22057
2645,ERS004,Critical Infrastructure Hardening Only,8,4.81224
2646,ERS007,Equity-Weighted Recovery Fund,1,8.06473
2646,ERS006,Watershed Restoration with Indigenous Co-Governance,2,7.76669
2646,ERS003,Community-Led Heat Resilience Network,3,7.6693
2646,ERS008,Data Rights and Anti-Surveillance Resilience Program,4,7.65578
2646,ERS005,Public Housing Climate Retrofit Program,5,7.19714
2646,ERS002,Managed Retreat with Social Protection,6,7.02647
2646,ERS001,Targeted Flood Defense Upgrade,7,5.8934
2646,ERS004,Critical Infrastructure Hardening Only,8,5.10785
2647,ERS006,Watershed Restoration with Indigenous Co-Governance,1,7.87092
2647,ERS005,Public Housing Climate Retrofit Program,2,7.75802
2647,ERS008,Data Rights and Anti-Surveillance Resilience Program,3,7.46787
2647,ERS003,Community-Led Heat Resilience Network,4,7.40161
2647,ERS007,Equity-Weighted Recovery Fund,5,7.22121
2647,ERS002,Managed Retreat with Social Protection,6,6.84892
2647,ERS001,Targeted Flood Defense Upgrade,7,5.9332
2647,ERS004,Critical Infrastructure Hardening Only,8,4.53661
2648,ERS006,Watershed Restoration with Indigenous Co-Governance,1,8.21064
2648,ERS007,Equity-Weighted Recovery Fund,2,8.0421
2648,ERS005,Public Housing Climate Retrofit Program,3,7.535
2648,ERS002,Managed Retreat with Social Protection,4,7.33307
2648,ERS003,Community-Led Heat Resilience Network,5,7.254
2648,ERS008,Data Rights and Anti-Surveillance Resilience Program,6,7.04152
2648,ERS001,Targeted Flood Defense Upgrade,7,6.45465
2648,ERS004,Critical Infrastructure Hardening Only,8,4.77035
2649,ERS006,Watershed Restoration with Indigenous Co-Governance,1,7.97422
2649,ERS002,Managed Retreat with Social Protection,2,7.78749
2649,ERS003,Community-Led Heat Resilience Network,3,7.65568
2649,ERS005,Public Housing Climate Retrofit Program,4,7.57326
2649,ERS008,Data Rights and Anti-Surveillance Resilience Program,5,7.46503
2649,ERS007,Equity-Weighted Recovery Fund,6,6.98465
2649,ERS001,Targeted Flood Defense Upgrade,7,6.15754
2649,ERS004,Critical Infrastructure Hardening Only,8,5.66296
2650,ERS008,Data Rights and Anti-Surveillance Resilience Program,1,7.77013
2650,ERS007,Equity-Weighted Recovery Fund,2,7.45186
2650,ERS005,Public Housing Climate Retrofit Program,3,7.44078
2650,ERS002,Managed Retreat with Social Protection,4,7.26411
2650,ERS006,Watershed Restoration with Indigenous Co-Governance,5,7.11316
2650,ERS003,Community-Led Heat Resilience Network,6,7.05113
2650,ERS001,Targeted Flood Defense Upgrade,7,6.15455
2650,ERS004,Critical Infrastructure Hardening Only,8,5.30951
2651,ERS005,Public Housing Climate Retrofit Program,1,7.89096
2651,ERS003,Community-Led Heat Resilience Network,2,7.80827
2651,ERS008,Data Rights and Anti-Surveillance Resilience Program,3,7.51892
2651,ERS006,Watershed Restoration with Indigenous Co-Governance,4,7.46666
2651,ERS007,Equity-Weighted Recovery Fund,5,7.29288
2651,ERS002,Managed Retreat with Social Protection,6,7.28872
2651,ERS001,Targeted Flood Defense Upgrade,7,5.91721
2651,ERS004,Critical Infrastructure Hardening Only,8,4.93409
2652,ERS005,Public Housing Climate Retrofit Program,1,7.93381
2652,ERS006,Watershed Restoration with Indigenous Co-Governance,2,7.47128
2652,ERS007,Equity-Weighted Recovery Fund,3,7.40528
2652,ERS003,Community-Led Heat Resilience Network,4,7.36407
2652,ERS008,Data Rights and Anti-Surveillance Resilience Program,5,7.33424
2652,ERS002,Managed Retreat with Social Protection,6,7.18811
2652,ERS001,Targeted Flood Defense Upgrade,7,6.0366
2652,ERS004,Critical Infrastructure Hardening Only,8,4.84261
2653,ERS007,Equity-Weighted Recovery Fund,1,7.73244
2653,ERS003,Community-Led Heat Resilience Network,2,7.57339
2653,ERS002,Managed Retreat with Social Protection,3,7.4635
2653,ERS006,Watershed Restoration with Indigenous Co-Governance,4,7.38737
2653,ERS008,Data Rights and Anti-Surveillance Resilience Program,5,7.33412
2653,ERS005,Public Housing Climate Retrofit Program,6,7.0553
2653,ERS001,Targeted Flood Defense Upgrade,7,5.74144
2653,ERS004,Critical Infrastructure Hardening Only,8,4.92214
2654,ERS008,Data Rights and Anti-Surveillance Resilience Program,1,7.86237
2654,ERS006,Watershed Restoration with Indigenous Co-Governance,2,7.79604
2654,ERS005,Public Housing Climate Retrofit Program,3,7.70635
2654,ERS003,Community-Led Heat Resilience Network,4,7.64116
2654,ERS007,Equity-Weighted Recovery Fund,5,7.63237
2654,ERS002,Managed Retreat with Social Protection,6,7.03745
2654,ERS001,Targeted Flood Defense Upgrade,7,6.2514
2654,ERS004,Critical Infrastructure Hardening Only,8,5.42244
2655,ERS006,Watershed Restoration with Indigenous Co-Governance,1,7.92344
2655,ERS005,Public Housing Climate Retrofit Program,2,7.77448
2655,ERS007,Equity-Weighted Recovery Fund,3,7.58129
2655,ERS002,Managed Retreat with Social Protection,4,7.48001
2655,ERS008,Data Rights and Anti-Surveillance Resilience Program,5,7.35777
2655,ERS003,Community-Led Heat Resilience Network,6,7.2288
2655,ERS001,Targeted Flood Defense Upgrade,7,6.12902
2655,ERS004,Critical Infrastructure Hardening Only,8,4.84433
2656,ERS005,Public Housing Climate Retrofit Program,1,8.12536
2656,ERS007,Equity-Weighted Recovery Fund,2,7.95825
2656,ERS002,Managed Retreat with Social Protection,3,7.51044
2656,ERS006,Watershed Restoration with Indigenous Co-Governance,4,7.47812
2656,ERS003,Community-Led Heat Resilience Network,5,7.41533
2656,ERS008,Data Rights and Anti-Surveillance Resilience Program,6,7.24603
2656,ERS001,Targeted Flood Defense Upgrade,7,5.83644
2656,ERS004,Critical Infrastructure Hardening Only,8,5.33523
2657,ERS005,Public Housing Climate Retrofit Program,1,8.34494
2657,ERS006,Watershed Restoration with Indigenous Co-Governance,2,7.97205
2657,ERS007,Equity-Weighted Recovery Fund,3,7.34924
2657,ERS002,Managed Retreat with Social Protection,4,7.28065
2657,ERS008,Data Rights and Anti-Surveillance Resilience Program,5,6.94646
2657,ERS003,Community-Led Heat Resilience Network,6,6.86428
2657,ERS001,Targeted Flood Defense Upgrade,7,6.27354
2657,ERS004,Critical Infrastructure Hardening Only,8,5.35815
2658,ERS006,Watershed Restoration with Indigenous Co-Governance,1,8.03276
2658,ERS007,Equity-Weighted Recovery Fund,2,7.8864
2658,ERS002,Managed Retreat with Social Protection,3,7.81831
2658,ERS008,Data Rights and Anti-Surveillance Resilience Program,4,7.79792
2658,ERS003,Community-Led Heat Resilience Network,5,7.72578
2658,ERS005,Public Housing Climate Retrofit Program,6,7.50491
2658,ERS001,Targeted Flood Defense Upgrade,7,5.79185
2658,ERS004,Critical Infrastructure Hardening Only,8,5.28912
2659,ERS006,Watershed Restoration with Indigenous Co-Governance,1,8.08137
2659,ERS007,Equity-Weighted Recovery Fund,2,7.63848
2659,ERS008,Data Rights and Anti-Surveillance Resilience Program,3,7.54761
2659,ERS005,Public Housing Climate Retrofit Program,4,7.46869
2659,ERS003,Community-Led Heat Resilience Network,5,7.39999
2659,ERS002,Managed Retreat with Social Protection,6,7.19705
2659,ERS001,Targeted Flood Defense Upgrade,7,6.3523
2659,ERS004,Critical Infrastructure Hardening Only,8,5.1962
2660,ERS006,Watershed Restoration with Indigenous Co-Governance,1,7.92621
2660,ERS005,Public Housing Climate Retrofit Program,2,7.92285
2660,ERS008,Data Rights and Anti-Surveillance Resilience Program,3,7.60586
2660,ERS007,Equity-Weighted Recovery Fund,4,7.49415
2660,ERS003,Community-Led Heat Resilience Network,5,7.41067
2660,ERS002,Managed Retreat with Social Protection,6,7.27679
2660,ERS001,Targeted Flood Defense Upgrade,7,6.27518
2660,ERS004,Critical Infrastructure Hardening Only,8,4.71228
2661,ERS005,Public Housing Climate Retrofit Program,1,7.79653
2661,ERS006,Watershed Restoration with Indigenous Co-Governance,2,7.7063
2661,ERS008,Data Rights and Anti-Surveillance Resilience Program,3,7.5674
2661,ERS002,Managed Retreat with Social Protection,4,7.40299
2661,ERS003,Community-Led Heat Resilience Network,5,7.17965
2661,ERS007,Equity-Weighted Recovery Fund,6,6.91966
2661,ERS001,Targeted Flood Defense Upgrade,7,6.01201
2661,ERS004,Critical Infrastructure Hardening Only,8,5.12032
2662,ERS006,Watershed Restoration with Indigenous Co-Governance,1,8.05541
2662,ERS005,Public Housing Climate Retrofit Program,2,8.00603
2662,ERS002,Managed Retreat with Social Protection,3,7.90417
2662,ERS003,Community-Led Heat Resilience Network,4,7.62766
2662,ERS007,Equity-Weighted Recovery Fund,5,7.5128
2662,ERS008,Data Rights and Anti-Surveillance Resilience Program,6,7.29796
2662,ERS001,Targeted Flood Defense Upgrade,7,5.95364
2662,ERS004,Critical Infrastructure Hardening Only,8,5.06031
2663,ERS006,Watershed Restoration with Indigenous Co-Governance,1,7.76206
2663,ERS005,Public Housing Climate Retrofit Program,2,7.75209
2663,ERS002,Managed Retreat with Social Protection,3,7.60096
2663,ERS008,Data Rights and Anti-Surveillance Resilience Program,4,7.5333
2663,ERS003,Community-Led Heat Resilience Network,5,7.46815
2663,ERS007,Equity-Weighted Recovery Fund,6,7.23782
2663,ERS001,Targeted Flood Defense Upgrade,7,5.6509
2663,ERS004,Critical Infrastructure Hardening Only,8,5.37584
2664,ERS005,Public Housing Climate Retrofit Program,1,7.98625
2664,ERS007,Equity-Weighted Recovery Fund,2,7.89723
2664,ERS003,Community-Led Heat Resilience Network,3,7.28737
2664,ERS006,Watershed Restoration with Indigenous Co-Governance,4,7.20392
2664,ERS002,Managed Retreat with Social Protection,5,7.19615
2664,ERS008,Data Rights and Anti-Surveillance Resilience Program,6,7.08013
2664,ERS001,Targeted Flood Defense Upgrade,7,5.81429
2664,ERS004,Critical Infrastructure Hardening Only,8,5.0078
2665,ERS006,Watershed Restoration with Indigenous Co-Governance,1,7.70796
2665,ERS007,Equity-Weighted Recovery Fund,2,7.44797
2665,ERS002,Managed Retreat with Social Protection,3,7.21633
2665,ERS008,Data Rights and Anti-Surveillance Resilience Program,4,7.18644
2665,ERS003,Community-Led Heat Resilience Network,5,7.12909
2665,ERS005,Public Housing Climate Retrofit Program,6,6.90382
2665,ERS001,Targeted Flood Defense Upgrade,7,6.30042
2665,ERS004,Critical Infrastructure Hardening Only,8,5.17931
2666,ERS005,Public Housing Climate Retrofit Program,1,8.18099
2666,ERS006,Watershed Restoration with Indigenous Co-Governance,2,7.88014
2666,ERS007,Equity-Weighted Recovery Fund,3,7.46318
2666,ERS008,Data Rights and Anti-Surveillance Resilience Program,4,7.36541
2666,ERS002,Managed Retreat with Social Protection,5,7.24062
2666,ERS003,Community-Led Heat Resilience Network,6,7.21212
2666,ERS004,Critical Infrastructure Hardening Only,7,5.99457
2666,ERS001,Targeted Flood Defense Upgrade,8,5.78975
2667,ERS007,Equity-Weighted Recovery Fund,1,8.0487
2667,ERS006,Watershed Restoration with Indigenous Co-Governance,2,7.8688
2667,ERS003,Community-Led Heat Resilience Network,3,7.85393
2667,ERS008,Data Rights and Anti-Surveillance Resilience Program,4,7.81283
2667,ERS005,Public Housing Climate Retrofit Program,5,7.75685
2667,ERS002,Managed Retreat with Social Protection,6,6.68475
2667,ERS001,Targeted Flood Defense Upgrade,7,6.29468
2667,ERS004,Critical Infrastructure Hardening Only,8,4.79303
2668,ERS003,Community-Led Heat Resilience Network,1,7.72728
2668,ERS006,Watershed Restoration with Indigenous Co-Governance,2,7.72217
2668,ERS005,Public Housing Climate Retrofit Program,3,7.62822
2668,ERS007,Equity-Weighted Recovery Fund,4,7.42185
2668,ERS008,Data Rights and Anti-Surveillance Resilience Program,5,7.34984
2668,ERS002,Managed Retreat with Social Protection,6,7.29736
2668,ERS001,Targeted Flood Defense Upgrade,7,6.44141
2668,ERS004,Critical Infrastructure Hardening Only,8,4.91669
2669,ERS007,Equity-Weighted Recovery Fund,1,7.93582
2669,ERS002,Managed Retreat with Social Protection,2,7.81492
2669,ERS006,Watershed Restoration with Indigenous Co-Governance,3,7.78286
2669,ERS005,Public Housing Climate Retrofit Program,4,7.78212
2669,ERS003,Community-Led Heat Resilience Network,5,7.58321
2669,ERS008,Data Rights and Anti-Surveillance Resilience Program,6,7.00351
2669,ERS001,Targeted Flood Defense Upgrade,7,5.95693
2669,ERS004,Critical Infrastructure Hardening Only,8,5.30784
2670,ERS007,Equity-Weighted Recovery Fund,1,7.64629
2670,ERS002,Managed Retreat with Social Protection,2,7.57553
2670,ERS006,Watershed Restoration with Indigenous Co-Governance,3,7.55085
2670,ERS005,Public Housing Climate Retrofit Program,4,7.29767
2670,ERS003,Community-Led Heat Resilience Network,5,7.20399
2670,ERS008,Data Rights and Anti-Surveillance Resilience Program,6,7.11625
2670,ERS001,Targeted Flood Defense Upgrade,7,6.22312
2670,ERS004,Critical Infrastructure Hardening Only,8,5.04471
2671,ERS005,Public Housing Climate Retrofit Program,1,7.74376
2671,ERS006,Watershed Restoration with Indigenous Co-Governance,2,7.66887
2671,ERS007,Equity-Weighted Recovery Fund,3,7.66717
2671,ERS003,Community-Led Heat Resilience Network,4,7.16889
2671,ERS008,Data Rights and Anti-Surveillance Resilience Program,5,7.1659
2671,ERS002,Managed Retreat with Social Protection,6,7.09426
2671,ERS001,Targeted Flood Defense Upgrade,7,5.88096
2671,ERS004,Critical Infrastructure Hardening Only,8,5.22372
2672,ERS006,Watershed Restoration with Indigenous Co-Governance,1,7.54526
2672,ERS007,Equity-Weighted Recovery Fund,2,7.49431
2672,ERS005,Public Housing Climate Retrofit Program,3,7.39101
2672,ERS008,Data Rights and Anti-Surveillance Resilience Program,4,7.27344
2672,ERS002,Managed Retreat with Social Protection,5,7.12511
2672,ERS003,Community-Led Heat Resilience Network,6,7.09948
2672,ERS001,Targeted Flood Defense Upgrade,7,6.61795
2672,ERS004,Critical Infrastructure Hardening Only,8,4.94534
2673,ERS006,Watershed Restoration with Indigenous Co-Governance,1,7.69591
2673,ERS007,Equity-Weighted Recovery Fund,2,7.65384
2673,ERS003,Community-Led Heat Resilience Network,3,7.59196
2673,ERS008,Data Rights and Anti-Surveillance Resilience Program,4,7.58006
2673,ERS005,Public Housing Climate Retrofit Program,5,7.39711
2673,ERS002,Managed Retreat with Social Protection,6,6.79438
2673,ERS001,Targeted Flood Defense Upgrade,7,5.77019
2673,ERS004,Critical Infrastructure Hardening Only,8,5.3976
2674,ERS008,Data Rights and Anti-Surveillance Resilience Program,1,7.85432
2674,ERS005,Public Housing Climate Retrofit Program,2,7.80467
2674,ERS006,Watershed Restoration with Indigenous Co-Governance,3,7.70493
2674,ERS003,Community-Led Heat Resilience Network,4,7.58279
2674,ERS007,Equity-Weighted Recovery Fund,5,7.53174
2674,ERS002,Managed Retreat with Social Protection,6,7.40595
2674,ERS001,Targeted Flood Defense Upgrade,7,5.86129
2674,ERS004,Critical Infrastructure Hardening Only,8,5.49316
2675,ERS006,Watershed Restoration with Indigenous Co-Governance,1,8.06065
2675,ERS005,Public Housing Climate Retrofit Program,2,7.93887
2675,ERS003,Community-Led Heat Resilience Network,3,7.87924
2675,ERS008,Data Rights and Anti-Surveillance Resilience Program,4,7.59288
2675,ERS007,Equity-Weighted Recovery Fund,5,7.46788
2675,ERS002,Managed Retreat with Social Protection,6,7.29524
2675,ERS001,Targeted Flood Defense Upgrade,7,5.84241
2675,ERS004,Critical Infrastructure Hardening Only,8,5.04704
2676,ERS008,Data Rights and Anti-Surveillance Resilience Program,1,8.27343
2676,ERS006,Watershed Restoration with Indigenous Co-Governance,2,8.12806
2676,ERS005,Public Housing Climate Retrofit Program,3,7.68979
2676,ERS003,Community-Led Heat Resilience Network,4,7.46342
2676,ERS007,Equity-Weighted Recovery Fund,5,7.44423
2676,ERS002,Managed Retreat with Social Protection,6,7.36561
2676,ERS001,Targeted Flood Defense Upgrade,7,6.57847
2676,ERS004,Critical Infrastructure Hardening Only,8,5.08402
2677,ERS008,Data Rights and Anti-Surveillance Resilience Program,1,7.96986
2677,ERS006,Watershed Restoration with Indigenous Co-Governance,2,7.82226
2677,ERS003,Community-Led Heat Resilience Network,3,7.63795
2677,ERS005,Public Housing Climate Retrofit Program,4,7.46777
2677,ERS002,Managed Retreat with Social Protection,5,7.34702
2677,ERS007,Equity-Weighted Recovery Fund,6,7.21515
2677,ERS001,Targeted Flood Defense Upgrade,7,6.40312
2677,ERS004,Critical Infrastructure Hardening Only,8,5.3011
2678,ERS006,Watershed Restoration with Indigenous Co-Governance,1,7.93879
2678,ERS003,Community-Led Heat Resilience Network,2,7.66191
2678,ERS002,Managed Retreat with Social Protection,3,7.54443
2678,ERS008,Data Rights and Anti-Surveillance Resilience Program,4,7.51053
2678,ERS007,Equity-Weighted Recovery Fund,5,7.45145
2678,ERS005,Public Housing Climate Retrofit Program,6,7.29685
2678,ERS001,Targeted Flood Defense Upgrade,7,6.44904
2678,ERS004,Critical Infrastructure Hardening Only,8,5.19946
2679,ERS008,Data Rights and Anti-Surveillance Resilience Program,1,7.62671
2679,ERS007,Equity-Weighted Recovery Fund,2,7.53624
2679,ERS005,Public Housing Climate Retrofit Program,3,7.49446
2679,ERS002,Managed Retreat with Social Protection,4,7.41911
2679,ERS006,Watershed Restoration with Indigenous Co-Governance,5,7.40919
2679,ERS003,Community-Led Heat Resilience Network,6,7.26563
2679,ERS001,Targeted Flood Defense Upgrade,7,6.45977
2679,ERS004,Critical Infrastructure Hardening Only,8,5.19369
2680,ERS006,Watershed Restoration with Indigenous Co-Governance,1,8.21769
2680,ERS005,Public Housing Climate Retrofit Program,2,7.84053
2680,ERS007,Equity-Weighted Recovery Fund,3,7.64775
2680,ERS008,Data Rights and Anti-Surveillance Resilience Program,4,7.56652
2680,ERS003,Community-Led Heat Resilience Network,5,7.55111
2680,ERS002,Managed Retreat with Social Protection,6,6.89183
2680,ERS001,Targeted Flood Defense Upgrade,7,6.10506
2680,ERS004,Critical Infrastructure Hardening Only,8,5.14415
2681,ERS006,Watershed Restoration with Indigenous Co-Governance,1,7.91457
2681,ERS005,Public Housing Climate Retrofit Program,2,7.68093
2681,ERS008,Data Rights and Anti-Surveillance Resilience Program,3,7.50408
2681,ERS003,Community-Led Heat Resilience Network,4,7.48857
2681,ERS002,Managed Retreat with Social Protection,5,7.4198
2681,ERS007,Equity-Weighted Recovery Fund,6,7.31269
2681,ERS001,Targeted Flood Defense Upgrade,7,6.72278
2681,ERS004,Critical Infrastructure Hardening Only,8,5.21179
2682,ERS005,Public Housing Climate Retrofit Program,1,7.90544
2682,ERS007,Equity-Weighted Recovery Fund,2,7.7044
2682,ERS002,Managed Retreat with Social Protection,3,7.62507
2682,ERS006,Watershed Restoration with Indigenous Co-Governance,4,7.46769
2682,ERS008,Data Rights and Anti-Surveillance Resilience Program,5,7.43439
2682,ERS003,Community-Led Heat Resilience Network,6,7.23261
2682,ERS001,Targeted Flood Defense Upgrade,7,6.17704
