simulation_id,strategy_id,strategy,rank,economic_resilience_value,winner
2929,ER003,Workforce Retraining and Mobility Initiative,3,8.60523,Industrial Diversification and Local Production Program
2929,ER006,Community Finance and Small Business Continuity Fund,4,8.40224,Industrial Diversification and Local Production Program
2929,ER005,Climate Transition and Just Regional Development Plan,5,8.31008,Industrial Diversification and Local Production Program
2929,ER002,Supply Chain Buffer and Redundancy Strategy,6,7.86975,Industrial Diversification and Local Production Program
2930,ER004,Countercyclical Stabilization and Public Investment Framework,1,8.29986,Countercyclical Stabilization and Public Investment Framework
2930,ER001,Industrial Diversification and Local Production Program,2,8.25057,Countercyclical Stabilization and Public Investment Framework
2930,ER005,Climate Transition and Just Regional Development Plan,3,8.2356,Countercyclical Stabilization and Public Investment Framework
2930,ER003,Workforce Retraining and Mobility Initiative,4,8.1551,Countercyclical Stabilization and Public Investment Framework
2930,ER002,Supply Chain Buffer and Redundancy Strategy,5,7.88216,Countercyclical Stabilization and Public Investment Framework
2930,ER006,Community Finance and Small Business Continuity Fund,6,7.81422,Countercyclical Stabilization and Public Investment Framework
2931,ER002,Supply Chain Buffer and Redundancy Strategy,1,8.48326,Supply Chain Buffer and Redundancy Strategy
2931,ER005,Climate Transition and Just Regional Development Plan,2,8.42045,Supply Chain Buffer and Redundancy Strategy
2931,ER004,Countercyclical Stabilization and Public Investment Framework,3,8.24873,Supply Chain Buffer and Redundancy Strategy
2931,ER006,Community Finance and Small Business Continuity Fund,4,8.2131,Supply Chain Buffer and Redundancy Strategy
2931,ER003,Workforce Retraining and Mobility Initiative,5,8.10777,Supply Chain Buffer and Redundancy Strategy
2931,ER001,Industrial Diversification and Local Production Program,6,7.7352,Supply Chain Buffer and Redundancy Strategy
2932,ER003,Workforce Retraining and Mobility Initiative,1,8.32279,Workforce Retraining and Mobility Initiative
2932,ER004,Countercyclical Stabilization and Public Investment Framework,2,8.23567,Workforce Retraining and Mobility Initiative
2932,ER006,Community Finance and Small Business Continuity Fund,3,8.17168,Workforce Retraining and Mobility Initiative
2932,ER005,Climate Transition and Just Regional Development Plan,4,8.11988,Workforce Retraining and Mobility Initiative
2932,ER001,Industrial Diversification and Local Production Program,5,8.07624,Workforce Retraining and Mobility Initiative
2932,ER002,Supply Chain Buffer and Redundancy Strategy,6,7.71495,Workforce Retraining and Mobility Initiative
2933,ER005,Climate Transition and Just Regional Development Plan,1,8.22097,Climate Transition and Just Regional Development Plan
2933,ER004,Countercyclical Stabilization and Public Investment Framework,2,8.1536,Climate Transition and Just Regional Development Plan
2933,ER001,Industrial Diversification and Local Production Program,3,8.09739,Climate Transition and Just Regional Development Plan
2933,ER006,Community Finance and Small Business Continuity Fund,4,8.08357,Climate Transition and Just Regional Development Plan
2933,ER002,Supply Chain Buffer and Redundancy Strategy,5,7.99571,Climate Transition and Just Regional Development Plan
2933,ER003,Workforce Retraining and Mobility Initiative,6,7.81464,Climate Transition and Just Regional Development Plan
2934,ER005,Climate Transition and Just Regional Development Plan,1,8.58678,Climate Transition and Just Regional Development Plan
2934,ER004,Countercyclical Stabilization and Public Investment Framework,2,8.35496,Climate Transition and Just Regional Development Plan
2934,ER006,Community Finance and Small Business Continuity Fund,3,8.30933,Climate Transition and Just Regional Development Plan
2934,ER003,Workforce Retraining and Mobility Initiative,4,8.13249,Climate Transition and Just Regional Development Plan
2934,ER001,Industrial Diversification and Local Production Program,5,7.97474,Climate Transition and Just Regional Development Plan
2934,ER002,Supply Chain Buffer and Redundancy Strategy,6,7.8216,Climate Transition and Just Regional Development Plan
2935,ER005,Climate Transition and Just Regional Development Plan,1,8.49575,Climate Transition and Just Regional Development Plan
2935,ER003,Workforce Retraining and Mobility Initiative,2,8.32684,Climate Transition and Just Regional Development Plan
2935,ER004,Countercyclical Stabilization and Public Investment Framework,3,8.09715,Climate Transition and Just Regional Development Plan
2935,ER002,Supply Chain Buffer and Redundancy Strategy,4,8.02883,Climate Transition and Just Regional Development Plan
2935,ER006,Community Finance and Small Business Continuity Fund,5,7.85949,Climate Transition and Just Regional Development Plan
2935,ER001,Industrial Diversification and Local Production Program,6,7.8298,Climate Transition and Just Regional Development Plan
2936,ER005,Climate Transition and Just Regional Development Plan,1,8.63899,Climate Transition and Just Regional Development Plan
2936,ER004,Countercyclical Stabilization and Public Investment Framework,2,8.56855,Climate Transition and Just Regional Development Plan
2936,ER006,Community Finance and Small Business Continuity Fund,3,8.39764,Climate Transition and Just Regional Development Plan
2936,ER002,Supply Chain Buffer and Redundancy Strategy,4,8.34979,Climate Transition and Just Regional Development Plan
2936,ER003,Workforce Retraining and Mobility Initiative,5,8.1912,Climate Transition and Just Regional Development Plan
2936,ER001,Industrial Diversification and Local Production Program,6,7.80748,Climate Transition and Just Regional Development Plan
2937,ER005,Climate Transition and Just Regional Development Plan,1,8.62039,Climate Transition and Just Regional Development Plan
2937,ER001,Industrial Diversification and Local Production Program,2,8.5706,Climate Transition and Just Regional Development Plan
2937,ER003,Workforce Retraining and Mobility Initiative,3,8.42899,Climate Transition and Just Regional Development Plan
2937,ER004,Countercyclical Stabilization and Public Investment Framework,4,8.23335,Climate Transition and Just Regional Development Plan
2937,ER006,Community Finance and Small Business Continuity Fund,5,8.18872,Climate Transition and Just Regional Development Plan
2937,ER002,Supply Chain Buffer and Redundancy Strategy,6,7.63724,Climate Transition and Just Regional Development Plan
2938,ER003,Workforce Retraining and Mobility Initiative,1,8.46156,Workforce Retraining and Mobility Initiative
2938,ER005,Climate Transition and Just Regional Development Plan,2,8.43635,Workforce Retraining and Mobility Initiative
2938,ER002,Supply Chain Buffer and Redundancy Strategy,3,8.27749,Workforce Retraining and Mobility Initiative
2938,ER006,Community Finance and Small Business Continuity Fund,4,8.19272,Workforce Retraining and Mobility Initiative
2938,ER001,Industrial Diversification and Local Production Program,5,8.09455,Workforce Retraining and Mobility Initiative
2938,ER004,Countercyclical Stabilization and Public Investment Framework,6,7.90544,Workforce Retraining and Mobility Initiative
2939,ER006,Community Finance and Small Business Continuity Fund,1,8.42983,Community Finance and Small Business Continuity Fund
2939,ER005,Climate Transition and Just Regional Development Plan,2,8.42182,Community Finance and Small Business Continuity Fund
2939,ER003,Workforce Retraining and Mobility Initiative,3,8.29981,Community Finance and Small Business Continuity Fund
2939,ER001,Industrial Diversification and Local Production Program,4,8.09505,Community Finance and Small Business Continuity Fund
2939,ER004,Countercyclical Stabilization and Public Investment Framework,5,8.06029,Community Finance and Small Business Continuity Fund
2939,ER002,Supply Chain Buffer and Redundancy Strategy,6,7.64381,Community Finance and Small Business Continuity Fund
2940,ER003,Workforce Retraining and Mobility Initiative,1,8.28622,Workforce Retraining and Mobility Initiative
2940,ER001,Industrial Diversification and Local Production Program,2,8.23277,Workforce Retraining and Mobility Initiative
2940,ER004,Countercyclical Stabilization and Public Investment Framework,3,8.16169,Workforce Retraining and Mobility Initiative
2940,ER005,Climate Transition and Just Regional Development Plan,4,7.96773,Workforce Retraining and Mobility Initiative
2940,ER002,Supply Chain Buffer and Redundancy Strategy,5,7.93681,Workforce Retraining and Mobility Initiative
2940,ER006,Community Finance and Small Business Continuity Fund,6,7.7057,Workforce Retraining and Mobility Initiative
2941,ER005,Climate Transition and Just Regional Development Plan,1,8.40828,Climate Transition and Just Regional Development Plan
2941,ER006,Community Finance and Small Business Continuity Fund,2,8.17323,Climate Transition and Just Regional Development Plan
2941,ER004,Countercyclical Stabilization and Public Investment Framework,3,8.06192,Climate Transition and Just Regional Development Plan
2941,ER003,Workforce Retraining and Mobility Initiative,4,7.93641,Climate Transition and Just Regional Development Plan
2941,ER001,Industrial Diversification and Local Production Program,5,7.79359,Climate Transition and Just Regional Development Plan
2941,ER002,Supply Chain Buffer and Redundancy Strategy,6,7.49537,Climate Transition and Just Regional Development Plan
2942,ER005,Climate Transition and Just Regional Development Plan,1,8.55895,Climate Transition and Just Regional Development Plan
2942,ER004,Countercyclical Stabilization and Public Investment Framework,2,8.28062,Climate Transition and Just Regional Development Plan
2942,ER001,Industrial Diversification and Local Production Program,3,8.12682,Climate Transition and Just Regional Development Plan
2942,ER006,Community Finance and Small Business Continuity Fund,4,8.12369,Climate Transition and Just Regional Development Plan
2942,ER003,Workforce Retraining and Mobility Initiative,5,8.03222,Climate Transition and Just Regional Development Plan
2942,ER002,Supply Chain Buffer and Redundancy Strategy,6,7.74844,Climate Transition and Just Regional Development Plan
2943,ER004,Countercyclical Stabilization and Public Investment Framework,1,8.39102,Countercyclical Stabilization and Public Investment Framework
2943,ER005,Climate Transition and Just Regional Development Plan,2,8.12729,Countercyclical Stabilization and Public Investment Framework
2943,ER001,Industrial Diversification and Local Production Program,3,8.09121,Countercyclical Stabilization and Public Investment Framework
2943,ER003,Workforce Retraining and Mobility Initiative,4,8.05526,Countercyclical Stabilization and Public Investment Framework
2943,ER002,Supply Chain Buffer and Redundancy Strategy,5,7.8869,Countercyclical Stabilization and Public Investment Framework
2943,ER006,Community Finance and Small Business Continuity Fund,6,7.74552,Countercyclical Stabilization and Public Investment Framework
2944,ER005,Climate Transition and Just Regional Development Plan,1,8.52539,Climate Transition and Just Regional Development Plan
2944,ER006,Community Finance and Small Business Continuity Fund,2,8.41365,Climate Transition and Just Regional Development Plan
2944,ER001,Industrial Diversification and Local Production Program,3,8.24359,Climate Transition and Just Regional Development Plan
2944,ER004,Countercyclical Stabilization and Public Investment Framework,4,8.17708,Climate Transition and Just Regional Development Plan
2944,ER003,Workforce Retraining and Mobility Initiative,5,7.83197,Climate Transition and Just Regional Development Plan
2944,ER002,Supply Chain Buffer and Redundancy Strategy,6,7.61857,Climate Transition and Just Regional Development Plan
2945,ER004,Countercyclical Stabilization and Public Investment Framework,1,8.76262,Countercyclical Stabilization and Public Investment Framework
2945,ER006,Community Finance and Small Business Continuity Fund,2,8.67343,Countercyclical Stabilization and Public Investment Framework
2945,ER001,Industrial Diversification and Local Production Program,3,8.30101,Countercyclical Stabilization and Public Investment Framework
2945,ER005,Climate Transition and Just Regional Development Plan,4,8.22572,Countercyclical Stabilization and Public Investment Framework
2945,ER002,Supply Chain Buffer and Redundancy Strategy,5,8.07844,Countercyclical Stabilization and Public Investment Framework
2945,ER003,Workforce Retraining and Mobility Initiative,6,8.05453,Countercyclical Stabilization and Public Investment Framework
2946,ER001,Industrial Diversification and Local Production Program,1,8.33923,Industrial Diversification and Local Production Program
2946,ER006,Community Finance and Small Business Continuity Fund,2,8.28211,Industrial Diversification and Local Production Program
2946,ER005,Climate Transition and Just Regional Development Plan,3,8.2505,Industrial Diversification and Local Production Program
2946,ER004,Countercyclical Stabilization and Public Investment Framework,4,8.0522,Industrial Diversification and Local Production Program
2946,ER003,Workforce Retraining and Mobility Initiative,5,7.967,Industrial Diversification and Local Production Program
2946,ER002,Supply Chain Buffer and Redundancy Strategy,6,7.26066,Industrial Diversification and Local Production Program
2947,ER004,Countercyclical Stabilization and Public Investment Framework,1,8.69025,Countercyclical Stabilization and Public Investment Framework
2947,ER005,Climate Transition and Just Regional Development Plan,2,8.35773,Countercyclical Stabilization and Public Investment Framework
2947,ER006,Community Finance and Small Business Continuity Fund,3,8.27029,Countercyclical Stabilization and Public Investment Framework
2947,ER003,Workforce Retraining and Mobility Initiative,4,7.9549,Countercyclical Stabilization and Public Investment Framework
2947,ER001,Industrial Diversification and Local Production Program,5,7.81671,Countercyclical Stabilization and Public Investment Framework
2947,ER002,Supply Chain Buffer and Redundancy Strategy,6,7.64042,Countercyclical Stabilization and Public Investment Framework
2948,ER005,Climate Transition and Just Regional Development Plan,1,8.52244,Climate Transition and Just Regional Development Plan
2948,ER001,Industrial Diversification and Local Production Program,2,8.21457,Climate Transition and Just Regional Development Plan
2948,ER004,Countercyclical Stabilization and Public Investment Framework,3,8.20964,Climate Transition and Just Regional Development Plan
2948,ER006,Community Finance and Small Business Continuity Fund,4,8.20423,Climate Transition and Just Regional Development Plan
2948,ER002,Supply Chain Buffer and Redundancy Strategy,5,8.01153,Climate Transition and Just Regional Development Plan
2948,ER003,Workforce Retraining and Mobility Initiative,6,7.76692,Climate Transition and Just Regional Development Plan
2949,ER005,Climate Transition and Just Regional Development Plan,1,8.63451,Climate Transition and Just Regional Development Plan
2949,ER003,Workforce Retraining and Mobility Initiative,2,8.29079,Climate Transition and Just Regional Development Plan
2949,ER006,Community Finance and Small Business Continuity Fund,3,8.14336,Climate Transition and Just Regional Development Plan
2949,ER001,Industrial Diversification and Local Production Program,4,7.95858,Climate Transition and Just Regional Development Plan
2949,ER004,Countercyclical Stabilization and Public Investment Framework,5,7.81176,Climate Transition and Just Regional Development Plan
2949,ER002,Supply Chain Buffer and Redundancy Strategy,6,7.70049,Climate Transition and Just Regional Development Plan
2950,ER001,Industrial Diversification and Local Production Program,1,8.52281,Industrial Diversification and Local Production Program
2950,ER005,Climate Transition and Just Regional Development Plan,2,8.36779,Industrial Diversification and Local Production Program
2950,ER004,Countercyclical Stabilization and Public Investment Framework,3,8.3628,Industrial Diversification and Local Production Program
2950,ER006,Community Finance and Small Business Continuity Fund,4,8.076,Industrial Diversification and Local Production Program
2950,ER003,Workforce Retraining and Mobility Initiative,5,8.03227,Industrial Diversification and Local Production Program
2950,ER002,Supply Chain Buffer and Redundancy Strategy,6,7.89973,Industrial Diversification and Local Production Program
2951,ER005,Climate Transition and Just Regional Development Plan,1,8.87965,Climate Transition and Just Regional Development Plan
2951,ER004,Countercyclical Stabilization and Public Investment Framework,2,8.44814,Climate Transition and Just Regional Development Plan
2951,ER003,Workforce Retraining and Mobility Initiative,3,8.30143,Climate Transition and Just Regional Development Plan
2951,ER001,Industrial Diversification and Local Production Program,4,8.17642,Climate Transition and Just Regional Development Plan
2951,ER006,Community Finance and Small Business Continuity Fund,5,7.94348,Climate Transition and Just Regional Development Plan
2951,ER002,Supply Chain Buffer and Redundancy Strategy,6,7.74146,Climate Transition and Just Regional Development Plan
2952,ER005,Climate Transition and Just Regional Development Plan,1,8.44194,Climate Transition and Just Regional Development Plan
2952,ER006,Community Finance and Small Business Continuity Fund,2,8.42123,Climate Transition and Just Regional Development Plan
2952,ER004,Countercyclical Stabilization and Public Investment Framework,3,8.32365,Climate Transition and Just Regional Development Plan
2952,ER001,Industrial Diversification and Local Production Program,4,8.19528,Climate Transition and Just Regional Development Plan
2952,ER003,Workforce Retraining and Mobility Initiative,5,8.00581,Climate Transition and Just Regional Development Plan
2952,ER002,Supply Chain Buffer and Redundancy Strategy,6,7.91494,Climate Transition and Just Regional Development Plan
2953,ER006,Community Finance and Small Business Continuity Fund,1,8.63548,Community Finance and Small Business Continuity Fund
2953,ER001,Industrial Diversification and Local Production Program,2,8.38595,Community Finance and Small Business Continuity Fund
2953,ER005,Climate Transition and Just Regional Development Plan,3,8.1792,Community Finance and Small Business Continuity Fund
2953,ER002,Supply Chain Buffer and Redundancy Strategy,4,8.04303,Community Finance and Small Business Continuity Fund
2953,ER004,Countercyclical Stabilization and Public Investment Framework,5,7.91637,Community Finance and Small Business Continuity Fund
2953,ER003,Workforce Retraining and Mobility Initiative,6,7.73974,Community Finance and Small Business Continuity Fund
2954,ER004,Countercyclical Stabilization and Public Investment Framework,1,8.56266,Countercyclical Stabilization and Public Investment Framework
2954,ER001,Industrial Diversification and Local Production Program,2,8.50968,Countercyclical Stabilization and Public Investment Framework
2954,ER003,Workforce Retraining and Mobility Initiative,3,8.34505,Countercyclical Stabilization and Public Investment Framework
2954,ER005,Climate Transition and Just Regional Development Plan,4,8.14416,Countercyclical Stabilization and Public Investment Framework
2954,ER006,Community Finance and Small Business Continuity Fund,5,8.04587,Countercyclical Stabilization and Public Investment Framework
2954,ER002,Supply Chain Buffer and Redundancy Strategy,6,7.99992,Countercyclical Stabilization and Public Investment Framework
2955,ER004,Countercyclical Stabilization and Public Investment Framework,1,8.55288,Countercyclical Stabilization and Public Investment Framework
2955,ER003,Workforce Retraining and Mobility Initiative,2,8.23275,Countercyclical Stabilization and Public Investment Framework
2955,ER001,Industrial Diversification and Local Production Program,3,8.1022,Countercyclical Stabilization and Public Investment Framework
2955,ER005,Climate Transition and Just Regional Development Plan,4,8.06443,Countercyclical Stabilization and Public Investment Framework
2955,ER006,Community Finance and Small Business Continuity Fund,5,7.83602,Countercyclical Stabilization and Public Investment Framework
2955,ER002,Supply Chain Buffer and Redundancy Strategy,6,7.79678,Countercyclical Stabilization and Public Investment Framework
2956,ER001,Industrial Diversification and Local Production Program,1,8.45706,Industrial Diversification and Local Production Program
2956,ER005,Climate Transition and Just Regional Development Plan,2,8.43032,Industrial Diversification and Local Production Program
2956,ER003,Workforce Retraining and Mobility Initiative,3,8.15234,Industrial Diversification and Local Production Program
2956,ER004,Countercyclical Stabilization and Public Investment Framework,4,8.10779,Industrial Diversification and Local Production Program
2956,ER006,Community Finance and Small Business Continuity Fund,5,7.92193,Industrial Diversification and Local Production Program
2956,ER002,Supply Chain Buffer and Redundancy Strategy,6,7.89018,Industrial Diversification and Local Production Program
2957,ER005,Climate Transition and Just Regional Development Plan,1,8.70206,Climate Transition and Just Regional Development Plan
2957,ER004,Countercyclical Stabilization and Public Investment Framework,2,8.58372,Climate Transition and Just Regional Development Plan
2957,ER001,Industrial Diversification and Local Production Program,3,8.41404,Climate Transition and Just Regional Development Plan
2957,ER006,Community Finance and Small Business Continuity Fund,4,8.29289,Climate Transition and Just Regional Development Plan
2957,ER002,Supply Chain Buffer and Redundancy Strategy,5,7.91468,Climate Transition and Just Regional Development Plan
2957,ER003,Workforce Retraining and Mobility Initiative,6,7.58573,Climate Transition and Just Regional Development Plan
2958,ER004,Countercyclical Stabilization and Public Investment Framework,1,8.64927,Countercyclical Stabilization and Public Investment Framework
2958,ER006,Community Finance and Small Business Continuity Fund,2,8.33803,Countercyclical Stabilization and Public Investment Framework
2958,ER005,Climate Transition and Just Regional Development Plan,3,8.12327,Countercyclical Stabilization and Public Investment Framework
2958,ER002,Supply Chain Buffer and Redundancy Strategy,4,8.08128,Countercyclical Stabilization and Public Investment Framework
2958,ER001,Industrial Diversification and Local Production Program,5,7.9413,Countercyclical Stabilization and Public Investment Framework
2958,ER003,Workforce Retraining and Mobility Initiative,6,7.87705,Countercyclical Stabilization and Public Investment Framework
2959,ER005,Climate Transition and Just Regional Development Plan,1,8.57473,Climate Transition and Just Regional Development Plan
2959,ER004,Countercyclical Stabilization and Public Investment Framework,2,8.4451,Climate Transition and Just Regional Development Plan
2959,ER003,Workforce Retraining and Mobility Initiative,3,7.95888,Climate Transition and Just Regional Development Plan
2959,ER002,Supply Chain Buffer and Redundancy Strategy,4,7.78172,Climate Transition and Just Regional Development Plan
2959,ER006,Community Finance and Small Business Continuity Fund,5,7.7797,Climate Transition and Just Regional Development Plan
2959,ER001,Industrial Diversification and Local Production Program,6,7.43512,Climate Transition and Just Regional Development Plan
2960,ER006,Community Finance and Small Business Continuity Fund,1,8.33282,Community Finance and Small Business Continuity Fund
2960,ER004,Countercyclical Stabilization and Public Investment Framework,2,8.13454,Community Finance and Small Business Continuity Fund
2960,ER005,Climate Transition and Just Regional Development Plan,3,8.02431,Community Finance and Small Business Continuity Fund
2960,ER003,Workforce Retraining and Mobility Initiative,4,7.83479,Community Finance and Small Business Continuity Fund
2960,ER001,Industrial Diversification and Local Production Program,5,7.72506,Community Finance and Small Business Continuity Fund
2960,ER002,Supply Chain Buffer and Redundancy Strategy,6,7.71436,Community Finance and Small Business Continuity Fund
2961,ER006,Community Finance and Small Business Continuity Fund,1,8.53848,Community Finance and Small Business Continuity Fund
2961,ER003,Workforce Retraining and Mobility Initiative,2,8.2983,Community Finance and Small Business Continuity Fund
2961,ER005,Climate Transition and Just Regional Development Plan,3,8.12233,Community Finance and Small Business Continuity Fund
2961,ER001,Industrial Diversification and Local Production Program,4,7.81555,Community Finance and Small Business Continuity Fund
2961,ER004,Countercyclical Stabilization and Public Investment Framework,5,7.77694,Community Finance and Small Business Continuity Fund
2961,ER002,Supply Chain Buffer and Redundancy Strategy,6,7.63637,Community Finance and Small Business Continuity Fund
2962,ER005,Climate Transition and Just Regional Development Plan,1,8.86117,Climate Transition and Just Regional Development Plan
2962,ER003,Workforce Retraining and Mobility Initiative,2,8.52319,Climate Transition and Just Regional Development Plan
2962,ER004,Countercyclical Stabilization and Public Investment Framework,3,8.50192,Climate Transition and Just Regional Development Plan
2962,ER006,Community Finance and Small Business Continuity Fund,4,8.13895,Climate Transition and Just Regional Development Plan
2962,ER002,Supply Chain Buffer and Redundancy Strategy,5,7.85342,Climate Transition and Just Regional Development Plan
2962,ER001,Industrial Diversification and Local Production Program,6,7.83335,Climate Transition and Just Regional Development Plan
2963,ER005,Climate Transition and Just Regional Development Plan,1,8.80378,Climate Transition and Just Regional Development Plan
2963,ER006,Community Finance and Small Business Continuity Fund,2,8.23359,Climate Transition and Just Regional Development Plan
2963,ER003,Workforce Retraining and Mobility Initiative,3,8.19638,Climate Transition and Just Regional Development Plan
2963,ER001,Industrial Diversification and Local Production Program,4,8.12642,Climate Transition and Just Regional Development Plan
2963,ER004,Countercyclical Stabilization and Public Investment Framework,5,7.97869,Climate Transition and Just Regional Development Plan
2963,ER002,Supply Chain Buffer and Redundancy Strategy,6,7.91229,Climate Transition and Just Regional Development Plan
2964,ER004,Countercyclical Stabilization and Public Investment Framework,1,8.97543,Countercyclical Stabilization and Public Investment Framework
2964,ER002,Supply Chain Buffer and Redundancy Strategy,2,8.43134,Countercyclical Stabilization and Public Investment Framework
2964,ER006,Community Finance and Small Business Continuity Fund,3,8.39631,Countercyclical Stabilization and Public Investment Framework
2964,ER005,Climate Transition and Just Regional Development Plan,4,8.28712,Countercyclical Stabilization and Public Investment Framework
2964,ER003,Workforce Retraining and Mobility Initiative,5,8.1513,Countercyclical Stabilization and Public Investment Framework
2964,ER001,Industrial Diversification and Local Production Program,6,8.12758,Countercyclical Stabilization and Public Investment Framework
2965,ER005,Climate Transition and Just Regional Development Plan,1,8.72948,Climate Transition and Just Regional Development Plan
2965,ER004,Countercyclical Stabilization and Public Investment Framework,2,8.67802,Climate Transition and Just Regional Development Plan
2965,ER006,Community Finance and Small Business Continuity Fund,3,8.67701,Climate Transition and Just Regional Development Plan
2965,ER001,Industrial Diversification and Local Production Program,4,7.94964,Climate Transition and Just Regional Development Plan
2965,ER002,Supply Chain Buffer and Redundancy Strategy,5,7.94067,Climate Transition and Just Regional Development Plan
2965,ER003,Workforce Retraining and Mobility Initiative,6,7.54093,Climate Transition and Just Regional Development Plan
2966,ER005,Climate Transition and Just Regional Development Plan,1,8.78133,Climate Transition and Just Regional Development Plan
2966,ER004,Countercyclical Stabilization and Public Investment Framework,2,8.74973,Climate Transition and Just Regional Development Plan
2966,ER001,Industrial Diversification and Local Production Program,3,8.67582,Climate Transition and Just Regional Development Plan
2966,ER003,Workforce Retraining and Mobility Initiative,4,8.20431,Climate Transition and Just Regional Development Plan
2966,ER006,Community Finance and Small Business Continuity Fund,5,8.07438,Climate Transition and Just Regional Development Plan
2966,ER002,Supply Chain Buffer and Redundancy Strategy,6,7.80241,Climate Transition and Just Regional Development Plan
2967,ER005,Climate Transition and Just Regional Development Plan,1,8.41907,Climate Transition and Just Regional Development Plan
2967,ER001,Industrial Diversification and Local Production Program,2,8.36662,Climate Transition and Just Regional Development Plan
2967,ER002,Supply Chain Buffer and Redundancy Strategy,3,8.3426,Climate Transition and Just Regional Development Plan
2967,ER004,Countercyclical Stabilization and Public Investment Framework,4,8.09111,Climate Transition and Just Regional Development Plan
2967,ER003,Workforce Retraining and Mobility Initiative,5,8.0468,Climate Transition and Just Regional Development Plan
2967,ER006,Community Finance and Small Business Continuity Fund,6,7.79177,Climate Transition and Just Regional Development Plan
2968,ER001,Industrial Diversification and Local Production Program,1,8.54408,Industrial Diversification and Local Production Program
2968,ER005,Climate Transition and Just Regional Development Plan,2,8.44817,Industrial Diversification and Local Production Program
2968,ER006,Community Finance and Small Business Continuity Fund,3,8.44025,Industrial Diversification and Local Production Program
2968,ER002,Supply Chain Buffer and Redundancy Strategy,4,8.23054,Industrial Diversification and Local Production Program
2968,ER004,Countercyclical Stabilization and Public Investment Framework,5,8.15131,Industrial Diversification and Local Production Program
2968,ER003,Workforce Retraining and Mobility Initiative,6,7.95445,Industrial Diversification and Local Production Program
2969,ER005,Climate Transition and Just Regional Development Plan,1,8.61983,Climate Transition and Just Regional Development Plan
2969,ER004,Countercyclical Stabilization and Public Investment Framework,2,8.60858,Climate Transition and Just Regional Development Plan
2969,ER001,Industrial Diversification and Local Production Program,3,8.3457,Climate Transition and Just Regional Development Plan
2969,ER006,Community Finance and Small Business Continuity Fund,4,8.13975,Climate Transition and Just Regional Development Plan
2969,ER003,Workforce Retraining and Mobility Initiative,5,8.01807,Climate Transition and Just Regional Development Plan
2969,ER002,Supply Chain Buffer and Redundancy Strategy,6,8.01615,Climate Transition and Just Regional Development Plan
2970,ER005,Climate Transition and Just Regional Development Plan,1,8.45662,Climate Transition and Just Regional Development Plan
2970,ER004,Countercyclical Stabilization and Public Investment Framework,2,8.41104,Climate Transition and Just Regional Development Plan
2970,ER001,Industrial Diversification and Local Production Program,3,8.26293,Climate Transition and Just Regional Development Plan
2970,ER006,Community Finance and Small Business Continuity Fund,4,8.1853,Climate Transition and Just Regional Development Plan
2970,ER003,Workforce Retraining and Mobility Initiative,5,7.99123,Climate Transition and Just Regional Development Plan
2970,ER002,Supply Chain Buffer and Redundancy Strategy,6,7.72455,Climate Transition and Just Regional Development Plan
2971,ER003,Workforce Retraining and Mobility Initiative,1,8.44467,Workforce Retraining and Mobility Initiative
2971,ER001,Industrial Diversification and Local Production Program,2,8.1509,Workforce Retraining and Mobility Initiative
2971,ER005,Climate Transition and Just Regional Development Plan,3,8.13919,Workforce Retraining and Mobility Initiative
2971,ER006,Community Finance and Small Business Continuity Fund,4,8.11752,Workforce Retraining and Mobility Initiative
2971,ER004,Countercyclical Stabilization and Public Investment Framework,5,8.04048,Workforce Retraining and Mobility Initiative
2971,ER002,Supply Chain Buffer and Redundancy Strategy,6,7.50665,Workforce Retraining and Mobility Initiative
2972,ER004,Countercyclical Stabilization and Public Investment Framework,1,8.45315,Countercyclical Stabilization and Public Investment Framework
2972,ER001,Industrial Diversification and Local Production Program,2,8.37521,Countercyclical Stabilization and Public Investment Framework
2972,ER005,Climate Transition and Just Regional Development Plan,3,8.34884,Countercyclical Stabilization and Public Investment Framework
2972,ER006,Community Finance and Small Business Continuity Fund,4,8.29611,Countercyclical Stabilization and Public Investment Framework
2972,ER003,Workforce Retraining and Mobility Initiative,5,8.06779,Countercyclical Stabilization and Public Investment Framework
2972,ER002,Supply Chain Buffer and Redundancy Strategy,6,7.75592,Countercyclical Stabilization and Public Investment Framework
2973,ER005,Climate Transition and Just Regional Development Plan,1,8.81398,Climate Transition and Just Regional Development Plan
2973,ER006,Community Finance and Small Business Continuity Fund,2,8.51884,Climate Transition and Just Regional Development Plan
2973,ER003,Workforce Retraining and Mobility Initiative,3,8.23223,Climate Transition and Just Regional Development Plan
2973,ER004,Countercyclical Stabilization and Public Investment Framework,4,8.14444,Climate Transition and Just Regional Development Plan
2973,ER002,Supply Chain Buffer and Redundancy Strategy,5,8.0286,Climate Transition and Just Regional Development Plan
2973,ER001,Industrial Diversification and Local Production Program,6,7.73783,Climate Transition and Just Regional Development Plan
2974,ER004,Countercyclical Stabilization and Public Investment Framework,1,8.6229,Countercyclical Stabilization and Public Investment Framework
2974,ER005,Climate Transition and Just Regional Development Plan,2,8.5929,Countercyclical Stabilization and Public Investment Framework
2974,ER003,Workforce Retraining and Mobility Initiative,3,8.35723,Countercyclical Stabilization and Public Investment Framework
2974,ER001,Industrial Diversification and Local Production Program,4,8.18704,Countercyclical Stabilization and Public Investment Framework
2974,ER006,Community Finance and Small Business Continuity Fund,5,7.9894,Countercyclical Stabilization and Public Investment Framework
