simulation_id,strategy_id,strategy,rank,containment_value,winner
2301,CS003,Wetland and Floodplain Buffer Network,6,6.74594,Digital Service Isolation and Offline Fallbacks
2302,CS005,Digital Service Isolation and Offline Fallbacks,1,7.33992,Digital Service Isolation and Offline Fallbacks
2302,CS003,Wetland and Floodplain Buffer Network,2,7.31845,Digital Service Isolation and Offline Fallbacks
2302,CS001,Microgrid and Critical Service Islanding,3,7.14169,Digital Service Isolation and Offline Fallbacks
2302,CS002,Regional Supply Network Diversification,4,6.87031,Digital Service Isolation and Offline Fallbacks
2302,CS004,Cross-Agency Emergency Coordination Cells,5,6.59933,Digital Service Isolation and Offline Fallbacks
2302,CS006,Neighborhood Resilience Hub Network,6,6.51857,Digital Service Isolation and Offline Fallbacks
2303,CS001,Microgrid and Critical Service Islanding,1,7.6047,Microgrid and Critical Service Islanding
2303,CS005,Digital Service Isolation and Offline Fallbacks,2,7.25376,Microgrid and Critical Service Islanding
2303,CS003,Wetland and Floodplain Buffer Network,3,7.14816,Microgrid and Critical Service Islanding
2303,CS006,Neighborhood Resilience Hub Network,4,7.08772,Microgrid and Critical Service Islanding
2303,CS004,Cross-Agency Emergency Coordination Cells,5,7.00643,Microgrid and Critical Service Islanding
2303,CS002,Regional Supply Network Diversification,6,6.36401,Microgrid and Critical Service Islanding
2304,CS003,Wetland and Floodplain Buffer Network,1,7.26909,Wetland and Floodplain Buffer Network
2304,CS001,Microgrid and Critical Service Islanding,2,7.24189,Wetland and Floodplain Buffer Network
2304,CS005,Digital Service Isolation and Offline Fallbacks,3,7.00826,Wetland and Floodplain Buffer Network
2304,CS006,Neighborhood Resilience Hub Network,4,6.9983,Wetland and Floodplain Buffer Network
2304,CS004,Cross-Agency Emergency Coordination Cells,5,6.91585,Wetland and Floodplain Buffer Network
2304,CS002,Regional Supply Network Diversification,6,6.68553,Wetland and Floodplain Buffer Network
2305,CS004,Cross-Agency Emergency Coordination Cells,1,7.26164,Cross-Agency Emergency Coordination Cells
2305,CS006,Neighborhood Resilience Hub Network,2,7.12381,Cross-Agency Emergency Coordination Cells
2305,CS001,Microgrid and Critical Service Islanding,3,6.94365,Cross-Agency Emergency Coordination Cells
2305,CS005,Digital Service Isolation and Offline Fallbacks,4,6.88508,Cross-Agency Emergency Coordination Cells
2305,CS002,Regional Supply Network Diversification,5,6.84613,Cross-Agency Emergency Coordination Cells
2305,CS003,Wetland and Floodplain Buffer Network,6,6.72563,Cross-Agency Emergency Coordination Cells
2306,CS005,Digital Service Isolation and Offline Fallbacks,1,7.48059,Digital Service Isolation and Offline Fallbacks
2306,CS001,Microgrid and Critical Service Islanding,2,7.23496,Digital Service Isolation and Offline Fallbacks
2306,CS006,Neighborhood Resilience Hub Network,3,6.88832,Digital Service Isolation and Offline Fallbacks
2306,CS003,Wetland and Floodplain Buffer Network,4,6.86897,Digital Service Isolation and Offline Fallbacks
2306,CS002,Regional Supply Network Diversification,5,6.6219,Digital Service Isolation and Offline Fallbacks
2306,CS004,Cross-Agency Emergency Coordination Cells,6,6.57176,Digital Service Isolation and Offline Fallbacks
2307,CS001,Microgrid and Critical Service Islanding,1,7.45188,Microgrid and Critical Service Islanding
2307,CS005,Digital Service Isolation and Offline Fallbacks,2,7.27745,Microgrid and Critical Service Islanding
2307,CS006,Neighborhood Resilience Hub Network,3,7.02194,Microgrid and Critical Service Islanding
2307,CS003,Wetland and Floodplain Buffer Network,4,7.01086,Microgrid and Critical Service Islanding
2307,CS002,Regional Supply Network Diversification,5,6.83798,Microgrid and Critical Service Islanding
2307,CS004,Cross-Agency Emergency Coordination Cells,6,6.82276,Microgrid and Critical Service Islanding
2308,CS001,Microgrid and Critical Service Islanding,1,7.34367,Microgrid and Critical Service Islanding
2308,CS004,Cross-Agency Emergency Coordination Cells,2,7.17794,Microgrid and Critical Service Islanding
2308,CS005,Digital Service Isolation and Offline Fallbacks,3,7.05279,Microgrid and Critical Service Islanding
2308,CS003,Wetland and Floodplain Buffer Network,4,6.89343,Microgrid and Critical Service Islanding
2308,CS006,Neighborhood Resilience Hub Network,5,6.86041,Microgrid and Critical Service Islanding
2308,CS002,Regional Supply Network Diversification,6,6.4605,Microgrid and Critical Service Islanding
2309,CS001,Microgrid and Critical Service Islanding,1,7.35416,Microgrid and Critical Service Islanding
2309,CS003,Wetland and Floodplain Buffer Network,2,7.24637,Microgrid and Critical Service Islanding
2309,CS005,Digital Service Isolation and Offline Fallbacks,3,7.08342,Microgrid and Critical Service Islanding
2309,CS004,Cross-Agency Emergency Coordination Cells,4,6.86156,Microgrid and Critical Service Islanding
2309,CS006,Neighborhood Resilience Hub Network,5,6.84118,Microgrid and Critical Service Islanding
2309,CS002,Regional Supply Network Diversification,6,6.73885,Microgrid and Critical Service Islanding
2310,CS001,Microgrid and Critical Service Islanding,1,7.34,Microgrid and Critical Service Islanding
2310,CS005,Digital Service Isolation and Offline Fallbacks,2,7.04183,Microgrid and Critical Service Islanding
2310,CS002,Regional Supply Network Diversification,3,6.83068,Microgrid and Critical Service Islanding
2310,CS006,Neighborhood Resilience Hub Network,4,6.71813,Microgrid and Critical Service Islanding
2310,CS004,Cross-Agency Emergency Coordination Cells,5,6.67068,Microgrid and Critical Service Islanding
2310,CS003,Wetland and Floodplain Buffer Network,6,6.59182,Microgrid and Critical Service Islanding
2311,CS005,Digital Service Isolation and Offline Fallbacks,1,7.2839,Digital Service Isolation and Offline Fallbacks
2311,CS004,Cross-Agency Emergency Coordination Cells,2,7.06151,Digital Service Isolation and Offline Fallbacks
2311,CS001,Microgrid and Critical Service Islanding,3,6.92876,Digital Service Isolation and Offline Fallbacks
2311,CS006,Neighborhood Resilience Hub Network,4,6.77493,Digital Service Isolation and Offline Fallbacks
2311,CS002,Regional Supply Network Diversification,5,6.57773,Digital Service Isolation and Offline Fallbacks
2311,CS003,Wetland and Floodplain Buffer Network,6,6.5331,Digital Service Isolation and Offline Fallbacks
2312,CS005,Digital Service Isolation and Offline Fallbacks,1,7.14822,Digital Service Isolation and Offline Fallbacks
2312,CS001,Microgrid and Critical Service Islanding,2,7.0463,Digital Service Isolation and Offline Fallbacks
2312,CS003,Wetland and Floodplain Buffer Network,3,7.02456,Digital Service Isolation and Offline Fallbacks
2312,CS004,Cross-Agency Emergency Coordination Cells,4,6.93729,Digital Service Isolation and Offline Fallbacks
2312,CS002,Regional Supply Network Diversification,5,6.58496,Digital Service Isolation and Offline Fallbacks
2312,CS006,Neighborhood Resilience Hub Network,6,6.47621,Digital Service Isolation and Offline Fallbacks
2313,CS001,Microgrid and Critical Service Islanding,1,7.31593,Microgrid and Critical Service Islanding
2313,CS005,Digital Service Isolation and Offline Fallbacks,2,7.29507,Microgrid and Critical Service Islanding
2313,CS004,Cross-Agency Emergency Coordination Cells,3,7.21818,Microgrid and Critical Service Islanding
2313,CS003,Wetland and Floodplain Buffer Network,4,7.20005,Microgrid and Critical Service Islanding
2313,CS002,Regional Supply Network Diversification,5,7.14942,Microgrid and Critical Service Islanding
2313,CS006,Neighborhood Resilience Hub Network,6,6.96235,Microgrid and Critical Service Islanding
2314,CS006,Neighborhood Resilience Hub Network,1,7.04879,Neighborhood Resilience Hub Network
2314,CS004,Cross-Agency Emergency Coordination Cells,2,6.94634,Neighborhood Resilience Hub Network
2314,CS001,Microgrid and Critical Service Islanding,3,6.8849,Neighborhood Resilience Hub Network
2314,CS005,Digital Service Isolation and Offline Fallbacks,4,6.85012,Neighborhood Resilience Hub Network
2314,CS002,Regional Supply Network Diversification,5,6.65909,Neighborhood Resilience Hub Network
2314,CS003,Wetland and Floodplain Buffer Network,6,6.36342,Neighborhood Resilience Hub Network
2315,CS005,Digital Service Isolation and Offline Fallbacks,1,7.62713,Digital Service Isolation and Offline Fallbacks
2315,CS001,Microgrid and Critical Service Islanding,2,7.4857,Digital Service Isolation and Offline Fallbacks
2315,CS002,Regional Supply Network Diversification,3,7.05308,Digital Service Isolation and Offline Fallbacks
2315,CS003,Wetland and Floodplain Buffer Network,4,6.97322,Digital Service Isolation and Offline Fallbacks
2315,CS004,Cross-Agency Emergency Coordination Cells,5,6.93356,Digital Service Isolation and Offline Fallbacks
2315,CS006,Neighborhood Resilience Hub Network,6,6.54495,Digital Service Isolation and Offline Fallbacks
2316,CS005,Digital Service Isolation and Offline Fallbacks,1,7.46345,Digital Service Isolation and Offline Fallbacks
2316,CS001,Microgrid and Critical Service Islanding,2,7.22408,Digital Service Isolation and Offline Fallbacks
2316,CS003,Wetland and Floodplain Buffer Network,3,6.88625,Digital Service Isolation and Offline Fallbacks
2316,CS004,Cross-Agency Emergency Coordination Cells,4,6.69791,Digital Service Isolation and Offline Fallbacks
2316,CS006,Neighborhood Resilience Hub Network,5,6.66967,Digital Service Isolation and Offline Fallbacks
2316,CS002,Regional Supply Network Diversification,6,6.43435,Digital Service Isolation and Offline Fallbacks
2317,CS001,Microgrid and Critical Service Islanding,1,7.45912,Microgrid and Critical Service Islanding
2317,CS003,Wetland and Floodplain Buffer Network,2,7.29884,Microgrid and Critical Service Islanding
2317,CS002,Regional Supply Network Diversification,3,7.25737,Microgrid and Critical Service Islanding
2317,CS005,Digital Service Isolation and Offline Fallbacks,4,7.23054,Microgrid and Critical Service Islanding
2317,CS004,Cross-Agency Emergency Coordination Cells,5,7.12467,Microgrid and Critical Service Islanding
2317,CS006,Neighborhood Resilience Hub Network,6,6.90447,Microgrid and Critical Service Islanding
2318,CS005,Digital Service Isolation and Offline Fallbacks,1,7.50759,Digital Service Isolation and Offline Fallbacks
2318,CS001,Microgrid and Critical Service Islanding,2,7.39925,Digital Service Isolation and Offline Fallbacks
2318,CS006,Neighborhood Resilience Hub Network,3,7.03549,Digital Service Isolation and Offline Fallbacks
2318,CS004,Cross-Agency Emergency Coordination Cells,4,7.03495,Digital Service Isolation and Offline Fallbacks
2318,CS003,Wetland and Floodplain Buffer Network,5,6.58071,Digital Service Isolation and Offline Fallbacks
2318,CS002,Regional Supply Network Diversification,6,6.45454,Digital Service Isolation and Offline Fallbacks
2319,CS005,Digital Service Isolation and Offline Fallbacks,1,7.38189,Digital Service Isolation and Offline Fallbacks
2319,CS001,Microgrid and Critical Service Islanding,2,7.07248,Digital Service Isolation and Offline Fallbacks
2319,CS006,Neighborhood Resilience Hub Network,3,7.05073,Digital Service Isolation and Offline Fallbacks
2319,CS002,Regional Supply Network Diversification,4,7.00589,Digital Service Isolation and Offline Fallbacks
2319,CS003,Wetland and Floodplain Buffer Network,5,6.9887,Digital Service Isolation and Offline Fallbacks
2319,CS004,Cross-Agency Emergency Coordination Cells,6,6.66123,Digital Service Isolation and Offline Fallbacks
2320,CS001,Microgrid and Critical Service Islanding,1,7.22223,Microgrid and Critical Service Islanding
2320,CS006,Neighborhood Resilience Hub Network,2,7.15215,Microgrid and Critical Service Islanding
2320,CS004,Cross-Agency Emergency Coordination Cells,3,7.14456,Microgrid and Critical Service Islanding
2320,CS005,Digital Service Isolation and Offline Fallbacks,4,7.01781,Microgrid and Critical Service Islanding
2320,CS002,Regional Supply Network Diversification,5,6.45603,Microgrid and Critical Service Islanding
2320,CS003,Wetland and Floodplain Buffer Network,6,6.42184,Microgrid and Critical Service Islanding
2321,CS006,Neighborhood Resilience Hub Network,1,7.27992,Neighborhood Resilience Hub Network
2321,CS001,Microgrid and Critical Service Islanding,2,7.01313,Neighborhood Resilience Hub Network
2321,CS002,Regional Supply Network Diversification,3,6.94206,Neighborhood Resilience Hub Network
2321,CS005,Digital Service Isolation and Offline Fallbacks,4,6.85127,Neighborhood Resilience Hub Network
2321,CS004,Cross-Agency Emergency Coordination Cells,5,6.83575,Neighborhood Resilience Hub Network
2321,CS003,Wetland and Floodplain Buffer Network,6,6.81266,Neighborhood Resilience Hub Network
2322,CS005,Digital Service Isolation and Offline Fallbacks,1,7.28059,Digital Service Isolation and Offline Fallbacks
2322,CS003,Wetland and Floodplain Buffer Network,2,7.13242,Digital Service Isolation and Offline Fallbacks
2322,CS001,Microgrid and Critical Service Islanding,3,6.9924,Digital Service Isolation and Offline Fallbacks
2322,CS004,Cross-Agency Emergency Coordination Cells,4,6.88618,Digital Service Isolation and Offline Fallbacks
2322,CS002,Regional Supply Network Diversification,5,6.75663,Digital Service Isolation and Offline Fallbacks
2322,CS006,Neighborhood Resilience Hub Network,6,6.58499,Digital Service Isolation and Offline Fallbacks
2323,CS005,Digital Service Isolation and Offline Fallbacks,1,7.27186,Digital Service Isolation and Offline Fallbacks
2323,CS001,Microgrid and Critical Service Islanding,2,7.18676,Digital Service Isolation and Offline Fallbacks
2323,CS006,Neighborhood Resilience Hub Network,3,7.03397,Digital Service Isolation and Offline Fallbacks
2323,CS003,Wetland and Floodplain Buffer Network,4,6.55002,Digital Service Isolation and Offline Fallbacks
2323,CS004,Cross-Agency Emergency Coordination Cells,5,6.50682,Digital Service Isolation and Offline Fallbacks
2323,CS002,Regional Supply Network Diversification,6,6.22224,Digital Service Isolation and Offline Fallbacks
2324,CS005,Digital Service Isolation and Offline Fallbacks,1,7.44447,Digital Service Isolation and Offline Fallbacks
2324,CS003,Wetland and Floodplain Buffer Network,2,7.05782,Digital Service Isolation and Offline Fallbacks
2324,CS004,Cross-Agency Emergency Coordination Cells,3,7.02844,Digital Service Isolation and Offline Fallbacks
2324,CS001,Microgrid and Critical Service Islanding,4,6.98241,Digital Service Isolation and Offline Fallbacks
2324,CS006,Neighborhood Resilience Hub Network,5,6.7759,Digital Service Isolation and Offline Fallbacks
2324,CS002,Regional Supply Network Diversification,6,6.63983,Digital Service Isolation and Offline Fallbacks
2325,CS005,Digital Service Isolation and Offline Fallbacks,1,7.28949,Digital Service Isolation and Offline Fallbacks
2325,CS003,Wetland and Floodplain Buffer Network,2,7.231,Digital Service Isolation and Offline Fallbacks
2325,CS006,Neighborhood Resilience Hub Network,3,7.13777,Digital Service Isolation and Offline Fallbacks
2325,CS004,Cross-Agency Emergency Coordination Cells,4,7.06377,Digital Service Isolation and Offline Fallbacks
2325,CS001,Microgrid and Critical Service Islanding,5,6.79702,Digital Service Isolation and Offline Fallbacks
2325,CS002,Regional Supply Network Diversification,6,6.53593,Digital Service Isolation and Offline Fallbacks
2326,CS005,Digital Service Isolation and Offline Fallbacks,1,7.38687,Digital Service Isolation and Offline Fallbacks
2326,CS001,Microgrid and Critical Service Islanding,2,7.28548,Digital Service Isolation and Offline Fallbacks
2326,CS004,Cross-Agency Emergency Coordination Cells,3,7.14949,Digital Service Isolation and Offline Fallbacks
2326,CS006,Neighborhood Resilience Hub Network,4,7.07566,Digital Service Isolation and Offline Fallbacks
2326,CS002,Regional Supply Network Diversification,5,6.76111,Digital Service Isolation and Offline Fallbacks
2326,CS003,Wetland and Floodplain Buffer Network,6,6.74927,Digital Service Isolation and Offline Fallbacks
2327,CS001,Microgrid and Critical Service Islanding,1,7.52356,Microgrid and Critical Service Islanding
2327,CS004,Cross-Agency Emergency Coordination Cells,2,7.34857,Microgrid and Critical Service Islanding
2327,CS005,Digital Service Isolation and Offline Fallbacks,3,7.18883,Microgrid and Critical Service Islanding
2327,CS003,Wetland and Floodplain Buffer Network,4,7.08397,Microgrid and Critical Service Islanding
2327,CS006,Neighborhood Resilience Hub Network,5,6.77751,Microgrid and Critical Service Islanding
2327,CS002,Regional Supply Network Diversification,6,6.61762,Microgrid and Critical Service Islanding
2328,CS005,Digital Service Isolation and Offline Fallbacks,1,7.59818,Digital Service Isolation and Offline Fallbacks
2328,CS001,Microgrid and Critical Service Islanding,2,7.40782,Digital Service Isolation and Offline Fallbacks
2328,CS004,Cross-Agency Emergency Coordination Cells,3,7.25628,Digital Service Isolation and Offline Fallbacks
2328,CS006,Neighborhood Resilience Hub Network,4,6.95661,Digital Service Isolation and Offline Fallbacks
2328,CS003,Wetland and Floodplain Buffer Network,5,6.85699,Digital Service Isolation and Offline Fallbacks
2328,CS002,Regional Supply Network Diversification,6,6.58192,Digital Service Isolation and Offline Fallbacks
2329,CS005,Digital Service Isolation and Offline Fallbacks,1,7.53394,Digital Service Isolation and Offline Fallbacks
2329,CS001,Microgrid and Critical Service Islanding,2,7.23039,Digital Service Isolation and Offline Fallbacks
2329,CS006,Neighborhood Resilience Hub Network,3,7.01552,Digital Service Isolation and Offline Fallbacks
2329,CS004,Cross-Agency Emergency Coordination Cells,4,6.85914,Digital Service Isolation and Offline Fallbacks
2329,CS002,Regional Supply Network Diversification,5,6.79686,Digital Service Isolation and Offline Fallbacks
2329,CS003,Wetland and Floodplain Buffer Network,6,6.32956,Digital Service Isolation and Offline Fallbacks
2330,CS001,Microgrid and Critical Service Islanding,1,7.53691,Microgrid and Critical Service Islanding
2330,CS005,Digital Service Isolation and Offline Fallbacks,2,7.21844,Microgrid and Critical Service Islanding
2330,CS004,Cross-Agency Emergency Coordination Cells,3,7.05448,Microgrid and Critical Service Islanding
2330,CS006,Neighborhood Resilience Hub Network,4,7.04389,Microgrid and Critical Service Islanding
2330,CS003,Wetland and Floodplain Buffer Network,5,6.87687,Microgrid and Critical Service Islanding
2330,CS002,Regional Supply Network Diversification,6,6.45398,Microgrid and Critical Service Islanding
2331,CS005,Digital Service Isolation and Offline Fallbacks,1,7.39765,Digital Service Isolation and Offline Fallbacks
2331,CS006,Neighborhood Resilience Hub Network,2,7.39604,Digital Service Isolation and Offline Fallbacks
2331,CS001,Microgrid and Critical Service Islanding,3,7.38427,Digital Service Isolation and Offline Fallbacks
2331,CS002,Regional Supply Network Diversification,4,6.83271,Digital Service Isolation and Offline Fallbacks
2331,CS004,Cross-Agency Emergency Coordination Cells,5,6.61973,Digital Service Isolation and Offline Fallbacks
2331,CS003,Wetland and Floodplain Buffer Network,6,6.4826,Digital Service Isolation and Offline Fallbacks
2332,CS001,Microgrid and Critical Service Islanding,1,7.42104,Microgrid and Critical Service Islanding
2332,CS005,Digital Service Isolation and Offline Fallbacks,2,7.1017,Microgrid and Critical Service Islanding
2332,CS004,Cross-Agency Emergency Coordination Cells,3,7.09199,Microgrid and Critical Service Islanding
2332,CS002,Regional Supply Network Diversification,4,6.8572,Microgrid and Critical Service Islanding
2332,CS003,Wetland and Floodplain Buffer Network,5,6.79392,Microgrid and Critical Service Islanding
2332,CS006,Neighborhood Resilience Hub Network,6,6.75135,Microgrid and Critical Service Islanding
2333,CS005,Digital Service Isolation and Offline Fallbacks,1,7.28862,Digital Service Isolation and Offline Fallbacks
2333,CS002,Regional Supply Network Diversification,2,7.20225,Digital Service Isolation and Offline Fallbacks
2333,CS003,Wetland and Floodplain Buffer Network,3,7.16423,Digital Service Isolation and Offline Fallbacks
2333,CS004,Cross-Agency Emergency Coordination Cells,4,6.93372,Digital Service Isolation and Offline Fallbacks
2333,CS006,Neighborhood Resilience Hub Network,5,6.90972,Digital Service Isolation and Offline Fallbacks
2333,CS001,Microgrid and Critical Service Islanding,6,6.87139,Digital Service Isolation and Offline Fallbacks
2334,CS005,Digital Service Isolation and Offline Fallbacks,1,7.47077,Digital Service Isolation and Offline Fallbacks
2334,CS001,Microgrid and Critical Service Islanding,2,7.44494,Digital Service Isolation and Offline Fallbacks
2334,CS003,Wetland and Floodplain Buffer Network,3,7.17447,Digital Service Isolation and Offline Fallbacks
2334,CS006,Neighborhood Resilience Hub Network,4,6.99833,Digital Service Isolation and Offline Fallbacks
2334,CS004,Cross-Agency Emergency Coordination Cells,5,6.76652,Digital Service Isolation and Offline Fallbacks
2334,CS002,Regional Supply Network Diversification,6,6.48636,Digital Service Isolation and Offline Fallbacks
2335,CS005,Digital Service Isolation and Offline Fallbacks,1,7.12338,Digital Service Isolation and Offline Fallbacks
2335,CS006,Neighborhood Resilience Hub Network,2,7.09422,Digital Service Isolation and Offline Fallbacks
2335,CS003,Wetland and Floodplain Buffer Network,3,7.01239,Digital Service Isolation and Offline Fallbacks
2335,CS001,Microgrid and Critical Service Islanding,4,6.83147,Digital Service Isolation and Offline Fallbacks
2335,CS004,Cross-Agency Emergency Coordination Cells,5,6.61132,Digital Service Isolation and Offline Fallbacks
2335,CS002,Regional Supply Network Diversification,6,6.40245,Digital Service Isolation and Offline Fallbacks
2336,CS005,Digital Service Isolation and Offline Fallbacks,1,7.94716,Digital Service Isolation and Offline Fallbacks
2336,CS004,Cross-Agency Emergency Coordination Cells,2,7.14545,Digital Service Isolation and Offline Fallbacks
2336,CS002,Regional Supply Network Diversification,3,7.05509,Digital Service Isolation and Offline Fallbacks
2336,CS001,Microgrid and Critical Service Islanding,4,7.05214,Digital Service Isolation and Offline Fallbacks
2336,CS006,Neighborhood Resilience Hub Network,5,6.77235,Digital Service Isolation and Offline Fallbacks
2336,CS003,Wetland and Floodplain Buffer Network,6,6.4294,Digital Service Isolation and Offline Fallbacks
2337,CS001,Microgrid and Critical Service Islanding,1,7.15536,Microgrid and Critical Service Islanding
2337,CS004,Cross-Agency Emergency Coordination Cells,2,7.14551,Microgrid and Critical Service Islanding
2337,CS005,Digital Service Isolation and Offline Fallbacks,3,6.95893,Microgrid and Critical Service Islanding
2337,CS003,Wetland and Floodplain Buffer Network,4,6.85399,Microgrid and Critical Service Islanding
2337,CS002,Regional Supply Network Diversification,5,6.58051,Microgrid and Critical Service Islanding
2337,CS006,Neighborhood Resilience Hub Network,6,6.47642,Microgrid and Critical Service Islanding
2338,CS005,Digital Service Isolation and Offline Fallbacks,1,7.57857,Digital Service Isolation and Offline Fallbacks
2338,CS001,Microgrid and Critical Service Islanding,2,7.53605,Digital Service Isolation and Offline Fallbacks
2338,CS003,Wetland and Floodplain Buffer Network,3,7.12535,Digital Service Isolation and Offline Fallbacks
2338,CS004,Cross-Agency Emergency Coordination Cells,4,6.90475,Digital Service Isolation and Offline Fallbacks
2338,CS002,Regional Supply Network Diversification,5,6.79997,Digital Service Isolation and Offline Fallbacks
2338,CS006,Neighborhood Resilience Hub Network,6,6.66219,Digital Service Isolation and Offline Fallbacks
2339,CS005,Digital Service Isolation and Offline Fallbacks,1,7.54785,Digital Service Isolation and Offline Fallbacks
2339,CS001,Microgrid and Critical Service Islanding,2,7.31096,Digital Service Isolation and Offline Fallbacks
2339,CS003,Wetland and Floodplain Buffer Network,3,7.13774,Digital Service Isolation and Offline Fallbacks
2339,CS004,Cross-Agency Emergency Coordination Cells,4,7.02812,Digital Service Isolation and Offline Fallbacks
2339,CS002,Regional Supply Network Diversification,5,6.91949,Digital Service Isolation and Offline Fallbacks
2339,CS006,Neighborhood Resilience Hub Network,6,6.78352,Digital Service Isolation and Offline Fallbacks
2340,CS005,Digital Service Isolation and Offline Fallbacks,1,7.69353,Digital Service Isolation and Offline Fallbacks
2340,CS001,Microgrid and Critical Service Islanding,2,7.06202,Digital Service Isolation and Offline Fallbacks
2340,CS004,Cross-Agency Emergency Coordination Cells,3,6.97549,Digital Service Isolation and Offline Fallbacks
2340,CS006,Neighborhood Resilience Hub Network,4,6.9184,Digital Service Isolation and Offline Fallbacks
2340,CS003,Wetland and Floodplain Buffer Network,5,6.74174,Digital Service Isolation and Offline Fallbacks
2340,CS002,Regional Supply Network Diversification,6,6.70104,Digital Service Isolation and Offline Fallbacks
2341,CS005,Digital Service Isolation and Offline Fallbacks,1,7.62296,Digital Service Isolation and Offline Fallbacks
2341,CS001,Microgrid and Critical Service Islanding,2,7.41303,Digital Service Isolation and Offline Fallbacks
2341,CS006,Neighborhood Resilience Hub Network,3,7.1983,Digital Service Isolation and Offline Fallbacks
2341,CS003,Wetland and Floodplain Buffer Network,4,7.02068,Digital Service Isolation and Offline Fallbacks
2341,CS002,Regional Supply Network Diversification,5,6.67352,Digital Service Isolation and Offline Fallbacks
2341,CS004,Cross-Agency Emergency Coordination Cells,6,6.6333,Digital Service Isolation and Offline Fallbacks
2342,CS005,Digital Service Isolation and Offline Fallbacks,1,7.40628,Digital Service Isolation and Offline Fallbacks
2342,CS001,Microgrid and Critical Service Islanding,2,7.34529,Digital Service Isolation and Offline Fallbacks
2342,CS004,Cross-Agency Emergency Coordination Cells,3,7.25676,Digital Service Isolation and Offline Fallbacks
2342,CS006,Neighborhood Resilience Hub Network,4,7.19837,Digital Service Isolation and Offline Fallbacks
2342,CS002,Regional Supply Network Diversification,5,7.15027,Digital Service Isolation and Offline Fallbacks
2342,CS003,Wetland and Floodplain Buffer Network,6,6.62027,Digital Service Isolation and Offline Fallbacks
2343,CS001,Microgrid and Critical Service Islanding,1,7.31762,Microgrid and Critical Service Islanding
2343,CS005,Digital Service Isolation and Offline Fallbacks,2,7.28427,Microgrid and Critical Service Islanding
2343,CS006,Neighborhood Resilience Hub Network,3,6.9892,Microgrid and Critical Service Islanding
2343,CS003,Wetland and Floodplain Buffer Network,4,6.98816,Microgrid and Critical Service Islanding
2343,CS002,Regional Supply Network Diversification,5,6.78994,Microgrid and Critical Service Islanding
2343,CS004,Cross-Agency Emergency Coordination Cells,6,6.73667,Microgrid and Critical Service Islanding
2344,CS005,Digital Service Isolation and Offline Fallbacks,1,7.82136,Digital Service Isolation and Offline Fallbacks
2344,CS001,Microgrid and Critical Service Islanding,2,7.16558,Digital Service Isolation and Offline Fallbacks
2344,CS002,Regional Supply Network Diversification,3,7.092,Digital Service Isolation and Offline Fallbacks
2344,CS004,Cross-Agency Emergency Coordination Cells,4,6.94832,Digital Service Isolation and Offline Fallbacks
2344,CS003,Wetland and Floodplain Buffer Network,5,6.91251,Digital Service Isolation and Offline Fallbacks
2344,CS006,Neighborhood Resilience Hub Network,6,6.64168,Digital Service Isolation and Offline Fallbacks
2345,CS001,Microgrid and Critical Service Islanding,1,7.42199,Microgrid and Critical Service Islanding
2345,CS005,Digital Service Isolation and Offline Fallbacks,2,7.22655,Microgrid and Critical Service Islanding
2345,CS006,Neighborhood Resilience Hub Network,3,7.13347,Microgrid and Critical Service Islanding
2345,CS003,Wetland and Floodplain Buffer Network,4,6.93188,Microgrid and Critical Service Islanding
2345,CS004,Cross-Agency Emergency Coordination Cells,5,6.87992,Microgrid and Critical Service Islanding
2345,CS002,Regional Supply Network Diversification,6,6.511,Microgrid and Critical Service Islanding
2346,CS001,Microgrid and Critical Service Islanding,1,7.47154,Microgrid and Critical Service Islanding
2346,CS002,Regional Supply Network Diversification,2,7.41784,Microgrid and Critical Service Islanding
2346,CS004,Cross-Agency Emergency Coordination Cells,3,7.15279,Microgrid and Critical Service Islanding
2346,CS005,Digital Service Isolation and Offline Fallbacks,4,7.13616,Microgrid and Critical Service Islanding
2346,CS006,Neighborhood Resilience Hub Network,5,6.75815,Microgrid and Critical Service Islanding
2346,CS003,Wetland and Floodplain Buffer Network,6,6.69954,Microgrid and Critical Service Islanding
2347,CS005,Digital Service Isolation and Offline Fallbacks,1,7.73191,Digital Service Isolation and Offline Fallbacks
2347,CS001,Microgrid and Critical Service Islanding,2,7.4458,Digital Service Isolation and Offline Fallbacks
2347,CS006,Neighborhood Resilience Hub Network,3,7.15217,Digital Service Isolation and Offline Fallbacks
2347,CS002,Regional Supply Network Diversification,4,6.97806,Digital Service Isolation and Offline Fallbacks
2347,CS004,Cross-Agency Emergency Coordination Cells,5,6.91526,Digital Service Isolation and Offline Fallbacks
2347,CS003,Wetland and Floodplain Buffer Network,6,6.40825,Digital Service Isolation and Offline Fallbacks
2348,CS005,Digital Service Isolation and Offline Fallbacks,1,7.30741,Digital Service Isolation and Offline Fallbacks
2348,CS001,Microgrid and Critical Service Islanding,2,7.11598,Digital Service Isolation and Offline Fallbacks
2348,CS006,Neighborhood Resilience Hub Network,3,7.04245,Digital Service Isolation and Offline Fallbacks
2348,CS003,Wetland and Floodplain Buffer Network,4,7.02128,Digital Service Isolation and Offline Fallbacks
2348,CS004,Cross-Agency Emergency Coordination Cells,5,6.93084,Digital Service Isolation and Offline Fallbacks
2348,CS002,Regional Supply Network Diversification,6,6.46606,Digital Service Isolation and Offline Fallbacks
