service_id,service,scenario_id,scenario_name,time_step,disturbance,ecosystem_condition,functional_capacity,service_flow,resilience_margin,threshold_flag
ES007,Coastal Protection,SD001,Moderate recurring disturbance,20,0.41677,0.6136,0.44266,0.23426,1.89449,viable margin
ES007,Coastal Protection,SD001,Moderate recurring disturbance,21,0.41468,0.6116,0.43268,0.22842,1.88461,viable margin
ES007,Coastal Protection,SD001,Moderate recurring disturbance,22,0.41243,0.60972,0.42278,0.22269,1.87507,viable margin
ES007,Coastal Protection,SD001,Moderate recurring disturbance,23,0.41007,0.60796,0.41295,0.21708,1.86584,viable margin
ES007,Coastal Protection,SD001,Moderate recurring disturbance,24,0.62762,0.59542,0.39593,0.18692,1.61872,viable margin
ES007,Coastal Protection,SD001,Moderate recurring disturbance,25,0.40513,0.5939,0.38627,0.19873,1.83003,viable margin
ES007,Coastal Protection,SD001,Moderate recurring disturbance,26,0.40264,0.5925,0.37668,0.19353,1.82155,viable margin
ES007,Coastal Protection,SD001,Moderate recurring disturbance,27,0.40017,0.59123,0.36718,0.18842,1.81324,viable margin
ES007,Coastal Protection,SD001,Moderate recurring disturbance,28,0.39778,0.59008,0.35776,0.18339,1.80505,viable margin
ES007,Coastal Protection,SD001,Moderate recurring disturbance,29,0.3955,0.58903,0.34841,0.17844,1.79694,viable margin
ES007,Coastal Protection,SD001,Moderate recurring disturbance,30,0.39337,0.5881,0.33913,0.17355,1.78886,viable margin
ES007,Coastal Protection,SD001,Moderate recurring disturbance,31,0.39141,0.58726,0.32992,0.16872,1.78077,viable margin
ES007,Coastal Protection,SD001,Moderate recurring disturbance,32,0.60966,0.57561,0.3135,0.14415,1.53444,viable margin
ES007,Coastal Protection,SD001,Moderate recurring disturbance,33,0.38815,0.57493,0.30439,0.15259,1.74617,viable margin
ES007,Coastal Protection,SD001,Moderate recurring disturbance,34,0.3869,0.57431,0.29533,0.14796,1.73774,viable margin
ES007,Coastal Protection,SD001,Moderate recurring disturbance,35,0.38593,0.57375,0.2863,0.14334,1.72912,viable margin
ES007,Coastal Protection,SD001,Moderate recurring disturbance,36,0.38525,0.57322,0.27729,0.13874,1.72026,viable margin
ES007,Coastal Protection,SD001,Moderate recurring disturbance,37,0.38488,0.5727,0.26829,0.13414,1.71112,viable margin
ES007,Coastal Protection,SD001,Moderate recurring disturbance,38,0.38481,0.57219,0.2593,0.12953,1.70167,viable margin
ES007,Coastal Protection,SD001,Moderate recurring disturbance,39,0.38506,0.57167,0.2503,0.1249,1.6919,viable margin
ES007,Coastal Protection,SD001,Moderate recurring disturbance,40,0.60562,0.56021,0.23401,0.10489,1.4436,viable margin
ES007,Coastal Protection,SD001,Moderate recurring disturbance,41,0.38648,0.55962,0.22496,0.10983,1.6531,viable margin
ES007,Coastal Protection,SD001,Moderate recurring disturbance,42,0.38762,0.55897,0.21587,0.10523,1.64222,viable margin
ES007,Coastal Protection,SD001,Moderate recurring disturbance,43,0.38903,0.55825,0.20674,0.10059,1.63095,viable margin
ES007,Coastal Protection,SD001,Moderate recurring disturbance,44,0.39069,0.55744,0.19755,0.09592,1.6193,viable margin
ES007,Coastal Protection,SD001,Moderate recurring disturbance,45,0.39257,0.55655,0.1883,0.09122,1.60728,viable margin
ES007,Coastal Protection,SD001,Moderate recurring disturbance,46,0.39463,0.55555,0.17898,0.08648,1.5949,viable margin
ES007,Coastal Protection,SD001,Moderate recurring disturbance,47,0.39686,0.55444,0.16959,0.08171,1.58217,viable margin
ES007,Coastal Protection,SD001,Moderate recurring disturbance,48,0.61921,0.54231,0.15285,0.06595,1.33095,viable margin
ES007,Coastal Protection,SD001,Moderate recurring disturbance,49,0.40165,0.54097,0.1433,0.06724,1.53762,viable margin
ES007,Coastal Protection,SD001,Moderate recurring disturbance,50,0.40414,0.5395,0.13367,0.0625,1.52403,viable margin
ES007,Coastal Protection,SD001,Moderate recurring disturbance,51,0.40663,0.53791,0.12395,0.05773,1.51022,viable margin
ES007,Coastal Protection,SD001,Moderate recurring disturbance,52,0.4091,0.53619,0.11415,0.05294,1.49624,viable margin
ES007,Coastal Protection,SD001,Moderate recurring disturbance,53,0.4115,0.53436,0.10428,0.04815,1.48213,viable margin
ES007,Coastal Protection,SD001,Moderate recurring disturbance,54,0.4138,0.53241,0.09433,0.04336,1.46793,viable margin
ES007,Coastal Protection,SD001,Moderate recurring disturbance,55,0.41596,0.53035,0.0843,0.03857,1.4537,viable margin
ES007,Coastal Protection,SD001,Moderate recurring disturbance,56,0.63794,0.5173,0.06694,0.02734,1.2013,threshold risk
ES007,Coastal Protection,SD001,Moderate recurring disturbance,57,0.41972,0.51506,0.0568,0.0252,1.40714,viable margin
ES007,Coastal Protection,SD001,Moderate recurring disturbance,58,0.42126,0.51274,0.0466,0.02057,1.39308,viable margin
ES007,Coastal Protection,SD001,Moderate recurring disturbance,59,0.42255,0.51036,0.03636,0.01597,1.37917,viable margin
ES007,Coastal Protection,SD001,Moderate recurring disturbance,60,0.42356,0.50793,0.02608,0.0114,1.36545,viable margin
ES007,Coastal Protection,SD001,Moderate recurring disturbance,61,0.42428,0.50546,0.01579,0.00686,1.35197,viable margin
ES007,Coastal Protection,SD001,Moderate recurring disturbance,62,0.42469,0.50297,0.01,0.00432,1.34328,viable margin
ES007,Coastal Protection,SD001,Moderate recurring disturbance,63,0.4248,0.50048,0.01,0.0043,1.34068,viable margin
ES007,Coastal Protection,SD001,Moderate recurring disturbance,64,0.64459,0.48709,0.01,0.00383,1.1075,threshold risk
ES007,Coastal Protection,SD001,Moderate recurring disturbance,65,0.42407,0.48463,0.01,0.00417,1.32556,viable margin
ES007,Coastal Protection,SD001,Moderate recurring disturbance,66,0.42325,0.48222,0.01,0.00415,1.32397,viable margin
ES007,Coastal Protection,SD001,Moderate recurring disturbance,67,0.42215,0.47986,0.01,0.00413,1.32271,viable margin
ES007,Coastal Protection,SD001,Moderate recurring disturbance,68,0.42077,0.47756,0.01,0.00411,1.32179,viable margin
ES007,Coastal Protection,SD001,Moderate recurring disturbance,69,0.41914,0.47535,0.01,0.0041,1.32121,viable margin
ES007,Coastal Protection,SD001,Moderate recurring disturbance,70,0.41729,0.47323,0.01,0.00408,1.32094,viable margin
ES007,Coastal Protection,SD001,Moderate recurring disturbance,71,0.41525,0.47121,0.01,0.00407,1.32096,viable margin
ES007,Coastal Protection,SD001,Moderate recurring disturbance,72,0.63304,0.4584,0.01,0.00363,1.09035,threshold risk
ES007,Coastal Protection,SD001,Moderate recurring disturbance,73,0.41071,0.4566,0.01,0.00395,1.3109,viable margin
ES007,Coastal Protection,SD001,Moderate recurring disturbance,74,0.40828,0.45493,0.01,0.00394,1.31165,viable margin
ES007,Coastal Protection,SD001,Moderate recurring disturbance,75,0.4058,0.45338,0.01,0.00393,1.31258,viable margin
ES007,Coastal Protection,SD001,Moderate recurring disturbance,76,0.4033,0.45195,0.01,0.00392,1.31365,viable margin
ES007,Coastal Protection,SD001,Moderate recurring disturbance,77,0.40082,0.45064,0.01,0.00391,1.31482,viable margin
ES007,Coastal Protection,SD001,Moderate recurring disturbance,78,0.39841,0.44946,0.01,0.0039,1.31605,viable margin
ES007,Coastal Protection,SD001,Moderate recurring disturbance,79,0.3961,0.44839,0.01,0.0039,1.31729,viable margin
ES007,Coastal Protection,SD001,Moderate recurring disturbance,80,0.61392,0.43652,0.01,0.00348,1.0876,threshold risk
ES007,Coastal Protection,SD001,Moderate recurring disturbance,81,0.39191,0.43566,0.01,0.00379,1.30875,viable margin
ES007,Coastal Protection,SD001,Moderate recurring disturbance,82,0.39011,0.43489,0.01,0.00379,1.30978,viable margin
ES007,Coastal Protection,SD001,Moderate recurring disturbance,83,0.38853,0.43419,0.01,0.00379,1.31066,viable margin
ES007,Coastal Protection,SD001,Moderate recurring disturbance,84,0.38721,0.43356,0.01,0.00378,1.31135,viable margin
ES007,Coastal Protection,SD001,Moderate recurring disturbance,85,0.38616,0.43298,0.01,0.00378,1.31182,viable margin
ES007,Coastal Protection,SD001,Moderate recurring disturbance,86,0.3854,0.43244,0.01,0.00377,1.31204,viable margin
ES007,Coastal Protection,SD001,Moderate recurring disturbance,87,0.38495,0.43192,0.01,0.00377,1.31198,viable margin
ES007,Coastal Protection,SD001,Moderate recurring disturbance,88,0.6048,0.42051,0.01,0.00337,1.08071,threshold risk
ES007,Coastal Protection,SD001,Moderate recurring disturbance,89,0.38497,0.41999,0.01,0.00367,1.30002,viable margin
ES007,Coastal Protection,SD001,Moderate recurring disturbance,90,0.38544,0.41945,0.01,0.00366,1.299,threshold risk
ES007,Coastal Protection,SD001,Moderate recurring disturbance,91,0.38622,0.41887,0.01,0.00365,1.29764,threshold risk
ES007,Coastal Protection,SD001,Moderate recurring disturbance,92,0.38729,0.41823,0.01,0.00365,1.29594,threshold risk
ES007,Coastal Protection,SD001,Moderate recurring disturbance,93,0.38863,0.41753,0.01,0.00364,1.2939,threshold risk
ES007,Coastal Protection,SD001,Moderate recurring disturbance,94,0.39023,0.41675,0.01,0.00363,1.29153,threshold risk
ES007,Coastal Protection,SD001,Moderate recurring disturbance,95,0.39205,0.41588,0.01,0.00362,1.28883,threshold risk
ES007,Coastal Protection,SD001,Moderate recurring disturbance,96,0.61407,0.40401,0.01,0.00322,1.05494,threshold risk
ES007,Coastal Protection,SD001,Moderate recurring disturbance,97,0.39626,0.40293,0.01,0.0035,1.27167,threshold risk
ES007,Coastal Protection,SD001,Moderate recurring disturbance,98,0.39858,0.40174,0.01,0.00349,1.26816,threshold risk
ES007,Coastal Protection,SD001,Moderate recurring disturbance,99,0.401,0.40042,0.01,0.00347,1.26443,threshold risk
ES007,Coastal Protection,SD001,Moderate recurring disturbance,100,0.40347,0.39899,0.01,0.00346,1.26051,threshold risk
ES007,Coastal Protection,SD002,Climate-amplified disturbance,1,0.58729,0.66897,0.64432,0.34749,1.981,viable margin
ES007,Coastal Protection,SD002,Climate-amplified disturbance,2,0.58975,0.65783,0.62855,0.33301,1.95163,viable margin
ES007,Coastal Protection,SD002,Climate-amplified disturbance,3,0.59213,0.64656,0.61271,0.31874,1.92214,viable margin
ES007,Coastal Protection,SD002,Climate-amplified disturbance,4,0.59439,0.63518,0.59679,0.30472,1.89258,viable margin
ES007,Coastal Protection,SD002,Climate-amplified disturbance,5,0.5965,0.6237,0.5808,0.29094,1.863,viable margin
ES007,Coastal Protection,SD002,Climate-amplified disturbance,6,0.59843,0.61212,0.56475,0.27743,1.83344,viable margin
ES007,Coastal Protection,SD002,Climate-amplified disturbance,7,0.96015,0.58262,0.53674,0.21363,1.41421,viable margin
ES007,Coastal Protection,SD002,Climate-amplified disturbance,8,0.60163,0.57088,0.52059,0.23819,1.74484,viable margin
ES007,Coastal Protection,SD002,Climate-amplified disturbance,9,0.60285,0.55908,0.50439,0.22589,1.71563,viable margin
ES007,Coastal Protection,SD002,Climate-amplified disturbance,10,0.60378,0.54724,0.48816,0.21391,1.68662,viable margin
ES007,Coastal Protection,SD002,Climate-amplified disturbance,11,0.60442,0.53536,0.47191,0.20225,1.65786,viable margin
ES007,Coastal Protection,SD002,Climate-amplified disturbance,12,0.60475,0.52347,0.45565,0.19092,1.62937,viable margin
ES007,Coastal Protection,SD002,Climate-amplified disturbance,13,0.60477,0.51158,0.43939,0.17992,1.6012,viable margin
ES007,Coastal Protection,SD002,Climate-amplified disturbance,14,0.96448,0.48186,0.41124,0.13509,1.18362,threshold risk
ES007,Coastal Protection,SD002,Climate-amplified disturbance,15,0.60388,0.47001,0.39501,0.14866,1.51614,viable margin
ES007,Coastal Protection,SD002,Climate-amplified disturbance,16,0.60299,0.45821,0.37881,0.13903,1.48903,viable margin
ES007,Coastal Protection,SD002,Climate-amplified disturbance,17,0.60181,0.44646,0.36264,0.12975,1.4623,viable margin
ES007,Coastal Protection,SD002,Climate-amplified disturbance,18,0.60036,0.43479,0.34653,0.12082,1.43595,viable margin
ES007,Coastal Protection,SD002,Climate-amplified disturbance,19,0.59867,0.4232,0.33047,0.11222,1.40999,viable margin
ES007,Coastal Protection,SD002,Climate-amplified disturbance,20,0.59677,0.4117,0.31447,0.10397,1.3844,viable margin
ES007,Coastal Protection,SD002,Climate-amplified disturbance,21,0.95468,0.38247,0.28665,0.07509,0.96944,threshold risk
ES007,Coastal Protection,SD002,Climate-amplified disturbance,22,0.59243,0.37119,0.27079,0.08086,1.30455,viable margin
ES007,Coastal Protection,SD002,Climate-amplified disturbance,23,0.59007,0.36002,0.25502,0.07393,1.27997,threshold risk
ES007,Coastal Protection,SD002,Climate-amplified disturbance,24,0.58762,0.34898,0.23932,0.06732,1.25568,threshold risk
ES007,Coastal Protection,SD002,Climate-amplified disturbance,25,0.58513,0.33806,0.22371,0.06102,1.23164,threshold risk
ES007,Coastal Protection,SD002,Climate-amplified disturbance,26,0.58264,0.32727,0.20818,0.05503,1.20781,threshold risk
ES007,Coastal Protection,SD002,Climate-amplified disturbance,27,0.58017,0.31659,0.19273,0.04933,1.18415,threshold risk
ES007,Coastal Protection,SD002,Climate-amplified disturbance,28,0.93778,0.2882,0.16546,0.03293,0.77088,threshold risk
ES007,Coastal Protection,SD002,Climate-amplified disturbance,29,0.5755,0.27775,0.15017,0.03379,1.10742,threshold risk
ES007,Coastal Protection,SD002,Climate-amplified disturbance,30,0.57337,0.26742,0.13495,0.02926,1.084,threshold risk
ES007,Coastal Protection,SD002,Climate-amplified disturbance,31,0.57141,0.25718,0.11979,0.025,1.06055,threshold risk
ES007,Coastal Protection,SD002,Climate-amplified disturbance,32,0.56966,0.24703,0.10468,0.021,1.03705,threshold risk
ES007,Coastal Protection,SD002,Climate-amplified disturbance,33,0.56815,0.23695,0.08963,0.01726,1.01343,threshold risk
ES007,Coastal Protection,SD002,Climate-amplified disturbance,34,0.5669,0.22693,0.07462,0.01377,0.98966,threshold risk
ES007,Coastal Protection,SD002,Climate-amplified disturbance,35,0.92593,0.19912,0.04775,0.0066,0.57595,threshold risk
ES007,Coastal Protection,SD002,Climate-amplified disturbance,36,0.56525,0.18919,0.03279,0.00505,0.91174,threshold risk
ES007,Coastal Protection,SD002,Climate-amplified disturbance,37,0.56488,0.17928,0.01785,0.0026,0.88725,threshold risk
ES007,Coastal Protection,SD002,Climate-amplified disturbance,38,0.56481,0.16936,0.01,0.00138,0.86955,threshold risk
ES007,Coastal Protection,SD002,Climate-amplified disturbance,39,0.56506,0.15944,0.01,0.0013,0.85938,threshold risk
ES007,Coastal Protection,SD002,Climate-amplified disturbance,40,0.56562,0.14949,0.01,0.00122,0.84887,threshold risk
ES007,Coastal Protection,SD002,Climate-amplified disturbance,41,0.56648,0.13949,0.01,0.00113,0.83801,threshold risk
ES007,Coastal Protection,SD002,Climate-amplified disturbance,42,0.92762,0.1116,0.01,0.00077,0.44898,threshold risk
ES007,Coastal Protection,SD002,Climate-amplified disturbance,43,0.56903,0.10148,0.01,0.00082,0.79745,threshold risk
ES007,Coastal Protection,SD002,Climate-amplified disturbance,44,0.57069,0.09127,0.01,0.00074,0.78559,threshold risk
ES007,Coastal Protection,SD002,Climate-amplified disturbance,45,0.57257,0.08098,0.01,0.00066,0.77341,threshold risk
ES007,Coastal Protection,SD002,Climate-amplified disturbance,46,0.57463,0.07058,0.01,0.00057,0.76094,threshold risk
ES007,Coastal Protection,SD002,Climate-amplified disturbance,47,0.57686,0.06007,0.01,0.00049,0.74821,threshold risk
ES007,Coastal Protection,SD002,Climate-amplified disturbance,48,0.57921,0.04944,0.01,0.0004,0.73523,threshold risk
ES007,Coastal Protection,SD002,Climate-amplified disturbance,49,0.94165,0.02086,0.01,0.00014,0.34421,threshold risk
ES007,Coastal Protection,SD002,Climate-amplified disturbance,50,0.58414,0.01,0.01,8e-05,0.69086,threshold risk
ES007,Coastal Protection,SD002,Climate-amplified disturbance,51,0.58663,0.01,0.01,8e-05,0.68837,threshold risk
ES007,Coastal Protection,SD002,Climate-amplified disturbance,52,0.5891,0.01,0.01,8e-05,0.6859,threshold risk
ES007,Coastal Protection,SD002,Climate-amplified disturbance,53,0.5915,0.01,0.01,8e-05,0.6835,threshold risk
ES007,Coastal Protection,SD002,Climate-amplified disturbance,54,0.5938,0.01,0.01,8e-05,0.6812,threshold risk
ES007,Coastal Protection,SD002,Climate-amplified disturbance,55,0.59596,0.01,0.01,8e-05,0.67904,threshold risk
ES007,Coastal Protection,SD002,Climate-amplified disturbance,56,0.95794,0.01,0.01,7e-05,0.31706,threshold risk
ES007,Coastal Protection,SD002,Climate-amplified disturbance,57,0.59972,0.01,0.01,8e-05,0.67528,threshold risk
ES007,Coastal Protection,SD002,Climate-amplified disturbance,58,0.60126,0.01,0.01,8e-05,0.67374,threshold risk
ES007,Coastal Protection,SD002,Climate-amplified disturbance,59,0.60255,0.01,0.01,8e-05,0.67245,threshold risk
ES007,Coastal Protection,SD002,Climate-amplified disturbance,60,0.60356,0.01,0.01,8e-05,0.67144,threshold risk
ES007,Coastal Protection,SD002,Climate-amplified disturbance,61,0.60428,0.01,0.01,8e-05,0.67072,threshold risk
ES007,Coastal Protection,SD002,Climate-amplified disturbance,62,0.60469,0.01,0.01,8e-05,0.67031,threshold risk
ES007,Coastal Protection,SD002,Climate-amplified disturbance,63,0.9648,0.01,0.01,7e-05,0.3102,threshold risk
ES007,Coastal Protection,SD002,Climate-amplified disturbance,64,0.60459,0.01,0.01,8e-05,0.67041,threshold risk
ES007,Coastal Protection,SD002,Climate-amplified disturbance,65,0.60407,0.01,0.01,8e-05,0.67093,threshold risk
ES007,Coastal Protection,SD002,Climate-amplified disturbance,66,0.60325,0.01,0.01,8e-05,0.67175,threshold risk
ES007,Coastal Protection,SD002,Climate-amplified disturbance,67,0.60215,0.01,0.01,8e-05,0.67285,threshold risk
ES007,Coastal Protection,SD002,Climate-amplified disturbance,68,0.60077,0.01,0.01,8e-05,0.67423,threshold risk
ES007,Coastal Protection,SD002,Climate-amplified disturbance,69,0.59914,0.01,0.01,8e-05,0.67586,threshold risk
ES007,Coastal Protection,SD002,Climate-amplified disturbance,70,0.95729,0.01,0.01,7e-05,0.31771,threshold risk
ES007,Coastal Protection,SD002,Climate-amplified disturbance,71,0.59525,0.01,0.01,8e-05,0.67975,threshold risk
ES007,Coastal Protection,SD002,Climate-amplified disturbance,72,0.59304,0.01,0.01,8e-05,0.68196,threshold risk
ES007,Coastal Protection,SD002,Climate-amplified disturbance,73,0.59071,0.01,0.01,8e-05,0.68429,threshold risk
ES007,Coastal Protection,SD002,Climate-amplified disturbance,74,0.58828,0.01,0.01,8e-05,0.68672,threshold risk
ES007,Coastal Protection,SD002,Climate-amplified disturbance,75,0.5858,0.01,0.01,8e-05,0.6892,threshold risk
ES007,Coastal Protection,SD002,Climate-amplified disturbance,76,0.5833,0.01,0.01,8e-05,0.6917,threshold risk
ES007,Coastal Protection,SD002,Climate-amplified disturbance,77,0.94082,0.01,0.01,7e-05,0.33418,threshold risk
ES007,Coastal Protection,SD002,Climate-amplified disturbance,78,0.57841,0.01,0.01,8e-05,0.69659,threshold risk
ES007,Coastal Protection,SD002,Climate-amplified disturbance,79,0.5761,0.01,0.01,8e-05,0.6989,threshold risk
ES007,Coastal Protection,SD002,Climate-amplified disturbance,80,0.57392,0.01,0.01,8e-05,0.70108,threshold risk
ES007,Coastal Protection,SD002,Climate-amplified disturbance,81,0.57191,0.01,0.01,8e-05,0.70309,threshold risk
ES007,Coastal Protection,SD002,Climate-amplified disturbance,82,0.57011,0.01,0.01,8e-05,0.70489,threshold risk
ES007,Coastal Protection,SD002,Climate-amplified disturbance,83,0.56853,0.01,0.01,8e-05,0.70647,threshold risk
ES007,Coastal Protection,SD002,Climate-amplified disturbance,84,0.92721,0.01,0.01,7e-05,0.34779,threshold risk
ES007,Coastal Protection,SD002,Climate-amplified disturbance,85,0.56616,0.01,0.01,8e-05,0.70884,threshold risk
ES007,Coastal Protection,SD002,Climate-amplified disturbance,86,0.5654,0.01,0.01,8e-05,0.7096,threshold risk
ES007,Coastal Protection,SD002,Climate-amplified disturbance,87,0.56495,0.01,0.01,8e-05,0.71005,threshold risk
ES007,Coastal Protection,SD002,Climate-amplified disturbance,88,0.5648,0.01,0.01,8e-05,0.7102,threshold risk
ES007,Coastal Protection,SD002,Climate-amplified disturbance,89,0.56497,0.01,0.01,8e-05,0.71003,threshold risk
ES007,Coastal Protection,SD002,Climate-amplified disturbance,90,0.56544,0.01,0.01,8e-05,0.70956,threshold risk
ES007,Coastal Protection,SD002,Climate-amplified disturbance,91,0.92622,0.01,0.01,7e-05,0.34878,threshold risk
ES007,Coastal Protection,SD002,Climate-amplified disturbance,92,0.56729,0.01,0.01,8e-05,0.70771,threshold risk
ES007,Coastal Protection,SD002,Climate-amplified disturbance,93,0.56863,0.01,0.01,8e-05,0.70637,threshold risk
ES007,Coastal Protection,SD002,Climate-amplified disturbance,94,0.57023,0.01,0.01,8e-05,0.70477,threshold risk
ES007,Coastal Protection,SD002,Climate-amplified disturbance,95,0.57205,0.01,0.01,8e-05,0.70295,threshold risk
ES007,Coastal Protection,SD002,Climate-amplified disturbance,96,0.57407,0.01,0.01,8e-05,0.70093,threshold risk
ES007,Coastal Protection,SD002,Climate-amplified disturbance,97,0.57626,0.01,0.01,8e-05,0.69874,threshold risk
ES007,Coastal Protection,SD002,Climate-amplified disturbance,98,0.93858,0.01,0.01,7e-05,0.33642,threshold risk
ES007,Coastal Protection,SD002,Climate-amplified disturbance,99,0.581,0.01,0.01,8e-05,0.694,threshold risk
ES007,Coastal Protection,SD002,Climate-amplified disturbance,100,0.58347,0.01,0.01,8e-05,0.69153,threshold risk
ES007,Coastal Protection,SD003,Compound service stress,1,0.74729,0.66064,0.63903,0.31806,1.80738,viable margin
ES007,Coastal Protection,SD003,Compound service stress,2,0.74975,0.64117,0.61798,0.29819,1.7644,viable margin
ES007,Coastal Protection,SD003,Compound service stress,3,0.75213,0.62157,0.59685,0.2789,1.72129,viable margin
ES007,Coastal Protection,SD003,Compound service stress,4,0.75439,0.60186,0.57564,0.26021,1.67812,viable margin
ES007,Coastal Protection,SD003,Compound service stress,5,0.7565,0.58205,0.55437,0.24212,1.63492,viable margin
ES007,Coastal Protection,SD003,Compound service stress,6,1.27843,0.53637,0.51585,0.15996,1.02879,threshold risk
ES007,Coastal Protection,SD003,Compound service stress,7,0.76015,0.51638,0.49445,0.19128,1.50568,viable margin
ES007,Coastal Protection,SD003,Compound service stress,8,0.76163,0.49631,0.47301,0.17576,1.46269,viable margin
ES007,Coastal Protection,SD003,Compound service stress,9,0.76285,0.47619,0.45152,0.16088,1.41987,viable margin
ES007,Coastal Protection,SD003,Compound service stress,10,0.76378,0.45601,0.43001,0.14667,1.37724,viable margin
ES007,Coastal Protection,SD003,Compound service stress,11,0.76442,0.43581,0.40847,0.13311,1.33486,viable margin
ES007,Coastal Protection,SD003,Compound service stress,12,1.28475,0.38982,0.36974,0.08303,0.72981,threshold risk
ES007,Coastal Protection,SD003,Compound service stress,13,0.76477,0.36959,0.3482,0.09621,1.20802,threshold risk
ES007,Coastal Protection,SD003,Compound service stress,14,0.76448,0.34939,0.32666,0.08534,1.16657,threshold risk
ES007,Coastal Protection,SD003,Compound service stress,15,0.76388,0.32921,0.30514,0.07513,1.12547,threshold risk
ES007,Coastal Protection,SD003,Compound service stress,16,0.76299,0.30908,0.28365,0.0656,1.08474,threshold risk
ES007,Coastal Protection,SD003,Compound service stress,17,0.76181,0.289,0.2622,0.05673,1.04439,threshold risk
ES007,Coastal Protection,SD003,Compound service stress,18,1.28036,0.24323,0.22362,0.03141,0.44148,threshold risk
ES007,Coastal Protection,SD003,Compound service stress,19,0.75867,0.22331,0.20227,0.03386,0.9219,threshold risk
ES007,Coastal Protection,SD003,Compound service stress,20,0.75677,0.20348,0.18099,0.02763,0.8827,threshold risk
ES007,Coastal Protection,SD003,Compound service stress,21,0.75468,0.18376,0.15977,0.02205,0.84385,threshold risk
ES007,Coastal Protection,SD003,Compound service stress,22,0.75243,0.16415,0.13863,0.01711,0.80535,threshold risk
ES007,Coastal Protection,SD003,Compound service stress,23,0.75007,0.14465,0.11757,0.0128,0.76716,threshold risk
ES007,Coastal Protection,SD003,Compound service stress,24,1.26762,0.09951,0.07941,0.0046,0.1663,threshold risk
ES007,Coastal Protection,SD003,Compound service stress,25,0.74513,0.08026,0.05851,0.00354,0.64864,threshold risk
ES007,Coastal Protection,SD003,Compound service stress,26,0.74264,0.06114,0.03769,0.00174,0.61119,threshold risk
ES007,Coastal Protection,SD003,Compound service stress,27,0.74017,0.04213,0.01696,0.00054,0.57392,threshold risk
ES007,Coastal Protection,SD003,Compound service stress,28,0.73778,0.02325,0.01,0.00018,0.55047,threshold risk
ES007,Coastal Protection,SD003,Compound service stress,29,0.7355,0.01,0.01,8e-05,0.5395,threshold risk
ES007,Coastal Protection,SD003,Compound service stress,30,1.25337,0.01,0.01,6e-05,0.02163,threshold risk
ES007,Coastal Protection,SD003,Compound service stress,31,0.73141,0.01,0.01,8e-05,0.54359,threshold risk
ES007,Coastal Protection,SD003,Compound service stress,32,0.72966,0.01,0.01,8e-05,0.54534,threshold risk
ES007,Coastal Protection,SD003,Compound service stress,33,0.72815,0.01,0.01,8e-05,0.54685,threshold risk
ES007,Coastal Protection,SD003,Compound service stress,34,0.7269,0.01,0.01,8e-05,0.5481,threshold risk
ES007,Coastal Protection,SD003,Compound service stress,35,0.72593,0.01,0.01,8e-05,0.54907,threshold risk
ES007,Coastal Protection,SD003,Compound service stress,36,1.24525,0.01,0.01,6e-05,0.02975,threshold risk
ES007,Coastal Protection,SD003,Compound service stress,37,0.72488,0.01,0.01,8e-05,0.55012,threshold risk
ES007,Coastal Protection,SD003,Compound service stress,38,0.72481,0.01,0.01,8e-05,0.55019,threshold risk
ES007,Coastal Protection,SD003,Compound service stress,39,0.72506,0.01,0.01,8e-05,0.54994,threshold risk
ES007,Coastal Protection,SD003,Compound service stress,40,0.72562,0.01,0.01,8e-05,0.54938,threshold risk
ES007,Coastal Protection,SD003,Compound service stress,41,0.72648,0.01,0.01,8e-05,0.54852,threshold risk
ES007,Coastal Protection,SD003,Compound service stress,42,1.24762,0.01,0.01,6e-05,0.02738,threshold risk
ES007,Coastal Protection,SD003,Compound service stress,43,0.72903,0.01,0.01,8e-05,0.54597,threshold risk
ES007,Coastal Protection,SD003,Compound service stress,44,0.73069,0.01,0.01,8e-05,0.54431,threshold risk
ES007,Coastal Protection,SD003,Compound service stress,45,0.73257,0.01,0.01,8e-05,0.54243,threshold risk
ES007,Coastal Protection,SD003,Compound service stress,46,0.73463,0.01,0.01,8e-05,0.54037,threshold risk
ES007,Coastal Protection,SD003,Compound service stress,47,0.73686,0.01,0.01,8e-05,0.53814,threshold risk
ES007,Coastal Protection,SD003,Compound service stress,48,1.25921,0.01,0.01,6e-05,0.01579,threshold risk
ES007,Coastal Protection,SD003,Compound service stress,49,0.74165,0.01,0.01,8e-05,0.53335,threshold risk
ES007,Coastal Protection,SD003,Compound service stress,50,0.74414,0.01,0.01,8e-05,0.53086,threshold risk
ES007,Coastal Protection,SD003,Compound service stress,51,0.74663,0.01,0.01,8e-05,0.52837,threshold risk
ES007,Coastal Protection,SD003,Compound service stress,52,0.7491,0.01,0.01,8e-05,0.5259,threshold risk
ES007,Coastal Protection,SD003,Compound service stress,53,0.7515,0.01,0.01,8e-05,0.5235,threshold risk
ES007,Coastal Protection,SD003,Compound service stress,54,1.2738,0.01,0.01,6e-05,0.0012,threshold risk
ES007,Coastal Protection,SD003,Compound service stress,55,0.75596,0.01,0.01,8e-05,0.51904,threshold risk
ES007,Coastal Protection,SD003,Compound service stress,56,0.75794,0.01,0.01,7e-05,0.51706,threshold risk
ES007,Coastal Protection,SD003,Compound service stress,57,0.75972,0.01,0.01,7e-05,0.51528,threshold risk
