simulation_id,strategy_id,strategy,rank,drr_value,winner
2055,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,4,6.40935,Equitable Recovery and Housing Protection Program
2055,DRR005,Integrated Preparedness and Response Training,5,5.97659,Equitable Recovery and Housing Protection Program
2055,DRR003,Critical Infrastructure Hardening,6,5.82904,Equitable Recovery and Housing Protection Program
2056,DRR006,Equitable Recovery and Housing Protection Program,1,7.09773,Equitable Recovery and Housing Protection Program
2056,DRR005,Integrated Preparedness and Response Training,2,6.6152,Equitable Recovery and Housing Protection Program
2056,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,3,6.51909,Equitable Recovery and Housing Protection Program
2056,DRR001,Floodplain Land-Use Restriction,4,6.38494,Equitable Recovery and Housing Protection Program
2056,DRR002,Community Early Warning Network,5,6.18626,Equitable Recovery and Housing Protection Program
2056,DRR003,Critical Infrastructure Hardening,6,6.08693,Equitable Recovery and Housing Protection Program
2057,DRR002,Community Early Warning Network,1,6.78111,Community Early Warning Network
2057,DRR006,Equitable Recovery and Housing Protection Program,2,6.64312,Community Early Warning Network
2057,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,3,6.44002,Community Early Warning Network
2057,DRR005,Integrated Preparedness and Response Training,4,6.38197,Community Early Warning Network
2057,DRR001,Floodplain Land-Use Restriction,5,6.32078,Community Early Warning Network
2057,DRR003,Critical Infrastructure Hardening,6,6.14541,Community Early Warning Network
2058,DRR006,Equitable Recovery and Housing Protection Program,1,6.89265,Equitable Recovery and Housing Protection Program
2058,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,2,6.5771,Equitable Recovery and Housing Protection Program
2058,DRR005,Integrated Preparedness and Response Training,3,6.48779,Equitable Recovery and Housing Protection Program
2058,DRR002,Community Early Warning Network,4,6.47492,Equitable Recovery and Housing Protection Program
2058,DRR003,Critical Infrastructure Hardening,5,6.10522,Equitable Recovery and Housing Protection Program
2058,DRR001,Floodplain Land-Use Restriction,6,5.72398,Equitable Recovery and Housing Protection Program
2059,DRR006,Equitable Recovery and Housing Protection Program,1,6.71515,Equitable Recovery and Housing Protection Program
2059,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,2,6.65605,Equitable Recovery and Housing Protection Program
2059,DRR002,Community Early Warning Network,3,6.56895,Equitable Recovery and Housing Protection Program
2059,DRR005,Integrated Preparedness and Response Training,4,6.51479,Equitable Recovery and Housing Protection Program
2059,DRR001,Floodplain Land-Use Restriction,5,6.37863,Equitable Recovery and Housing Protection Program
2059,DRR003,Critical Infrastructure Hardening,6,6.31216,Equitable Recovery and Housing Protection Program
2060,DRR001,Floodplain Land-Use Restriction,1,7.06142,Floodplain Land-Use Restriction
2060,DRR006,Equitable Recovery and Housing Protection Program,2,7.04591,Floodplain Land-Use Restriction
2060,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,3,6.45495,Floodplain Land-Use Restriction
2060,DRR005,Integrated Preparedness and Response Training,4,6.26769,Floodplain Land-Use Restriction
2060,DRR002,Community Early Warning Network,5,6.26517,Floodplain Land-Use Restriction
2060,DRR003,Critical Infrastructure Hardening,6,5.836,Floodplain Land-Use Restriction
2061,DRR006,Equitable Recovery and Housing Protection Program,1,6.68925,Equitable Recovery and Housing Protection Program
2061,DRR002,Community Early Warning Network,2,6.39996,Equitable Recovery and Housing Protection Program
2061,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,3,6.39669,Equitable Recovery and Housing Protection Program
2061,DRR005,Integrated Preparedness and Response Training,4,6.29089,Equitable Recovery and Housing Protection Program
2061,DRR001,Floodplain Land-Use Restriction,5,6.15777,Equitable Recovery and Housing Protection Program
2061,DRR003,Critical Infrastructure Hardening,6,5.80412,Equitable Recovery and Housing Protection Program
2062,DRR006,Equitable Recovery and Housing Protection Program,1,7.00404,Equitable Recovery and Housing Protection Program
2062,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,2,6.8504,Equitable Recovery and Housing Protection Program
2062,DRR005,Integrated Preparedness and Response Training,3,6.58725,Equitable Recovery and Housing Protection Program
2062,DRR002,Community Early Warning Network,4,6.41566,Equitable Recovery and Housing Protection Program
2062,DRR001,Floodplain Land-Use Restriction,5,6.32462,Equitable Recovery and Housing Protection Program
2062,DRR003,Critical Infrastructure Hardening,6,5.94897,Equitable Recovery and Housing Protection Program
2063,DRR006,Equitable Recovery and Housing Protection Program,1,6.99466,Equitable Recovery and Housing Protection Program
2063,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,2,6.8945,Equitable Recovery and Housing Protection Program
2063,DRR002,Community Early Warning Network,3,6.34778,Equitable Recovery and Housing Protection Program
2063,DRR003,Critical Infrastructure Hardening,4,6.30545,Equitable Recovery and Housing Protection Program
2063,DRR001,Floodplain Land-Use Restriction,5,6.27108,Equitable Recovery and Housing Protection Program
2063,DRR005,Integrated Preparedness and Response Training,6,6.24596,Equitable Recovery and Housing Protection Program
2064,DRR005,Integrated Preparedness and Response Training,1,6.8616,Integrated Preparedness and Response Training
2064,DRR006,Equitable Recovery and Housing Protection Program,2,6.81675,Integrated Preparedness and Response Training
2064,DRR001,Floodplain Land-Use Restriction,3,6.56088,Integrated Preparedness and Response Training
2064,DRR002,Community Early Warning Network,4,6.55326,Integrated Preparedness and Response Training
2064,DRR003,Critical Infrastructure Hardening,5,6.49598,Integrated Preparedness and Response Training
2064,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,6,6.23892,Integrated Preparedness and Response Training
2065,DRR005,Integrated Preparedness and Response Training,1,7.05402,Integrated Preparedness and Response Training
2065,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,2,7.04911,Integrated Preparedness and Response Training
2065,DRR006,Equitable Recovery and Housing Protection Program,3,6.84635,Integrated Preparedness and Response Training
2065,DRR002,Community Early Warning Network,4,6.71436,Integrated Preparedness and Response Training
2065,DRR001,Floodplain Land-Use Restriction,5,6.04299,Integrated Preparedness and Response Training
2065,DRR003,Critical Infrastructure Hardening,6,5.56752,Integrated Preparedness and Response Training
2066,DRR006,Equitable Recovery and Housing Protection Program,1,7.22515,Equitable Recovery and Housing Protection Program
2066,DRR002,Community Early Warning Network,2,6.87399,Equitable Recovery and Housing Protection Program
2066,DRR001,Floodplain Land-Use Restriction,3,6.56225,Equitable Recovery and Housing Protection Program
2066,DRR005,Integrated Preparedness and Response Training,4,6.50289,Equitable Recovery and Housing Protection Program
2066,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,5,6.48358,Equitable Recovery and Housing Protection Program
2066,DRR003,Critical Infrastructure Hardening,6,5.64546,Equitable Recovery and Housing Protection Program
2067,DRR006,Equitable Recovery and Housing Protection Program,1,6.96318,Equitable Recovery and Housing Protection Program
2067,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,2,6.6203,Equitable Recovery and Housing Protection Program
2067,DRR002,Community Early Warning Network,3,6.26574,Equitable Recovery and Housing Protection Program
2067,DRR005,Integrated Preparedness and Response Training,4,6.21268,Equitable Recovery and Housing Protection Program
2067,DRR001,Floodplain Land-Use Restriction,5,6.10106,Equitable Recovery and Housing Protection Program
2067,DRR003,Critical Infrastructure Hardening,6,5.84329,Equitable Recovery and Housing Protection Program
2068,DRR002,Community Early Warning Network,1,6.69759,Community Early Warning Network
2068,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,2,6.66547,Community Early Warning Network
2068,DRR006,Equitable Recovery and Housing Protection Program,3,6.54181,Community Early Warning Network
2068,DRR001,Floodplain Land-Use Restriction,4,6.44148,Community Early Warning Network
2068,DRR005,Integrated Preparedness and Response Training,5,6.20466,Community Early Warning Network
2068,DRR003,Critical Infrastructure Hardening,6,6.17546,Community Early Warning Network
2069,DRR005,Integrated Preparedness and Response Training,1,6.64985,Integrated Preparedness and Response Training
2069,DRR002,Community Early Warning Network,2,6.56628,Integrated Preparedness and Response Training
2069,DRR006,Equitable Recovery and Housing Protection Program,3,6.47846,Integrated Preparedness and Response Training
2069,DRR001,Floodplain Land-Use Restriction,4,6.36274,Integrated Preparedness and Response Training
2069,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,5,6.29086,Integrated Preparedness and Response Training
2069,DRR003,Critical Infrastructure Hardening,6,6.11157,Integrated Preparedness and Response Training
2070,DRR002,Community Early Warning Network,1,6.90237,Community Early Warning Network
2070,DRR006,Equitable Recovery and Housing Protection Program,2,6.87868,Community Early Warning Network
2070,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,3,6.76803,Community Early Warning Network
2070,DRR005,Integrated Preparedness and Response Training,4,6.65113,Community Early Warning Network
2070,DRR003,Critical Infrastructure Hardening,5,6.25866,Community Early Warning Network
2070,DRR001,Floodplain Land-Use Restriction,6,6.18105,Community Early Warning Network
2071,DRR005,Integrated Preparedness and Response Training,1,6.68442,Integrated Preparedness and Response Training
2071,DRR006,Equitable Recovery and Housing Protection Program,2,6.67617,Integrated Preparedness and Response Training
2071,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,3,6.58676,Integrated Preparedness and Response Training
2071,DRR001,Floodplain Land-Use Restriction,4,6.56525,Integrated Preparedness and Response Training
2071,DRR002,Community Early Warning Network,5,6.56192,Integrated Preparedness and Response Training
2071,DRR003,Critical Infrastructure Hardening,6,5.94818,Integrated Preparedness and Response Training
2072,DRR006,Equitable Recovery and Housing Protection Program,1,6.86606,Equitable Recovery and Housing Protection Program
2072,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,2,6.74495,Equitable Recovery and Housing Protection Program
2072,DRR003,Critical Infrastructure Hardening,3,6.64865,Equitable Recovery and Housing Protection Program
2072,DRR005,Integrated Preparedness and Response Training,4,6.44831,Equitable Recovery and Housing Protection Program
2072,DRR002,Community Early Warning Network,5,6.38056,Equitable Recovery and Housing Protection Program
2072,DRR001,Floodplain Land-Use Restriction,6,5.94204,Equitable Recovery and Housing Protection Program
2073,DRR006,Equitable Recovery and Housing Protection Program,1,6.70528,Equitable Recovery and Housing Protection Program
2073,DRR001,Floodplain Land-Use Restriction,2,6.53596,Equitable Recovery and Housing Protection Program
2073,DRR005,Integrated Preparedness and Response Training,3,6.43985,Equitable Recovery and Housing Protection Program
2073,DRR003,Critical Infrastructure Hardening,4,6.19983,Equitable Recovery and Housing Protection Program
2073,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,5,6.14523,Equitable Recovery and Housing Protection Program
2073,DRR002,Community Early Warning Network,6,6.07765,Equitable Recovery and Housing Protection Program
2074,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,1,6.82045,Ecosystem-Based Flood and Fire Risk Reduction
2074,DRR002,Community Early Warning Network,2,6.79727,Ecosystem-Based Flood and Fire Risk Reduction
2074,DRR005,Integrated Preparedness and Response Training,3,6.57147,Ecosystem-Based Flood and Fire Risk Reduction
2074,DRR006,Equitable Recovery and Housing Protection Program,4,6.55006,Ecosystem-Based Flood and Fire Risk Reduction
2074,DRR001,Floodplain Land-Use Restriction,5,6.38936,Ecosystem-Based Flood and Fire Risk Reduction
2074,DRR003,Critical Infrastructure Hardening,6,6.20906,Ecosystem-Based Flood and Fire Risk Reduction
2075,DRR002,Community Early Warning Network,1,6.69486,Community Early Warning Network
2075,DRR006,Equitable Recovery and Housing Protection Program,2,6.56041,Community Early Warning Network
2075,DRR003,Critical Infrastructure Hardening,3,6.30427,Community Early Warning Network
2075,DRR001,Floodplain Land-Use Restriction,4,6.16909,Community Early Warning Network
2075,DRR005,Integrated Preparedness and Response Training,5,6.14493,Community Early Warning Network
2075,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,6,6.10306,Community Early Warning Network
2076,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,1,6.78237,Ecosystem-Based Flood and Fire Risk Reduction
2076,DRR006,Equitable Recovery and Housing Protection Program,2,6.64666,Ecosystem-Based Flood and Fire Risk Reduction
2076,DRR002,Community Early Warning Network,3,6.64019,Ecosystem-Based Flood and Fire Risk Reduction
2076,DRR005,Integrated Preparedness and Response Training,4,6.43477,Ecosystem-Based Flood and Fire Risk Reduction
2076,DRR003,Critical Infrastructure Hardening,5,6.07378,Ecosystem-Based Flood and Fire Risk Reduction
2076,DRR001,Floodplain Land-Use Restriction,6,6.06666,Ecosystem-Based Flood and Fire Risk Reduction
2077,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,1,6.97995,Ecosystem-Based Flood and Fire Risk Reduction
2077,DRR005,Integrated Preparedness and Response Training,2,6.90217,Ecosystem-Based Flood and Fire Risk Reduction
2077,DRR006,Equitable Recovery and Housing Protection Program,3,6.71519,Ecosystem-Based Flood and Fire Risk Reduction
2077,DRR001,Floodplain Land-Use Restriction,4,6.65633,Ecosystem-Based Flood and Fire Risk Reduction
2077,DRR003,Critical Infrastructure Hardening,5,6.30047,Ecosystem-Based Flood and Fire Risk Reduction
2077,DRR002,Community Early Warning Network,6,6.07881,Ecosystem-Based Flood and Fire Risk Reduction
2078,DRR006,Equitable Recovery and Housing Protection Program,1,7.23654,Equitable Recovery and Housing Protection Program
2078,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,2,6.71311,Equitable Recovery and Housing Protection Program
2078,DRR001,Floodplain Land-Use Restriction,3,6.55529,Equitable Recovery and Housing Protection Program
2078,DRR002,Community Early Warning Network,4,6.48076,Equitable Recovery and Housing Protection Program
2078,DRR003,Critical Infrastructure Hardening,5,6.32115,Equitable Recovery and Housing Protection Program
2078,DRR005,Integrated Preparedness and Response Training,6,6.15735,Equitable Recovery and Housing Protection Program
2079,DRR005,Integrated Preparedness and Response Training,1,6.84633,Integrated Preparedness and Response Training
2079,DRR002,Community Early Warning Network,2,6.68031,Integrated Preparedness and Response Training
2079,DRR001,Floodplain Land-Use Restriction,3,6.64027,Integrated Preparedness and Response Training
2079,DRR006,Equitable Recovery and Housing Protection Program,4,6.42942,Integrated Preparedness and Response Training
2079,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,5,6.37521,Integrated Preparedness and Response Training
2079,DRR003,Critical Infrastructure Hardening,6,5.80472,Integrated Preparedness and Response Training
2080,DRR006,Equitable Recovery and Housing Protection Program,1,7.02768,Equitable Recovery and Housing Protection Program
2080,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,2,6.75984,Equitable Recovery and Housing Protection Program
2080,DRR005,Integrated Preparedness and Response Training,3,6.66141,Equitable Recovery and Housing Protection Program
2080,DRR002,Community Early Warning Network,4,6.64175,Equitable Recovery and Housing Protection Program
2080,DRR003,Critical Infrastructure Hardening,5,6.00841,Equitable Recovery and Housing Protection Program
2080,DRR001,Floodplain Land-Use Restriction,6,5.91674,Equitable Recovery and Housing Protection Program
2081,DRR002,Community Early Warning Network,1,6.9306,Community Early Warning Network
2081,DRR006,Equitable Recovery and Housing Protection Program,2,6.73418,Community Early Warning Network
2081,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,3,6.3309,Community Early Warning Network
2081,DRR005,Integrated Preparedness and Response Training,4,6.15058,Community Early Warning Network
2081,DRR003,Critical Infrastructure Hardening,5,5.77442,Community Early Warning Network
2081,DRR001,Floodplain Land-Use Restriction,6,5.5184,Community Early Warning Network
2082,DRR001,Floodplain Land-Use Restriction,1,6.8761,Floodplain Land-Use Restriction
2082,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,2,6.7992,Floodplain Land-Use Restriction
2082,DRR006,Equitable Recovery and Housing Protection Program,3,6.7404,Floodplain Land-Use Restriction
2082,DRR002,Community Early Warning Network,4,6.59885,Floodplain Land-Use Restriction
2082,DRR005,Integrated Preparedness and Response Training,5,6.46938,Floodplain Land-Use Restriction
2082,DRR003,Critical Infrastructure Hardening,6,5.33301,Floodplain Land-Use Restriction
2083,DRR002,Community Early Warning Network,1,6.95203,Community Early Warning Network
2083,DRR005,Integrated Preparedness and Response Training,2,6.79811,Community Early Warning Network
2083,DRR006,Equitable Recovery and Housing Protection Program,3,6.78293,Community Early Warning Network
2083,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,4,6.55999,Community Early Warning Network
2083,DRR001,Floodplain Land-Use Restriction,5,6.26454,Community Early Warning Network
2083,DRR003,Critical Infrastructure Hardening,6,6.19572,Community Early Warning Network
2084,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,1,6.99854,Ecosystem-Based Flood and Fire Risk Reduction
2084,DRR006,Equitable Recovery and Housing Protection Program,2,6.85899,Ecosystem-Based Flood and Fire Risk Reduction
2084,DRR002,Community Early Warning Network,3,6.59657,Ecosystem-Based Flood and Fire Risk Reduction
2084,DRR005,Integrated Preparedness and Response Training,4,6.39215,Ecosystem-Based Flood and Fire Risk Reduction
2084,DRR001,Floodplain Land-Use Restriction,5,6.35413,Ecosystem-Based Flood and Fire Risk Reduction
2084,DRR003,Critical Infrastructure Hardening,6,6.00106,Ecosystem-Based Flood and Fire Risk Reduction
2085,DRR006,Equitable Recovery and Housing Protection Program,1,6.8793,Equitable Recovery and Housing Protection Program
2085,DRR002,Community Early Warning Network,2,6.5222,Equitable Recovery and Housing Protection Program
2085,DRR005,Integrated Preparedness and Response Training,3,6.22339,Equitable Recovery and Housing Protection Program
2085,DRR001,Floodplain Land-Use Restriction,4,6.04312,Equitable Recovery and Housing Protection Program
2085,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,5,6.02624,Equitable Recovery and Housing Protection Program
2085,DRR003,Critical Infrastructure Hardening,6,5.99633,Equitable Recovery and Housing Protection Program
2086,DRR002,Community Early Warning Network,1,6.84095,Community Early Warning Network
2086,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,2,6.7987,Community Early Warning Network
2086,DRR006,Equitable Recovery and Housing Protection Program,3,6.59394,Community Early Warning Network
2086,DRR005,Integrated Preparedness and Response Training,4,6.47277,Community Early Warning Network
2086,DRR001,Floodplain Land-Use Restriction,5,5.92443,Community Early Warning Network
2086,DRR003,Critical Infrastructure Hardening,6,5.85438,Community Early Warning Network
2087,DRR006,Equitable Recovery and Housing Protection Program,1,7.17002,Equitable Recovery and Housing Protection Program
2087,DRR002,Community Early Warning Network,2,6.72067,Equitable Recovery and Housing Protection Program
2087,DRR005,Integrated Preparedness and Response Training,3,6.70805,Equitable Recovery and Housing Protection Program
2087,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,4,6.64846,Equitable Recovery and Housing Protection Program
2087,DRR003,Critical Infrastructure Hardening,5,5.98212,Equitable Recovery and Housing Protection Program
2087,DRR001,Floodplain Land-Use Restriction,6,5.88633,Equitable Recovery and Housing Protection Program
2088,DRR006,Equitable Recovery and Housing Protection Program,1,6.78487,Equitable Recovery and Housing Protection Program
2088,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,2,6.68385,Equitable Recovery and Housing Protection Program
2088,DRR005,Integrated Preparedness and Response Training,3,6.61457,Equitable Recovery and Housing Protection Program
2088,DRR002,Community Early Warning Network,4,6.34955,Equitable Recovery and Housing Protection Program
2088,DRR001,Floodplain Land-Use Restriction,5,6.18385,Equitable Recovery and Housing Protection Program
2088,DRR003,Critical Infrastructure Hardening,6,6.05966,Equitable Recovery and Housing Protection Program
2089,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,1,6.89396,Ecosystem-Based Flood and Fire Risk Reduction
2089,DRR006,Equitable Recovery and Housing Protection Program,2,6.86119,Ecosystem-Based Flood and Fire Risk Reduction
2089,DRR002,Community Early Warning Network,3,6.69944,Ecosystem-Based Flood and Fire Risk Reduction
2089,DRR005,Integrated Preparedness and Response Training,4,6.33059,Ecosystem-Based Flood and Fire Risk Reduction
2089,DRR001,Floodplain Land-Use Restriction,5,6.29567,Ecosystem-Based Flood and Fire Risk Reduction
2089,DRR003,Critical Infrastructure Hardening,6,5.71522,Ecosystem-Based Flood and Fire Risk Reduction
2090,DRR006,Equitable Recovery and Housing Protection Program,1,6.85678,Equitable Recovery and Housing Protection Program
2090,DRR005,Integrated Preparedness and Response Training,2,6.54343,Equitable Recovery and Housing Protection Program
2090,DRR002,Community Early Warning Network,3,6.40601,Equitable Recovery and Housing Protection Program
2090,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,4,6.3465,Equitable Recovery and Housing Protection Program
2090,DRR003,Critical Infrastructure Hardening,5,5.92136,Equitable Recovery and Housing Protection Program
2090,DRR001,Floodplain Land-Use Restriction,6,5.90766,Equitable Recovery and Housing Protection Program
2091,DRR002,Community Early Warning Network,1,6.79421,Community Early Warning Network
2091,DRR005,Integrated Preparedness and Response Training,2,6.76189,Community Early Warning Network
2091,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,3,6.63471,Community Early Warning Network
2091,DRR006,Equitable Recovery and Housing Protection Program,4,6.4855,Community Early Warning Network
2091,DRR003,Critical Infrastructure Hardening,5,6.45651,Community Early Warning Network
2091,DRR001,Floodplain Land-Use Restriction,6,6.29222,Community Early Warning Network
2092,DRR006,Equitable Recovery and Housing Protection Program,1,7.0941,Equitable Recovery and Housing Protection Program
2092,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,2,6.78066,Equitable Recovery and Housing Protection Program
2092,DRR005,Integrated Preparedness and Response Training,3,6.68799,Equitable Recovery and Housing Protection Program
2092,DRR001,Floodplain Land-Use Restriction,4,6.59328,Equitable Recovery and Housing Protection Program
2092,DRR002,Community Early Warning Network,5,6.18929,Equitable Recovery and Housing Protection Program
2092,DRR003,Critical Infrastructure Hardening,6,6.04336,Equitable Recovery and Housing Protection Program
2093,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,1,6.87009,Ecosystem-Based Flood and Fire Risk Reduction
2093,DRR006,Equitable Recovery and Housing Protection Program,2,6.6924,Ecosystem-Based Flood and Fire Risk Reduction
2093,DRR001,Floodplain Land-Use Restriction,3,6.65949,Ecosystem-Based Flood and Fire Risk Reduction
2093,DRR002,Community Early Warning Network,4,6.50645,Ecosystem-Based Flood and Fire Risk Reduction
2093,DRR005,Integrated Preparedness and Response Training,5,6.45454,Ecosystem-Based Flood and Fire Risk Reduction
2093,DRR003,Critical Infrastructure Hardening,6,6.1589,Ecosystem-Based Flood and Fire Risk Reduction
2094,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,1,6.94065,Ecosystem-Based Flood and Fire Risk Reduction
2094,DRR006,Equitable Recovery and Housing Protection Program,2,6.63903,Ecosystem-Based Flood and Fire Risk Reduction
2094,DRR005,Integrated Preparedness and Response Training,3,6.49168,Ecosystem-Based Flood and Fire Risk Reduction
2094,DRR001,Floodplain Land-Use Restriction,4,6.26021,Ecosystem-Based Flood and Fire Risk Reduction
2094,DRR002,Community Early Warning Network,5,6.2504,Ecosystem-Based Flood and Fire Risk Reduction
2094,DRR003,Critical Infrastructure Hardening,6,6.12713,Ecosystem-Based Flood and Fire Risk Reduction
2095,DRR002,Community Early Warning Network,1,7.02359,Community Early Warning Network
2095,DRR006,Equitable Recovery and Housing Protection Program,2,6.53572,Community Early Warning Network
2095,DRR005,Integrated Preparedness and Response Training,3,6.50797,Community Early Warning Network
2095,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,4,6.48378,Community Early Warning Network
2095,DRR001,Floodplain Land-Use Restriction,5,6.03141,Community Early Warning Network
2095,DRR003,Critical Infrastructure Hardening,6,5.94456,Community Early Warning Network
2096,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,1,6.66982,Ecosystem-Based Flood and Fire Risk Reduction
2096,DRR005,Integrated Preparedness and Response Training,2,6.55617,Ecosystem-Based Flood and Fire Risk Reduction
2096,DRR006,Equitable Recovery and Housing Protection Program,3,6.3904,Ecosystem-Based Flood and Fire Risk Reduction
2096,DRR002,Community Early Warning Network,4,6.38653,Ecosystem-Based Flood and Fire Risk Reduction
2096,DRR001,Floodplain Land-Use Restriction,5,5.98348,Ecosystem-Based Flood and Fire Risk Reduction
2096,DRR003,Critical Infrastructure Hardening,6,5.91289,Ecosystem-Based Flood and Fire Risk Reduction
2097,DRR006,Equitable Recovery and Housing Protection Program,1,6.73011,Equitable Recovery and Housing Protection Program
2097,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,2,6.38914,Equitable Recovery and Housing Protection Program
2097,DRR001,Floodplain Land-Use Restriction,3,6.38302,Equitable Recovery and Housing Protection Program
2097,DRR003,Critical Infrastructure Hardening,4,6.20197,Equitable Recovery and Housing Protection Program
2097,DRR002,Community Early Warning Network,5,6.03523,Equitable Recovery and Housing Protection Program
2097,DRR005,Integrated Preparedness and Response Training,6,5.96437,Equitable Recovery and Housing Protection Program
2098,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,1,6.90261,Ecosystem-Based Flood and Fire Risk Reduction
2098,DRR002,Community Early Warning Network,2,6.77632,Ecosystem-Based Flood and Fire Risk Reduction
2098,DRR006,Equitable Recovery and Housing Protection Program,3,6.65903,Ecosystem-Based Flood and Fire Risk Reduction
2098,DRR005,Integrated Preparedness and Response Training,4,6.62312,Ecosystem-Based Flood and Fire Risk Reduction
2098,DRR003,Critical Infrastructure Hardening,5,6.0495,Ecosystem-Based Flood and Fire Risk Reduction
2098,DRR001,Floodplain Land-Use Restriction,6,5.85054,Ecosystem-Based Flood and Fire Risk Reduction
2099,DRR006,Equitable Recovery and Housing Protection Program,1,6.97139,Equitable Recovery and Housing Protection Program
2099,DRR005,Integrated Preparedness and Response Training,2,6.6602,Equitable Recovery and Housing Protection Program
2099,DRR003,Critical Infrastructure Hardening,3,6.54298,Equitable Recovery and Housing Protection Program
2099,DRR002,Community Early Warning Network,4,6.38426,Equitable Recovery and Housing Protection Program
2099,DRR001,Floodplain Land-Use Restriction,5,6.33346,Equitable Recovery and Housing Protection Program
2099,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,6,6.06102,Equitable Recovery and Housing Protection Program
2100,DRR006,Equitable Recovery and Housing Protection Program,1,6.97505,Equitable Recovery and Housing Protection Program
2100,DRR005,Integrated Preparedness and Response Training,2,6.61949,Equitable Recovery and Housing Protection Program
2100,DRR001,Floodplain Land-Use Restriction,3,6.31388,Equitable Recovery and Housing Protection Program
2100,DRR002,Community Early Warning Network,4,6.23483,Equitable Recovery and Housing Protection Program
2100,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,5,6.19575,Equitable Recovery and Housing Protection Program
2100,DRR003,Critical Infrastructure Hardening,6,5.97919,Equitable Recovery and Housing Protection Program
2101,DRR006,Equitable Recovery and Housing Protection Program,1,6.99482,Equitable Recovery and Housing Protection Program
2101,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,2,6.91718,Equitable Recovery and Housing Protection Program
2101,DRR005,Integrated Preparedness and Response Training,3,6.58931,Equitable Recovery and Housing Protection Program
2101,DRR002,Community Early Warning Network,4,6.51613,Equitable Recovery and Housing Protection Program
2101,DRR001,Floodplain Land-Use Restriction,5,6.49594,Equitable Recovery and Housing Protection Program
2101,DRR003,Critical Infrastructure Hardening,6,6.117,Equitable Recovery and Housing Protection Program
2102,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,1,6.6982,Ecosystem-Based Flood and Fire Risk Reduction
2102,DRR006,Equitable Recovery and Housing Protection Program,2,6.61651,Ecosystem-Based Flood and Fire Risk Reduction
2102,DRR002,Community Early Warning Network,3,6.47639,Ecosystem-Based Flood and Fire Risk Reduction
2102,DRR005,Integrated Preparedness and Response Training,4,6.24012,Ecosystem-Based Flood and Fire Risk Reduction
2102,DRR001,Floodplain Land-Use Restriction,5,6.16229,Ecosystem-Based Flood and Fire Risk Reduction
2102,DRR003,Critical Infrastructure Hardening,6,5.94462,Ecosystem-Based Flood and Fire Risk Reduction
2103,DRR004,Ecosystem-Based Flood and Fire Risk Reduction,1,6.85896,Ecosystem-Based Flood and Fire Risk Reduction
2103,DRR006,Equitable Recovery and Housing Protection Program,2,6.5841,Ecosystem-Based Flood and Fire Risk Reduction
2103,DRR002,Community Early Warning Network,3,6.57384,Ecosystem-Based Flood and Fire Risk Reduction
