simulation_id,strategy_id,strategy,rank,infrastructure_resilience_value,winner
2521,IIR003,Digital Twin and Scenario Stress Testing,2,8.13724,Equity-Centered Climate Adaptation Portfolio
2521,IIR004,Predictive Maintenance and Asset Renewal,3,8.094,Equity-Centered Climate Adaptation Portfolio
2521,IIR002,Sensor Monitoring and Early Warning Network,4,7.97828,Equity-Centered Climate Adaptation Portfolio
2521,IIR001,Critical Function and Dependency Mapping,5,7.66898,Equity-Centered Climate Adaptation Portfolio
2521,IIR007,Interoperability and Vendor Portability Strategy,6,7.48628,Equity-Centered Climate Adaptation Portfolio
2521,IIR005,Cyber-Physical Security and Recovery Program,7,7.45711,Equity-Centered Climate Adaptation Portfolio
2522,IIR006,Equity-Centered Climate Adaptation Portfolio,1,8.45953,Equity-Centered Climate Adaptation Portfolio
2522,IIR004,Predictive Maintenance and Asset Renewal,2,8.11162,Equity-Centered Climate Adaptation Portfolio
2522,IIR005,Cyber-Physical Security and Recovery Program,3,7.98448,Equity-Centered Climate Adaptation Portfolio
2522,IIR002,Sensor Monitoring and Early Warning Network,4,7.91714,Equity-Centered Climate Adaptation Portfolio
2522,IIR007,Interoperability and Vendor Portability Strategy,5,7.89738,Equity-Centered Climate Adaptation Portfolio
2522,IIR001,Critical Function and Dependency Mapping,6,7.8418,Equity-Centered Climate Adaptation Portfolio
2522,IIR003,Digital Twin and Scenario Stress Testing,7,7.76323,Equity-Centered Climate Adaptation Portfolio
2523,IIR006,Equity-Centered Climate Adaptation Portfolio,1,8.12628,Equity-Centered Climate Adaptation Portfolio
2523,IIR003,Digital Twin and Scenario Stress Testing,2,7.99846,Equity-Centered Climate Adaptation Portfolio
2523,IIR007,Interoperability and Vendor Portability Strategy,3,7.92954,Equity-Centered Climate Adaptation Portfolio
2523,IIR002,Sensor Monitoring and Early Warning Network,4,7.78831,Equity-Centered Climate Adaptation Portfolio
2523,IIR004,Predictive Maintenance and Asset Renewal,5,7.7843,Equity-Centered Climate Adaptation Portfolio
2523,IIR001,Critical Function and Dependency Mapping,6,7.74959,Equity-Centered Climate Adaptation Portfolio
2523,IIR005,Cyber-Physical Security and Recovery Program,7,7.74628,Equity-Centered Climate Adaptation Portfolio
2524,IIR005,Cyber-Physical Security and Recovery Program,1,8.10518,Cyber-Physical Security and Recovery Program
2524,IIR006,Equity-Centered Climate Adaptation Portfolio,2,8.01471,Cyber-Physical Security and Recovery Program
2524,IIR007,Interoperability and Vendor Portability Strategy,3,7.9326,Cyber-Physical Security and Recovery Program
2524,IIR003,Digital Twin and Scenario Stress Testing,4,7.87249,Cyber-Physical Security and Recovery Program
2524,IIR004,Predictive Maintenance and Asset Renewal,5,7.84535,Cyber-Physical Security and Recovery Program
2524,IIR002,Sensor Monitoring and Early Warning Network,6,7.71452,Cyber-Physical Security and Recovery Program
2524,IIR001,Critical Function and Dependency Mapping,7,7.53143,Cyber-Physical Security and Recovery Program
2525,IIR006,Equity-Centered Climate Adaptation Portfolio,1,8.17601,Equity-Centered Climate Adaptation Portfolio
2525,IIR003,Digital Twin and Scenario Stress Testing,2,8.079,Equity-Centered Climate Adaptation Portfolio
2525,IIR004,Predictive Maintenance and Asset Renewal,3,7.93659,Equity-Centered Climate Adaptation Portfolio
2525,IIR005,Cyber-Physical Security and Recovery Program,4,7.93312,Equity-Centered Climate Adaptation Portfolio
2525,IIR002,Sensor Monitoring and Early Warning Network,5,7.86347,Equity-Centered Climate Adaptation Portfolio
2525,IIR007,Interoperability and Vendor Portability Strategy,6,7.73582,Equity-Centered Climate Adaptation Portfolio
2525,IIR001,Critical Function and Dependency Mapping,7,7.41434,Equity-Centered Climate Adaptation Portfolio
2526,IIR006,Equity-Centered Climate Adaptation Portfolio,1,8.12979,Equity-Centered Climate Adaptation Portfolio
2526,IIR003,Digital Twin and Scenario Stress Testing,2,7.9708,Equity-Centered Climate Adaptation Portfolio
2526,IIR007,Interoperability and Vendor Portability Strategy,3,7.9446,Equity-Centered Climate Adaptation Portfolio
2526,IIR004,Predictive Maintenance and Asset Renewal,4,7.90025,Equity-Centered Climate Adaptation Portfolio
2526,IIR005,Cyber-Physical Security and Recovery Program,5,7.8562,Equity-Centered Climate Adaptation Portfolio
2526,IIR001,Critical Function and Dependency Mapping,6,7.7325,Equity-Centered Climate Adaptation Portfolio
2526,IIR002,Sensor Monitoring and Early Warning Network,7,7.63124,Equity-Centered Climate Adaptation Portfolio
2527,IIR006,Equity-Centered Climate Adaptation Portfolio,1,8.20541,Equity-Centered Climate Adaptation Portfolio
2527,IIR004,Predictive Maintenance and Asset Renewal,2,7.91743,Equity-Centered Climate Adaptation Portfolio
2527,IIR005,Cyber-Physical Security and Recovery Program,3,7.90139,Equity-Centered Climate Adaptation Portfolio
2527,IIR003,Digital Twin and Scenario Stress Testing,4,7.83674,Equity-Centered Climate Adaptation Portfolio
2527,IIR001,Critical Function and Dependency Mapping,5,7.75713,Equity-Centered Climate Adaptation Portfolio
2527,IIR007,Interoperability and Vendor Portability Strategy,6,7.61979,Equity-Centered Climate Adaptation Portfolio
2527,IIR002,Sensor Monitoring and Early Warning Network,7,7.5785,Equity-Centered Climate Adaptation Portfolio
2528,IIR006,Equity-Centered Climate Adaptation Portfolio,1,8.16347,Equity-Centered Climate Adaptation Portfolio
2528,IIR004,Predictive Maintenance and Asset Renewal,2,8.08127,Equity-Centered Climate Adaptation Portfolio
2528,IIR007,Interoperability and Vendor Portability Strategy,3,7.92342,Equity-Centered Climate Adaptation Portfolio
2528,IIR003,Digital Twin and Scenario Stress Testing,4,7.77636,Equity-Centered Climate Adaptation Portfolio
2528,IIR002,Sensor Monitoring and Early Warning Network,5,7.77295,Equity-Centered Climate Adaptation Portfolio
2528,IIR005,Cyber-Physical Security and Recovery Program,6,7.76548,Equity-Centered Climate Adaptation Portfolio
2528,IIR001,Critical Function and Dependency Mapping,7,7.64175,Equity-Centered Climate Adaptation Portfolio
2529,IIR006,Equity-Centered Climate Adaptation Portfolio,1,8.3739,Equity-Centered Climate Adaptation Portfolio
2529,IIR003,Digital Twin and Scenario Stress Testing,2,8.27731,Equity-Centered Climate Adaptation Portfolio
2529,IIR001,Critical Function and Dependency Mapping,3,8.06891,Equity-Centered Climate Adaptation Portfolio
2529,IIR005,Cyber-Physical Security and Recovery Program,4,8.05405,Equity-Centered Climate Adaptation Portfolio
2529,IIR004,Predictive Maintenance and Asset Renewal,5,7.97673,Equity-Centered Climate Adaptation Portfolio
2529,IIR007,Interoperability and Vendor Portability Strategy,6,7.93125,Equity-Centered Climate Adaptation Portfolio
2529,IIR002,Sensor Monitoring and Early Warning Network,7,7.6654,Equity-Centered Climate Adaptation Portfolio
2530,IIR003,Digital Twin and Scenario Stress Testing,1,8.34166,Digital Twin and Scenario Stress Testing
2530,IIR006,Equity-Centered Climate Adaptation Portfolio,2,8.06955,Digital Twin and Scenario Stress Testing
2530,IIR005,Cyber-Physical Security and Recovery Program,3,8.06293,Digital Twin and Scenario Stress Testing
2530,IIR004,Predictive Maintenance and Asset Renewal,4,7.88467,Digital Twin and Scenario Stress Testing
2530,IIR007,Interoperability and Vendor Portability Strategy,5,7.84348,Digital Twin and Scenario Stress Testing
2530,IIR002,Sensor Monitoring and Early Warning Network,6,7.77621,Digital Twin and Scenario Stress Testing
2530,IIR001,Critical Function and Dependency Mapping,7,7.31584,Digital Twin and Scenario Stress Testing
2531,IIR006,Equity-Centered Climate Adaptation Portfolio,1,8.49737,Equity-Centered Climate Adaptation Portfolio
2531,IIR004,Predictive Maintenance and Asset Renewal,2,8.32468,Equity-Centered Climate Adaptation Portfolio
2531,IIR003,Digital Twin and Scenario Stress Testing,3,8.08758,Equity-Centered Climate Adaptation Portfolio
2531,IIR005,Cyber-Physical Security and Recovery Program,4,8.04299,Equity-Centered Climate Adaptation Portfolio
2531,IIR001,Critical Function and Dependency Mapping,5,7.66709,Equity-Centered Climate Adaptation Portfolio
2531,IIR002,Sensor Monitoring and Early Warning Network,6,7.64783,Equity-Centered Climate Adaptation Portfolio
2531,IIR007,Interoperability and Vendor Portability Strategy,7,7.46791,Equity-Centered Climate Adaptation Portfolio
2532,IIR006,Equity-Centered Climate Adaptation Portfolio,1,8.39642,Equity-Centered Climate Adaptation Portfolio
2532,IIR004,Predictive Maintenance and Asset Renewal,2,8.24533,Equity-Centered Climate Adaptation Portfolio
2532,IIR003,Digital Twin and Scenario Stress Testing,3,8.19298,Equity-Centered Climate Adaptation Portfolio
2532,IIR005,Cyber-Physical Security and Recovery Program,4,8.17338,Equity-Centered Climate Adaptation Portfolio
2532,IIR001,Critical Function and Dependency Mapping,5,8.1614,Equity-Centered Climate Adaptation Portfolio
2532,IIR007,Interoperability and Vendor Portability Strategy,6,7.82915,Equity-Centered Climate Adaptation Portfolio
2532,IIR002,Sensor Monitoring and Early Warning Network,7,7.46189,Equity-Centered Climate Adaptation Portfolio
2533,IIR006,Equity-Centered Climate Adaptation Portfolio,1,8.41208,Equity-Centered Climate Adaptation Portfolio
2533,IIR007,Interoperability and Vendor Portability Strategy,2,8.36569,Equity-Centered Climate Adaptation Portfolio
2533,IIR004,Predictive Maintenance and Asset Renewal,3,8.20521,Equity-Centered Climate Adaptation Portfolio
2533,IIR003,Digital Twin and Scenario Stress Testing,4,7.98628,Equity-Centered Climate Adaptation Portfolio
2533,IIR001,Critical Function and Dependency Mapping,5,7.93298,Equity-Centered Climate Adaptation Portfolio
2533,IIR005,Cyber-Physical Security and Recovery Program,6,7.62968,Equity-Centered Climate Adaptation Portfolio
2533,IIR002,Sensor Monitoring and Early Warning Network,7,7.61796,Equity-Centered Climate Adaptation Portfolio
2534,IIR003,Digital Twin and Scenario Stress Testing,1,8.38163,Digital Twin and Scenario Stress Testing
2534,IIR005,Cyber-Physical Security and Recovery Program,2,8.16134,Digital Twin and Scenario Stress Testing
2534,IIR001,Critical Function and Dependency Mapping,3,8.12846,Digital Twin and Scenario Stress Testing
2534,IIR006,Equity-Centered Climate Adaptation Portfolio,4,8.02496,Digital Twin and Scenario Stress Testing
2534,IIR007,Interoperability and Vendor Portability Strategy,5,7.89739,Digital Twin and Scenario Stress Testing
2534,IIR004,Predictive Maintenance and Asset Renewal,6,7.73998,Digital Twin and Scenario Stress Testing
2534,IIR002,Sensor Monitoring and Early Warning Network,7,7.64873,Digital Twin and Scenario Stress Testing
2535,IIR003,Digital Twin and Scenario Stress Testing,1,8.35996,Digital Twin and Scenario Stress Testing
2535,IIR004,Predictive Maintenance and Asset Renewal,2,8.15344,Digital Twin and Scenario Stress Testing
2535,IIR006,Equity-Centered Climate Adaptation Portfolio,3,8.12553,Digital Twin and Scenario Stress Testing
2535,IIR007,Interoperability and Vendor Portability Strategy,4,7.99237,Digital Twin and Scenario Stress Testing
2535,IIR001,Critical Function and Dependency Mapping,5,7.8596,Digital Twin and Scenario Stress Testing
2535,IIR005,Cyber-Physical Security and Recovery Program,6,7.83879,Digital Twin and Scenario Stress Testing
2535,IIR002,Sensor Monitoring and Early Warning Network,7,7.63942,Digital Twin and Scenario Stress Testing
2536,IIR006,Equity-Centered Climate Adaptation Portfolio,1,8.24498,Equity-Centered Climate Adaptation Portfolio
2536,IIR004,Predictive Maintenance and Asset Renewal,2,8.13062,Equity-Centered Climate Adaptation Portfolio
2536,IIR001,Critical Function and Dependency Mapping,3,8.06688,Equity-Centered Climate Adaptation Portfolio
2536,IIR002,Sensor Monitoring and Early Warning Network,4,8.03846,Equity-Centered Climate Adaptation Portfolio
2536,IIR003,Digital Twin and Scenario Stress Testing,5,8.03528,Equity-Centered Climate Adaptation Portfolio
2536,IIR005,Cyber-Physical Security and Recovery Program,6,7.74524,Equity-Centered Climate Adaptation Portfolio
2536,IIR007,Interoperability and Vendor Portability Strategy,7,7.71154,Equity-Centered Climate Adaptation Portfolio
2537,IIR004,Predictive Maintenance and Asset Renewal,1,8.26099,Predictive Maintenance and Asset Renewal
2537,IIR002,Sensor Monitoring and Early Warning Network,2,8.08828,Predictive Maintenance and Asset Renewal
2537,IIR001,Critical Function and Dependency Mapping,3,7.98887,Predictive Maintenance and Asset Renewal
2537,IIR005,Cyber-Physical Security and Recovery Program,4,7.97397,Predictive Maintenance and Asset Renewal
2537,IIR006,Equity-Centered Climate Adaptation Portfolio,5,7.96905,Predictive Maintenance and Asset Renewal
2537,IIR007,Interoperability and Vendor Portability Strategy,6,7.8951,Predictive Maintenance and Asset Renewal
2537,IIR003,Digital Twin and Scenario Stress Testing,7,7.79916,Predictive Maintenance and Asset Renewal
2538,IIR006,Equity-Centered Climate Adaptation Portfolio,1,8.52461,Equity-Centered Climate Adaptation Portfolio
2538,IIR003,Digital Twin and Scenario Stress Testing,2,7.86796,Equity-Centered Climate Adaptation Portfolio
2538,IIR005,Cyber-Physical Security and Recovery Program,3,7.85537,Equity-Centered Climate Adaptation Portfolio
2538,IIR002,Sensor Monitoring and Early Warning Network,4,7.78327,Equity-Centered Climate Adaptation Portfolio
2538,IIR007,Interoperability and Vendor Portability Strategy,5,7.73726,Equity-Centered Climate Adaptation Portfolio
2538,IIR004,Predictive Maintenance and Asset Renewal,6,7.65373,Equity-Centered Climate Adaptation Portfolio
2538,IIR001,Critical Function and Dependency Mapping,7,7.54917,Equity-Centered Climate Adaptation Portfolio
2539,IIR001,Critical Function and Dependency Mapping,1,8.15901,Critical Function and Dependency Mapping
2539,IIR006,Equity-Centered Climate Adaptation Portfolio,2,8.15067,Critical Function and Dependency Mapping
2539,IIR004,Predictive Maintenance and Asset Renewal,3,8.04584,Critical Function and Dependency Mapping
2539,IIR003,Digital Twin and Scenario Stress Testing,4,7.99105,Critical Function and Dependency Mapping
2539,IIR005,Cyber-Physical Security and Recovery Program,5,7.97455,Critical Function and Dependency Mapping
2539,IIR007,Interoperability and Vendor Portability Strategy,6,7.81556,Critical Function and Dependency Mapping
2539,IIR002,Sensor Monitoring and Early Warning Network,7,7.72878,Critical Function and Dependency Mapping
2540,IIR006,Equity-Centered Climate Adaptation Portfolio,1,8.34618,Equity-Centered Climate Adaptation Portfolio
2540,IIR003,Digital Twin and Scenario Stress Testing,2,8.14054,Equity-Centered Climate Adaptation Portfolio
2540,IIR001,Critical Function and Dependency Mapping,3,8.08068,Equity-Centered Climate Adaptation Portfolio
2540,IIR005,Cyber-Physical Security and Recovery Program,4,7.90929,Equity-Centered Climate Adaptation Portfolio
2540,IIR004,Predictive Maintenance and Asset Renewal,5,7.83043,Equity-Centered Climate Adaptation Portfolio
2540,IIR002,Sensor Monitoring and Early Warning Network,6,7.77626,Equity-Centered Climate Adaptation Portfolio
2540,IIR007,Interoperability and Vendor Portability Strategy,7,7.6487,Equity-Centered Climate Adaptation Portfolio
2541,IIR003,Digital Twin and Scenario Stress Testing,1,8.33031,Digital Twin and Scenario Stress Testing
2541,IIR006,Equity-Centered Climate Adaptation Portfolio,2,8.09625,Digital Twin and Scenario Stress Testing
2541,IIR002,Sensor Monitoring and Early Warning Network,3,7.8849,Digital Twin and Scenario Stress Testing
2541,IIR001,Critical Function and Dependency Mapping,4,7.77386,Digital Twin and Scenario Stress Testing
2541,IIR004,Predictive Maintenance and Asset Renewal,5,7.73552,Digital Twin and Scenario Stress Testing
2541,IIR005,Cyber-Physical Security and Recovery Program,6,7.50194,Digital Twin and Scenario Stress Testing
2541,IIR007,Interoperability and Vendor Portability Strategy,7,7.46982,Digital Twin and Scenario Stress Testing
2542,IIR004,Predictive Maintenance and Asset Renewal,1,8.37176,Predictive Maintenance and Asset Renewal
2542,IIR006,Equity-Centered Climate Adaptation Portfolio,2,8.1651,Predictive Maintenance and Asset Renewal
2542,IIR003,Digital Twin and Scenario Stress Testing,3,8.10107,Predictive Maintenance and Asset Renewal
2542,IIR001,Critical Function and Dependency Mapping,4,7.94999,Predictive Maintenance and Asset Renewal
2542,IIR005,Cyber-Physical Security and Recovery Program,5,7.93897,Predictive Maintenance and Asset Renewal
2542,IIR007,Interoperability and Vendor Portability Strategy,6,7.64914,Predictive Maintenance and Asset Renewal
2542,IIR002,Sensor Monitoring and Early Warning Network,7,7.60887,Predictive Maintenance and Asset Renewal
2543,IIR006,Equity-Centered Climate Adaptation Portfolio,1,8.11997,Equity-Centered Climate Adaptation Portfolio
2543,IIR002,Sensor Monitoring and Early Warning Network,2,8.0856,Equity-Centered Climate Adaptation Portfolio
2543,IIR005,Cyber-Physical Security and Recovery Program,3,8.03923,Equity-Centered Climate Adaptation Portfolio
2543,IIR007,Interoperability and Vendor Portability Strategy,4,8.01242,Equity-Centered Climate Adaptation Portfolio
2543,IIR003,Digital Twin and Scenario Stress Testing,5,8.00081,Equity-Centered Climate Adaptation Portfolio
2543,IIR001,Critical Function and Dependency Mapping,6,7.92838,Equity-Centered Climate Adaptation Portfolio
2543,IIR004,Predictive Maintenance and Asset Renewal,7,7.71574,Equity-Centered Climate Adaptation Portfolio
2544,IIR002,Sensor Monitoring and Early Warning Network,1,8.16372,Sensor Monitoring and Early Warning Network
2544,IIR001,Critical Function and Dependency Mapping,2,8.01089,Sensor Monitoring and Early Warning Network
2544,IIR006,Equity-Centered Climate Adaptation Portfolio,3,7.98215,Sensor Monitoring and Early Warning Network
2544,IIR005,Cyber-Physical Security and Recovery Program,4,7.94933,Sensor Monitoring and Early Warning Network
2544,IIR004,Predictive Maintenance and Asset Renewal,5,7.81888,Sensor Monitoring and Early Warning Network
2544,IIR003,Digital Twin and Scenario Stress Testing,6,7.75311,Sensor Monitoring and Early Warning Network
2544,IIR007,Interoperability and Vendor Portability Strategy,7,7.60727,Sensor Monitoring and Early Warning Network
2545,IIR004,Predictive Maintenance and Asset Renewal,1,8.3295,Predictive Maintenance and Asset Renewal
2545,IIR006,Equity-Centered Climate Adaptation Portfolio,2,8.27067,Predictive Maintenance and Asset Renewal
2545,IIR007,Interoperability and Vendor Portability Strategy,3,8.0143,Predictive Maintenance and Asset Renewal
2545,IIR005,Cyber-Physical Security and Recovery Program,4,7.87513,Predictive Maintenance and Asset Renewal
2545,IIR003,Digital Twin and Scenario Stress Testing,5,7.74826,Predictive Maintenance and Asset Renewal
2545,IIR001,Critical Function and Dependency Mapping,6,7.61461,Predictive Maintenance and Asset Renewal
2545,IIR002,Sensor Monitoring and Early Warning Network,7,7.53484,Predictive Maintenance and Asset Renewal
2546,IIR006,Equity-Centered Climate Adaptation Portfolio,1,8.30484,Equity-Centered Climate Adaptation Portfolio
2546,IIR003,Digital Twin and Scenario Stress Testing,2,8.13892,Equity-Centered Climate Adaptation Portfolio
2546,IIR004,Predictive Maintenance and Asset Renewal,3,8.11171,Equity-Centered Climate Adaptation Portfolio
2546,IIR005,Cyber-Physical Security and Recovery Program,4,8.00251,Equity-Centered Climate Adaptation Portfolio
2546,IIR002,Sensor Monitoring and Early Warning Network,5,7.81801,Equity-Centered Climate Adaptation Portfolio
2546,IIR007,Interoperability and Vendor Portability Strategy,6,7.78356,Equity-Centered Climate Adaptation Portfolio
2546,IIR001,Critical Function and Dependency Mapping,7,7.574,Equity-Centered Climate Adaptation Portfolio
2547,IIR006,Equity-Centered Climate Adaptation Portfolio,1,8.39827,Equity-Centered Climate Adaptation Portfolio
2547,IIR002,Sensor Monitoring and Early Warning Network,2,8.03687,Equity-Centered Climate Adaptation Portfolio
2547,IIR001,Critical Function and Dependency Mapping,3,7.99106,Equity-Centered Climate Adaptation Portfolio
2547,IIR004,Predictive Maintenance and Asset Renewal,4,7.91658,Equity-Centered Climate Adaptation Portfolio
2547,IIR003,Digital Twin and Scenario Stress Testing,5,7.81545,Equity-Centered Climate Adaptation Portfolio
2547,IIR005,Cyber-Physical Security and Recovery Program,6,7.74419,Equity-Centered Climate Adaptation Portfolio
2547,IIR007,Interoperability and Vendor Portability Strategy,7,7.52936,Equity-Centered Climate Adaptation Portfolio
2548,IIR006,Equity-Centered Climate Adaptation Portfolio,1,8.32637,Equity-Centered Climate Adaptation Portfolio
2548,IIR004,Predictive Maintenance and Asset Renewal,2,8.00221,Equity-Centered Climate Adaptation Portfolio
2548,IIR003,Digital Twin and Scenario Stress Testing,3,7.95957,Equity-Centered Climate Adaptation Portfolio
2548,IIR005,Cyber-Physical Security and Recovery Program,4,7.78641,Equity-Centered Climate Adaptation Portfolio
2548,IIR007,Interoperability and Vendor Portability Strategy,5,7.74935,Equity-Centered Climate Adaptation Portfolio
2548,IIR002,Sensor Monitoring and Early Warning Network,6,7.70395,Equity-Centered Climate Adaptation Portfolio
2548,IIR001,Critical Function and Dependency Mapping,7,7.63497,Equity-Centered Climate Adaptation Portfolio
2549,IIR004,Predictive Maintenance and Asset Renewal,1,8.43803,Predictive Maintenance and Asset Renewal
2549,IIR006,Equity-Centered Climate Adaptation Portfolio,2,8.17815,Predictive Maintenance and Asset Renewal
2549,IIR005,Cyber-Physical Security and Recovery Program,3,8.05703,Predictive Maintenance and Asset Renewal
2549,IIR002,Sensor Monitoring and Early Warning Network,4,7.86899,Predictive Maintenance and Asset Renewal
2549,IIR003,Digital Twin and Scenario Stress Testing,5,7.77942,Predictive Maintenance and Asset Renewal
2549,IIR001,Critical Function and Dependency Mapping,6,7.72436,Predictive Maintenance and Asset Renewal
2549,IIR007,Interoperability and Vendor Portability Strategy,7,7.62144,Predictive Maintenance and Asset Renewal
2550,IIR005,Cyber-Physical Security and Recovery Program,1,8.12033,Cyber-Physical Security and Recovery Program
2550,IIR003,Digital Twin and Scenario Stress Testing,2,8.09578,Cyber-Physical Security and Recovery Program
2550,IIR004,Predictive Maintenance and Asset Renewal,3,7.98674,Cyber-Physical Security and Recovery Program
2550,IIR006,Equity-Centered Climate Adaptation Portfolio,4,7.86022,Cyber-Physical Security and Recovery Program
2550,IIR001,Critical Function and Dependency Mapping,5,7.78067,Cyber-Physical Security and Recovery Program
2550,IIR007,Interoperability and Vendor Portability Strategy,6,7.77972,Cyber-Physical Security and Recovery Program
2550,IIR002,Sensor Monitoring and Early Warning Network,7,7.70999,Cyber-Physical Security and Recovery Program
2551,IIR001,Critical Function and Dependency Mapping,1,8.21606,Critical Function and Dependency Mapping
2551,IIR007,Interoperability and Vendor Portability Strategy,2,8.08611,Critical Function and Dependency Mapping
2551,IIR006,Equity-Centered Climate Adaptation Portfolio,3,8.00041,Critical Function and Dependency Mapping
2551,IIR003,Digital Twin and Scenario Stress Testing,4,7.94008,Critical Function and Dependency Mapping
2551,IIR004,Predictive Maintenance and Asset Renewal,5,7.7162,Critical Function and Dependency Mapping
2551,IIR005,Cyber-Physical Security and Recovery Program,6,7.68678,Critical Function and Dependency Mapping
2551,IIR002,Sensor Monitoring and Early Warning Network,7,7.62007,Critical Function and Dependency Mapping
2552,IIR006,Equity-Centered Climate Adaptation Portfolio,1,8.15857,Equity-Centered Climate Adaptation Portfolio
2552,IIR005,Cyber-Physical Security and Recovery Program,2,8.09392,Equity-Centered Climate Adaptation Portfolio
2552,IIR004,Predictive Maintenance and Asset Renewal,3,8.055,Equity-Centered Climate Adaptation Portfolio
2552,IIR003,Digital Twin and Scenario Stress Testing,4,7.94205,Equity-Centered Climate Adaptation Portfolio
2552,IIR007,Interoperability and Vendor Portability Strategy,5,7.85921,Equity-Centered Climate Adaptation Portfolio
2552,IIR002,Sensor Monitoring and Early Warning Network,6,7.71004,Equity-Centered Climate Adaptation Portfolio
2552,IIR001,Critical Function and Dependency Mapping,7,7.70346,Equity-Centered Climate Adaptation Portfolio
2553,IIR004,Predictive Maintenance and Asset Renewal,1,8.18685,Predictive Maintenance and Asset Renewal
2553,IIR006,Equity-Centered Climate Adaptation Portfolio,2,8.15423,Predictive Maintenance and Asset Renewal
2553,IIR003,Digital Twin and Scenario Stress Testing,3,8.15269,Predictive Maintenance and Asset Renewal
2553,IIR001,Critical Function and Dependency Mapping,4,8.00933,Predictive Maintenance and Asset Renewal
2553,IIR002,Sensor Monitoring and Early Warning Network,5,7.9307,Predictive Maintenance and Asset Renewal
2553,IIR005,Cyber-Physical Security and Recovery Program,6,7.76279,Predictive Maintenance and Asset Renewal
2553,IIR007,Interoperability and Vendor Portability Strategy,7,7.75397,Predictive Maintenance and Asset Renewal
2554,IIR004,Predictive Maintenance and Asset Renewal,1,8.22706,Predictive Maintenance and Asset Renewal
2554,IIR006,Equity-Centered Climate Adaptation Portfolio,2,8.21741,Predictive Maintenance and Asset Renewal
2554,IIR001,Critical Function and Dependency Mapping,3,8.0736,Predictive Maintenance and Asset Renewal
2554,IIR005,Cyber-Physical Security and Recovery Program,4,7.83537,Predictive Maintenance and Asset Renewal
2554,IIR003,Digital Twin and Scenario Stress Testing,5,7.77509,Predictive Maintenance and Asset Renewal
2554,IIR002,Sensor Monitoring and Early Warning Network,6,7.71023,Predictive Maintenance and Asset Renewal
2554,IIR007,Interoperability and Vendor Portability Strategy,7,7.57923,Predictive Maintenance and Asset Renewal
2555,IIR006,Equity-Centered Climate Adaptation Portfolio,1,8.28271,Equity-Centered Climate Adaptation Portfolio
2555,IIR004,Predictive Maintenance and Asset Renewal,2,8.11748,Equity-Centered Climate Adaptation Portfolio
2555,IIR007,Interoperability and Vendor Portability Strategy,3,8.1152,Equity-Centered Climate Adaptation Portfolio
2555,IIR005,Cyber-Physical Security and Recovery Program,4,8.06732,Equity-Centered Climate Adaptation Portfolio
2555,IIR003,Digital Twin and Scenario Stress Testing,5,7.96954,Equity-Centered Climate Adaptation Portfolio
2555,IIR002,Sensor Monitoring and Early Warning Network,6,7.78502,Equity-Centered Climate Adaptation Portfolio
2555,IIR001,Critical Function and Dependency Mapping,7,7.77484,Equity-Centered Climate Adaptation Portfolio
2556,IIR004,Predictive Maintenance and Asset Renewal,1,7.99105,Predictive Maintenance and Asset Renewal
2556,IIR003,Digital Twin and Scenario Stress Testing,2,7.90985,Predictive Maintenance and Asset Renewal
2556,IIR005,Cyber-Physical Security and Recovery Program,3,7.8966,Predictive Maintenance and Asset Renewal
2556,IIR002,Sensor Monitoring and Early Warning Network,4,7.84193,Predictive Maintenance and Asset Renewal
2556,IIR006,Equity-Centered Climate Adaptation Portfolio,5,7.76902,Predictive Maintenance and Asset Renewal
2556,IIR007,Interoperability and Vendor Portability Strategy,6,7.58653,Predictive Maintenance and Asset Renewal
2556,IIR001,Critical Function and Dependency Mapping,7,7.30104,Predictive Maintenance and Asset Renewal
2557,IIR003,Digital Twin and Scenario Stress Testing,1,8.13702,Digital Twin and Scenario Stress Testing
2557,IIR006,Equity-Centered Climate Adaptation Portfolio,2,8.11196,Digital Twin and Scenario Stress Testing
2557,IIR004,Predictive Maintenance and Asset Renewal,3,8.111,Digital Twin and Scenario Stress Testing
2557,IIR002,Sensor Monitoring and Early Warning Network,4,8.02448,Digital Twin and Scenario Stress Testing
2557,IIR005,Cyber-Physical Security and Recovery Program,5,7.8157,Digital Twin and Scenario Stress Testing
2557,IIR001,Critical Function and Dependency Mapping,6,7.80865,Digital Twin and Scenario Stress Testing
2557,IIR007,Interoperability and Vendor Portability Strategy,7,7.7164,Digital Twin and Scenario Stress Testing
2558,IIR006,Equity-Centered Climate Adaptation Portfolio,1,8.11424,Equity-Centered Climate Adaptation Portfolio
2558,IIR003,Digital Twin and Scenario Stress Testing,2,8.03769,Equity-Centered Climate Adaptation Portfolio
2558,IIR004,Predictive Maintenance and Asset Renewal,3,8.027,Equity-Centered Climate Adaptation Portfolio
2558,IIR001,Critical Function and Dependency Mapping,4,7.85686,Equity-Centered Climate Adaptation Portfolio
2558,IIR007,Interoperability and Vendor Portability Strategy,5,7.73026,Equity-Centered Climate Adaptation Portfolio
2558,IIR002,Sensor Monitoring and Early Warning Network,6,7.70913,Equity-Centered Climate Adaptation Portfolio
2558,IIR005,Cyber-Physical Security and Recovery Program,7,7.54416,Equity-Centered Climate Adaptation Portfolio
2559,IIR006,Equity-Centered Climate Adaptation Portfolio,1,8.18238,Equity-Centered Climate Adaptation Portfolio
