simulation_id,framework_id,framework,rank,metric_value,winner
2401,RM002,Performance and Recovery Monitoring,4,6.55236,Hybrid Structural and Dynamic Assessment
2401,RM001,Indicator Dashboard,5,4.98018,Hybrid Structural and Dynamic Assessment
2402,RM005,Hybrid Structural and Dynamic Assessment,1,6.75535,Hybrid Structural and Dynamic Assessment
2402,RM004,Participatory Resilience Assessment,2,6.30146,Hybrid Structural and Dynamic Assessment
2402,RM001,Indicator Dashboard,3,5.90712,Hybrid Structural and Dynamic Assessment
2402,RM002,Performance and Recovery Monitoring,4,5.83709,Hybrid Structural and Dynamic Assessment
2402,RM003,Scenario Stress-Test Framework,5,5.79165,Hybrid Structural and Dynamic Assessment
2403,RM005,Hybrid Structural and Dynamic Assessment,1,6.92144,Hybrid Structural and Dynamic Assessment
2403,RM004,Participatory Resilience Assessment,2,6.36708,Hybrid Structural and Dynamic Assessment
2403,RM002,Performance and Recovery Monitoring,3,5.9462,Hybrid Structural and Dynamic Assessment
2403,RM003,Scenario Stress-Test Framework,4,5.4332,Hybrid Structural and Dynamic Assessment
2403,RM001,Indicator Dashboard,5,5.32078,Hybrid Structural and Dynamic Assessment
2404,RM005,Hybrid Structural and Dynamic Assessment,1,7.0586,Hybrid Structural and Dynamic Assessment
2404,RM004,Participatory Resilience Assessment,2,6.03571,Hybrid Structural and Dynamic Assessment
2404,RM003,Scenario Stress-Test Framework,3,5.81687,Hybrid Structural and Dynamic Assessment
2404,RM002,Performance and Recovery Monitoring,4,5.76359,Hybrid Structural and Dynamic Assessment
2404,RM001,Indicator Dashboard,5,5.36694,Hybrid Structural and Dynamic Assessment
2405,RM005,Hybrid Structural and Dynamic Assessment,1,6.73364,Hybrid Structural and Dynamic Assessment
2405,RM004,Participatory Resilience Assessment,2,6.15165,Hybrid Structural and Dynamic Assessment
2405,RM003,Scenario Stress-Test Framework,3,5.81179,Hybrid Structural and Dynamic Assessment
2405,RM001,Indicator Dashboard,4,5.46127,Hybrid Structural and Dynamic Assessment
2405,RM002,Performance and Recovery Monitoring,5,5.14311,Hybrid Structural and Dynamic Assessment
2406,RM005,Hybrid Structural and Dynamic Assessment,1,6.77421,Hybrid Structural and Dynamic Assessment
2406,RM001,Indicator Dashboard,2,6.11115,Hybrid Structural and Dynamic Assessment
2406,RM002,Performance and Recovery Monitoring,3,5.97106,Hybrid Structural and Dynamic Assessment
2406,RM004,Participatory Resilience Assessment,4,5.956,Hybrid Structural and Dynamic Assessment
2406,RM003,Scenario Stress-Test Framework,5,5.85964,Hybrid Structural and Dynamic Assessment
2407,RM005,Hybrid Structural and Dynamic Assessment,1,6.37701,Hybrid Structural and Dynamic Assessment
2407,RM004,Participatory Resilience Assessment,2,6.13577,Hybrid Structural and Dynamic Assessment
2407,RM002,Performance and Recovery Monitoring,3,6.08313,Hybrid Structural and Dynamic Assessment
2407,RM003,Scenario Stress-Test Framework,4,6.05111,Hybrid Structural and Dynamic Assessment
2407,RM001,Indicator Dashboard,5,5.19502,Hybrid Structural and Dynamic Assessment
2408,RM005,Hybrid Structural and Dynamic Assessment,1,6.71494,Hybrid Structural and Dynamic Assessment
2408,RM004,Participatory Resilience Assessment,2,6.1207,Hybrid Structural and Dynamic Assessment
2408,RM003,Scenario Stress-Test Framework,3,6.08665,Hybrid Structural and Dynamic Assessment
2408,RM002,Performance and Recovery Monitoring,4,5.81091,Hybrid Structural and Dynamic Assessment
2408,RM001,Indicator Dashboard,5,5.62948,Hybrid Structural and Dynamic Assessment
2409,RM005,Hybrid Structural and Dynamic Assessment,1,7.12093,Hybrid Structural and Dynamic Assessment
2409,RM003,Scenario Stress-Test Framework,2,6.02509,Hybrid Structural and Dynamic Assessment
2409,RM004,Participatory Resilience Assessment,3,5.99926,Hybrid Structural and Dynamic Assessment
2409,RM002,Performance and Recovery Monitoring,4,5.57508,Hybrid Structural and Dynamic Assessment
2409,RM001,Indicator Dashboard,5,5.47656,Hybrid Structural and Dynamic Assessment
2410,RM005,Hybrid Structural and Dynamic Assessment,1,6.60922,Hybrid Structural and Dynamic Assessment
2410,RM004,Participatory Resilience Assessment,2,6.3323,Hybrid Structural and Dynamic Assessment
2410,RM003,Scenario Stress-Test Framework,3,6.19947,Hybrid Structural and Dynamic Assessment
2410,RM002,Performance and Recovery Monitoring,4,5.72568,Hybrid Structural and Dynamic Assessment
2410,RM001,Indicator Dashboard,5,5.72508,Hybrid Structural and Dynamic Assessment
2411,RM005,Hybrid Structural and Dynamic Assessment,1,6.55866,Hybrid Structural and Dynamic Assessment
2411,RM003,Scenario Stress-Test Framework,2,6.00834,Hybrid Structural and Dynamic Assessment
2411,RM004,Participatory Resilience Assessment,3,5.9463,Hybrid Structural and Dynamic Assessment
2411,RM002,Performance and Recovery Monitoring,4,5.78483,Hybrid Structural and Dynamic Assessment
2411,RM001,Indicator Dashboard,5,5.53304,Hybrid Structural and Dynamic Assessment
2412,RM005,Hybrid Structural and Dynamic Assessment,1,6.71151,Hybrid Structural and Dynamic Assessment
2412,RM003,Scenario Stress-Test Framework,2,6.19432,Hybrid Structural and Dynamic Assessment
2412,RM002,Performance and Recovery Monitoring,3,6.01848,Hybrid Structural and Dynamic Assessment
2412,RM004,Participatory Resilience Assessment,4,5.85728,Hybrid Structural and Dynamic Assessment
2412,RM001,Indicator Dashboard,5,4.90508,Hybrid Structural and Dynamic Assessment
2413,RM005,Hybrid Structural and Dynamic Assessment,1,6.55042,Hybrid Structural and Dynamic Assessment
2413,RM003,Scenario Stress-Test Framework,2,6.1112,Hybrid Structural and Dynamic Assessment
2413,RM004,Participatory Resilience Assessment,3,6.05251,Hybrid Structural and Dynamic Assessment
2413,RM001,Indicator Dashboard,4,5.74935,Hybrid Structural and Dynamic Assessment
2413,RM002,Performance and Recovery Monitoring,5,5.68378,Hybrid Structural and Dynamic Assessment
2414,RM005,Hybrid Structural and Dynamic Assessment,1,7.24188,Hybrid Structural and Dynamic Assessment
2414,RM004,Participatory Resilience Assessment,2,6.47366,Hybrid Structural and Dynamic Assessment
2414,RM002,Performance and Recovery Monitoring,3,5.9531,Hybrid Structural and Dynamic Assessment
2414,RM003,Scenario Stress-Test Framework,4,5.77107,Hybrid Structural and Dynamic Assessment
2414,RM001,Indicator Dashboard,5,5.68566,Hybrid Structural and Dynamic Assessment
2415,RM005,Hybrid Structural and Dynamic Assessment,1,6.81701,Hybrid Structural and Dynamic Assessment
2415,RM004,Participatory Resilience Assessment,2,6.13248,Hybrid Structural and Dynamic Assessment
2415,RM003,Scenario Stress-Test Framework,3,6.01959,Hybrid Structural and Dynamic Assessment
2415,RM002,Performance and Recovery Monitoring,4,5.44736,Hybrid Structural and Dynamic Assessment
2415,RM001,Indicator Dashboard,5,5.21885,Hybrid Structural and Dynamic Assessment
2416,RM005,Hybrid Structural and Dynamic Assessment,1,6.98381,Hybrid Structural and Dynamic Assessment
2416,RM002,Performance and Recovery Monitoring,2,5.97374,Hybrid Structural and Dynamic Assessment
2416,RM003,Scenario Stress-Test Framework,3,5.89417,Hybrid Structural and Dynamic Assessment
2416,RM004,Participatory Resilience Assessment,4,5.82227,Hybrid Structural and Dynamic Assessment
2416,RM001,Indicator Dashboard,5,5.67757,Hybrid Structural and Dynamic Assessment
2417,RM005,Hybrid Structural and Dynamic Assessment,1,6.57096,Hybrid Structural and Dynamic Assessment
2417,RM003,Scenario Stress-Test Framework,2,6.15144,Hybrid Structural and Dynamic Assessment
2417,RM004,Participatory Resilience Assessment,3,5.87564,Hybrid Structural and Dynamic Assessment
2417,RM001,Indicator Dashboard,4,5.86783,Hybrid Structural and Dynamic Assessment
2417,RM002,Performance and Recovery Monitoring,5,5.59098,Hybrid Structural and Dynamic Assessment
2418,RM005,Hybrid Structural and Dynamic Assessment,1,6.81767,Hybrid Structural and Dynamic Assessment
2418,RM003,Scenario Stress-Test Framework,2,6.2337,Hybrid Structural and Dynamic Assessment
2418,RM002,Performance and Recovery Monitoring,3,5.87261,Hybrid Structural and Dynamic Assessment
2418,RM004,Participatory Resilience Assessment,4,5.80831,Hybrid Structural and Dynamic Assessment
2418,RM001,Indicator Dashboard,5,5.5993,Hybrid Structural and Dynamic Assessment
2419,RM005,Hybrid Structural and Dynamic Assessment,1,7.12648,Hybrid Structural and Dynamic Assessment
2419,RM003,Scenario Stress-Test Framework,2,6.42611,Hybrid Structural and Dynamic Assessment
2419,RM002,Performance and Recovery Monitoring,3,6.08373,Hybrid Structural and Dynamic Assessment
2419,RM004,Participatory Resilience Assessment,4,5.89924,Hybrid Structural and Dynamic Assessment
2419,RM001,Indicator Dashboard,5,5.67191,Hybrid Structural and Dynamic Assessment
2420,RM005,Hybrid Structural and Dynamic Assessment,1,6.79856,Hybrid Structural and Dynamic Assessment
2420,RM003,Scenario Stress-Test Framework,2,6.47452,Hybrid Structural and Dynamic Assessment
2420,RM002,Performance and Recovery Monitoring,3,5.86556,Hybrid Structural and Dynamic Assessment
2420,RM004,Participatory Resilience Assessment,4,5.67467,Hybrid Structural and Dynamic Assessment
2420,RM001,Indicator Dashboard,5,5.43669,Hybrid Structural and Dynamic Assessment
2421,RM005,Hybrid Structural and Dynamic Assessment,1,6.78487,Hybrid Structural and Dynamic Assessment
2421,RM003,Scenario Stress-Test Framework,2,5.98582,Hybrid Structural and Dynamic Assessment
2421,RM004,Participatory Resilience Assessment,3,5.8907,Hybrid Structural and Dynamic Assessment
2421,RM002,Performance and Recovery Monitoring,4,5.88917,Hybrid Structural and Dynamic Assessment
2421,RM001,Indicator Dashboard,5,5.31908,Hybrid Structural and Dynamic Assessment
2422,RM005,Hybrid Structural and Dynamic Assessment,1,6.73338,Hybrid Structural and Dynamic Assessment
2422,RM004,Participatory Resilience Assessment,2,6.19304,Hybrid Structural and Dynamic Assessment
2422,RM002,Performance and Recovery Monitoring,3,5.94237,Hybrid Structural and Dynamic Assessment
2422,RM003,Scenario Stress-Test Framework,4,5.70716,Hybrid Structural and Dynamic Assessment
2422,RM001,Indicator Dashboard,5,5.62165,Hybrid Structural and Dynamic Assessment
2423,RM005,Hybrid Structural and Dynamic Assessment,1,7.09341,Hybrid Structural and Dynamic Assessment
2423,RM004,Participatory Resilience Assessment,2,6.45597,Hybrid Structural and Dynamic Assessment
2423,RM003,Scenario Stress-Test Framework,3,6.04133,Hybrid Structural and Dynamic Assessment
2423,RM001,Indicator Dashboard,4,5.71665,Hybrid Structural and Dynamic Assessment
2423,RM002,Performance and Recovery Monitoring,5,5.11107,Hybrid Structural and Dynamic Assessment
2424,RM005,Hybrid Structural and Dynamic Assessment,1,6.81244,Hybrid Structural and Dynamic Assessment
2424,RM002,Performance and Recovery Monitoring,2,6.31963,Hybrid Structural and Dynamic Assessment
2424,RM003,Scenario Stress-Test Framework,3,6.17768,Hybrid Structural and Dynamic Assessment
2424,RM004,Participatory Resilience Assessment,4,6.17542,Hybrid Structural and Dynamic Assessment
2424,RM001,Indicator Dashboard,5,5.83475,Hybrid Structural and Dynamic Assessment
2425,RM005,Hybrid Structural and Dynamic Assessment,1,6.86938,Hybrid Structural and Dynamic Assessment
2425,RM003,Scenario Stress-Test Framework,2,6.24915,Hybrid Structural and Dynamic Assessment
2425,RM004,Participatory Resilience Assessment,3,5.94035,Hybrid Structural and Dynamic Assessment
2425,RM002,Performance and Recovery Monitoring,4,5.90807,Hybrid Structural and Dynamic Assessment
2425,RM001,Indicator Dashboard,5,5.88613,Hybrid Structural and Dynamic Assessment
2426,RM005,Hybrid Structural and Dynamic Assessment,1,6.73593,Hybrid Structural and Dynamic Assessment
2426,RM004,Participatory Resilience Assessment,2,6.22382,Hybrid Structural and Dynamic Assessment
2426,RM003,Scenario Stress-Test Framework,3,6.15838,Hybrid Structural and Dynamic Assessment
2426,RM002,Performance and Recovery Monitoring,4,5.67841,Hybrid Structural and Dynamic Assessment
2426,RM001,Indicator Dashboard,5,5.10444,Hybrid Structural and Dynamic Assessment
2427,RM005,Hybrid Structural and Dynamic Assessment,1,7.11998,Hybrid Structural and Dynamic Assessment
2427,RM001,Indicator Dashboard,2,6.25047,Hybrid Structural and Dynamic Assessment
2427,RM003,Scenario Stress-Test Framework,3,5.99897,Hybrid Structural and Dynamic Assessment
2427,RM004,Participatory Resilience Assessment,4,5.94217,Hybrid Structural and Dynamic Assessment
2427,RM002,Performance and Recovery Monitoring,5,5.49853,Hybrid Structural and Dynamic Assessment
2428,RM005,Hybrid Structural and Dynamic Assessment,1,6.57983,Hybrid Structural and Dynamic Assessment
2428,RM003,Scenario Stress-Test Framework,2,6.20752,Hybrid Structural and Dynamic Assessment
2428,RM004,Participatory Resilience Assessment,3,5.87675,Hybrid Structural and Dynamic Assessment
2428,RM002,Performance and Recovery Monitoring,4,5.70229,Hybrid Structural and Dynamic Assessment
2428,RM001,Indicator Dashboard,5,5.32394,Hybrid Structural and Dynamic Assessment
2429,RM005,Hybrid Structural and Dynamic Assessment,1,6.68751,Hybrid Structural and Dynamic Assessment
2429,RM003,Scenario Stress-Test Framework,2,6.31994,Hybrid Structural and Dynamic Assessment
2429,RM004,Participatory Resilience Assessment,3,6.06844,Hybrid Structural and Dynamic Assessment
2429,RM002,Performance and Recovery Monitoring,4,5.91588,Hybrid Structural and Dynamic Assessment
2429,RM001,Indicator Dashboard,5,5.3119,Hybrid Structural and Dynamic Assessment
2430,RM005,Hybrid Structural and Dynamic Assessment,1,6.6454,Hybrid Structural and Dynamic Assessment
2430,RM002,Performance and Recovery Monitoring,2,6.03124,Hybrid Structural and Dynamic Assessment
2430,RM003,Scenario Stress-Test Framework,3,5.9176,Hybrid Structural and Dynamic Assessment
2430,RM004,Participatory Resilience Assessment,4,5.83251,Hybrid Structural and Dynamic Assessment
2430,RM001,Indicator Dashboard,5,5.68573,Hybrid Structural and Dynamic Assessment
2431,RM005,Hybrid Structural and Dynamic Assessment,1,6.95126,Hybrid Structural and Dynamic Assessment
2431,RM003,Scenario Stress-Test Framework,2,6.41041,Hybrid Structural and Dynamic Assessment
2431,RM004,Participatory Resilience Assessment,3,6.06848,Hybrid Structural and Dynamic Assessment
2431,RM002,Performance and Recovery Monitoring,4,5.829,Hybrid Structural and Dynamic Assessment
2431,RM001,Indicator Dashboard,5,4.7724,Hybrid Structural and Dynamic Assessment
2432,RM005,Hybrid Structural and Dynamic Assessment,1,7.16225,Hybrid Structural and Dynamic Assessment
2432,RM003,Scenario Stress-Test Framework,2,6.06406,Hybrid Structural and Dynamic Assessment
2432,RM004,Participatory Resilience Assessment,3,5.96945,Hybrid Structural and Dynamic Assessment
2432,RM002,Performance and Recovery Monitoring,4,5.77641,Hybrid Structural and Dynamic Assessment
2432,RM001,Indicator Dashboard,5,5.51913,Hybrid Structural and Dynamic Assessment
2433,RM005,Hybrid Structural and Dynamic Assessment,1,6.67379,Hybrid Structural and Dynamic Assessment
2433,RM004,Participatory Resilience Assessment,2,5.98222,Hybrid Structural and Dynamic Assessment
2433,RM001,Indicator Dashboard,3,5.93778,Hybrid Structural and Dynamic Assessment
2433,RM003,Scenario Stress-Test Framework,4,5.93733,Hybrid Structural and Dynamic Assessment
2433,RM002,Performance and Recovery Monitoring,5,5.48271,Hybrid Structural and Dynamic Assessment
2434,RM005,Hybrid Structural and Dynamic Assessment,1,7.09702,Hybrid Structural and Dynamic Assessment
2434,RM004,Participatory Resilience Assessment,2,6.19306,Hybrid Structural and Dynamic Assessment
2434,RM003,Scenario Stress-Test Framework,3,6.10187,Hybrid Structural and Dynamic Assessment
2434,RM001,Indicator Dashboard,4,5.67567,Hybrid Structural and Dynamic Assessment
2434,RM002,Performance and Recovery Monitoring,5,5.54538,Hybrid Structural and Dynamic Assessment
2435,RM005,Hybrid Structural and Dynamic Assessment,1,6.94236,Hybrid Structural and Dynamic Assessment
2435,RM004,Participatory Resilience Assessment,2,6.26739,Hybrid Structural and Dynamic Assessment
2435,RM003,Scenario Stress-Test Framework,3,6.16926,Hybrid Structural and Dynamic Assessment
2435,RM001,Indicator Dashboard,4,5.74315,Hybrid Structural and Dynamic Assessment
2435,RM002,Performance and Recovery Monitoring,5,5.49142,Hybrid Structural and Dynamic Assessment
2436,RM003,Scenario Stress-Test Framework,1,6.58555,Scenario Stress-Test Framework
2436,RM005,Hybrid Structural and Dynamic Assessment,2,6.57602,Scenario Stress-Test Framework
2436,RM004,Participatory Resilience Assessment,3,6.3268,Scenario Stress-Test Framework
2436,RM001,Indicator Dashboard,4,5.82914,Scenario Stress-Test Framework
2436,RM002,Performance and Recovery Monitoring,5,5.59346,Scenario Stress-Test Framework
2437,RM005,Hybrid Structural and Dynamic Assessment,1,6.58419,Hybrid Structural and Dynamic Assessment
2437,RM003,Scenario Stress-Test Framework,2,6.21672,Hybrid Structural and Dynamic Assessment
2437,RM004,Participatory Resilience Assessment,3,6.10707,Hybrid Structural and Dynamic Assessment
2437,RM002,Performance and Recovery Monitoring,4,5.82204,Hybrid Structural and Dynamic Assessment
2437,RM001,Indicator Dashboard,5,5.59745,Hybrid Structural and Dynamic Assessment
2438,RM005,Hybrid Structural and Dynamic Assessment,1,6.76371,Hybrid Structural and Dynamic Assessment
2438,RM003,Scenario Stress-Test Framework,2,6.34167,Hybrid Structural and Dynamic Assessment
2438,RM004,Participatory Resilience Assessment,3,6.00241,Hybrid Structural and Dynamic Assessment
2438,RM002,Performance and Recovery Monitoring,4,5.79566,Hybrid Structural and Dynamic Assessment
2438,RM001,Indicator Dashboard,5,5.53628,Hybrid Structural and Dynamic Assessment
2439,RM005,Hybrid Structural and Dynamic Assessment,1,7.10055,Hybrid Structural and Dynamic Assessment
2439,RM004,Participatory Resilience Assessment,2,5.85328,Hybrid Structural and Dynamic Assessment
2439,RM003,Scenario Stress-Test Framework,3,5.79423,Hybrid Structural and Dynamic Assessment
2439,RM002,Performance and Recovery Monitoring,4,5.7522,Hybrid Structural and Dynamic Assessment
2439,RM001,Indicator Dashboard,5,5.57554,Hybrid Structural and Dynamic Assessment
2440,RM005,Hybrid Structural and Dynamic Assessment,1,7.01465,Hybrid Structural and Dynamic Assessment
2440,RM004,Participatory Resilience Assessment,2,6.44386,Hybrid Structural and Dynamic Assessment
2440,RM003,Scenario Stress-Test Framework,3,6.08801,Hybrid Structural and Dynamic Assessment
2440,RM002,Performance and Recovery Monitoring,4,6.04055,Hybrid Structural and Dynamic Assessment
2440,RM001,Indicator Dashboard,5,5.57864,Hybrid Structural and Dynamic Assessment
2441,RM005,Hybrid Structural and Dynamic Assessment,1,6.91399,Hybrid Structural and Dynamic Assessment
2441,RM003,Scenario Stress-Test Framework,2,6.14712,Hybrid Structural and Dynamic Assessment
2441,RM004,Participatory Resilience Assessment,3,5.71547,Hybrid Structural and Dynamic Assessment
2441,RM001,Indicator Dashboard,4,5.64401,Hybrid Structural and Dynamic Assessment
2441,RM002,Performance and Recovery Monitoring,5,5.37765,Hybrid Structural and Dynamic Assessment
2442,RM005,Hybrid Structural and Dynamic Assessment,1,6.90874,Hybrid Structural and Dynamic Assessment
2442,RM004,Participatory Resilience Assessment,2,6.12261,Hybrid Structural and Dynamic Assessment
2442,RM003,Scenario Stress-Test Framework,3,6.11086,Hybrid Structural and Dynamic Assessment
2442,RM002,Performance and Recovery Monitoring,4,5.92883,Hybrid Structural and Dynamic Assessment
2442,RM001,Indicator Dashboard,5,5.33091,Hybrid Structural and Dynamic Assessment
2443,RM005,Hybrid Structural and Dynamic Assessment,1,7.18681,Hybrid Structural and Dynamic Assessment
2443,RM004,Participatory Resilience Assessment,2,6.34632,Hybrid Structural and Dynamic Assessment
2443,RM002,Performance and Recovery Monitoring,3,6.17638,Hybrid Structural and Dynamic Assessment
2443,RM003,Scenario Stress-Test Framework,4,6.15364,Hybrid Structural and Dynamic Assessment
2443,RM001,Indicator Dashboard,5,5.53969,Hybrid Structural and Dynamic Assessment
2444,RM005,Hybrid Structural and Dynamic Assessment,1,6.42519,Hybrid Structural and Dynamic Assessment
2444,RM003,Scenario Stress-Test Framework,2,6.16509,Hybrid Structural and Dynamic Assessment
2444,RM002,Performance and Recovery Monitoring,3,5.99061,Hybrid Structural and Dynamic Assessment
2444,RM004,Participatory Resilience Assessment,4,5.83173,Hybrid Structural and Dynamic Assessment
2444,RM001,Indicator Dashboard,5,5.67969,Hybrid Structural and Dynamic Assessment
2445,RM005,Hybrid Structural and Dynamic Assessment,1,6.75094,Hybrid Structural and Dynamic Assessment
2445,RM002,Performance and Recovery Monitoring,2,6.14141,Hybrid Structural and Dynamic Assessment
2445,RM003,Scenario Stress-Test Framework,3,5.83281,Hybrid Structural and Dynamic Assessment
2445,RM004,Participatory Resilience Assessment,4,5.74263,Hybrid Structural and Dynamic Assessment
2445,RM001,Indicator Dashboard,5,5.64341,Hybrid Structural and Dynamic Assessment
2446,RM005,Hybrid Structural and Dynamic Assessment,1,6.94834,Hybrid Structural and Dynamic Assessment
2446,RM004,Participatory Resilience Assessment,2,6.109,Hybrid Structural and Dynamic Assessment
2446,RM003,Scenario Stress-Test Framework,3,6.00679,Hybrid Structural and Dynamic Assessment
2446,RM002,Performance and Recovery Monitoring,4,5.87817,Hybrid Structural and Dynamic Assessment
2446,RM001,Indicator Dashboard,5,5.86886,Hybrid Structural and Dynamic Assessment
2447,RM005,Hybrid Structural and Dynamic Assessment,1,7.02735,Hybrid Structural and Dynamic Assessment
2447,RM003,Scenario Stress-Test Framework,2,6.29623,Hybrid Structural and Dynamic Assessment
2447,RM004,Participatory Resilience Assessment,3,6.04156,Hybrid Structural and Dynamic Assessment
2447,RM001,Indicator Dashboard,4,5.95975,Hybrid Structural and Dynamic Assessment
2447,RM002,Performance and Recovery Monitoring,5,5.70115,Hybrid Structural and Dynamic Assessment
2448,RM005,Hybrid Structural and Dynamic Assessment,1,7.16583,Hybrid Structural and Dynamic Assessment
2448,RM002,Performance and Recovery Monitoring,2,6.2523,Hybrid Structural and Dynamic Assessment
2448,RM004,Participatory Resilience Assessment,3,5.91797,Hybrid Structural and Dynamic Assessment
2448,RM003,Scenario Stress-Test Framework,4,5.78473,Hybrid Structural and Dynamic Assessment
2448,RM001,Indicator Dashboard,5,5.48467,Hybrid Structural and Dynamic Assessment
2449,RM005,Hybrid Structural and Dynamic Assessment,1,7.33386,Hybrid Structural and Dynamic Assessment
2449,RM004,Participatory Resilience Assessment,2,6.20761,Hybrid Structural and Dynamic Assessment
2449,RM003,Scenario Stress-Test Framework,3,6.05063,Hybrid Structural and Dynamic Assessment
2449,RM002,Performance and Recovery Monitoring,4,5.55247,Hybrid Structural and Dynamic Assessment
2449,RM001,Indicator Dashboard,5,5.40282,Hybrid Structural and Dynamic Assessment
2450,RM005,Hybrid Structural and Dynamic Assessment,1,6.83076,Hybrid Structural and Dynamic Assessment
2450,RM003,Scenario Stress-Test Framework,2,6.10892,Hybrid Structural and Dynamic Assessment
2450,RM004,Participatory Resilience Assessment,3,5.84144,Hybrid Structural and Dynamic Assessment
2450,RM002,Performance and Recovery Monitoring,4,5.81682,Hybrid Structural and Dynamic Assessment
2450,RM001,Indicator Dashboard,5,5.25615,Hybrid Structural and Dynamic Assessment
2451,RM005,Hybrid Structural and Dynamic Assessment,1,6.88425,Hybrid Structural and Dynamic Assessment
2451,RM003,Scenario Stress-Test Framework,2,6.36224,Hybrid Structural and Dynamic Assessment
2451,RM004,Participatory Resilience Assessment,3,6.23586,Hybrid Structural and Dynamic Assessment
2451,RM002,Performance and Recovery Monitoring,4,5.62137,Hybrid Structural and Dynamic Assessment
2451,RM001,Indicator Dashboard,5,5.5468,Hybrid Structural and Dynamic Assessment
2452,RM005,Hybrid Structural and Dynamic Assessment,1,6.82923,Hybrid Structural and Dynamic Assessment
2452,RM003,Scenario Stress-Test Framework,2,6.34934,Hybrid Structural and Dynamic Assessment
2452,RM004,Participatory Resilience Assessment,3,6.20408,Hybrid Structural and Dynamic Assessment
2452,RM002,Performance and Recovery Monitoring,4,5.83603,Hybrid Structural and Dynamic Assessment
2452,RM001,Indicator Dashboard,5,5.65495,Hybrid Structural and Dynamic Assessment
2453,RM005,Hybrid Structural and Dynamic Assessment,1,6.64144,Hybrid Structural and Dynamic Assessment
2453,RM004,Participatory Resilience Assessment,2,6.05894,Hybrid Structural and Dynamic Assessment
2453,RM003,Scenario Stress-Test Framework,3,6.00223,Hybrid Structural and Dynamic Assessment
2453,RM002,Performance and Recovery Monitoring,4,5.67896,Hybrid Structural and Dynamic Assessment
2453,RM001,Indicator Dashboard,5,5.23488,Hybrid Structural and Dynamic Assessment
2454,RM005,Hybrid Structural and Dynamic Assessment,1,6.78721,Hybrid Structural and Dynamic Assessment
2454,RM004,Participatory Resilience Assessment,2,6.109,Hybrid Structural and Dynamic Assessment
2454,RM002,Performance and Recovery Monitoring,3,6.03944,Hybrid Structural and Dynamic Assessment
2454,RM003,Scenario Stress-Test Framework,4,5.98192,Hybrid Structural and Dynamic Assessment
2454,RM001,Indicator Dashboard,5,5.40145,Hybrid Structural and Dynamic Assessment
2455,RM004,Participatory Resilience Assessment,1,6.60551,Participatory Resilience Assessment
2455,RM005,Hybrid Structural and Dynamic Assessment,2,6.59268,Participatory Resilience Assessment
2455,RM002,Performance and Recovery Monitoring,3,6.06297,Participatory Resilience Assessment
2455,RM003,Scenario Stress-Test Framework,4,5.92437,Participatory Resilience Assessment
2455,RM001,Indicator Dashboard,5,5.35272,Participatory Resilience Assessment
2456,RM005,Hybrid Structural and Dynamic Assessment,1,7.14353,Hybrid Structural and Dynamic Assessment
2456,RM003,Scenario Stress-Test Framework,2,6.11984,Hybrid Structural and Dynamic Assessment
2456,RM001,Indicator Dashboard,3,5.87551,Hybrid Structural and Dynamic Assessment
2456,RM004,Participatory Resilience Assessment,4,5.73233,Hybrid Structural and Dynamic Assessment
2456,RM002,Performance and Recovery Monitoring,5,5.62413,Hybrid Structural and Dynamic Assessment
2457,RM005,Hybrid Structural and Dynamic Assessment,1,6.64047,Hybrid Structural and Dynamic Assessment
2457,RM004,Participatory Resilience Assessment,2,6.6399,Hybrid Structural and Dynamic Assessment
2457,RM003,Scenario Stress-Test Framework,3,6.38451,Hybrid Structural and Dynamic Assessment
2457,RM002,Performance and Recovery Monitoring,4,5.61807,Hybrid Structural and Dynamic Assessment
2457,RM001,Indicator Dashboard,5,5.44017,Hybrid Structural and Dynamic Assessment
2458,RM005,Hybrid Structural and Dynamic Assessment,1,6.92013,Hybrid Structural and Dynamic Assessment
2458,RM003,Scenario Stress-Test Framework,2,6.05966,Hybrid Structural and Dynamic Assessment
2458,RM002,Performance and Recovery Monitoring,3,5.78678,Hybrid Structural and Dynamic Assessment
2458,RM004,Participatory Resilience Assessment,4,5.66871,Hybrid Structural and Dynamic Assessment
2458,RM001,Indicator Dashboard,5,5.55849,Hybrid Structural and Dynamic Assessment
2459,RM005,Hybrid Structural and Dynamic Assessment,1,6.61479,Hybrid Structural and Dynamic Assessment
2459,RM003,Scenario Stress-Test Framework,2,6.04313,Hybrid Structural and Dynamic Assessment
2459,RM004,Participatory Resilience Assessment,3,6.03431,Hybrid Structural and Dynamic Assessment
2459,RM002,Performance and Recovery Monitoring,4,5.88949,Hybrid Structural and Dynamic Assessment
2459,RM001,Indicator Dashboard,5,5.48681,Hybrid Structural and Dynamic Assessment
2460,RM005,Hybrid Structural and Dynamic Assessment,1,7.0731,Hybrid Structural and Dynamic Assessment
2460,RM003,Scenario Stress-Test Framework,2,6.63417,Hybrid Structural and Dynamic Assessment
2460,RM004,Participatory Resilience Assessment,3,6.13342,Hybrid Structural and Dynamic Assessment
2460,RM002,Performance and Recovery Monitoring,4,5.89267,Hybrid Structural and Dynamic Assessment
2460,RM001,Indicator Dashboard,5,5.4716,Hybrid Structural and Dynamic Assessment
2461,RM005,Hybrid Structural and Dynamic Assessment,1,6.81378,Hybrid Structural and Dynamic Assessment
