simulation_id,pathway_id,pathway,rank,adjusted_value,justice_gap
1724,JTR001,Technical Decarbonization Only,10,1.23883,4.37849
1725,JTR010,Infrastructure Repair and Public Capacity Renewal,1,7.64331,0.87584
1725,JTR009,Ecosystem Restoration with Community Stewardship,2,7.28971,1.10794
1725,JTR002,Just Energy Transition with Worker Support,3,7.27728,0.98971
1725,JTR004,Participatory Retreat and Wetland Restoration,4,7.22136,0.99977
1725,JTR006,Climate Retrofit with Anti-Displacement Policy,5,7.11901,1.02294
1725,JTR008,Public Digital Infrastructure with Community Oversight,6,7.0831,0.88125
1725,JTR005,Green Infrastructure Without Housing Protection,7,2.94222,3.5937
1725,JTR001,Technical Decarbonization Only,8,1.73383,4.15025
1725,JTR007,Digital Modernization Without Access Safeguards,9,1.71831,4.08397
1725,JTR003,Coastal Retreat Without Long-Term Support,10,1.56428,4.49045
1726,JTR002,Just Energy Transition with Worker Support,1,7.62878,0.89453
1726,JTR009,Ecosystem Restoration with Community Stewardship,2,7.45977,1.09916
1726,JTR004,Participatory Retreat and Wetland Restoration,3,6.98567,1.06811
1726,JTR010,Infrastructure Repair and Public Capacity Renewal,4,6.88165,1.33063
1726,JTR006,Climate Retrofit with Anti-Displacement Policy,5,6.79037,1.224
1726,JTR008,Public Digital Infrastructure with Community Oversight,6,6.47985,1.26694
1726,JTR005,Green Infrastructure Without Housing Protection,7,2.19538,4.11122
1726,JTR007,Digital Modernization Without Access Safeguards,8,1.45999,4.19583
1726,JTR003,Coastal Retreat Without Long-Term Support,9,1.02608,4.77788
1726,JTR001,Technical Decarbonization Only,10,0.9823,4.48135
1727,JTR002,Just Energy Transition with Worker Support,1,7.66095,0.91607
1727,JTR009,Ecosystem Restoration with Community Stewardship,2,7.61432,0.86681
1727,JTR006,Climate Retrofit with Anti-Displacement Policy,3,7.53189,0.9911
1727,JTR010,Infrastructure Repair and Public Capacity Renewal,4,7.40652,1.09131
1727,JTR004,Participatory Retreat and Wetland Restoration,5,7.38737,1.03612
1727,JTR008,Public Digital Infrastructure with Community Oversight,6,6.52662,1.39077
1727,JTR005,Green Infrastructure Without Housing Protection,7,2.88016,3.72748
1727,JTR003,Coastal Retreat Without Long-Term Support,8,1.85594,4.16015
1727,JTR001,Technical Decarbonization Only,9,1.58699,4.41871
1727,JTR007,Digital Modernization Without Access Safeguards,10,1.46159,4.26182
1728,JTR004,Participatory Retreat and Wetland Restoration,1,7.45979,0.95067
1728,JTR009,Ecosystem Restoration with Community Stewardship,2,7.22342,1.02312
1728,JTR008,Public Digital Infrastructure with Community Oversight,3,7.22054,0.85628
1728,JTR006,Climate Retrofit with Anti-Displacement Policy,4,6.93734,1.02692
1728,JTR002,Just Energy Transition with Worker Support,5,6.71736,1.23349
1728,JTR010,Infrastructure Repair and Public Capacity Renewal,6,6.52659,1.35449
1728,JTR007,Digital Modernization Without Access Safeguards,7,2.19088,3.79905
1728,JTR005,Green Infrastructure Without Housing Protection,8,2.01786,4.19493
1728,JTR003,Coastal Retreat Without Long-Term Support,9,1.72815,4.0843
1728,JTR001,Technical Decarbonization Only,10,1.27374,4.43582
1729,JTR002,Just Energy Transition with Worker Support,1,7.55598,0.85913
1729,JTR004,Participatory Retreat and Wetland Restoration,2,7.25114,0.89463
1729,JTR008,Public Digital Infrastructure with Community Oversight,3,7.07149,0.95427
1729,JTR006,Climate Retrofit with Anti-Displacement Policy,4,6.89127,1.17715
1729,JTR010,Infrastructure Repair and Public Capacity Renewal,5,6.81103,1.07455
1729,JTR009,Ecosystem Restoration with Community Stewardship,6,6.77745,1.32232
1729,JTR005,Green Infrastructure Without Housing Protection,7,4.07598,3.24583
1729,JTR007,Digital Modernization Without Access Safeguards,8,2.3936,4.00951
1729,JTR003,Coastal Retreat Without Long-Term Support,9,1.98777,4.24508
1729,JTR001,Technical Decarbonization Only,10,1.96775,4.05602
1730,JTR009,Ecosystem Restoration with Community Stewardship,1,7.59212,0.97786
1730,JTR004,Participatory Retreat and Wetland Restoration,2,7.50403,0.98037
1730,JTR002,Just Energy Transition with Worker Support,3,7.48189,0.90933
1730,JTR006,Climate Retrofit with Anti-Displacement Policy,4,7.33514,0.92237
1730,JTR008,Public Digital Infrastructure with Community Oversight,5,7.12677,1.11854
1730,JTR010,Infrastructure Repair and Public Capacity Renewal,6,6.87942,1.33156
1730,JTR005,Green Infrastructure Without Housing Protection,7,4.05798,2.96757
1730,JTR001,Technical Decarbonization Only,8,2.73144,3.4782
1730,JTR003,Coastal Retreat Without Long-Term Support,9,2.34587,3.90636
1730,JTR007,Digital Modernization Without Access Safeguards,10,1.48346,3.98244
1731,JTR004,Participatory Retreat and Wetland Restoration,1,7.40252,1.00358
1731,JTR009,Ecosystem Restoration with Community Stewardship,2,7.38733,1.02253
1731,JTR008,Public Digital Infrastructure with Community Oversight,3,7.12014,1.12008
1731,JTR006,Climate Retrofit with Anti-Displacement Policy,4,6.99644,1.16041
1731,JTR002,Just Energy Transition with Worker Support,5,6.74022,1.32019
1731,JTR010,Infrastructure Repair and Public Capacity Renewal,6,6.49802,1.19264
1731,JTR005,Green Infrastructure Without Housing Protection,7,3.05778,3.73732
1731,JTR007,Digital Modernization Without Access Safeguards,8,2.6122,3.50431
1731,JTR001,Technical Decarbonization Only,9,2.05474,4.11251
1731,JTR003,Coastal Retreat Without Long-Term Support,10,1.30573,4.53094
1732,JTR004,Participatory Retreat and Wetland Restoration,1,7.39886,1.3216
1732,JTR002,Just Energy Transition with Worker Support,2,7.27479,0.94243
1732,JTR010,Infrastructure Repair and Public Capacity Renewal,3,7.18489,0.90874
1732,JTR009,Ecosystem Restoration with Community Stewardship,4,6.88036,1.25748
1732,JTR006,Climate Retrofit with Anti-Displacement Policy,5,6.74375,1.21739
1732,JTR008,Public Digital Infrastructure with Community Oversight,6,6.72465,1.08937
1732,JTR001,Technical Decarbonization Only,7,2.31327,3.97143
1732,JTR005,Green Infrastructure Without Housing Protection,8,2.2011,3.91193
1732,JTR003,Coastal Retreat Without Long-Term Support,9,1.2207,4.57689
1732,JTR007,Digital Modernization Without Access Safeguards,10,0.69903,4.89111
1733,JTR009,Ecosystem Restoration with Community Stewardship,1,7.45663,1.07951
1733,JTR004,Participatory Retreat and Wetland Restoration,2,7.36233,1.02753
1733,JTR008,Public Digital Infrastructure with Community Oversight,3,6.7659,1.22257
1733,JTR010,Infrastructure Repair and Public Capacity Renewal,4,6.74713,1.36788
1733,JTR002,Just Energy Transition with Worker Support,5,6.73003,1.20531
1733,JTR006,Climate Retrofit with Anti-Displacement Policy,6,5.89295,1.72636
1733,JTR005,Green Infrastructure Without Housing Protection,7,3.55492,3.13707
1733,JTR007,Digital Modernization Without Access Safeguards,8,1.80799,4.06263
1733,JTR001,Technical Decarbonization Only,9,1.73107,4.45782
1733,JTR003,Coastal Retreat Without Long-Term Support,10,1.63768,4.27835
1734,JTR004,Participatory Retreat and Wetland Restoration,1,7.90055,0.93025
1734,JTR002,Just Energy Transition with Worker Support,2,7.09955,1.14842
1734,JTR009,Ecosystem Restoration with Community Stewardship,3,6.85861,1.32704
1734,JTR006,Climate Retrofit with Anti-Displacement Policy,4,6.6044,1.31486
1734,JTR010,Infrastructure Repair and Public Capacity Renewal,5,6.32305,1.33687
1734,JTR008,Public Digital Infrastructure with Community Oversight,6,6.21304,1.18601
1734,JTR005,Green Infrastructure Without Housing Protection,7,3.07701,3.56825
1734,JTR007,Digital Modernization Without Access Safeguards,8,2.61352,3.64342
1734,JTR003,Coastal Retreat Without Long-Term Support,9,1.75768,4.06921
1734,JTR001,Technical Decarbonization Only,10,1.39542,4.42003
1735,JTR002,Just Energy Transition with Worker Support,1,7.75005,0.7079
1735,JTR004,Participatory Retreat and Wetland Restoration,2,7.39621,1.06796
1735,JTR009,Ecosystem Restoration with Community Stewardship,3,7.30762,1.03914
1735,JTR010,Infrastructure Repair and Public Capacity Renewal,4,7.07248,1.13188
1735,JTR006,Climate Retrofit with Anti-Displacement Policy,5,6.70318,1.20104
1735,JTR008,Public Digital Infrastructure with Community Oversight,6,6.6005,1.16979
1735,JTR005,Green Infrastructure Without Housing Protection,7,2.35719,3.87131
1735,JTR007,Digital Modernization Without Access Safeguards,8,1.84305,3.83262
1735,JTR001,Technical Decarbonization Only,9,1.52839,4.41223
1735,JTR003,Coastal Retreat Without Long-Term Support,10,1.39732,4.45187
1736,JTR010,Infrastructure Repair and Public Capacity Renewal,1,7.69392,0.8139
1736,JTR009,Ecosystem Restoration with Community Stewardship,2,7.52684,0.81098
1736,JTR006,Climate Retrofit with Anti-Displacement Policy,3,7.17121,1.19629
1736,JTR002,Just Energy Transition with Worker Support,4,7.05633,0.97296
1736,JTR004,Participatory Retreat and Wetland Restoration,5,6.73017,1.31118
1736,JTR008,Public Digital Infrastructure with Community Oversight,6,6.22069,1.30472
1736,JTR005,Green Infrastructure Without Housing Protection,7,2.505,3.98071
1736,JTR003,Coastal Retreat Without Long-Term Support,8,1.87541,3.96066
1736,JTR007,Digital Modernization Without Access Safeguards,9,1.66487,4.30887
1736,JTR001,Technical Decarbonization Only,10,1.1674,4.61892
1737,JTR004,Participatory Retreat and Wetland Restoration,1,7.62507,0.89388
1737,JTR009,Ecosystem Restoration with Community Stewardship,2,7.16623,1.30071
1737,JTR010,Infrastructure Repair and Public Capacity Renewal,3,6.85438,1.15157
1737,JTR008,Public Digital Infrastructure with Community Oversight,4,6.83262,0.88715
1737,JTR002,Just Energy Transition with Worker Support,5,6.79675,1.10445
1737,JTR006,Climate Retrofit with Anti-Displacement Policy,6,6.5705,1.38631
1737,JTR001,Technical Decarbonization Only,7,2.35747,3.88383
1737,JTR005,Green Infrastructure Without Housing Protection,8,2.14498,4.24829
1737,JTR007,Digital Modernization Without Access Safeguards,9,1.84666,4.05209
1737,JTR003,Coastal Retreat Without Long-Term Support,10,1.60186,4.21193
1738,JTR002,Just Energy Transition with Worker Support,1,7.51561,0.89651
1738,JTR006,Climate Retrofit with Anti-Displacement Policy,2,7.41681,1.00098
1738,JTR004,Participatory Retreat and Wetland Restoration,3,7.01755,1.22297
1738,JTR009,Ecosystem Restoration with Community Stewardship,4,6.89104,1.25131
1738,JTR010,Infrastructure Repair and Public Capacity Renewal,5,6.79982,1.1899
1738,JTR008,Public Digital Infrastructure with Community Oversight,6,6.44874,1.31575
1738,JTR005,Green Infrastructure Without Housing Protection,7,2.90846,3.64041
1738,JTR001,Technical Decarbonization Only,8,2.56993,3.83592
1738,JTR007,Digital Modernization Without Access Safeguards,9,1.85589,4.08774
1738,JTR003,Coastal Retreat Without Long-Term Support,10,1.64772,4.30492
1739,JTR004,Participatory Retreat and Wetland Restoration,1,7.31507,1.15469
1739,JTR002,Just Energy Transition with Worker Support,2,7.13016,1.08338
1739,JTR010,Infrastructure Repair and Public Capacity Renewal,3,7.07415,1.10207
1739,JTR006,Climate Retrofit with Anti-Displacement Policy,4,6.98983,1.25588
1739,JTR009,Ecosystem Restoration with Community Stewardship,5,6.60741,1.47273
1739,JTR008,Public Digital Infrastructure with Community Oversight,6,6.19412,1.41398
1739,JTR005,Green Infrastructure Without Housing Protection,7,2.79181,3.46101
1739,JTR001,Technical Decarbonization Only,8,2.09391,4.09762
1739,JTR007,Digital Modernization Without Access Safeguards,9,1.46962,4.31118
1739,JTR003,Coastal Retreat Without Long-Term Support,10,1.44556,4.45515
1740,JTR010,Infrastructure Repair and Public Capacity Renewal,1,7.71357,0.71452
1740,JTR004,Participatory Retreat and Wetland Restoration,2,7.40139,1.04327
1740,JTR008,Public Digital Infrastructure with Community Oversight,3,7.09061,0.72435
1740,JTR009,Ecosystem Restoration with Community Stewardship,4,7.06018,1.05375
1740,JTR002,Just Energy Transition with Worker Support,5,6.8005,1.29594
1740,JTR006,Climate Retrofit with Anti-Displacement Policy,6,6.63818,1.41649
1740,JTR005,Green Infrastructure Without Housing Protection,7,2.34776,3.93897
1740,JTR003,Coastal Retreat Without Long-Term Support,8,1.90782,4.04432
1740,JTR001,Technical Decarbonization Only,9,1.43905,4.18502
1740,JTR007,Digital Modernization Without Access Safeguards,10,0.71745,4.72826
1741,JTR004,Participatory Retreat and Wetland Restoration,1,7.33042,1.06171
1741,JTR009,Ecosystem Restoration with Community Stewardship,2,7.30213,1.22559
1741,JTR006,Climate Retrofit with Anti-Displacement Policy,3,7.19656,0.97988
1741,JTR002,Just Energy Transition with Worker Support,4,6.78727,1.1111
1741,JTR010,Infrastructure Repair and Public Capacity Renewal,5,6.5797,1.29228
1741,JTR008,Public Digital Infrastructure with Community Oversight,6,6.43151,1.30243
1741,JTR005,Green Infrastructure Without Housing Protection,7,2.7609,3.56204
1741,JTR001,Technical Decarbonization Only,8,2.08577,3.97231
1741,JTR007,Digital Modernization Without Access Safeguards,9,1.12736,4.40308
1741,JTR003,Coastal Retreat Without Long-Term Support,10,0.87319,4.6402
1742,JTR004,Participatory Retreat and Wetland Restoration,1,7.53336,0.96622
1742,JTR002,Just Energy Transition with Worker Support,2,7.40463,0.89488
1742,JTR010,Infrastructure Repair and Public Capacity Renewal,3,7.19285,1.02424
1742,JTR009,Ecosystem Restoration with Community Stewardship,4,7.04831,1.18421
1742,JTR006,Climate Retrofit with Anti-Displacement Policy,5,6.81205,1.16121
1742,JTR008,Public Digital Infrastructure with Community Oversight,6,6.28014,1.33994
1742,JTR005,Green Infrastructure Without Housing Protection,7,3.37837,3.42858
1742,JTR003,Coastal Retreat Without Long-Term Support,8,1.94355,4.31705
1742,JTR001,Technical Decarbonization Only,9,1.54356,4.40066
1742,JTR007,Digital Modernization Without Access Safeguards,10,1.495,4.20909
1743,JTR009,Ecosystem Restoration with Community Stewardship,1,7.46077,1.28178
1743,JTR004,Participatory Retreat and Wetland Restoration,2,7.22007,1.18528
1743,JTR008,Public Digital Infrastructure with Community Oversight,3,7.1614,0.93268
1743,JTR010,Infrastructure Repair and Public Capacity Renewal,4,7.0595,1.18694
1743,JTR002,Just Energy Transition with Worker Support,5,6.78575,1.21742
1743,JTR006,Climate Retrofit with Anti-Displacement Policy,6,6.68704,1.03243
1743,JTR001,Technical Decarbonization Only,7,2.55558,3.87911
1743,JTR005,Green Infrastructure Without Housing Protection,8,1.9542,4.19349
1743,JTR007,Digital Modernization Without Access Safeguards,9,1.57053,4.05231
1743,JTR003,Coastal Retreat Without Long-Term Support,10,1.5688,4.24826
1744,JTR010,Infrastructure Repair and Public Capacity Renewal,1,7.78221,0.73123
1744,JTR008,Public Digital Infrastructure with Community Oversight,2,7.56675,0.92718
1744,JTR006,Climate Retrofit with Anti-Displacement Policy,3,7.34832,1.08741
1744,JTR004,Participatory Retreat and Wetland Restoration,4,7.03349,1.04631
1744,JTR009,Ecosystem Restoration with Community Stewardship,5,6.86244,1.25791
1744,JTR002,Just Energy Transition with Worker Support,6,6.85352,1.36369
1744,JTR005,Green Infrastructure Without Housing Protection,7,2.55217,3.98864
1744,JTR007,Digital Modernization Without Access Safeguards,8,2.24352,4.00859
1744,JTR001,Technical Decarbonization Only,9,1.92078,4.13641
1744,JTR003,Coastal Retreat Without Long-Term Support,10,1.56666,4.44674
1745,JTR002,Just Energy Transition with Worker Support,1,7.76675,0.82534
1745,JTR004,Participatory Retreat and Wetland Restoration,2,7.69115,1.02616
1745,JTR006,Climate Retrofit with Anti-Displacement Policy,3,7.14118,0.83848
1745,JTR008,Public Digital Infrastructure with Community Oversight,4,6.83807,0.98674
1745,JTR010,Infrastructure Repair and Public Capacity Renewal,5,6.80001,1.19705
1745,JTR009,Ecosystem Restoration with Community Stewardship,6,6.47066,1.63599
1745,JTR005,Green Infrastructure Without Housing Protection,7,3.14484,3.65449
1745,JTR003,Coastal Retreat Without Long-Term Support,8,2.24552,3.90054
1745,JTR007,Digital Modernization Without Access Safeguards,9,1.57287,4.22163
1745,JTR001,Technical Decarbonization Only,10,1.41736,4.44691
1746,JTR004,Participatory Retreat and Wetland Restoration,1,7.57666,0.8963
1746,JTR009,Ecosystem Restoration with Community Stewardship,2,7.46788,0.87953
1746,JTR006,Climate Retrofit with Anti-Displacement Policy,3,7.24162,0.97599
1746,JTR002,Just Energy Transition with Worker Support,4,7.10046,1.1719
1746,JTR008,Public Digital Infrastructure with Community Oversight,5,7.0343,0.88272
1746,JTR010,Infrastructure Repair and Public Capacity Renewal,6,6.32339,1.37158
1746,JTR005,Green Infrastructure Without Housing Protection,7,3.67425,3.03537
1746,JTR001,Technical Decarbonization Only,8,2.26276,3.95107
1746,JTR007,Digital Modernization Without Access Safeguards,9,1.62784,4.12452
1746,JTR003,Coastal Retreat Without Long-Term Support,10,1.20065,4.54343
1747,JTR004,Participatory Retreat and Wetland Restoration,1,7.6853,1.0386
1747,JTR010,Infrastructure Repair and Public Capacity Renewal,2,7.49451,0.83716
1747,JTR002,Just Energy Transition with Worker Support,3,7.22606,1.01049
1747,JTR009,Ecosystem Restoration with Community Stewardship,4,7.05025,1.1633
1747,JTR006,Climate Retrofit with Anti-Displacement Policy,5,6.60203,1.35176
1747,JTR008,Public Digital Infrastructure with Community Oversight,6,6.51787,1.26558
1747,JTR007,Digital Modernization Without Access Safeguards,7,2.5946,3.3886
1747,JTR005,Green Infrastructure Without Housing Protection,8,2.0331,4.13851
1747,JTR001,Technical Decarbonization Only,9,1.8783,4.25086
1747,JTR003,Coastal Retreat Without Long-Term Support,10,1.58739,4.22981
1748,JTR006,Climate Retrofit with Anti-Displacement Policy,1,7.70026,0.78876
1748,JTR010,Infrastructure Repair and Public Capacity Renewal,2,7.21602,0.99885
1748,JTR004,Participatory Retreat and Wetland Restoration,3,7.13402,0.93566
1748,JTR002,Just Energy Transition with Worker Support,4,6.71688,1.23016
1748,JTR009,Ecosystem Restoration with Community Stewardship,5,6.67842,1.34276
1748,JTR008,Public Digital Infrastructure with Community Oversight,6,6.64934,1.38052
1748,JTR005,Green Infrastructure Without Housing Protection,7,2.75289,3.8615
1748,JTR001,Technical Decarbonization Only,8,2.09604,3.95838
1748,JTR007,Digital Modernization Without Access Safeguards,9,1.60543,4.19962
1748,JTR003,Coastal Retreat Without Long-Term Support,10,1.36312,4.25212
1749,JTR002,Just Energy Transition with Worker Support,1,7.51712,1.06839
1749,JTR004,Participatory Retreat and Wetland Restoration,2,7.50935,1.10194
1749,JTR006,Climate Retrofit with Anti-Displacement Policy,3,7.11394,0.79563
1749,JTR010,Infrastructure Repair and Public Capacity Renewal,4,7.11149,1.19792
1749,JTR008,Public Digital Infrastructure with Community Oversight,5,6.94699,0.98413
1749,JTR009,Ecosystem Restoration with Community Stewardship,6,6.92937,1.26171
1749,JTR001,Technical Decarbonization Only,7,2.29229,4.06223
1749,JTR007,Digital Modernization Without Access Safeguards,8,2.22547,3.89224
1749,JTR005,Green Infrastructure Without Housing Protection,9,2.20454,4.25203
1749,JTR003,Coastal Retreat Without Long-Term Support,10,1.36003,4.49671
1750,JTR004,Participatory Retreat and Wetland Restoration,1,7.66295,0.99733
1750,JTR002,Just Energy Transition with Worker Support,2,7.27398,1.06395
1750,JTR010,Infrastructure Repair and Public Capacity Renewal,3,6.98127,1.02423
1750,JTR009,Ecosystem Restoration with Community Stewardship,4,6.62935,1.30055
1750,JTR006,Climate Retrofit with Anti-Displacement Policy,5,6.42103,1.50863
1750,JTR008,Public Digital Infrastructure with Community Oversight,6,6.11506,1.32221
1750,JTR005,Green Infrastructure Without Housing Protection,7,3.05389,3.53621
1750,JTR007,Digital Modernization Without Access Safeguards,8,1.80616,4.13166
1750,JTR003,Coastal Retreat Without Long-Term Support,9,1.40982,4.35954
1750,JTR001,Technical Decarbonization Only,10,1.37241,4.45792
1751,JTR006,Climate Retrofit with Anti-Displacement Policy,1,7.61212,0.72359
1751,JTR002,Just Energy Transition with Worker Support,2,7.52789,0.97053
1751,JTR008,Public Digital Infrastructure with Community Oversight,3,7.35811,1.02519
1751,JTR009,Ecosystem Restoration with Community Stewardship,4,6.83905,1.36234
1751,JTR010,Infrastructure Repair and Public Capacity Renewal,5,6.67931,1.31658
1751,JTR004,Participatory Retreat and Wetland Restoration,6,6.5978,1.4025
1751,JTR005,Green Infrastructure Without Housing Protection,7,1.91756,4.14288
1751,JTR007,Digital Modernization Without Access Safeguards,8,1.70352,4.0284
1751,JTR001,Technical Decarbonization Only,9,1.69787,4.22566
1751,JTR003,Coastal Retreat Without Long-Term Support,10,0.29678,4.95069
1752,JTR004,Participatory Retreat and Wetland Restoration,1,7.472,0.9862
1752,JTR002,Just Energy Transition with Worker Support,2,7.2949,1.05524
1752,JTR006,Climate Retrofit with Anti-Displacement Policy,3,7.1741,1.057
1752,JTR009,Ecosystem Restoration with Community Stewardship,4,6.85452,1.15319
1752,JTR010,Infrastructure Repair and Public Capacity Renewal,5,6.76584,1.26243
1752,JTR008,Public Digital Infrastructure with Community Oversight,6,6.58366,1.17958
1752,JTR005,Green Infrastructure Without Housing Protection,7,2.93296,3.79523
1752,JTR007,Digital Modernization Without Access Safeguards,8,1.97224,3.92025
1752,JTR001,Technical Decarbonization Only,9,1.96472,4.15574
1752,JTR003,Coastal Retreat Without Long-Term Support,10,1.49401,4.14285
1753,JTR010,Infrastructure Repair and Public Capacity Renewal,1,7.60884,0.88585
1753,JTR006,Climate Retrofit with Anti-Displacement Policy,2,7.434,0.9797
1753,JTR002,Just Energy Transition with Worker Support,3,7.31044,0.83356
1753,JTR004,Participatory Retreat and Wetland Restoration,4,6.83671,1.07232
1753,JTR009,Ecosystem Restoration with Community Stewardship,5,6.73868,1.17431
1753,JTR008,Public Digital Infrastructure with Community Oversight,6,6.5538,1.23816
1753,JTR005,Green Infrastructure Without Housing Protection,7,3.50387,3.23137
1753,JTR001,Technical Decarbonization Only,8,2.16288,3.92935
1753,JTR003,Coastal Retreat Without Long-Term Support,9,1.7171,4.2005
1753,JTR007,Digital Modernization Without Access Safeguards,10,0.21347,4.99692
1754,JTR004,Participatory Retreat and Wetland Restoration,1,7.45706,1.01186
1754,JTR010,Infrastructure Repair and Public Capacity Renewal,2,7.15766,0.75224
1754,JTR008,Public Digital Infrastructure with Community Oversight,3,7.03058,1.22964
1754,JTR002,Just Energy Transition with Worker Support,4,7.00593,1.01834
1754,JTR009,Ecosystem Restoration with Community Stewardship,5,6.77773,1.31309
1754,JTR006,Climate Retrofit with Anti-Displacement Policy,6,6.57739,1.29142
1754,JTR005,Green Infrastructure Without Housing Protection,7,3.01059,3.62351
1754,JTR007,Digital Modernization Without Access Safeguards,8,2.47631,3.769
1754,JTR001,Technical Decarbonization Only,9,1.86338,4.11931
1754,JTR003,Coastal Retreat Without Long-Term Support,10,1.09608,4.59136
1755,JTR010,Infrastructure Repair and Public Capacity Renewal,1,7.20233,0.76347
1755,JTR008,Public Digital Infrastructure with Community Oversight,2,7.20145,0.94337
1755,JTR006,Climate Retrofit with Anti-Displacement Policy,3,7.08236,1.17893
1755,JTR009,Ecosystem Restoration with Community Stewardship,4,6.94944,1.18751
1755,JTR002,Just Energy Transition with Worker Support,5,6.92689,1.19579
1755,JTR004,Participatory Retreat and Wetland Restoration,6,6.92304,1.2996
1755,JTR007,Digital Modernization Without Access Safeguards,7,2.22658,4.06586
1755,JTR005,Green Infrastructure Without Housing Protection,8,1.91991,3.94681
1755,JTR003,Coastal Retreat Without Long-Term Support,9,1.35411,4.47888
1755,JTR001,Technical Decarbonization Only,10,1.27366,4.49057
1756,JTR004,Participatory Retreat and Wetland Restoration,1,8.31045,0.63093
1756,JTR002,Just Energy Transition with Worker Support,2,7.141,1.03462
1756,JTR006,Climate Retrofit with Anti-Displacement Policy,3,6.93349,1.0324
1756,JTR009,Ecosystem Restoration with Community Stewardship,4,6.77998,1.38955
1756,JTR008,Public Digital Infrastructure with Community Oversight,5,6.54859,1.32785
1756,JTR010,Infrastructure Repair and Public Capacity Renewal,6,6.2559,1.53048
1756,JTR001,Technical Decarbonization Only,7,2.94221,3.62603
1756,JTR005,Green Infrastructure Without Housing Protection,8,2.51602,3.93326
1756,JTR003,Coastal Retreat Without Long-Term Support,9,1.81301,4.02627
1756,JTR007,Digital Modernization Without Access Safeguards,10,0.96352,4.5223
1757,JTR009,Ecosystem Restoration with Community Stewardship,1,7.52976,1.05799
1757,JTR002,Just Energy Transition with Worker Support,2,7.44423,0.74532
1757,JTR004,Participatory Retreat and Wetland Restoration,3,7.31414,0.88409
1757,JTR006,Climate Retrofit with Anti-Displacement Policy,4,7.075,1.02752
1757,JTR008,Public Digital Infrastructure with Community Oversight,5,7.05793,1.03022
1757,JTR010,Infrastructure Repair and Public Capacity Renewal,6,6.84556,1.22994
1757,JTR005,Green Infrastructure Without Housing Protection,7,2.45895,3.91914
1757,JTR001,Technical Decarbonization Only,8,2.32858,3.71652
1757,JTR007,Digital Modernization Without Access Safeguards,9,1.50942,4.23523
1757,JTR003,Coastal Retreat Without Long-Term Support,10,1.23789,4.50413
1758,JTR006,Climate Retrofit with Anti-Displacement Policy,1,7.68423,0.96865
1758,JTR010,Infrastructure Repair and Public Capacity Renewal,2,7.09583,0.84705
1758,JTR004,Participatory Retreat and Wetland Restoration,3,7.08529,1.03127
1758,JTR009,Ecosystem Restoration with Community Stewardship,4,6.79042,1.38486
1758,JTR002,Just Energy Transition with Worker Support,5,6.76399,1.18672
1758,JTR008,Public Digital Infrastructure with Community Oversight,6,6.6721,1.1035
1758,JTR005,Green Infrastructure Without Housing Protection,7,2.51156,3.752
1758,JTR003,Coastal Retreat Without Long-Term Support,8,1.80955,4.24653
1758,JTR001,Technical Decarbonization Only,9,1.76716,4.39231
1758,JTR007,Digital Modernization Without Access Safeguards,10,0.7933,4.62008
1759,JTR002,Just Energy Transition with Worker Support,1,7.44455,0.85482
1759,JTR004,Participatory Retreat and Wetland Restoration,2,7.40108,0.87683
1759,JTR006,Climate Retrofit with Anti-Displacement Policy,3,7.12978,1.08239
1759,JTR010,Infrastructure Repair and Public Capacity Renewal,4,6.9547,1.13678
1759,JTR009,Ecosystem Restoration with Community Stewardship,5,6.69946,1.26084
1759,JTR008,Public Digital Infrastructure with Community Oversight,6,6.27557,1.33393
1759,JTR005,Green Infrastructure Without Housing Protection,7,3.02103,3.63291
1759,JTR001,Technical Decarbonization Only,8,2.87735,3.54693
1759,JTR007,Digital Modernization Without Access Safeguards,9,1.77158,4.1657
1759,JTR003,Coastal Retreat Without Long-Term Support,10,1.43943,4.23628
1760,JTR010,Infrastructure Repair and Public Capacity Renewal,1,7.59476,0.97591
1760,JTR004,Participatory Retreat and Wetland Restoration,2,7.32511,1.28366
1760,JTR002,Just Energy Transition with Worker Support,3,7.07397,1.03044
1760,JTR008,Public Digital Infrastructure with Community Oversight,4,7.00266,0.98705
1760,JTR009,Ecosystem Restoration with Community Stewardship,5,6.89553,1.51927
1760,JTR006,Climate Retrofit with Anti-Displacement Policy,6,6.78064,1.47801
1760,JTR005,Green Infrastructure Without Housing Protection,7,3.19363,3.46187
1760,JTR001,Technical Decarbonization Only,8,2.46685,3.99736
1760,JTR003,Coastal Retreat Without Long-Term Support,9,1.6725,4.07154
1760,JTR007,Digital Modernization Without Access Safeguards,10,1.44509,4.3417
1761,JTR004,Participatory Retreat and Wetland Restoration,1,7.73336,0.90472
1761,JTR006,Climate Retrofit with Anti-Displacement Policy,2,6.96303,1.31484
1761,JTR009,Ecosystem Restoration with Community Stewardship,3,6.76415,1.3401
1761,JTR002,Just Energy Transition with Worker Support,4,6.74593,1.03138
1761,JTR010,Infrastructure Repair and Public Capacity Renewal,5,6.64435,1.19868
1761,JTR008,Public Digital Infrastructure with Community Oversight,6,6.33587,1.42671
1761,JTR005,Green Infrastructure Without Housing Protection,7,2.27718,3.90746
1761,JTR001,Technical Decarbonization Only,8,1.80805,4.07627
1761,JTR007,Digital Modernization Without Access Safeguards,9,1.33258,4.52159
