simulation_id,strategy_id,strategy,rank,adjusted_value,maladaptive_risk
2023,MRS005,Fossil Backup Power Expansion,8,-1.01501,4.89298
2023,MRS007,Dashboard Monitoring Without Repair,9,-1.2555,4.83009
2023,MRS001,Rebuild Same Floodplain Housing,10,-1.59136,5.16798
2024,MRS002,Floodplain Restoration and Housing Transition,1,8.19126,0.48694
2024,MRS004,Housing Retrofit and Public Cooling Network,2,7.80853,0.30937
2024,MRS008,Maintenance Backlog Repair and Governance Reform,3,7.38489,0.52626
2024,MRS010,Diversified Supply Chain with Labor and Ecological Standards,4,7.03242,0.5989
2024,MRS006,Distributed Renewable Resilience Hubs,5,6.53072,0.68446
2024,MRS003,Private Cooling Expansion Only,6,0.13235,4.22555
2024,MRS009,Supply Chain Buffering Through Worker Flexibility,7,-0.24228,4.39764
2024,MRS007,Dashboard Monitoring Without Repair,8,-0.86411,4.73472
2024,MRS005,Fossil Backup Power Expansion,9,-1.67586,5.18658
2024,MRS001,Rebuild Same Floodplain Housing,10,-1.74178,5.34469
2025,MRS004,Housing Retrofit and Public Cooling Network,1,7.6157,0.55666
2025,MRS002,Floodplain Restoration and Housing Transition,2,7.54785,0.51633
2025,MRS008,Maintenance Backlog Repair and Governance Reform,3,7.44024,0.4549
2025,MRS006,Distributed Renewable Resilience Hubs,4,7.06879,0.89326
2025,MRS010,Diversified Supply Chain with Labor and Ecological Standards,5,6.52649,0.82895
2025,MRS003,Private Cooling Expansion Only,6,0.62588,3.95388
2025,MRS009,Supply Chain Buffering Through Worker Flexibility,7,-0.85119,4.89982
2025,MRS007,Dashboard Monitoring Without Repair,8,-1.23267,4.94125
2025,MRS005,Fossil Backup Power Expansion,9,-1.57072,5.03891
2025,MRS001,Rebuild Same Floodplain Housing,10,-2.24899,5.537
2026,MRS002,Floodplain Restoration and Housing Transition,1,7.72073,0.45758
2026,MRS010,Diversified Supply Chain with Labor and Ecological Standards,2,7.42437,0.53017
2026,MRS006,Distributed Renewable Resilience Hubs,3,7.36989,0.51024
2026,MRS004,Housing Retrofit and Public Cooling Network,4,7.04072,0.7985
2026,MRS008,Maintenance Backlog Repair and Governance Reform,5,6.30237,0.87333
2026,MRS009,Supply Chain Buffering Through Worker Flexibility,6,0.1768,4.29456
2026,MRS003,Private Cooling Expansion Only,7,0.01905,4.31312
2026,MRS007,Dashboard Monitoring Without Repair,8,-0.04544,4.20088
2026,MRS005,Fossil Backup Power Expansion,9,-1.64586,5.00876
2026,MRS001,Rebuild Same Floodplain Housing,10,-1.94119,5.46533
2027,MRS010,Diversified Supply Chain with Labor and Ecological Standards,1,7.54006,0.46111
2027,MRS008,Maintenance Backlog Repair and Governance Reform,2,7.46413,0.45446
2027,MRS006,Distributed Renewable Resilience Hubs,3,7.43083,0.71151
2027,MRS002,Floodplain Restoration and Housing Transition,4,7.35704,0.52373
2027,MRS004,Housing Retrofit and Public Cooling Network,5,7.35341,0.52861
2027,MRS003,Private Cooling Expansion Only,6,0.08667,4.31497
2027,MRS005,Fossil Backup Power Expansion,7,-0.62665,4.598
2027,MRS009,Supply Chain Buffering Through Worker Flexibility,8,-0.73856,4.60097
2027,MRS007,Dashboard Monitoring Without Repair,9,-0.98825,4.82504
2027,MRS001,Rebuild Same Floodplain Housing,10,-1.80569,5.17103
2028,MRS006,Distributed Renewable Resilience Hubs,1,7.42729,0.62418
2028,MRS002,Floodplain Restoration and Housing Transition,2,7.41447,0.57714
2028,MRS004,Housing Retrofit and Public Cooling Network,3,6.92199,0.5535
2028,MRS008,Maintenance Backlog Repair and Governance Reform,4,6.90876,0.69154
2028,MRS010,Diversified Supply Chain with Labor and Ecological Standards,5,6.2593,0.86317
2028,MRS003,Private Cooling Expansion Only,6,0.50693,4.05383
2028,MRS009,Supply Chain Buffering Through Worker Flexibility,7,-0.52734,4.7491
2028,MRS005,Fossil Backup Power Expansion,8,-0.54762,4.54135
2028,MRS007,Dashboard Monitoring Without Repair,9,-1.09623,4.73099
2028,MRS001,Rebuild Same Floodplain Housing,10,-1.18677,4.92802
2029,MRS002,Floodplain Restoration and Housing Transition,1,7.58598,0.56831
2029,MRS006,Distributed Renewable Resilience Hubs,2,7.23778,0.55296
2029,MRS010,Diversified Supply Chain with Labor and Ecological Standards,3,6.76137,0.77412
2029,MRS008,Maintenance Backlog Repair and Governance Reform,4,6.75136,0.69872
2029,MRS004,Housing Retrofit and Public Cooling Network,5,6.48341,0.92793
2029,MRS003,Private Cooling Expansion Only,6,0.16831,4.12037
2029,MRS007,Dashboard Monitoring Without Repair,7,-0.35107,4.4885
2029,MRS009,Supply Chain Buffering Through Worker Flexibility,8,-0.37073,4.48855
2029,MRS005,Fossil Backup Power Expansion,9,-0.59795,4.66553
2029,MRS001,Rebuild Same Floodplain Housing,10,-1.74663,5.26202
2030,MRS002,Floodplain Restoration and Housing Transition,1,7.42246,0.64341
2030,MRS008,Maintenance Backlog Repair and Governance Reform,2,7.25778,0.54435
2030,MRS006,Distributed Renewable Resilience Hubs,3,6.78766,0.72233
2030,MRS010,Diversified Supply Chain with Labor and Ecological Standards,4,6.57598,0.73934
2030,MRS004,Housing Retrofit and Public Cooling Network,5,6.51434,0.95065
2030,MRS009,Supply Chain Buffering Through Worker Flexibility,6,-0.46507,4.5391
2030,MRS003,Private Cooling Expansion Only,7,-0.64939,4.69417
2030,MRS005,Fossil Backup Power Expansion,8,-0.88762,4.77097
2030,MRS007,Dashboard Monitoring Without Repair,9,-1.58467,5.15773
2030,MRS001,Rebuild Same Floodplain Housing,10,-1.91731,5.36989
2031,MRS004,Housing Retrofit and Public Cooling Network,1,7.73988,0.42314
2031,MRS002,Floodplain Restoration and Housing Transition,2,7.70086,0.56353
2031,MRS008,Maintenance Backlog Repair and Governance Reform,3,7.27779,0.63302
2031,MRS010,Diversified Supply Chain with Labor and Ecological Standards,4,7.03254,0.73617
2031,MRS006,Distributed Renewable Resilience Hubs,5,6.93768,0.65471
2031,MRS009,Supply Chain Buffering Through Worker Flexibility,6,0.3535,4.21315
2031,MRS003,Private Cooling Expansion Only,7,0.09908,4.21477
2031,MRS007,Dashboard Monitoring Without Repair,8,-0.28294,4.5022
2031,MRS005,Fossil Backup Power Expansion,9,-0.68017,4.56491
2031,MRS001,Rebuild Same Floodplain Housing,10,-1.3797,5.04357
2032,MRS002,Floodplain Restoration and Housing Transition,1,7.66569,0.63827
2032,MRS008,Maintenance Backlog Repair and Governance Reform,2,7.52659,0.52752
2032,MRS004,Housing Retrofit and Public Cooling Network,3,7.06763,0.58223
2032,MRS010,Diversified Supply Chain with Labor and Ecological Standards,4,6.81085,0.77421
2032,MRS006,Distributed Renewable Resilience Hubs,5,6.67795,0.74165
2032,MRS003,Private Cooling Expansion Only,6,0.20276,4.24428
2032,MRS009,Supply Chain Buffering Through Worker Flexibility,7,0.0413,4.3259
2032,MRS005,Fossil Backup Power Expansion,8,-0.41599,4.52352
2032,MRS007,Dashboard Monitoring Without Repair,9,-1.05322,4.71826
2032,MRS001,Rebuild Same Floodplain Housing,10,-1.64849,5.14119
2033,MRS002,Floodplain Restoration and Housing Transition,1,7.65744,0.63216
2033,MRS004,Housing Retrofit and Public Cooling Network,2,7.44464,0.47203
2033,MRS006,Distributed Renewable Resilience Hubs,3,7.32148,0.47961
2033,MRS008,Maintenance Backlog Repair and Governance Reform,4,7.23906,0.71522
2033,MRS010,Diversified Supply Chain with Labor and Ecological Standards,5,6.93268,0.65757
2033,MRS003,Private Cooling Expansion Only,6,0.51288,4.00387
2033,MRS009,Supply Chain Buffering Through Worker Flexibility,7,0.13373,4.38628
2033,MRS005,Fossil Backup Power Expansion,8,-0.10407,4.35397
2033,MRS007,Dashboard Monitoring Without Repair,9,-0.59144,4.52188
2033,MRS001,Rebuild Same Floodplain Housing,10,-1.72345,5.42699
2034,MRS004,Housing Retrofit and Public Cooling Network,1,7.80036,0.47251
2034,MRS002,Floodplain Restoration and Housing Transition,2,7.53913,0.70243
2034,MRS006,Distributed Renewable Resilience Hubs,3,7.17601,0.57492
2034,MRS010,Diversified Supply Chain with Labor and Ecological Standards,4,6.82437,0.77308
2034,MRS008,Maintenance Backlog Repair and Governance Reform,5,6.81945,0.76823
2034,MRS009,Supply Chain Buffering Through Worker Flexibility,6,0.50221,4.18911
2034,MRS003,Private Cooling Expansion Only,7,-0.30024,4.55873
2034,MRS005,Fossil Backup Power Expansion,8,-0.47225,4.60573
2034,MRS001,Rebuild Same Floodplain Housing,9,-1.01598,4.8459
2034,MRS007,Dashboard Monitoring Without Repair,10,-1.19822,4.90856
2035,MRS004,Housing Retrofit and Public Cooling Network,1,8.31756,0.33514
2035,MRS002,Floodplain Restoration and Housing Transition,2,7.42143,0.66243
2035,MRS008,Maintenance Backlog Repair and Governance Reform,3,7.37621,0.61552
2035,MRS010,Diversified Supply Chain with Labor and Ecological Standards,4,7.26307,0.5607
2035,MRS006,Distributed Renewable Resilience Hubs,5,7.14834,0.57954
2035,MRS009,Supply Chain Buffering Through Worker Flexibility,6,-0.1175,4.5224
2035,MRS007,Dashboard Monitoring Without Repair,7,-0.70811,4.52352
2035,MRS005,Fossil Backup Power Expansion,8,-0.74576,4.61723
2035,MRS003,Private Cooling Expansion Only,9,-0.84455,4.72051
2035,MRS001,Rebuild Same Floodplain Housing,10,-1.62315,5.2019
2036,MRS002,Floodplain Restoration and Housing Transition,1,8.25424,0.40785
2036,MRS006,Distributed Renewable Resilience Hubs,2,7.59254,0.41715
2036,MRS010,Diversified Supply Chain with Labor and Ecological Standards,3,7.36667,0.55484
2036,MRS004,Housing Retrofit and Public Cooling Network,4,7.26902,0.47503
2036,MRS008,Maintenance Backlog Repair and Governance Reform,5,6.8816,0.60413
2036,MRS009,Supply Chain Buffering Through Worker Flexibility,6,0.71816,4.05934
2036,MRS003,Private Cooling Expansion Only,7,0.28737,4.13793
2036,MRS001,Rebuild Same Floodplain Housing,8,-0.63412,4.72403
2036,MRS007,Dashboard Monitoring Without Repair,9,-0.66919,4.67418
2036,MRS005,Fossil Backup Power Expansion,10,-1.82273,5.19617
2037,MRS002,Floodplain Restoration and Housing Transition,1,7.77976,0.5262
2037,MRS008,Maintenance Backlog Repair and Governance Reform,2,7.67432,0.4992
2037,MRS006,Distributed Renewable Resilience Hubs,3,7.56974,0.53808
2037,MRS010,Diversified Supply Chain with Labor and Ecological Standards,4,7.38708,0.60994
2037,MRS004,Housing Retrofit and Public Cooling Network,5,7.03685,0.6581
2037,MRS003,Private Cooling Expansion Only,6,0.2735,4.24504
2037,MRS009,Supply Chain Buffering Through Worker Flexibility,7,-0.33698,4.64413
2037,MRS005,Fossil Backup Power Expansion,8,-0.88083,4.76814
2037,MRS007,Dashboard Monitoring Without Repair,9,-1.35926,5.02256
2037,MRS001,Rebuild Same Floodplain Housing,10,-1.73797,5.26908
2038,MRS006,Distributed Renewable Resilience Hubs,1,7.69259,0.48041
2038,MRS002,Floodplain Restoration and Housing Transition,2,7.62452,0.5774
2038,MRS010,Diversified Supply Chain with Labor and Ecological Standards,3,7.49679,0.68496
2038,MRS004,Housing Retrofit and Public Cooling Network,4,7.28891,0.55034
2038,MRS008,Maintenance Backlog Repair and Governance Reform,5,6.11361,1.08228
2038,MRS003,Private Cooling Expansion Only,6,0.1582,4.29655
2038,MRS009,Supply Chain Buffering Through Worker Flexibility,7,0.05481,4.23961
2038,MRS001,Rebuild Same Floodplain Housing,8,-1.12362,4.91638
2038,MRS007,Dashboard Monitoring Without Repair,9,-1.1695,4.84517
2038,MRS005,Fossil Backup Power Expansion,10,-1.42507,5.11773
2039,MRS002,Floodplain Restoration and Housing Transition,1,7.88644,0.46216
2039,MRS004,Housing Retrofit and Public Cooling Network,2,7.33206,0.54049
2039,MRS006,Distributed Renewable Resilience Hubs,3,7.19164,0.53068
2039,MRS008,Maintenance Backlog Repair and Governance Reform,4,6.88171,0.6828
2039,MRS010,Diversified Supply Chain with Labor and Ecological Standards,5,6.42784,0.86977
2039,MRS003,Private Cooling Expansion Only,6,0.22988,4.16614
2039,MRS007,Dashboard Monitoring Without Repair,7,-0.20874,4.35109
2039,MRS009,Supply Chain Buffering Through Worker Flexibility,8,-0.3988,4.59555
2039,MRS005,Fossil Backup Power Expansion,9,-0.4562,4.66681
2039,MRS001,Rebuild Same Floodplain Housing,10,-1.52423,5.30538
2040,MRS002,Floodplain Restoration and Housing Transition,1,7.81942,0.32121
2040,MRS004,Housing Retrofit and Public Cooling Network,2,7.74681,0.52085
2040,MRS006,Distributed Renewable Resilience Hubs,3,7.46069,0.4155
2040,MRS008,Maintenance Backlog Repair and Governance Reform,4,7.14065,0.53685
2040,MRS010,Diversified Supply Chain with Labor and Ecological Standards,5,6.99765,0.66296
2040,MRS003,Private Cooling Expansion Only,6,0.0006,4.20258
2040,MRS007,Dashboard Monitoring Without Repair,7,-0.21866,4.34235
2040,MRS009,Supply Chain Buffering Through Worker Flexibility,8,-0.44339,4.59533
2040,MRS005,Fossil Backup Power Expansion,9,-1.07774,4.8318
2040,MRS001,Rebuild Same Floodplain Housing,10,-1.86056,5.30239
2041,MRS002,Floodplain Restoration and Housing Transition,1,7.7743,0.49932
2041,MRS006,Distributed Renewable Resilience Hubs,2,7.66825,0.53448
2041,MRS004,Housing Retrofit and Public Cooling Network,3,7.5875,0.48973
2041,MRS008,Maintenance Backlog Repair and Governance Reform,4,7.14701,0.56836
2041,MRS010,Diversified Supply Chain with Labor and Ecological Standards,5,6.95361,0.86897
2041,MRS009,Supply Chain Buffering Through Worker Flexibility,6,0.19713,4.1564
2041,MRS005,Fossil Backup Power Expansion,7,-0.27647,4.4432
2041,MRS003,Private Cooling Expansion Only,8,-0.50322,4.56797
2041,MRS007,Dashboard Monitoring Without Repair,9,-1.9603,5.27079
2041,MRS001,Rebuild Same Floodplain Housing,10,-2.37311,5.69623
2042,MRS006,Distributed Renewable Resilience Hubs,1,7.7259,0.41445
2042,MRS002,Floodplain Restoration and Housing Transition,2,7.60427,0.45667
2042,MRS004,Housing Retrofit and Public Cooling Network,3,7.32251,0.47814
2042,MRS010,Diversified Supply Chain with Labor and Ecological Standards,4,7.25235,0.56268
2042,MRS008,Maintenance Backlog Repair and Governance Reform,5,6.56342,0.84733
2042,MRS007,Dashboard Monitoring Without Repair,6,0.28841,4.11445
2042,MRS009,Supply Chain Buffering Through Worker Flexibility,7,-0.29351,4.4991
2042,MRS003,Private Cooling Expansion Only,8,-0.72605,4.74926
2042,MRS005,Fossil Backup Power Expansion,9,-0.83738,4.68478
2042,MRS001,Rebuild Same Floodplain Housing,10,-1.88128,5.37296
2043,MRS002,Floodplain Restoration and Housing Transition,1,7.77951,0.58556
2043,MRS004,Housing Retrofit and Public Cooling Network,2,7.42493,0.31434
2043,MRS008,Maintenance Backlog Repair and Governance Reform,3,7.39795,0.56466
2043,MRS006,Distributed Renewable Resilience Hubs,4,7.37777,0.6874
2043,MRS010,Diversified Supply Chain with Labor and Ecological Standards,5,7.37401,0.6048
2043,MRS003,Private Cooling Expansion Only,6,-0.52047,4.63851
2043,MRS009,Supply Chain Buffering Through Worker Flexibility,7,-0.62744,4.66918
2043,MRS007,Dashboard Monitoring Without Repair,8,-0.64773,4.55183
2043,MRS005,Fossil Backup Power Expansion,9,-0.97749,4.90634
2043,MRS001,Rebuild Same Floodplain Housing,10,-1.3163,4.8828
2044,MRS010,Diversified Supply Chain with Labor and Ecological Standards,1,7.77033,0.33379
2044,MRS002,Floodplain Restoration and Housing Transition,2,7.52907,0.61167
2044,MRS004,Housing Retrofit and Public Cooling Network,3,7.44107,0.5201
2044,MRS008,Maintenance Backlog Repair and Governance Reform,4,7.34295,0.58249
2044,MRS006,Distributed Renewable Resilience Hubs,5,7.24455,0.61513
2044,MRS003,Private Cooling Expansion Only,6,-0.15487,4.40097
2044,MRS005,Fossil Backup Power Expansion,7,-0.41685,4.52203
2044,MRS007,Dashboard Monitoring Without Repair,8,-0.49485,4.46561
2044,MRS009,Supply Chain Buffering Through Worker Flexibility,9,-1.09232,4.9342
2044,MRS001,Rebuild Same Floodplain Housing,10,-1.25664,4.95063
2045,MRS010,Diversified Supply Chain with Labor and Ecological Standards,1,7.53057,0.47019
2045,MRS002,Floodplain Restoration and Housing Transition,2,7.48899,0.45744
2045,MRS006,Distributed Renewable Resilience Hubs,3,7.11341,0.54802
2045,MRS004,Housing Retrofit and Public Cooling Network,4,6.90984,0.80517
2045,MRS008,Maintenance Backlog Repair and Governance Reform,5,6.63095,1.08502
2045,MRS003,Private Cooling Expansion Only,6,0.36264,4.14065
2045,MRS007,Dashboard Monitoring Without Repair,7,-1.05316,4.71444
2045,MRS005,Fossil Backup Power Expansion,8,-1.38439,5.03986
2045,MRS009,Supply Chain Buffering Through Worker Flexibility,9,-1.44994,5.12909
2045,MRS001,Rebuild Same Floodplain Housing,10,-1.65353,5.09264
2046,MRS002,Floodplain Restoration and Housing Transition,1,8.07689,0.42381
2046,MRS006,Distributed Renewable Resilience Hubs,2,7.92336,0.47331
2046,MRS008,Maintenance Backlog Repair and Governance Reform,3,7.25033,0.71196
2046,MRS010,Diversified Supply Chain with Labor and Ecological Standards,4,7.20296,0.57397
2046,MRS004,Housing Retrofit and Public Cooling Network,5,6.93484,0.68534
2046,MRS009,Supply Chain Buffering Through Worker Flexibility,6,0.07458,4.31831
2046,MRS003,Private Cooling Expansion Only,7,-0.54168,4.69032
2046,MRS005,Fossil Backup Power Expansion,8,-0.68921,4.52322
2046,MRS007,Dashboard Monitoring Without Repair,9,-0.69671,4.65744
2046,MRS001,Rebuild Same Floodplain Housing,10,-0.77536,4.63195
2047,MRS002,Floodplain Restoration and Housing Transition,1,8.15017,0.37453
2047,MRS006,Distributed Renewable Resilience Hubs,2,7.94267,0.3545
2047,MRS008,Maintenance Backlog Repair and Governance Reform,3,7.48928,0.53408
2047,MRS004,Housing Retrofit and Public Cooling Network,4,7.04409,0.57915
2047,MRS010,Diversified Supply Chain with Labor and Ecological Standards,5,7.01677,0.59322
2047,MRS003,Private Cooling Expansion Only,6,0.42285,4.02817
2047,MRS005,Fossil Backup Power Expansion,7,-0.26482,4.24713
2047,MRS007,Dashboard Monitoring Without Repair,8,-0.48388,4.65841
2047,MRS009,Supply Chain Buffering Through Worker Flexibility,9,-0.611,4.64813
2047,MRS001,Rebuild Same Floodplain Housing,10,-0.69429,4.62884
2048,MRS004,Housing Retrofit and Public Cooling Network,1,7.36908,0.64228
2048,MRS006,Distributed Renewable Resilience Hubs,2,7.16061,0.73432
2048,MRS002,Floodplain Restoration and Housing Transition,3,7.00728,0.61174
2048,MRS008,Maintenance Backlog Repair and Governance Reform,4,6.18479,1.11348
2048,MRS010,Diversified Supply Chain with Labor and Ecological Standards,5,6.16636,1.15208
2048,MRS007,Dashboard Monitoring Without Repair,6,-0.36572,4.48045
2048,MRS003,Private Cooling Expansion Only,7,-0.57569,4.76131
2048,MRS009,Supply Chain Buffering Through Worker Flexibility,8,-0.59694,4.7405
2048,MRS005,Fossil Backup Power Expansion,9,-1.35388,5.05013
2048,MRS001,Rebuild Same Floodplain Housing,10,-1.60142,5.27543
2049,MRS006,Distributed Renewable Resilience Hubs,1,7.84593,0.51089
2049,MRS002,Floodplain Restoration and Housing Transition,2,7.69262,0.41228
2049,MRS008,Maintenance Backlog Repair and Governance Reform,3,7.65844,0.30202
2049,MRS004,Housing Retrofit and Public Cooling Network,4,7.48403,0.38382
2049,MRS010,Diversified Supply Chain with Labor and Ecological Standards,5,7.38094,0.45178
2049,MRS009,Supply Chain Buffering Through Worker Flexibility,6,0.14573,4.18086
2049,MRS003,Private Cooling Expansion Only,7,-0.38993,4.47049
2049,MRS007,Dashboard Monitoring Without Repair,8,-0.94034,4.70821
2049,MRS005,Fossil Backup Power Expansion,9,-1.09379,4.79771
2049,MRS001,Rebuild Same Floodplain Housing,10,-1.48743,5.13339
2050,MRS006,Distributed Renewable Resilience Hubs,1,7.40101,0.51467
2050,MRS002,Floodplain Restoration and Housing Transition,2,7.4002,0.62981
2050,MRS010,Diversified Supply Chain with Labor and Ecological Standards,3,7.35374,0.50289
2050,MRS008,Maintenance Backlog Repair and Governance Reform,4,7.27221,0.476
2050,MRS004,Housing Retrofit and Public Cooling Network,5,6.95003,0.84631
2050,MRS009,Supply Chain Buffering Through Worker Flexibility,6,0.59038,4.10253
2050,MRS003,Private Cooling Expansion Only,7,0.1987,4.15452
2050,MRS005,Fossil Backup Power Expansion,8,-0.85193,4.79407
2050,MRS007,Dashboard Monitoring Without Repair,9,-0.8993,4.80443
2050,MRS001,Rebuild Same Floodplain Housing,10,-1.44414,5.08991
2051,MRS002,Floodplain Restoration and Housing Transition,1,7.87487,0.45224
2051,MRS006,Distributed Renewable Resilience Hubs,2,7.81709,0.56707
2051,MRS004,Housing Retrofit and Public Cooling Network,3,7.38264,0.58193
2051,MRS008,Maintenance Backlog Repair and Governance Reform,4,7.20897,0.48514
2051,MRS010,Diversified Supply Chain with Labor and Ecological Standards,5,7.18465,0.51107
2051,MRS003,Private Cooling Expansion Only,6,1.21025,3.79088
2051,MRS009,Supply Chain Buffering Through Worker Flexibility,7,-0.63153,4.76017
2051,MRS005,Fossil Backup Power Expansion,8,-0.74838,4.74856
2051,MRS007,Dashboard Monitoring Without Repair,9,-1.26632,4.93109
2051,MRS001,Rebuild Same Floodplain Housing,10,-1.37653,5.17992
2052,MRS004,Housing Retrofit and Public Cooling Network,1,7.7818,0.45189
2052,MRS010,Diversified Supply Chain with Labor and Ecological Standards,2,7.40418,0.60316
2052,MRS006,Distributed Renewable Resilience Hubs,3,7.38823,0.62438
2052,MRS008,Maintenance Backlog Repair and Governance Reform,4,7.30373,0.47378
2052,MRS002,Floodplain Restoration and Housing Transition,5,7.27554,0.58045
2052,MRS003,Private Cooling Expansion Only,6,-0.09931,4.48328
2052,MRS007,Dashboard Monitoring Without Repair,7,-0.44985,4.58554
2052,MRS009,Supply Chain Buffering Through Worker Flexibility,8,-0.69454,4.79026
2052,MRS005,Fossil Backup Power Expansion,9,-1.55986,5.08529
2052,MRS001,Rebuild Same Floodplain Housing,10,-2.24105,5.57294
2053,MRS004,Housing Retrofit and Public Cooling Network,1,7.63732,0.443
2053,MRS002,Floodplain Restoration and Housing Transition,2,7.33105,0.62056
2053,MRS006,Distributed Renewable Resilience Hubs,3,7.12822,0.61912
2053,MRS010,Diversified Supply Chain with Labor and Ecological Standards,4,6.99081,0.61237
2053,MRS008,Maintenance Backlog Repair and Governance Reform,5,6.61322,0.87072
2053,MRS007,Dashboard Monitoring Without Repair,6,-0.05343,4.2702
2053,MRS009,Supply Chain Buffering Through Worker Flexibility,7,-0.35004,4.64469
2053,MRS003,Private Cooling Expansion Only,8,-0.6688,4.53865
2053,MRS001,Rebuild Same Floodplain Housing,9,-0.83363,4.66428
2053,MRS005,Fossil Backup Power Expansion,10,-1.39196,5.01255
2054,MRS002,Floodplain Restoration and Housing Transition,1,7.64554,0.36747
2054,MRS006,Distributed Renewable Resilience Hubs,2,7.62918,0.52908
2054,MRS004,Housing Retrofit and Public Cooling Network,3,7.14448,0.74387
2054,MRS008,Maintenance Backlog Repair and Governance Reform,4,7.09397,0.70786
2054,MRS010,Diversified Supply Chain with Labor and Ecological Standards,5,6.88644,0.82632
2054,MRS003,Private Cooling Expansion Only,6,0.23179,4.1138
2054,MRS007,Dashboard Monitoring Without Repair,7,-0.04972,4.35147
2054,MRS005,Fossil Backup Power Expansion,8,-0.93231,4.84365
2054,MRS009,Supply Chain Buffering Through Worker Flexibility,9,-1.10443,4.97023
2054,MRS001,Rebuild Same Floodplain Housing,10,-1.32789,4.95297
2055,MRS006,Distributed Renewable Resilience Hubs,1,7.9774,0.49936
2055,MRS002,Floodplain Restoration and Housing Transition,2,7.85985,0.416
2055,MRS004,Housing Retrofit and Public Cooling Network,3,7.30939,0.65817
2055,MRS008,Maintenance Backlog Repair and Governance Reform,4,6.91445,0.66407
2055,MRS010,Diversified Supply Chain with Labor and Ecological Standards,5,6.82979,0.6864
2055,MRS009,Supply Chain Buffering Through Worker Flexibility,6,0.31325,4.33877
2055,MRS003,Private Cooling Expansion Only,7,0.10364,4.25828
2055,MRS007,Dashboard Monitoring Without Repair,8,-0.64347,4.52663
2055,MRS005,Fossil Backup Power Expansion,9,-1.21036,4.95359
2055,MRS001,Rebuild Same Floodplain Housing,10,-1.98657,5.47937
2056,MRS002,Floodplain Restoration and Housing Transition,1,7.46931,0.59807
2056,MRS004,Housing Retrofit and Public Cooling Network,2,7.41794,0.55588
2056,MRS008,Maintenance Backlog Repair and Governance Reform,3,7.13854,0.69574
2056,MRS006,Distributed Renewable Resilience Hubs,4,7.08674,0.51664
2056,MRS010,Diversified Supply Chain with Labor and Ecological Standards,5,6.51221,0.83119
2056,MRS009,Supply Chain Buffering Through Worker Flexibility,6,0.43107,4.09686
2056,MRS003,Private Cooling Expansion Only,7,0.17623,4.18672
2056,MRS007,Dashboard Monitoring Without Repair,8,-1.03176,4.6795
2056,MRS005,Fossil Backup Power Expansion,9,-1.41178,4.90007
2056,MRS001,Rebuild Same Floodplain Housing,10,-1.97598,5.37348
2057,MRS006,Distributed Renewable Resilience Hubs,1,7.88828,0.27373
2057,MRS002,Floodplain Restoration and Housing Transition,2,7.60524,0.33518
2057,MRS010,Diversified Supply Chain with Labor and Ecological Standards,3,7.58289,0.49042
2057,MRS008,Maintenance Backlog Repair and Governance Reform,4,7.24383,0.55541
2057,MRS004,Housing Retrofit and Public Cooling Network,5,7.12483,0.62546
2057,MRS009,Supply Chain Buffering Through Worker Flexibility,6,0.47136,4.16197
2057,MRS003,Private Cooling Expansion Only,7,0.07457,4.30103
2057,MRS007,Dashboard Monitoring Without Repair,8,-0.66809,4.5904
2057,MRS005,Fossil Backup Power Expansion,9,-0.99154,4.76494
2057,MRS001,Rebuild Same Floodplain Housing,10,-1.89361,5.34533
2058,MRS002,Floodplain Restoration and Housing Transition,1,7.75695,0.44476
2058,MRS008,Maintenance Backlog Repair and Governance Reform,2,7.36307,0.58249
2058,MRS006,Distributed Renewable Resilience Hubs,3,7.35293,0.57079
2058,MRS004,Housing Retrofit and Public Cooling Network,4,7.28467,0.65318
2058,MRS010,Diversified Supply Chain with Labor and Ecological Standards,5,7.25851,0.61137
2058,MRS009,Supply Chain Buffering Through Worker Flexibility,6,0.54567,4.14914
2058,MRS003,Private Cooling Expansion Only,7,-0.54782,4.54264
2058,MRS007,Dashboard Monitoring Without Repair,8,-0.55575,4.58169
2058,MRS005,Fossil Backup Power Expansion,9,-0.83049,4.72643
2058,MRS001,Rebuild Same Floodplain Housing,10,-1.67973,5.33491
2059,MRS004,Housing Retrofit and Public Cooling Network,1,7.50543,0.42579
2059,MRS008,Maintenance Backlog Repair and Governance Reform,2,7.35775,0.34814
2059,MRS002,Floodplain Restoration and Housing Transition,3,7.23723,0.5662
2059,MRS006,Distributed Renewable Resilience Hubs,4,7.10031,0.67259
2059,MRS010,Diversified Supply Chain with Labor and Ecological Standards,5,6.82658,0.5969
2059,MRS003,Private Cooling Expansion Only,6,0.10638,4.21931
2059,MRS009,Supply Chain Buffering Through Worker Flexibility,7,-0.62446,4.68772
2059,MRS007,Dashboard Monitoring Without Repair,8,-0.91658,4.87752
2059,MRS005,Fossil Backup Power Expansion,9,-1.19905,4.95259
2059,MRS001,Rebuild Same Floodplain Housing,10,-1.90529,5.28624
2060,MRS002,Floodplain Restoration and Housing Transition,1,8.19777,0.37525
2060,MRS006,Distributed Renewable Resilience Hubs,2,7.46017,0.53105
2060,MRS010,Diversified Supply Chain with Labor and Ecological Standards,3,7.33567,0.5725
2060,MRS008,Maintenance Backlog Repair and Governance Reform,4,7.2768,0.5211
2060,MRS004,Housing Retrofit and Public Cooling Network,5,7.191,0.56427
