simulation_id,strategy_id,strategy,rank,knowledge_integration_value,winner
2442,LK001,Participatory Risk Mapping and Action Triggers,5,8.21261,Funded Community Resilience Advisory Council
2442,LK002,Community Science Environmental Monitoring Network,6,8.06757,Funded Community Resilience Advisory Council
2443,LK003,Indigenous Knowledge Governance Protocol,1,8.95821,Indigenous Knowledge Governance Protocol
2443,LK004,Funded Community Resilience Advisory Council,2,8.683,Indigenous Knowledge Governance Protocol
2443,LK005,Trusted Messenger and Local Warning System,3,8.61461,Indigenous Knowledge Governance Protocol
2443,LK006,Recovery Feedback and Administrative Burden Review,4,8.48535,Indigenous Knowledge Governance Protocol
2443,LK002,Community Science Environmental Monitoring Network,5,8.15401,Indigenous Knowledge Governance Protocol
2443,LK001,Participatory Risk Mapping and Action Triggers,6,8.11582,Indigenous Knowledge Governance Protocol
2444,LK004,Funded Community Resilience Advisory Council,1,9.03424,Funded Community Resilience Advisory Council
2444,LK003,Indigenous Knowledge Governance Protocol,2,8.69746,Funded Community Resilience Advisory Council
2444,LK001,Participatory Risk Mapping and Action Triggers,3,8.5215,Funded Community Resilience Advisory Council
2444,LK006,Recovery Feedback and Administrative Burden Review,4,8.49516,Funded Community Resilience Advisory Council
2444,LK005,Trusted Messenger and Local Warning System,5,8.24331,Funded Community Resilience Advisory Council
2444,LK002,Community Science Environmental Monitoring Network,6,7.66974,Funded Community Resilience Advisory Council
2445,LK003,Indigenous Knowledge Governance Protocol,1,9.03028,Indigenous Knowledge Governance Protocol
2445,LK004,Funded Community Resilience Advisory Council,2,8.67655,Indigenous Knowledge Governance Protocol
2445,LK006,Recovery Feedback and Administrative Burden Review,3,8.48408,Indigenous Knowledge Governance Protocol
2445,LK005,Trusted Messenger and Local Warning System,4,8.21568,Indigenous Knowledge Governance Protocol
2445,LK001,Participatory Risk Mapping and Action Triggers,5,8.1843,Indigenous Knowledge Governance Protocol
2445,LK002,Community Science Environmental Monitoring Network,6,8.17135,Indigenous Knowledge Governance Protocol
2446,LK003,Indigenous Knowledge Governance Protocol,1,8.91009,Indigenous Knowledge Governance Protocol
2446,LK004,Funded Community Resilience Advisory Council,2,8.80622,Indigenous Knowledge Governance Protocol
2446,LK006,Recovery Feedback and Administrative Burden Review,3,8.31416,Indigenous Knowledge Governance Protocol
2446,LK001,Participatory Risk Mapping and Action Triggers,4,8.195,Indigenous Knowledge Governance Protocol
2446,LK005,Trusted Messenger and Local Warning System,5,8.15926,Indigenous Knowledge Governance Protocol
2446,LK002,Community Science Environmental Monitoring Network,6,7.78143,Indigenous Knowledge Governance Protocol
2447,LK003,Indigenous Knowledge Governance Protocol,1,8.64111,Indigenous Knowledge Governance Protocol
2447,LK001,Participatory Risk Mapping and Action Triggers,2,8.42862,Indigenous Knowledge Governance Protocol
2447,LK002,Community Science Environmental Monitoring Network,3,8.42653,Indigenous Knowledge Governance Protocol
2447,LK005,Trusted Messenger and Local Warning System,4,8.36292,Indigenous Knowledge Governance Protocol
2447,LK004,Funded Community Resilience Advisory Council,5,8.20889,Indigenous Knowledge Governance Protocol
2447,LK006,Recovery Feedback and Administrative Burden Review,6,8.109,Indigenous Knowledge Governance Protocol
2448,LK004,Funded Community Resilience Advisory Council,1,9.12163,Funded Community Resilience Advisory Council
2448,LK003,Indigenous Knowledge Governance Protocol,2,9.01893,Funded Community Resilience Advisory Council
2448,LK006,Recovery Feedback and Administrative Burden Review,3,8.5208,Funded Community Resilience Advisory Council
2448,LK001,Participatory Risk Mapping and Action Triggers,4,8.50411,Funded Community Resilience Advisory Council
2448,LK005,Trusted Messenger and Local Warning System,5,8.4674,Funded Community Resilience Advisory Council
2448,LK002,Community Science Environmental Monitoring Network,6,7.75791,Funded Community Resilience Advisory Council
2449,LK006,Recovery Feedback and Administrative Burden Review,1,8.80075,Recovery Feedback and Administrative Burden Review
2449,LK004,Funded Community Resilience Advisory Council,2,8.72868,Recovery Feedback and Administrative Burden Review
2449,LK003,Indigenous Knowledge Governance Protocol,3,8.43503,Recovery Feedback and Administrative Burden Review
2449,LK005,Trusted Messenger and Local Warning System,4,8.39119,Recovery Feedback and Administrative Burden Review
2449,LK001,Participatory Risk Mapping and Action Triggers,5,8.31832,Recovery Feedback and Administrative Burden Review
2449,LK002,Community Science Environmental Monitoring Network,6,8.21095,Recovery Feedback and Administrative Burden Review
2450,LK003,Indigenous Knowledge Governance Protocol,1,8.91445,Indigenous Knowledge Governance Protocol
2450,LK004,Funded Community Resilience Advisory Council,2,8.9127,Indigenous Knowledge Governance Protocol
2450,LK006,Recovery Feedback and Administrative Burden Review,3,8.67726,Indigenous Knowledge Governance Protocol
2450,LK005,Trusted Messenger and Local Warning System,4,8.56637,Indigenous Knowledge Governance Protocol
2450,LK001,Participatory Risk Mapping and Action Triggers,5,8.49204,Indigenous Knowledge Governance Protocol
2450,LK002,Community Science Environmental Monitoring Network,6,8.41478,Indigenous Knowledge Governance Protocol
2451,LK004,Funded Community Resilience Advisory Council,1,8.90573,Funded Community Resilience Advisory Council
2451,LK003,Indigenous Knowledge Governance Protocol,2,8.73014,Funded Community Resilience Advisory Council
2451,LK001,Participatory Risk Mapping and Action Triggers,3,8.58676,Funded Community Resilience Advisory Council
2451,LK002,Community Science Environmental Monitoring Network,4,8.19695,Funded Community Resilience Advisory Council
2451,LK005,Trusted Messenger and Local Warning System,5,8.12214,Funded Community Resilience Advisory Council
2451,LK006,Recovery Feedback and Administrative Burden Review,6,8.11629,Funded Community Resilience Advisory Council
2452,LK003,Indigenous Knowledge Governance Protocol,1,9.22961,Indigenous Knowledge Governance Protocol
2452,LK004,Funded Community Resilience Advisory Council,2,9.0234,Indigenous Knowledge Governance Protocol
2452,LK001,Participatory Risk Mapping and Action Triggers,3,8.53097,Indigenous Knowledge Governance Protocol
2452,LK005,Trusted Messenger and Local Warning System,4,8.52836,Indigenous Knowledge Governance Protocol
2452,LK006,Recovery Feedback and Administrative Burden Review,5,8.27685,Indigenous Knowledge Governance Protocol
2452,LK002,Community Science Environmental Monitoring Network,6,7.93983,Indigenous Knowledge Governance Protocol
2453,LK006,Recovery Feedback and Administrative Burden Review,1,8.95118,Recovery Feedback and Administrative Burden Review
2453,LK003,Indigenous Knowledge Governance Protocol,2,8.87281,Recovery Feedback and Administrative Burden Review
2453,LK004,Funded Community Resilience Advisory Council,3,8.80494,Recovery Feedback and Administrative Burden Review
2453,LK005,Trusted Messenger and Local Warning System,4,8.46156,Recovery Feedback and Administrative Burden Review
2453,LK001,Participatory Risk Mapping and Action Triggers,5,8.27614,Recovery Feedback and Administrative Burden Review
2453,LK002,Community Science Environmental Monitoring Network,6,8.0704,Recovery Feedback and Administrative Burden Review
2454,LK003,Indigenous Knowledge Governance Protocol,1,8.8936,Indigenous Knowledge Governance Protocol
2454,LK004,Funded Community Resilience Advisory Council,2,8.86006,Indigenous Knowledge Governance Protocol
2454,LK005,Trusted Messenger and Local Warning System,3,8.4123,Indigenous Knowledge Governance Protocol
2454,LK001,Participatory Risk Mapping and Action Triggers,4,8.38592,Indigenous Knowledge Governance Protocol
2454,LK002,Community Science Environmental Monitoring Network,5,8.26195,Indigenous Knowledge Governance Protocol
2454,LK006,Recovery Feedback and Administrative Burden Review,6,8.13801,Indigenous Knowledge Governance Protocol
2455,LK003,Indigenous Knowledge Governance Protocol,1,9.26082,Indigenous Knowledge Governance Protocol
2455,LK004,Funded Community Resilience Advisory Council,2,8.9869,Indigenous Knowledge Governance Protocol
2455,LK001,Participatory Risk Mapping and Action Triggers,3,8.55743,Indigenous Knowledge Governance Protocol
2455,LK006,Recovery Feedback and Administrative Burden Review,4,8.27785,Indigenous Knowledge Governance Protocol
2455,LK005,Trusted Messenger and Local Warning System,5,8.20003,Indigenous Knowledge Governance Protocol
2455,LK002,Community Science Environmental Monitoring Network,6,7.87603,Indigenous Knowledge Governance Protocol
2456,LK003,Indigenous Knowledge Governance Protocol,1,8.92492,Indigenous Knowledge Governance Protocol
2456,LK001,Participatory Risk Mapping and Action Triggers,2,8.76488,Indigenous Knowledge Governance Protocol
2456,LK004,Funded Community Resilience Advisory Council,3,8.71601,Indigenous Knowledge Governance Protocol
2456,LK005,Trusted Messenger and Local Warning System,4,8.45168,Indigenous Knowledge Governance Protocol
2456,LK002,Community Science Environmental Monitoring Network,5,8.37705,Indigenous Knowledge Governance Protocol
2456,LK006,Recovery Feedback and Administrative Burden Review,6,8.27247,Indigenous Knowledge Governance Protocol
2457,LK003,Indigenous Knowledge Governance Protocol,1,9.01426,Indigenous Knowledge Governance Protocol
2457,LK004,Funded Community Resilience Advisory Council,2,8.61975,Indigenous Knowledge Governance Protocol
2457,LK006,Recovery Feedback and Administrative Burden Review,3,8.61697,Indigenous Knowledge Governance Protocol
2457,LK005,Trusted Messenger and Local Warning System,4,8.30887,Indigenous Knowledge Governance Protocol
2457,LK001,Participatory Risk Mapping and Action Triggers,5,8.17057,Indigenous Knowledge Governance Protocol
2457,LK002,Community Science Environmental Monitoring Network,6,7.50371,Indigenous Knowledge Governance Protocol
2458,LK003,Indigenous Knowledge Governance Protocol,1,9.28523,Indigenous Knowledge Governance Protocol
2458,LK004,Funded Community Resilience Advisory Council,2,8.64149,Indigenous Knowledge Governance Protocol
2458,LK005,Trusted Messenger and Local Warning System,3,8.63719,Indigenous Knowledge Governance Protocol
2458,LK006,Recovery Feedback and Administrative Burden Review,4,8.45719,Indigenous Knowledge Governance Protocol
2458,LK001,Participatory Risk Mapping and Action Triggers,5,8.26365,Indigenous Knowledge Governance Protocol
2458,LK002,Community Science Environmental Monitoring Network,6,8.07428,Indigenous Knowledge Governance Protocol
2459,LK004,Funded Community Resilience Advisory Council,1,9.07665,Funded Community Resilience Advisory Council
2459,LK003,Indigenous Knowledge Governance Protocol,2,8.70541,Funded Community Resilience Advisory Council
2459,LK001,Participatory Risk Mapping and Action Triggers,3,8.45328,Funded Community Resilience Advisory Council
2459,LK006,Recovery Feedback and Administrative Burden Review,4,8.42982,Funded Community Resilience Advisory Council
2459,LK005,Trusted Messenger and Local Warning System,5,8.29726,Funded Community Resilience Advisory Council
2459,LK002,Community Science Environmental Monitoring Network,6,8.12252,Funded Community Resilience Advisory Council
2460,LK001,Participatory Risk Mapping and Action Triggers,1,8.76201,Participatory Risk Mapping and Action Triggers
2460,LK003,Indigenous Knowledge Governance Protocol,2,8.53858,Participatory Risk Mapping and Action Triggers
2460,LK004,Funded Community Resilience Advisory Council,3,8.31688,Participatory Risk Mapping and Action Triggers
2460,LK005,Trusted Messenger and Local Warning System,4,8.29642,Participatory Risk Mapping and Action Triggers
2460,LK006,Recovery Feedback and Administrative Burden Review,5,8.25921,Participatory Risk Mapping and Action Triggers
2460,LK002,Community Science Environmental Monitoring Network,6,8.0894,Participatory Risk Mapping and Action Triggers
2461,LK003,Indigenous Knowledge Governance Protocol,1,9.07696,Indigenous Knowledge Governance Protocol
2461,LK005,Trusted Messenger and Local Warning System,2,8.9543,Indigenous Knowledge Governance Protocol
2461,LK004,Funded Community Resilience Advisory Council,3,8.70224,Indigenous Knowledge Governance Protocol
2461,LK006,Recovery Feedback and Administrative Burden Review,4,8.60292,Indigenous Knowledge Governance Protocol
2461,LK001,Participatory Risk Mapping and Action Triggers,5,8.55794,Indigenous Knowledge Governance Protocol
2461,LK002,Community Science Environmental Monitoring Network,6,8.00215,Indigenous Knowledge Governance Protocol
2462,LK004,Funded Community Resilience Advisory Council,1,8.8186,Funded Community Resilience Advisory Council
2462,LK001,Participatory Risk Mapping and Action Triggers,2,8.60811,Funded Community Resilience Advisory Council
2462,LK006,Recovery Feedback and Administrative Burden Review,3,8.54472,Funded Community Resilience Advisory Council
2462,LK003,Indigenous Knowledge Governance Protocol,4,8.45799,Funded Community Resilience Advisory Council
2462,LK005,Trusted Messenger and Local Warning System,5,7.77284,Funded Community Resilience Advisory Council
2462,LK002,Community Science Environmental Monitoring Network,6,7.66451,Funded Community Resilience Advisory Council
2463,LK004,Funded Community Resilience Advisory Council,1,8.60356,Funded Community Resilience Advisory Council
2463,LK006,Recovery Feedback and Administrative Burden Review,2,8.56404,Funded Community Resilience Advisory Council
2463,LK003,Indigenous Knowledge Governance Protocol,3,8.44321,Funded Community Resilience Advisory Council
2463,LK002,Community Science Environmental Monitoring Network,4,8.27335,Funded Community Resilience Advisory Council
2463,LK001,Participatory Risk Mapping and Action Triggers,5,8.20534,Funded Community Resilience Advisory Council
2463,LK005,Trusted Messenger and Local Warning System,6,8.12595,Funded Community Resilience Advisory Council
2464,LK004,Funded Community Resilience Advisory Council,1,8.72544,Funded Community Resilience Advisory Council
2464,LK003,Indigenous Knowledge Governance Protocol,2,8.57318,Funded Community Resilience Advisory Council
2464,LK001,Participatory Risk Mapping and Action Triggers,3,8.4618,Funded Community Resilience Advisory Council
2464,LK006,Recovery Feedback and Administrative Burden Review,4,8.44255,Funded Community Resilience Advisory Council
2464,LK002,Community Science Environmental Monitoring Network,5,8.33016,Funded Community Resilience Advisory Council
2464,LK005,Trusted Messenger and Local Warning System,6,8.12329,Funded Community Resilience Advisory Council
2465,LK003,Indigenous Knowledge Governance Protocol,1,8.96853,Indigenous Knowledge Governance Protocol
2465,LK006,Recovery Feedback and Administrative Burden Review,2,8.47758,Indigenous Knowledge Governance Protocol
2465,LK004,Funded Community Resilience Advisory Council,3,8.46895,Indigenous Knowledge Governance Protocol
2465,LK005,Trusted Messenger and Local Warning System,4,8.27581,Indigenous Knowledge Governance Protocol
2465,LK001,Participatory Risk Mapping and Action Triggers,5,8.10663,Indigenous Knowledge Governance Protocol
2465,LK002,Community Science Environmental Monitoring Network,6,7.8236,Indigenous Knowledge Governance Protocol
2466,LK003,Indigenous Knowledge Governance Protocol,1,8.78362,Indigenous Knowledge Governance Protocol
2466,LK006,Recovery Feedback and Administrative Burden Review,2,8.7396,Indigenous Knowledge Governance Protocol
2466,LK004,Funded Community Resilience Advisory Council,3,8.57314,Indigenous Knowledge Governance Protocol
2466,LK005,Trusted Messenger and Local Warning System,4,8.18775,Indigenous Knowledge Governance Protocol
2466,LK002,Community Science Environmental Monitoring Network,5,8.1519,Indigenous Knowledge Governance Protocol
2466,LK001,Participatory Risk Mapping and Action Triggers,6,7.81931,Indigenous Knowledge Governance Protocol
2467,LK003,Indigenous Knowledge Governance Protocol,1,8.86337,Indigenous Knowledge Governance Protocol
2467,LK006,Recovery Feedback and Administrative Burden Review,2,8.81465,Indigenous Knowledge Governance Protocol
2467,LK004,Funded Community Resilience Advisory Council,3,8.71544,Indigenous Knowledge Governance Protocol
2467,LK005,Trusted Messenger and Local Warning System,4,8.34748,Indigenous Knowledge Governance Protocol
2467,LK001,Participatory Risk Mapping and Action Triggers,5,8.13257,Indigenous Knowledge Governance Protocol
2467,LK002,Community Science Environmental Monitoring Network,6,7.93547,Indigenous Knowledge Governance Protocol
2468,LK003,Indigenous Knowledge Governance Protocol,1,8.99732,Indigenous Knowledge Governance Protocol
2468,LK004,Funded Community Resilience Advisory Council,2,8.69614,Indigenous Knowledge Governance Protocol
2468,LK006,Recovery Feedback and Administrative Burden Review,3,8.45187,Indigenous Knowledge Governance Protocol
2468,LK001,Participatory Risk Mapping and Action Triggers,4,8.42357,Indigenous Knowledge Governance Protocol
2468,LK005,Trusted Messenger and Local Warning System,5,8.13299,Indigenous Knowledge Governance Protocol
2468,LK002,Community Science Environmental Monitoring Network,6,8.08768,Indigenous Knowledge Governance Protocol
2469,LK004,Funded Community Resilience Advisory Council,1,8.87659,Funded Community Resilience Advisory Council
2469,LK003,Indigenous Knowledge Governance Protocol,2,8.78425,Funded Community Resilience Advisory Council
2469,LK006,Recovery Feedback and Administrative Burden Review,3,8.3375,Funded Community Resilience Advisory Council
2469,LK001,Participatory Risk Mapping and Action Triggers,4,8.33706,Funded Community Resilience Advisory Council
2469,LK005,Trusted Messenger and Local Warning System,5,8.10722,Funded Community Resilience Advisory Council
2469,LK002,Community Science Environmental Monitoring Network,6,7.92928,Funded Community Resilience Advisory Council
2470,LK003,Indigenous Knowledge Governance Protocol,1,9.07631,Indigenous Knowledge Governance Protocol
2470,LK004,Funded Community Resilience Advisory Council,2,8.72282,Indigenous Knowledge Governance Protocol
2470,LK001,Participatory Risk Mapping and Action Triggers,3,8.51673,Indigenous Knowledge Governance Protocol
2470,LK005,Trusted Messenger and Local Warning System,4,8.1653,Indigenous Knowledge Governance Protocol
2470,LK006,Recovery Feedback and Administrative Burden Review,5,8.0603,Indigenous Knowledge Governance Protocol
2470,LK002,Community Science Environmental Monitoring Network,6,7.95955,Indigenous Knowledge Governance Protocol
2471,LK004,Funded Community Resilience Advisory Council,1,9.09102,Funded Community Resilience Advisory Council
2471,LK001,Participatory Risk Mapping and Action Triggers,2,8.48443,Funded Community Resilience Advisory Council
2471,LK006,Recovery Feedback and Administrative Burden Review,3,8.47511,Funded Community Resilience Advisory Council
2471,LK002,Community Science Environmental Monitoring Network,4,8.46598,Funded Community Resilience Advisory Council
2471,LK005,Trusted Messenger and Local Warning System,5,8.41676,Funded Community Resilience Advisory Council
2471,LK003,Indigenous Knowledge Governance Protocol,6,8.27663,Funded Community Resilience Advisory Council
2472,LK006,Recovery Feedback and Administrative Burden Review,1,8.79245,Recovery Feedback and Administrative Burden Review
2472,LK004,Funded Community Resilience Advisory Council,2,8.73887,Recovery Feedback and Administrative Burden Review
2472,LK003,Indigenous Knowledge Governance Protocol,3,8.73314,Recovery Feedback and Administrative Burden Review
2472,LK001,Participatory Risk Mapping and Action Triggers,4,8.36811,Recovery Feedback and Administrative Burden Review
2472,LK002,Community Science Environmental Monitoring Network,5,8.30669,Recovery Feedback and Administrative Burden Review
2472,LK005,Trusted Messenger and Local Warning System,6,8.28814,Recovery Feedback and Administrative Burden Review
2473,LK004,Funded Community Resilience Advisory Council,1,9.0425,Funded Community Resilience Advisory Council
2473,LK001,Participatory Risk Mapping and Action Triggers,2,8.84226,Funded Community Resilience Advisory Council
2473,LK003,Indigenous Knowledge Governance Protocol,3,8.49017,Funded Community Resilience Advisory Council
2473,LK005,Trusted Messenger and Local Warning System,4,8.29947,Funded Community Resilience Advisory Council
2473,LK006,Recovery Feedback and Administrative Burden Review,5,8.18366,Funded Community Resilience Advisory Council
2473,LK002,Community Science Environmental Monitoring Network,6,7.86963,Funded Community Resilience Advisory Council
2474,LK003,Indigenous Knowledge Governance Protocol,1,8.9907,Indigenous Knowledge Governance Protocol
2474,LK004,Funded Community Resilience Advisory Council,2,8.87083,Indigenous Knowledge Governance Protocol
2474,LK001,Participatory Risk Mapping and Action Triggers,3,8.46021,Indigenous Knowledge Governance Protocol
2474,LK006,Recovery Feedback and Administrative Burden Review,4,8.39031,Indigenous Knowledge Governance Protocol
2474,LK005,Trusted Messenger and Local Warning System,5,8.04648,Indigenous Knowledge Governance Protocol
2474,LK002,Community Science Environmental Monitoring Network,6,7.86441,Indigenous Knowledge Governance Protocol
2475,LK003,Indigenous Knowledge Governance Protocol,1,9.01886,Indigenous Knowledge Governance Protocol
2475,LK004,Funded Community Resilience Advisory Council,2,8.79217,Indigenous Knowledge Governance Protocol
2475,LK005,Trusted Messenger and Local Warning System,3,8.54447,Indigenous Knowledge Governance Protocol
2475,LK001,Participatory Risk Mapping and Action Triggers,4,8.20815,Indigenous Knowledge Governance Protocol
2475,LK006,Recovery Feedback and Administrative Burden Review,5,8.00646,Indigenous Knowledge Governance Protocol
2475,LK002,Community Science Environmental Monitoring Network,6,7.89433,Indigenous Knowledge Governance Protocol
2476,LK004,Funded Community Resilience Advisory Council,1,8.60756,Funded Community Resilience Advisory Council
2476,LK003,Indigenous Knowledge Governance Protocol,2,8.49775,Funded Community Resilience Advisory Council
2476,LK005,Trusted Messenger and Local Warning System,3,8.48855,Funded Community Resilience Advisory Council
2476,LK006,Recovery Feedback and Administrative Burden Review,4,8.44584,Funded Community Resilience Advisory Council
2476,LK001,Participatory Risk Mapping and Action Triggers,5,8.33979,Funded Community Resilience Advisory Council
2476,LK002,Community Science Environmental Monitoring Network,6,7.69584,Funded Community Resilience Advisory Council
2477,LK003,Indigenous Knowledge Governance Protocol,1,9.23098,Indigenous Knowledge Governance Protocol
2477,LK004,Funded Community Resilience Advisory Council,2,8.7649,Indigenous Knowledge Governance Protocol
2477,LK005,Trusted Messenger and Local Warning System,3,8.57924,Indigenous Knowledge Governance Protocol
2477,LK006,Recovery Feedback and Administrative Burden Review,4,8.4838,Indigenous Knowledge Governance Protocol
2477,LK001,Participatory Risk Mapping and Action Triggers,5,8.02319,Indigenous Knowledge Governance Protocol
2477,LK002,Community Science Environmental Monitoring Network,6,7.87072,Indigenous Knowledge Governance Protocol
2478,LK005,Trusted Messenger and Local Warning System,1,8.82811,Trusted Messenger and Local Warning System
2478,LK003,Indigenous Knowledge Governance Protocol,2,8.69541,Trusted Messenger and Local Warning System
2478,LK004,Funded Community Resilience Advisory Council,3,8.58448,Trusted Messenger and Local Warning System
2478,LK006,Recovery Feedback and Administrative Burden Review,4,8.13136,Trusted Messenger and Local Warning System
2478,LK001,Participatory Risk Mapping and Action Triggers,5,7.95378,Trusted Messenger and Local Warning System
2478,LK002,Community Science Environmental Monitoring Network,6,7.83382,Trusted Messenger and Local Warning System
2479,LK004,Funded Community Resilience Advisory Council,1,9.08705,Funded Community Resilience Advisory Council
2479,LK003,Indigenous Knowledge Governance Protocol,2,8.73159,Funded Community Resilience Advisory Council
2479,LK005,Trusted Messenger and Local Warning System,3,8.6407,Funded Community Resilience Advisory Council
2479,LK006,Recovery Feedback and Administrative Burden Review,4,8.55378,Funded Community Resilience Advisory Council
2479,LK001,Participatory Risk Mapping and Action Triggers,5,8.42009,Funded Community Resilience Advisory Council
2479,LK002,Community Science Environmental Monitoring Network,6,8.18563,Funded Community Resilience Advisory Council
2480,LK003,Indigenous Knowledge Governance Protocol,1,8.99015,Indigenous Knowledge Governance Protocol
2480,LK004,Funded Community Resilience Advisory Council,2,8.94543,Indigenous Knowledge Governance Protocol
2480,LK005,Trusted Messenger and Local Warning System,3,8.45065,Indigenous Knowledge Governance Protocol
2480,LK006,Recovery Feedback and Administrative Burden Review,4,8.43896,Indigenous Knowledge Governance Protocol
2480,LK001,Participatory Risk Mapping and Action Triggers,5,8.27837,Indigenous Knowledge Governance Protocol
2480,LK002,Community Science Environmental Monitoring Network,6,7.4887,Indigenous Knowledge Governance Protocol
2481,LK003,Indigenous Knowledge Governance Protocol,1,8.90821,Indigenous Knowledge Governance Protocol
2481,LK004,Funded Community Resilience Advisory Council,2,8.73509,Indigenous Knowledge Governance Protocol
2481,LK005,Trusted Messenger and Local Warning System,3,8.50173,Indigenous Knowledge Governance Protocol
2481,LK002,Community Science Environmental Monitoring Network,4,8.41284,Indigenous Knowledge Governance Protocol
2481,LK006,Recovery Feedback and Administrative Burden Review,5,8.17783,Indigenous Knowledge Governance Protocol
2481,LK001,Participatory Risk Mapping and Action Triggers,6,7.96589,Indigenous Knowledge Governance Protocol
2482,LK004,Funded Community Resilience Advisory Council,1,8.67456,Funded Community Resilience Advisory Council
2482,LK003,Indigenous Knowledge Governance Protocol,2,8.63036,Funded Community Resilience Advisory Council
2482,LK006,Recovery Feedback and Administrative Burden Review,3,8.48864,Funded Community Resilience Advisory Council
2482,LK005,Trusted Messenger and Local Warning System,4,8.24267,Funded Community Resilience Advisory Council
2482,LK001,Participatory Risk Mapping and Action Triggers,5,8.10317,Funded Community Resilience Advisory Council
2482,LK002,Community Science Environmental Monitoring Network,6,7.93364,Funded Community Resilience Advisory Council
2483,LK003,Indigenous Knowledge Governance Protocol,1,8.89815,Indigenous Knowledge Governance Protocol
2483,LK004,Funded Community Resilience Advisory Council,2,8.64929,Indigenous Knowledge Governance Protocol
2483,LK006,Recovery Feedback and Administrative Burden Review,3,8.45858,Indigenous Knowledge Governance Protocol
2483,LK002,Community Science Environmental Monitoring Network,4,8.15291,Indigenous Knowledge Governance Protocol
2483,LK001,Participatory Risk Mapping and Action Triggers,5,8.03279,Indigenous Knowledge Governance Protocol
2483,LK005,Trusted Messenger and Local Warning System,6,7.89994,Indigenous Knowledge Governance Protocol
2484,LK004,Funded Community Resilience Advisory Council,1,8.85518,Funded Community Resilience Advisory Council
2484,LK003,Indigenous Knowledge Governance Protocol,2,8.62764,Funded Community Resilience Advisory Council
2484,LK001,Participatory Risk Mapping and Action Triggers,3,8.52562,Funded Community Resilience Advisory Council
2484,LK005,Trusted Messenger and Local Warning System,4,8.52201,Funded Community Resilience Advisory Council
2484,LK006,Recovery Feedback and Administrative Burden Review,5,8.3487,Funded Community Resilience Advisory Council
2484,LK002,Community Science Environmental Monitoring Network,6,8.05937,Funded Community Resilience Advisory Council
2485,LK004,Funded Community Resilience Advisory Council,1,8.83112,Funded Community Resilience Advisory Council
2485,LK003,Indigenous Knowledge Governance Protocol,2,8.58785,Funded Community Resilience Advisory Council
2485,LK005,Trusted Messenger and Local Warning System,3,8.46624,Funded Community Resilience Advisory Council
2485,LK006,Recovery Feedback and Administrative Burden Review,4,8.04584,Funded Community Resilience Advisory Council
2485,LK001,Participatory Risk Mapping and Action Triggers,5,8.04376,Funded Community Resilience Advisory Council
2485,LK002,Community Science Environmental Monitoring Network,6,7.40936,Funded Community Resilience Advisory Council
2486,LK004,Funded Community Resilience Advisory Council,1,8.85873,Funded Community Resilience Advisory Council
2486,LK003,Indigenous Knowledge Governance Protocol,2,8.74321,Funded Community Resilience Advisory Council
2486,LK006,Recovery Feedback and Administrative Burden Review,3,8.57229,Funded Community Resilience Advisory Council
2486,LK001,Participatory Risk Mapping and Action Triggers,4,8.22459,Funded Community Resilience Advisory Council
2486,LK005,Trusted Messenger and Local Warning System,5,8.22113,Funded Community Resilience Advisory Council
2486,LK002,Community Science Environmental Monitoring Network,6,7.66489,Funded Community Resilience Advisory Council
2487,LK004,Funded Community Resilience Advisory Council,1,9.17792,Funded Community Resilience Advisory Council
2487,LK003,Indigenous Knowledge Governance Protocol,2,8.87728,Funded Community Resilience Advisory Council
2487,LK001,Participatory Risk Mapping and Action Triggers,3,8.83931,Funded Community Resilience Advisory Council
2487,LK006,Recovery Feedback and Administrative Burden Review,4,8.36149,Funded Community Resilience Advisory Council
2487,LK005,Trusted Messenger and Local Warning System,5,8.08087,Funded Community Resilience Advisory Council
2487,LK002,Community Science Environmental Monitoring Network,6,7.69981,Funded Community Resilience Advisory Council
2488,LK004,Funded Community Resilience Advisory Council,1,8.93896,Funded Community Resilience Advisory Council
2488,LK003,Indigenous Knowledge Governance Protocol,2,8.65106,Funded Community Resilience Advisory Council
2488,LK006,Recovery Feedback and Administrative Burden Review,3,8.41473,Funded Community Resilience Advisory Council
2488,LK005,Trusted Messenger and Local Warning System,4,8.35302,Funded Community Resilience Advisory Council
2488,LK001,Participatory Risk Mapping and Action Triggers,5,8.31924,Funded Community Resilience Advisory Council
2488,LK002,Community Science Environmental Monitoring Network,6,7.69703,Funded Community Resilience Advisory Council
2489,LK003,Indigenous Knowledge Governance Protocol,1,9.11242,Indigenous Knowledge Governance Protocol
2489,LK004,Funded Community Resilience Advisory Council,2,8.90125,Indigenous Knowledge Governance Protocol
2489,LK001,Participatory Risk Mapping and Action Triggers,3,8.37355,Indigenous Knowledge Governance Protocol
2489,LK006,Recovery Feedback and Administrative Burden Review,4,8.17939,Indigenous Knowledge Governance Protocol
2489,LK002,Community Science Environmental Monitoring Network,5,8.06612,Indigenous Knowledge Governance Protocol
2489,LK005,Trusted Messenger and Local Warning System,6,7.94112,Indigenous Knowledge Governance Protocol
2490,LK004,Funded Community Resilience Advisory Council,1,9.10381,Funded Community Resilience Advisory Council
2490,LK003,Indigenous Knowledge Governance Protocol,2,8.96937,Funded Community Resilience Advisory Council
2490,LK002,Community Science Environmental Monitoring Network,3,8.53943,Funded Community Resilience Advisory Council
