simulation_id,dashboard_id,dashboard,rank,dashboard_value,winner
2269,DB002,Indicator Domain Dashboard,5,6.07014,Adaptive Learning and Decision-Trigger Dashboard
2269,DB001,Simple Composite Resilience Score,6,4.65301,Adaptive Learning and Decision-Trigger Dashboard
2270,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.42345,Adaptive Learning and Decision-Trigger Dashboard
2270,DB004,Justice-Centered Resilience Dashboard,2,7.17414,Adaptive Learning and Decision-Trigger Dashboard
2270,DB003,Threshold-Sensitive Early Warning Dashboard,3,7.15731,Adaptive Learning and Decision-Trigger Dashboard
2270,DB006,Participatory Community Resilience Dashboard,4,6.9134,Adaptive Learning and Decision-Trigger Dashboard
2270,DB002,Indicator Domain Dashboard,5,6.16732,Adaptive Learning and Decision-Trigger Dashboard
2270,DB001,Simple Composite Resilience Score,6,5.02223,Adaptive Learning and Decision-Trigger Dashboard
2271,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.63699,Adaptive Learning and Decision-Trigger Dashboard
2271,DB004,Justice-Centered Resilience Dashboard,2,7.34661,Adaptive Learning and Decision-Trigger Dashboard
2271,DB006,Participatory Community Resilience Dashboard,3,6.81932,Adaptive Learning and Decision-Trigger Dashboard
2271,DB003,Threshold-Sensitive Early Warning Dashboard,4,6.71205,Adaptive Learning and Decision-Trigger Dashboard
2271,DB002,Indicator Domain Dashboard,5,6.54564,Adaptive Learning and Decision-Trigger Dashboard
2271,DB001,Simple Composite Resilience Score,6,5.0954,Adaptive Learning and Decision-Trigger Dashboard
2272,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.93296,Adaptive Learning and Decision-Trigger Dashboard
2272,DB006,Participatory Community Resilience Dashboard,2,7.35494,Adaptive Learning and Decision-Trigger Dashboard
2272,DB003,Threshold-Sensitive Early Warning Dashboard,3,6.89499,Adaptive Learning and Decision-Trigger Dashboard
2272,DB004,Justice-Centered Resilience Dashboard,4,6.52013,Adaptive Learning and Decision-Trigger Dashboard
2272,DB002,Indicator Domain Dashboard,5,6.45988,Adaptive Learning and Decision-Trigger Dashboard
2272,DB001,Simple Composite Resilience Score,6,4.45201,Adaptive Learning and Decision-Trigger Dashboard
2273,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.63008,Adaptive Learning and Decision-Trigger Dashboard
2273,DB006,Participatory Community Resilience Dashboard,2,7.09354,Adaptive Learning and Decision-Trigger Dashboard
2273,DB003,Threshold-Sensitive Early Warning Dashboard,3,6.95126,Adaptive Learning and Decision-Trigger Dashboard
2273,DB004,Justice-Centered Resilience Dashboard,4,6.64602,Adaptive Learning and Decision-Trigger Dashboard
2273,DB002,Indicator Domain Dashboard,5,6.3253,Adaptive Learning and Decision-Trigger Dashboard
2273,DB001,Simple Composite Resilience Score,6,4.88881,Adaptive Learning and Decision-Trigger Dashboard
2274,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.04738,Adaptive Learning and Decision-Trigger Dashboard
2274,DB003,Threshold-Sensitive Early Warning Dashboard,2,6.92249,Adaptive Learning and Decision-Trigger Dashboard
2274,DB004,Justice-Centered Resilience Dashboard,3,6.8888,Adaptive Learning and Decision-Trigger Dashboard
2274,DB006,Participatory Community Resilience Dashboard,4,6.81062,Adaptive Learning and Decision-Trigger Dashboard
2274,DB002,Indicator Domain Dashboard,5,6.28048,Adaptive Learning and Decision-Trigger Dashboard
2274,DB001,Simple Composite Resilience Score,6,4.16932,Adaptive Learning and Decision-Trigger Dashboard
2275,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.44695,Adaptive Learning and Decision-Trigger Dashboard
2275,DB003,Threshold-Sensitive Early Warning Dashboard,2,7.44589,Adaptive Learning and Decision-Trigger Dashboard
2275,DB006,Participatory Community Resilience Dashboard,3,7.15611,Adaptive Learning and Decision-Trigger Dashboard
2275,DB004,Justice-Centered Resilience Dashboard,4,6.56928,Adaptive Learning and Decision-Trigger Dashboard
2275,DB002,Indicator Domain Dashboard,5,6.26391,Adaptive Learning and Decision-Trigger Dashboard
2275,DB001,Simple Composite Resilience Score,6,4.25903,Adaptive Learning and Decision-Trigger Dashboard
2276,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.7856,Adaptive Learning and Decision-Trigger Dashboard
2276,DB006,Participatory Community Resilience Dashboard,2,7.16839,Adaptive Learning and Decision-Trigger Dashboard
2276,DB003,Threshold-Sensitive Early Warning Dashboard,3,7.1037,Adaptive Learning and Decision-Trigger Dashboard
2276,DB004,Justice-Centered Resilience Dashboard,4,6.88419,Adaptive Learning and Decision-Trigger Dashboard
2276,DB002,Indicator Domain Dashboard,5,6.62912,Adaptive Learning and Decision-Trigger Dashboard
2276,DB001,Simple Composite Resilience Score,6,4.66375,Adaptive Learning and Decision-Trigger Dashboard
2277,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.69221,Adaptive Learning and Decision-Trigger Dashboard
2277,DB003,Threshold-Sensitive Early Warning Dashboard,2,7.07432,Adaptive Learning and Decision-Trigger Dashboard
2277,DB004,Justice-Centered Resilience Dashboard,3,6.99455,Adaptive Learning and Decision-Trigger Dashboard
2277,DB006,Participatory Community Resilience Dashboard,4,6.54883,Adaptive Learning and Decision-Trigger Dashboard
2277,DB002,Indicator Domain Dashboard,5,6.25759,Adaptive Learning and Decision-Trigger Dashboard
2277,DB001,Simple Composite Resilience Score,6,4.57601,Adaptive Learning and Decision-Trigger Dashboard
2278,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.47986,Adaptive Learning and Decision-Trigger Dashboard
2278,DB003,Threshold-Sensitive Early Warning Dashboard,2,7.16726,Adaptive Learning and Decision-Trigger Dashboard
2278,DB004,Justice-Centered Resilience Dashboard,3,6.73515,Adaptive Learning and Decision-Trigger Dashboard
2278,DB006,Participatory Community Resilience Dashboard,4,6.62431,Adaptive Learning and Decision-Trigger Dashboard
2278,DB002,Indicator Domain Dashboard,5,6.09311,Adaptive Learning and Decision-Trigger Dashboard
2278,DB001,Simple Composite Resilience Score,6,4.50138,Adaptive Learning and Decision-Trigger Dashboard
2279,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.59117,Adaptive Learning and Decision-Trigger Dashboard
2279,DB006,Participatory Community Resilience Dashboard,2,7.24727,Adaptive Learning and Decision-Trigger Dashboard
2279,DB003,Threshold-Sensitive Early Warning Dashboard,3,7.13038,Adaptive Learning and Decision-Trigger Dashboard
2279,DB004,Justice-Centered Resilience Dashboard,4,6.44747,Adaptive Learning and Decision-Trigger Dashboard
2279,DB002,Indicator Domain Dashboard,5,6.26238,Adaptive Learning and Decision-Trigger Dashboard
2279,DB001,Simple Composite Resilience Score,6,4.62176,Adaptive Learning and Decision-Trigger Dashboard
2280,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.75077,Adaptive Learning and Decision-Trigger Dashboard
2280,DB003,Threshold-Sensitive Early Warning Dashboard,2,7.10928,Adaptive Learning and Decision-Trigger Dashboard
2280,DB004,Justice-Centered Resilience Dashboard,3,6.87231,Adaptive Learning and Decision-Trigger Dashboard
2280,DB006,Participatory Community Resilience Dashboard,4,6.64027,Adaptive Learning and Decision-Trigger Dashboard
2280,DB002,Indicator Domain Dashboard,5,5.7553,Adaptive Learning and Decision-Trigger Dashboard
2280,DB001,Simple Composite Resilience Score,6,4.9237,Adaptive Learning and Decision-Trigger Dashboard
2281,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.87517,Adaptive Learning and Decision-Trigger Dashboard
2281,DB003,Threshold-Sensitive Early Warning Dashboard,2,6.84603,Adaptive Learning and Decision-Trigger Dashboard
2281,DB006,Participatory Community Resilience Dashboard,3,6.70214,Adaptive Learning and Decision-Trigger Dashboard
2281,DB002,Indicator Domain Dashboard,4,6.26101,Adaptive Learning and Decision-Trigger Dashboard
2281,DB004,Justice-Centered Resilience Dashboard,5,6.22627,Adaptive Learning and Decision-Trigger Dashboard
2281,DB001,Simple Composite Resilience Score,6,4.12652,Adaptive Learning and Decision-Trigger Dashboard
2282,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.54563,Adaptive Learning and Decision-Trigger Dashboard
2282,DB003,Threshold-Sensitive Early Warning Dashboard,2,7.44397,Adaptive Learning and Decision-Trigger Dashboard
2282,DB006,Participatory Community Resilience Dashboard,3,7.12895,Adaptive Learning and Decision-Trigger Dashboard
2282,DB004,Justice-Centered Resilience Dashboard,4,7.11862,Adaptive Learning and Decision-Trigger Dashboard
2282,DB002,Indicator Domain Dashboard,5,6.5299,Adaptive Learning and Decision-Trigger Dashboard
2282,DB001,Simple Composite Resilience Score,6,4.80409,Adaptive Learning and Decision-Trigger Dashboard
2283,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.58377,Adaptive Learning and Decision-Trigger Dashboard
2283,DB006,Participatory Community Resilience Dashboard,2,7.22297,Adaptive Learning and Decision-Trigger Dashboard
2283,DB003,Threshold-Sensitive Early Warning Dashboard,3,6.84425,Adaptive Learning and Decision-Trigger Dashboard
2283,DB004,Justice-Centered Resilience Dashboard,4,6.56017,Adaptive Learning and Decision-Trigger Dashboard
2283,DB002,Indicator Domain Dashboard,5,6.08759,Adaptive Learning and Decision-Trigger Dashboard
2283,DB001,Simple Composite Resilience Score,6,5.06924,Adaptive Learning and Decision-Trigger Dashboard
2284,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.74926,Adaptive Learning and Decision-Trigger Dashboard
2284,DB006,Participatory Community Resilience Dashboard,2,7.20006,Adaptive Learning and Decision-Trigger Dashboard
2284,DB003,Threshold-Sensitive Early Warning Dashboard,3,7.11406,Adaptive Learning and Decision-Trigger Dashboard
2284,DB004,Justice-Centered Resilience Dashboard,4,6.64995,Adaptive Learning and Decision-Trigger Dashboard
2284,DB002,Indicator Domain Dashboard,5,6.11764,Adaptive Learning and Decision-Trigger Dashboard
2284,DB001,Simple Composite Resilience Score,6,4.4125,Adaptive Learning and Decision-Trigger Dashboard
2285,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.56579,Adaptive Learning and Decision-Trigger Dashboard
2285,DB004,Justice-Centered Resilience Dashboard,2,6.96307,Adaptive Learning and Decision-Trigger Dashboard
2285,DB006,Participatory Community Resilience Dashboard,3,6.914,Adaptive Learning and Decision-Trigger Dashboard
2285,DB003,Threshold-Sensitive Early Warning Dashboard,4,6.52433,Adaptive Learning and Decision-Trigger Dashboard
2285,DB002,Indicator Domain Dashboard,5,6.50037,Adaptive Learning and Decision-Trigger Dashboard
2285,DB001,Simple Composite Resilience Score,6,4.93832,Adaptive Learning and Decision-Trigger Dashboard
2286,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.83777,Adaptive Learning and Decision-Trigger Dashboard
2286,DB006,Participatory Community Resilience Dashboard,2,6.6809,Adaptive Learning and Decision-Trigger Dashboard
2286,DB003,Threshold-Sensitive Early Warning Dashboard,3,6.68089,Adaptive Learning and Decision-Trigger Dashboard
2286,DB004,Justice-Centered Resilience Dashboard,4,6.46399,Adaptive Learning and Decision-Trigger Dashboard
2286,DB002,Indicator Domain Dashboard,5,6.38993,Adaptive Learning and Decision-Trigger Dashboard
2286,DB001,Simple Composite Resilience Score,6,4.18049,Adaptive Learning and Decision-Trigger Dashboard
2287,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.92083,Adaptive Learning and Decision-Trigger Dashboard
2287,DB006,Participatory Community Resilience Dashboard,2,7.30674,Adaptive Learning and Decision-Trigger Dashboard
2287,DB004,Justice-Centered Resilience Dashboard,3,7.11463,Adaptive Learning and Decision-Trigger Dashboard
2287,DB003,Threshold-Sensitive Early Warning Dashboard,4,6.5948,Adaptive Learning and Decision-Trigger Dashboard
2287,DB002,Indicator Domain Dashboard,5,6.32062,Adaptive Learning and Decision-Trigger Dashboard
2287,DB001,Simple Composite Resilience Score,6,4.77041,Adaptive Learning and Decision-Trigger Dashboard
2288,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.8085,Adaptive Learning and Decision-Trigger Dashboard
2288,DB006,Participatory Community Resilience Dashboard,2,7.28711,Adaptive Learning and Decision-Trigger Dashboard
2288,DB003,Threshold-Sensitive Early Warning Dashboard,3,6.84826,Adaptive Learning and Decision-Trigger Dashboard
2288,DB004,Justice-Centered Resilience Dashboard,4,6.78181,Adaptive Learning and Decision-Trigger Dashboard
2288,DB002,Indicator Domain Dashboard,5,6.3072,Adaptive Learning and Decision-Trigger Dashboard
2288,DB001,Simple Composite Resilience Score,6,4.88026,Adaptive Learning and Decision-Trigger Dashboard
2289,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.73287,Adaptive Learning and Decision-Trigger Dashboard
2289,DB004,Justice-Centered Resilience Dashboard,2,7.00823,Adaptive Learning and Decision-Trigger Dashboard
2289,DB003,Threshold-Sensitive Early Warning Dashboard,3,7.00647,Adaptive Learning and Decision-Trigger Dashboard
2289,DB006,Participatory Community Resilience Dashboard,4,6.8537,Adaptive Learning and Decision-Trigger Dashboard
2289,DB002,Indicator Domain Dashboard,5,6.59093,Adaptive Learning and Decision-Trigger Dashboard
2289,DB001,Simple Composite Resilience Score,6,4.60887,Adaptive Learning and Decision-Trigger Dashboard
2290,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.84304,Adaptive Learning and Decision-Trigger Dashboard
2290,DB003,Threshold-Sensitive Early Warning Dashboard,2,6.78715,Adaptive Learning and Decision-Trigger Dashboard
2290,DB006,Participatory Community Resilience Dashboard,3,6.7352,Adaptive Learning and Decision-Trigger Dashboard
2290,DB004,Justice-Centered Resilience Dashboard,4,6.47975,Adaptive Learning and Decision-Trigger Dashboard
2290,DB002,Indicator Domain Dashboard,5,6.41511,Adaptive Learning and Decision-Trigger Dashboard
2290,DB001,Simple Composite Resilience Score,6,4.4701,Adaptive Learning and Decision-Trigger Dashboard
2291,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.61064,Adaptive Learning and Decision-Trigger Dashboard
2291,DB003,Threshold-Sensitive Early Warning Dashboard,2,7.4341,Adaptive Learning and Decision-Trigger Dashboard
2291,DB006,Participatory Community Resilience Dashboard,3,7.18038,Adaptive Learning and Decision-Trigger Dashboard
2291,DB004,Justice-Centered Resilience Dashboard,4,6.64112,Adaptive Learning and Decision-Trigger Dashboard
2291,DB002,Indicator Domain Dashboard,5,5.983,Adaptive Learning and Decision-Trigger Dashboard
2291,DB001,Simple Composite Resilience Score,6,4.10861,Adaptive Learning and Decision-Trigger Dashboard
2292,DB003,Threshold-Sensitive Early Warning Dashboard,1,7.54593,Threshold-Sensitive Early Warning Dashboard
2292,DB005,Adaptive Learning and Decision-Trigger Dashboard,2,7.30252,Threshold-Sensitive Early Warning Dashboard
2292,DB006,Participatory Community Resilience Dashboard,3,6.7468,Threshold-Sensitive Early Warning Dashboard
2292,DB004,Justice-Centered Resilience Dashboard,4,6.57648,Threshold-Sensitive Early Warning Dashboard
2292,DB002,Indicator Domain Dashboard,5,6.06304,Threshold-Sensitive Early Warning Dashboard
2292,DB001,Simple Composite Resilience Score,6,4.82898,Threshold-Sensitive Early Warning Dashboard
2293,DB006,Participatory Community Resilience Dashboard,1,7.25235,Participatory Community Resilience Dashboard
2293,DB005,Adaptive Learning and Decision-Trigger Dashboard,2,7.07125,Participatory Community Resilience Dashboard
2293,DB003,Threshold-Sensitive Early Warning Dashboard,3,6.66743,Participatory Community Resilience Dashboard
2293,DB004,Justice-Centered Resilience Dashboard,4,6.50623,Participatory Community Resilience Dashboard
2293,DB002,Indicator Domain Dashboard,5,6.30458,Participatory Community Resilience Dashboard
2293,DB001,Simple Composite Resilience Score,6,4.65135,Participatory Community Resilience Dashboard
2294,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.88803,Adaptive Learning and Decision-Trigger Dashboard
2294,DB006,Participatory Community Resilience Dashboard,2,7.09365,Adaptive Learning and Decision-Trigger Dashboard
2294,DB003,Threshold-Sensitive Early Warning Dashboard,3,7.00535,Adaptive Learning and Decision-Trigger Dashboard
2294,DB004,Justice-Centered Resilience Dashboard,4,6.7414,Adaptive Learning and Decision-Trigger Dashboard
2294,DB002,Indicator Domain Dashboard,5,6.44973,Adaptive Learning and Decision-Trigger Dashboard
2294,DB001,Simple Composite Resilience Score,6,4.4272,Adaptive Learning and Decision-Trigger Dashboard
2295,DB003,Threshold-Sensitive Early Warning Dashboard,1,7.46962,Threshold-Sensitive Early Warning Dashboard
2295,DB005,Adaptive Learning and Decision-Trigger Dashboard,2,7.07521,Threshold-Sensitive Early Warning Dashboard
2295,DB006,Participatory Community Resilience Dashboard,3,7.02021,Threshold-Sensitive Early Warning Dashboard
2295,DB004,Justice-Centered Resilience Dashboard,4,6.80511,Threshold-Sensitive Early Warning Dashboard
2295,DB002,Indicator Domain Dashboard,5,6.64955,Threshold-Sensitive Early Warning Dashboard
2295,DB001,Simple Composite Resilience Score,6,4.68717,Threshold-Sensitive Early Warning Dashboard
2296,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.98222,Adaptive Learning and Decision-Trigger Dashboard
2296,DB003,Threshold-Sensitive Early Warning Dashboard,2,7.33173,Adaptive Learning and Decision-Trigger Dashboard
2296,DB006,Participatory Community Resilience Dashboard,3,6.74828,Adaptive Learning and Decision-Trigger Dashboard
2296,DB004,Justice-Centered Resilience Dashboard,4,6.73163,Adaptive Learning and Decision-Trigger Dashboard
2296,DB002,Indicator Domain Dashboard,5,6.5232,Adaptive Learning and Decision-Trigger Dashboard
2296,DB001,Simple Composite Resilience Score,6,4.8478,Adaptive Learning and Decision-Trigger Dashboard
2297,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.73687,Adaptive Learning and Decision-Trigger Dashboard
2297,DB006,Participatory Community Resilience Dashboard,2,7.05194,Adaptive Learning and Decision-Trigger Dashboard
2297,DB003,Threshold-Sensitive Early Warning Dashboard,3,6.93525,Adaptive Learning and Decision-Trigger Dashboard
2297,DB004,Justice-Centered Resilience Dashboard,4,6.88268,Adaptive Learning and Decision-Trigger Dashboard
2297,DB002,Indicator Domain Dashboard,5,6.37498,Adaptive Learning and Decision-Trigger Dashboard
2297,DB001,Simple Composite Resilience Score,6,4.96582,Adaptive Learning and Decision-Trigger Dashboard
2298,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.74852,Adaptive Learning and Decision-Trigger Dashboard
2298,DB003,Threshold-Sensitive Early Warning Dashboard,2,6.98884,Adaptive Learning and Decision-Trigger Dashboard
2298,DB004,Justice-Centered Resilience Dashboard,3,6.97834,Adaptive Learning and Decision-Trigger Dashboard
2298,DB006,Participatory Community Resilience Dashboard,4,6.96504,Adaptive Learning and Decision-Trigger Dashboard
2298,DB002,Indicator Domain Dashboard,5,5.96214,Adaptive Learning and Decision-Trigger Dashboard
2298,DB001,Simple Composite Resilience Score,6,5.02577,Adaptive Learning and Decision-Trigger Dashboard
2299,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.81323,Adaptive Learning and Decision-Trigger Dashboard
2299,DB004,Justice-Centered Resilience Dashboard,2,7.20924,Adaptive Learning and Decision-Trigger Dashboard
2299,DB006,Participatory Community Resilience Dashboard,3,6.91838,Adaptive Learning and Decision-Trigger Dashboard
2299,DB003,Threshold-Sensitive Early Warning Dashboard,4,6.59149,Adaptive Learning and Decision-Trigger Dashboard
2299,DB002,Indicator Domain Dashboard,5,6.41131,Adaptive Learning and Decision-Trigger Dashboard
2299,DB001,Simple Composite Resilience Score,6,4.58228,Adaptive Learning and Decision-Trigger Dashboard
2300,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.85249,Adaptive Learning and Decision-Trigger Dashboard
2300,DB004,Justice-Centered Resilience Dashboard,2,7.2785,Adaptive Learning and Decision-Trigger Dashboard
2300,DB003,Threshold-Sensitive Early Warning Dashboard,3,7.04823,Adaptive Learning and Decision-Trigger Dashboard
2300,DB006,Participatory Community Resilience Dashboard,4,6.99728,Adaptive Learning and Decision-Trigger Dashboard
2300,DB002,Indicator Domain Dashboard,5,6.10421,Adaptive Learning and Decision-Trigger Dashboard
2300,DB001,Simple Composite Resilience Score,6,4.53679,Adaptive Learning and Decision-Trigger Dashboard
2301,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.63917,Adaptive Learning and Decision-Trigger Dashboard
2301,DB003,Threshold-Sensitive Early Warning Dashboard,2,6.95759,Adaptive Learning and Decision-Trigger Dashboard
2301,DB004,Justice-Centered Resilience Dashboard,3,6.90887,Adaptive Learning and Decision-Trigger Dashboard
2301,DB006,Participatory Community Resilience Dashboard,4,6.90343,Adaptive Learning and Decision-Trigger Dashboard
2301,DB002,Indicator Domain Dashboard,5,6.4395,Adaptive Learning and Decision-Trigger Dashboard
2301,DB001,Simple Composite Resilience Score,6,4.75014,Adaptive Learning and Decision-Trigger Dashboard
2302,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.59851,Adaptive Learning and Decision-Trigger Dashboard
2302,DB003,Threshold-Sensitive Early Warning Dashboard,2,7.43644,Adaptive Learning and Decision-Trigger Dashboard
2302,DB004,Justice-Centered Resilience Dashboard,3,6.49964,Adaptive Learning and Decision-Trigger Dashboard
2302,DB006,Participatory Community Resilience Dashboard,4,6.41641,Adaptive Learning and Decision-Trigger Dashboard
2302,DB002,Indicator Domain Dashboard,5,6.36832,Adaptive Learning and Decision-Trigger Dashboard
2302,DB001,Simple Composite Resilience Score,6,4.644,Adaptive Learning and Decision-Trigger Dashboard
2303,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.5787,Adaptive Learning and Decision-Trigger Dashboard
2303,DB003,Threshold-Sensitive Early Warning Dashboard,2,7.32475,Adaptive Learning and Decision-Trigger Dashboard
2303,DB006,Participatory Community Resilience Dashboard,3,7.10336,Adaptive Learning and Decision-Trigger Dashboard
2303,DB004,Justice-Centered Resilience Dashboard,4,6.93028,Adaptive Learning and Decision-Trigger Dashboard
2303,DB002,Indicator Domain Dashboard,5,5.83467,Adaptive Learning and Decision-Trigger Dashboard
2303,DB001,Simple Composite Resilience Score,6,5.06523,Adaptive Learning and Decision-Trigger Dashboard
2304,DB003,Threshold-Sensitive Early Warning Dashboard,1,7.44956,Threshold-Sensitive Early Warning Dashboard
2304,DB005,Adaptive Learning and Decision-Trigger Dashboard,2,7.36328,Threshold-Sensitive Early Warning Dashboard
2304,DB006,Participatory Community Resilience Dashboard,3,6.88453,Threshold-Sensitive Early Warning Dashboard
2304,DB004,Justice-Centered Resilience Dashboard,4,6.83581,Threshold-Sensitive Early Warning Dashboard
2304,DB002,Indicator Domain Dashboard,5,6.18296,Threshold-Sensitive Early Warning Dashboard
2304,DB001,Simple Composite Resilience Score,6,4.71985,Threshold-Sensitive Early Warning Dashboard
2305,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.17001,Adaptive Learning and Decision-Trigger Dashboard
2305,DB004,Justice-Centered Resilience Dashboard,2,7.16296,Adaptive Learning and Decision-Trigger Dashboard
2305,DB006,Participatory Community Resilience Dashboard,3,7.02173,Adaptive Learning and Decision-Trigger Dashboard
2305,DB003,Threshold-Sensitive Early Warning Dashboard,4,6.85518,Adaptive Learning and Decision-Trigger Dashboard
2305,DB002,Indicator Domain Dashboard,5,6.36941,Adaptive Learning and Decision-Trigger Dashboard
2305,DB001,Simple Composite Resilience Score,6,4.37365,Adaptive Learning and Decision-Trigger Dashboard
2306,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.74319,Adaptive Learning and Decision-Trigger Dashboard
2306,DB003,Threshold-Sensitive Early Warning Dashboard,2,6.98814,Adaptive Learning and Decision-Trigger Dashboard
2306,DB006,Participatory Community Resilience Dashboard,3,6.84382,Adaptive Learning and Decision-Trigger Dashboard
2306,DB004,Justice-Centered Resilience Dashboard,4,6.49206,Adaptive Learning and Decision-Trigger Dashboard
2306,DB002,Indicator Domain Dashboard,5,6.23363,Adaptive Learning and Decision-Trigger Dashboard
2306,DB001,Simple Composite Resilience Score,6,4.66883,Adaptive Learning and Decision-Trigger Dashboard
2307,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.55753,Adaptive Learning and Decision-Trigger Dashboard
2307,DB003,Threshold-Sensitive Early Warning Dashboard,2,7.16,Adaptive Learning and Decision-Trigger Dashboard
2307,DB006,Participatory Community Resilience Dashboard,3,6.92761,Adaptive Learning and Decision-Trigger Dashboard
2307,DB004,Justice-Centered Resilience Dashboard,4,6.72428,Adaptive Learning and Decision-Trigger Dashboard
2307,DB002,Indicator Domain Dashboard,5,6.31735,Adaptive Learning and Decision-Trigger Dashboard
2307,DB001,Simple Composite Resilience Score,6,4.9219,Adaptive Learning and Decision-Trigger Dashboard
2308,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.32028,Adaptive Learning and Decision-Trigger Dashboard
2308,DB003,Threshold-Sensitive Early Warning Dashboard,2,7.10522,Adaptive Learning and Decision-Trigger Dashboard
2308,DB004,Justice-Centered Resilience Dashboard,3,7.09852,Adaptive Learning and Decision-Trigger Dashboard
2308,DB006,Participatory Community Resilience Dashboard,4,6.79095,Adaptive Learning and Decision-Trigger Dashboard
2308,DB002,Indicator Domain Dashboard,5,5.98456,Adaptive Learning and Decision-Trigger Dashboard
2308,DB001,Simple Composite Resilience Score,6,4.75282,Adaptive Learning and Decision-Trigger Dashboard
2309,DB003,Threshold-Sensitive Early Warning Dashboard,1,7.4239,Threshold-Sensitive Early Warning Dashboard
2309,DB005,Adaptive Learning and Decision-Trigger Dashboard,2,7.35636,Threshold-Sensitive Early Warning Dashboard
2309,DB004,Justice-Centered Resilience Dashboard,3,6.74718,Threshold-Sensitive Early Warning Dashboard
2309,DB006,Participatory Community Resilience Dashboard,4,6.72815,Threshold-Sensitive Early Warning Dashboard
2309,DB002,Indicator Domain Dashboard,5,6.20761,Threshold-Sensitive Early Warning Dashboard
2309,DB001,Simple Composite Resilience Score,6,4.81493,Threshold-Sensitive Early Warning Dashboard
2310,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.33846,Adaptive Learning and Decision-Trigger Dashboard
2310,DB003,Threshold-Sensitive Early Warning Dashboard,2,6.80814,Adaptive Learning and Decision-Trigger Dashboard
2310,DB006,Participatory Community Resilience Dashboard,3,6.7251,Adaptive Learning and Decision-Trigger Dashboard
2310,DB004,Justice-Centered Resilience Dashboard,4,6.61315,Adaptive Learning and Decision-Trigger Dashboard
2310,DB002,Indicator Domain Dashboard,5,6.24685,Adaptive Learning and Decision-Trigger Dashboard
2310,DB001,Simple Composite Resilience Score,6,4.78471,Adaptive Learning and Decision-Trigger Dashboard
2311,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.60693,Adaptive Learning and Decision-Trigger Dashboard
2311,DB004,Justice-Centered Resilience Dashboard,2,6.86188,Adaptive Learning and Decision-Trigger Dashboard
2311,DB003,Threshold-Sensitive Early Warning Dashboard,3,6.69174,Adaptive Learning and Decision-Trigger Dashboard
2311,DB006,Participatory Community Resilience Dashboard,4,6.65858,Adaptive Learning and Decision-Trigger Dashboard
2311,DB002,Indicator Domain Dashboard,5,6.09624,Adaptive Learning and Decision-Trigger Dashboard
2311,DB001,Simple Composite Resilience Score,6,4.41009,Adaptive Learning and Decision-Trigger Dashboard
2312,DB005,Adaptive Learning and Decision-Trigger Dashboard,1,7.42088,Adaptive Learning and Decision-Trigger Dashboard
2312,DB003,Threshold-Sensitive Early Warning Dashboard,2,7.14509,Adaptive Learning and Decision-Trigger Dashboard
2312,DB004,Justice-Centered Resilience Dashboard,3,6.9265,Adaptive Learning and Decision-Trigger Dashboard
2312,DB006,Participatory Community Resilience Dashboard,4,6.47112,Adaptive Learning and Decision-Trigger Dashboard
2312,DB002,Indicator Domain Dashboard,5,6.10757,Adaptive Learning and Decision-Trigger Dashboard
