simulation_id,strategy_id,strategy,rank,technology_resilience_value,winner
2092,TR003,Cyber Recovery and Tested Backup Program,2,7.78843,Vendor Portability and Platform Contingency Planning
2092,TR004,Data Integrity and Lineage Governance,3,7.77956,Vendor Portability and Platform Contingency Planning
2092,TR005,Technical Debt and Maintainability Program,4,7.70144,Vendor Portability and Platform Contingency Planning
2092,TR002,Graceful Degradation and Fallback Architecture,5,7.67657,Vendor Portability and Platform Contingency Planning
2092,TR007,Human-Centered Fallback and Accessibility Program,6,7.57668,Vendor Portability and Platform Contingency Planning
2092,TR001,Critical Function and Dependency Mapping,7,7.56537,Vendor Portability and Platform Contingency Planning
2093,TR003,Cyber Recovery and Tested Backup Program,1,8.2219,Cyber Recovery and Tested Backup Program
2093,TR002,Graceful Degradation and Fallback Architecture,2,7.82231,Cyber Recovery and Tested Backup Program
2093,TR005,Technical Debt and Maintainability Program,3,7.78667,Cyber Recovery and Tested Backup Program
2093,TR007,Human-Centered Fallback and Accessibility Program,4,7.66289,Cyber Recovery and Tested Backup Program
2093,TR001,Critical Function and Dependency Mapping,5,7.64293,Cyber Recovery and Tested Backup Program
2093,TR004,Data Integrity and Lineage Governance,6,7.6043,Cyber Recovery and Tested Backup Program
2093,TR006,Vendor Portability and Platform Contingency Planning,7,7.43532,Cyber Recovery and Tested Backup Program
2094,TR005,Technical Debt and Maintainability Program,1,8.0378,Technical Debt and Maintainability Program
2094,TR002,Graceful Degradation and Fallback Architecture,2,8.02354,Technical Debt and Maintainability Program
2094,TR006,Vendor Portability and Platform Contingency Planning,3,7.99087,Technical Debt and Maintainability Program
2094,TR007,Human-Centered Fallback and Accessibility Program,4,7.6796,Technical Debt and Maintainability Program
2094,TR004,Data Integrity and Lineage Governance,5,7.66259,Technical Debt and Maintainability Program
2094,TR003,Cyber Recovery and Tested Backup Program,6,7.57183,Technical Debt and Maintainability Program
2094,TR001,Critical Function and Dependency Mapping,7,7.50119,Technical Debt and Maintainability Program
2095,TR002,Graceful Degradation and Fallback Architecture,1,7.82381,Graceful Degradation and Fallback Architecture
2095,TR004,Data Integrity and Lineage Governance,2,7.80777,Graceful Degradation and Fallback Architecture
2095,TR001,Critical Function and Dependency Mapping,3,7.71456,Graceful Degradation and Fallback Architecture
2095,TR003,Cyber Recovery and Tested Backup Program,4,7.64376,Graceful Degradation and Fallback Architecture
2095,TR007,Human-Centered Fallback and Accessibility Program,5,7.63853,Graceful Degradation and Fallback Architecture
2095,TR005,Technical Debt and Maintainability Program,6,7.56376,Graceful Degradation and Fallback Architecture
2095,TR006,Vendor Portability and Platform Contingency Planning,7,7.50438,Graceful Degradation and Fallback Architecture
2096,TR002,Graceful Degradation and Fallback Architecture,1,7.85766,Graceful Degradation and Fallback Architecture
2096,TR007,Human-Centered Fallback and Accessibility Program,2,7.75757,Graceful Degradation and Fallback Architecture
2096,TR001,Critical Function and Dependency Mapping,3,7.65475,Graceful Degradation and Fallback Architecture
2096,TR005,Technical Debt and Maintainability Program,4,7.55666,Graceful Degradation and Fallback Architecture
2096,TR003,Cyber Recovery and Tested Backup Program,5,7.54954,Graceful Degradation and Fallback Architecture
2096,TR004,Data Integrity and Lineage Governance,6,7.46452,Graceful Degradation and Fallback Architecture
2096,TR006,Vendor Portability and Platform Contingency Planning,7,7.42852,Graceful Degradation and Fallback Architecture
2097,TR004,Data Integrity and Lineage Governance,1,7.89022,Data Integrity and Lineage Governance
2097,TR007,Human-Centered Fallback and Accessibility Program,2,7.88024,Data Integrity and Lineage Governance
2097,TR005,Technical Debt and Maintainability Program,3,7.79723,Data Integrity and Lineage Governance
2097,TR001,Critical Function and Dependency Mapping,4,7.76368,Data Integrity and Lineage Governance
2097,TR006,Vendor Portability and Platform Contingency Planning,5,7.73143,Data Integrity and Lineage Governance
2097,TR002,Graceful Degradation and Fallback Architecture,6,7.68172,Data Integrity and Lineage Governance
2097,TR003,Cyber Recovery and Tested Backup Program,7,7.65288,Data Integrity and Lineage Governance
2098,TR006,Vendor Portability and Platform Contingency Planning,1,8.03178,Vendor Portability and Platform Contingency Planning
2098,TR002,Graceful Degradation and Fallback Architecture,2,7.97443,Vendor Portability and Platform Contingency Planning
2098,TR005,Technical Debt and Maintainability Program,3,7.80931,Vendor Portability and Platform Contingency Planning
2098,TR007,Human-Centered Fallback and Accessibility Program,4,7.80817,Vendor Portability and Platform Contingency Planning
2098,TR004,Data Integrity and Lineage Governance,5,7.73807,Vendor Portability and Platform Contingency Planning
2098,TR001,Critical Function and Dependency Mapping,6,7.72835,Vendor Portability and Platform Contingency Planning
2098,TR003,Cyber Recovery and Tested Backup Program,7,7.5503,Vendor Portability and Platform Contingency Planning
2099,TR003,Cyber Recovery and Tested Backup Program,1,7.89458,Cyber Recovery and Tested Backup Program
2099,TR002,Graceful Degradation and Fallback Architecture,2,7.80986,Cyber Recovery and Tested Backup Program
2099,TR007,Human-Centered Fallback and Accessibility Program,3,7.71887,Cyber Recovery and Tested Backup Program
2099,TR006,Vendor Portability and Platform Contingency Planning,4,7.71555,Cyber Recovery and Tested Backup Program
2099,TR005,Technical Debt and Maintainability Program,5,7.67761,Cyber Recovery and Tested Backup Program
2099,TR004,Data Integrity and Lineage Governance,6,7.54078,Cyber Recovery and Tested Backup Program
2099,TR001,Critical Function and Dependency Mapping,7,7.39491,Cyber Recovery and Tested Backup Program
2100,TR003,Cyber Recovery and Tested Backup Program,1,7.89692,Cyber Recovery and Tested Backup Program
2100,TR004,Data Integrity and Lineage Governance,2,7.88,Cyber Recovery and Tested Backup Program
2100,TR006,Vendor Portability and Platform Contingency Planning,3,7.76894,Cyber Recovery and Tested Backup Program
2100,TR005,Technical Debt and Maintainability Program,4,7.74771,Cyber Recovery and Tested Backup Program
2100,TR002,Graceful Degradation and Fallback Architecture,5,7.66366,Cyber Recovery and Tested Backup Program
2100,TR007,Human-Centered Fallback and Accessibility Program,6,7.63134,Cyber Recovery and Tested Backup Program
2100,TR001,Critical Function and Dependency Mapping,7,7.4386,Cyber Recovery and Tested Backup Program
2101,TR004,Data Integrity and Lineage Governance,1,7.95064,Data Integrity and Lineage Governance
2101,TR002,Graceful Degradation and Fallback Architecture,2,7.94955,Data Integrity and Lineage Governance
2101,TR001,Critical Function and Dependency Mapping,3,7.92509,Data Integrity and Lineage Governance
2101,TR003,Cyber Recovery and Tested Backup Program,4,7.72947,Data Integrity and Lineage Governance
2101,TR005,Technical Debt and Maintainability Program,5,7.59109,Data Integrity and Lineage Governance
2101,TR007,Human-Centered Fallback and Accessibility Program,6,7.56526,Data Integrity and Lineage Governance
2101,TR006,Vendor Portability and Platform Contingency Planning,7,7.45765,Data Integrity and Lineage Governance
2102,TR001,Critical Function and Dependency Mapping,1,7.97942,Critical Function and Dependency Mapping
2102,TR007,Human-Centered Fallback and Accessibility Program,2,7.81399,Critical Function and Dependency Mapping
2102,TR003,Cyber Recovery and Tested Backup Program,3,7.77517,Critical Function and Dependency Mapping
2102,TR002,Graceful Degradation and Fallback Architecture,4,7.72556,Critical Function and Dependency Mapping
2102,TR005,Technical Debt and Maintainability Program,5,7.69089,Critical Function and Dependency Mapping
2102,TR004,Data Integrity and Lineage Governance,6,7.42203,Critical Function and Dependency Mapping
2102,TR006,Vendor Portability and Platform Contingency Planning,7,7.36778,Critical Function and Dependency Mapping
2103,TR002,Graceful Degradation and Fallback Architecture,1,7.89147,Graceful Degradation and Fallback Architecture
2103,TR001,Critical Function and Dependency Mapping,2,7.85884,Graceful Degradation and Fallback Architecture
2103,TR005,Technical Debt and Maintainability Program,3,7.78356,Graceful Degradation and Fallback Architecture
2103,TR007,Human-Centered Fallback and Accessibility Program,4,7.55932,Graceful Degradation and Fallback Architecture
2103,TR003,Cyber Recovery and Tested Backup Program,5,7.52014,Graceful Degradation and Fallback Architecture
2103,TR004,Data Integrity and Lineage Governance,6,7.46827,Graceful Degradation and Fallback Architecture
2103,TR006,Vendor Portability and Platform Contingency Planning,7,7.45162,Graceful Degradation and Fallback Architecture
2104,TR002,Graceful Degradation and Fallback Architecture,1,7.88358,Graceful Degradation and Fallback Architecture
2104,TR006,Vendor Portability and Platform Contingency Planning,2,7.85719,Graceful Degradation and Fallback Architecture
2104,TR004,Data Integrity and Lineage Governance,3,7.71992,Graceful Degradation and Fallback Architecture
2104,TR005,Technical Debt and Maintainability Program,4,7.69867,Graceful Degradation and Fallback Architecture
2104,TR001,Critical Function and Dependency Mapping,5,7.60781,Graceful Degradation and Fallback Architecture
2104,TR003,Cyber Recovery and Tested Backup Program,6,7.52842,Graceful Degradation and Fallback Architecture
2104,TR007,Human-Centered Fallback and Accessibility Program,7,7.36265,Graceful Degradation and Fallback Architecture
2105,TR007,Human-Centered Fallback and Accessibility Program,1,7.9396,Human-Centered Fallback and Accessibility Program
2105,TR003,Cyber Recovery and Tested Backup Program,2,7.76133,Human-Centered Fallback and Accessibility Program
2105,TR001,Critical Function and Dependency Mapping,3,7.71636,Human-Centered Fallback and Accessibility Program
2105,TR002,Graceful Degradation and Fallback Architecture,4,7.70294,Human-Centered Fallback and Accessibility Program
2105,TR004,Data Integrity and Lineage Governance,5,7.67833,Human-Centered Fallback and Accessibility Program
2105,TR005,Technical Debt and Maintainability Program,6,7.66674,Human-Centered Fallback and Accessibility Program
2105,TR006,Vendor Portability and Platform Contingency Planning,7,7.57059,Human-Centered Fallback and Accessibility Program
2106,TR002,Graceful Degradation and Fallback Architecture,1,7.90404,Graceful Degradation and Fallback Architecture
2106,TR004,Data Integrity and Lineage Governance,2,7.82393,Graceful Degradation and Fallback Architecture
2106,TR005,Technical Debt and Maintainability Program,3,7.81145,Graceful Degradation and Fallback Architecture
2106,TR007,Human-Centered Fallback and Accessibility Program,4,7.80194,Graceful Degradation and Fallback Architecture
2106,TR003,Cyber Recovery and Tested Backup Program,5,7.73177,Graceful Degradation and Fallback Architecture
2106,TR006,Vendor Portability and Platform Contingency Planning,6,7.65099,Graceful Degradation and Fallback Architecture
2106,TR001,Critical Function and Dependency Mapping,7,7.50111,Graceful Degradation and Fallback Architecture
2107,TR004,Data Integrity and Lineage Governance,1,8.00997,Data Integrity and Lineage Governance
2107,TR002,Graceful Degradation and Fallback Architecture,2,7.92074,Data Integrity and Lineage Governance
2107,TR007,Human-Centered Fallback and Accessibility Program,3,7.76614,Data Integrity and Lineage Governance
2107,TR006,Vendor Portability and Platform Contingency Planning,4,7.72085,Data Integrity and Lineage Governance
2107,TR005,Technical Debt and Maintainability Program,5,7.70447,Data Integrity and Lineage Governance
2107,TR001,Critical Function and Dependency Mapping,6,7.60593,Data Integrity and Lineage Governance
2107,TR003,Cyber Recovery and Tested Backup Program,7,7.60479,Data Integrity and Lineage Governance
2108,TR004,Data Integrity and Lineage Governance,1,7.9825,Data Integrity and Lineage Governance
2108,TR002,Graceful Degradation and Fallback Architecture,2,7.96319,Data Integrity and Lineage Governance
2108,TR006,Vendor Portability and Platform Contingency Planning,3,7.72884,Data Integrity and Lineage Governance
2108,TR005,Technical Debt and Maintainability Program,4,7.54337,Data Integrity and Lineage Governance
2108,TR001,Critical Function and Dependency Mapping,5,7.52407,Data Integrity and Lineage Governance
2108,TR007,Human-Centered Fallback and Accessibility Program,6,7.5212,Data Integrity and Lineage Governance
2108,TR003,Cyber Recovery and Tested Backup Program,7,7.45562,Data Integrity and Lineage Governance
2109,TR002,Graceful Degradation and Fallback Architecture,1,7.80907,Graceful Degradation and Fallback Architecture
2109,TR004,Data Integrity and Lineage Governance,2,7.76829,Graceful Degradation and Fallback Architecture
2109,TR003,Cyber Recovery and Tested Backup Program,3,7.76001,Graceful Degradation and Fallback Architecture
2109,TR007,Human-Centered Fallback and Accessibility Program,4,7.65421,Graceful Degradation and Fallback Architecture
2109,TR006,Vendor Portability and Platform Contingency Planning,5,7.64061,Graceful Degradation and Fallback Architecture
2109,TR001,Critical Function and Dependency Mapping,6,7.56021,Graceful Degradation and Fallback Architecture
2109,TR005,Technical Debt and Maintainability Program,7,7.51063,Graceful Degradation and Fallback Architecture
2110,TR003,Cyber Recovery and Tested Backup Program,1,8.09055,Cyber Recovery and Tested Backup Program
2110,TR004,Data Integrity and Lineage Governance,2,7.8499,Cyber Recovery and Tested Backup Program
2110,TR006,Vendor Portability and Platform Contingency Planning,3,7.83348,Cyber Recovery and Tested Backup Program
2110,TR007,Human-Centered Fallback and Accessibility Program,4,7.77412,Cyber Recovery and Tested Backup Program
2110,TR002,Graceful Degradation and Fallback Architecture,5,7.69298,Cyber Recovery and Tested Backup Program
2110,TR005,Technical Debt and Maintainability Program,6,7.6012,Cyber Recovery and Tested Backup Program
2110,TR001,Critical Function and Dependency Mapping,7,7.43478,Cyber Recovery and Tested Backup Program
2111,TR003,Cyber Recovery and Tested Backup Program,1,8.19276,Cyber Recovery and Tested Backup Program
2111,TR002,Graceful Degradation and Fallback Architecture,2,7.86717,Cyber Recovery and Tested Backup Program
2111,TR005,Technical Debt and Maintainability Program,3,7.82664,Cyber Recovery and Tested Backup Program
2111,TR001,Critical Function and Dependency Mapping,4,7.79963,Cyber Recovery and Tested Backup Program
2111,TR007,Human-Centered Fallback and Accessibility Program,5,7.77908,Cyber Recovery and Tested Backup Program
2111,TR006,Vendor Portability and Platform Contingency Planning,6,7.55887,Cyber Recovery and Tested Backup Program
2111,TR004,Data Integrity and Lineage Governance,7,7.54907,Cyber Recovery and Tested Backup Program
2112,TR003,Cyber Recovery and Tested Backup Program,1,8.0692,Cyber Recovery and Tested Backup Program
2112,TR005,Technical Debt and Maintainability Program,2,7.98693,Cyber Recovery and Tested Backup Program
2112,TR004,Data Integrity and Lineage Governance,3,7.78956,Cyber Recovery and Tested Backup Program
2112,TR007,Human-Centered Fallback and Accessibility Program,4,7.77599,Cyber Recovery and Tested Backup Program
2112,TR006,Vendor Portability and Platform Contingency Planning,5,7.70677,Cyber Recovery and Tested Backup Program
2112,TR002,Graceful Degradation and Fallback Architecture,6,7.64417,Cyber Recovery and Tested Backup Program
2112,TR001,Critical Function and Dependency Mapping,7,7.53696,Cyber Recovery and Tested Backup Program
2113,TR005,Technical Debt and Maintainability Program,1,8.13661,Technical Debt and Maintainability Program
2113,TR001,Critical Function and Dependency Mapping,2,7.9831,Technical Debt and Maintainability Program
2113,TR004,Data Integrity and Lineage Governance,3,7.93406,Technical Debt and Maintainability Program
2113,TR003,Cyber Recovery and Tested Backup Program,4,7.83105,Technical Debt and Maintainability Program
2113,TR006,Vendor Portability and Platform Contingency Planning,5,7.73566,Technical Debt and Maintainability Program
2113,TR002,Graceful Degradation and Fallback Architecture,6,7.69556,Technical Debt and Maintainability Program
2113,TR007,Human-Centered Fallback and Accessibility Program,7,7.60611,Technical Debt and Maintainability Program
2114,TR005,Technical Debt and Maintainability Program,1,8.13044,Technical Debt and Maintainability Program
2114,TR003,Cyber Recovery and Tested Backup Program,2,7.76486,Technical Debt and Maintainability Program
2114,TR001,Critical Function and Dependency Mapping,3,7.7356,Technical Debt and Maintainability Program
2114,TR006,Vendor Portability and Platform Contingency Planning,4,7.72427,Technical Debt and Maintainability Program
2114,TR002,Graceful Degradation and Fallback Architecture,5,7.72314,Technical Debt and Maintainability Program
2114,TR007,Human-Centered Fallback and Accessibility Program,6,7.61109,Technical Debt and Maintainability Program
2114,TR004,Data Integrity and Lineage Governance,7,7.44282,Technical Debt and Maintainability Program
2115,TR003,Cyber Recovery and Tested Backup Program,1,8.15304,Cyber Recovery and Tested Backup Program
2115,TR002,Graceful Degradation and Fallback Architecture,2,8.01543,Cyber Recovery and Tested Backup Program
2115,TR004,Data Integrity and Lineage Governance,3,8.00898,Cyber Recovery and Tested Backup Program
2115,TR001,Critical Function and Dependency Mapping,4,7.89973,Cyber Recovery and Tested Backup Program
2115,TR007,Human-Centered Fallback and Accessibility Program,5,7.65574,Cyber Recovery and Tested Backup Program
2115,TR005,Technical Debt and Maintainability Program,6,7.64392,Cyber Recovery and Tested Backup Program
2115,TR006,Vendor Portability and Platform Contingency Planning,7,7.39641,Cyber Recovery and Tested Backup Program
2116,TR002,Graceful Degradation and Fallback Architecture,1,7.99894,Graceful Degradation and Fallback Architecture
2116,TR006,Vendor Portability and Platform Contingency Planning,2,7.95827,Graceful Degradation and Fallback Architecture
2116,TR004,Data Integrity and Lineage Governance,3,7.90785,Graceful Degradation and Fallback Architecture
2116,TR003,Cyber Recovery and Tested Backup Program,4,7.83514,Graceful Degradation and Fallback Architecture
2116,TR005,Technical Debt and Maintainability Program,5,7.81496,Graceful Degradation and Fallback Architecture
2116,TR007,Human-Centered Fallback and Accessibility Program,6,7.73266,Graceful Degradation and Fallback Architecture
2116,TR001,Critical Function and Dependency Mapping,7,7.48016,Graceful Degradation and Fallback Architecture
2117,TR003,Cyber Recovery and Tested Backup Program,1,8.02453,Cyber Recovery and Tested Backup Program
2117,TR005,Technical Debt and Maintainability Program,2,7.98804,Cyber Recovery and Tested Backup Program
2117,TR007,Human-Centered Fallback and Accessibility Program,3,7.93447,Cyber Recovery and Tested Backup Program
2117,TR006,Vendor Portability and Platform Contingency Planning,4,7.84051,Cyber Recovery and Tested Backup Program
2117,TR002,Graceful Degradation and Fallback Architecture,5,7.76497,Cyber Recovery and Tested Backup Program
2117,TR001,Critical Function and Dependency Mapping,6,7.74177,Cyber Recovery and Tested Backup Program
2117,TR004,Data Integrity and Lineage Governance,7,7.71115,Cyber Recovery and Tested Backup Program
2118,TR007,Human-Centered Fallback and Accessibility Program,1,8.18461,Human-Centered Fallback and Accessibility Program
2118,TR003,Cyber Recovery and Tested Backup Program,2,7.99392,Human-Centered Fallback and Accessibility Program
2118,TR004,Data Integrity and Lineage Governance,3,7.86078,Human-Centered Fallback and Accessibility Program
2118,TR005,Technical Debt and Maintainability Program,4,7.82515,Human-Centered Fallback and Accessibility Program
2118,TR006,Vendor Portability and Platform Contingency Planning,5,7.7978,Human-Centered Fallback and Accessibility Program
2118,TR002,Graceful Degradation and Fallback Architecture,6,7.63293,Human-Centered Fallback and Accessibility Program
2118,TR001,Critical Function and Dependency Mapping,7,7.5685,Human-Centered Fallback and Accessibility Program
2119,TR004,Data Integrity and Lineage Governance,1,7.83125,Data Integrity and Lineage Governance
2119,TR001,Critical Function and Dependency Mapping,2,7.8015,Data Integrity and Lineage Governance
2119,TR002,Graceful Degradation and Fallback Architecture,3,7.74171,Data Integrity and Lineage Governance
2119,TR006,Vendor Portability and Platform Contingency Planning,4,7.72821,Data Integrity and Lineage Governance
2119,TR003,Cyber Recovery and Tested Backup Program,5,7.7051,Data Integrity and Lineage Governance
2119,TR007,Human-Centered Fallback and Accessibility Program,6,7.62265,Data Integrity and Lineage Governance
2119,TR005,Technical Debt and Maintainability Program,7,7.57711,Data Integrity and Lineage Governance
2120,TR003,Cyber Recovery and Tested Backup Program,1,7.81438,Cyber Recovery and Tested Backup Program
2120,TR002,Graceful Degradation and Fallback Architecture,2,7.78768,Cyber Recovery and Tested Backup Program
2120,TR005,Technical Debt and Maintainability Program,3,7.67903,Cyber Recovery and Tested Backup Program
2120,TR007,Human-Centered Fallback and Accessibility Program,4,7.65174,Cyber Recovery and Tested Backup Program
2120,TR001,Critical Function and Dependency Mapping,5,7.58549,Cyber Recovery and Tested Backup Program
2120,TR004,Data Integrity and Lineage Governance,6,7.58293,Cyber Recovery and Tested Backup Program
2120,TR006,Vendor Portability and Platform Contingency Planning,7,7.49236,Cyber Recovery and Tested Backup Program
2121,TR004,Data Integrity and Lineage Governance,1,7.9157,Data Integrity and Lineage Governance
2121,TR003,Cyber Recovery and Tested Backup Program,2,7.91137,Data Integrity and Lineage Governance
2121,TR007,Human-Centered Fallback and Accessibility Program,3,7.8324,Data Integrity and Lineage Governance
2121,TR001,Critical Function and Dependency Mapping,4,7.82311,Data Integrity and Lineage Governance
2121,TR006,Vendor Portability and Platform Contingency Planning,5,7.75849,Data Integrity and Lineage Governance
2121,TR005,Technical Debt and Maintainability Program,6,7.4217,Data Integrity and Lineage Governance
2121,TR002,Graceful Degradation and Fallback Architecture,7,7.37993,Data Integrity and Lineage Governance
2122,TR002,Graceful Degradation and Fallback Architecture,1,8.18314,Graceful Degradation and Fallback Architecture
2122,TR001,Critical Function and Dependency Mapping,2,7.99639,Graceful Degradation and Fallback Architecture
2122,TR006,Vendor Portability and Platform Contingency Planning,3,7.9924,Graceful Degradation and Fallback Architecture
2122,TR004,Data Integrity and Lineage Governance,4,7.83871,Graceful Degradation and Fallback Architecture
2122,TR003,Cyber Recovery and Tested Backup Program,5,7.65664,Graceful Degradation and Fallback Architecture
2122,TR007,Human-Centered Fallback and Accessibility Program,6,7.57411,Graceful Degradation and Fallback Architecture
2122,TR005,Technical Debt and Maintainability Program,7,7.56986,Graceful Degradation and Fallback Architecture
2123,TR005,Technical Debt and Maintainability Program,1,8.18484,Technical Debt and Maintainability Program
2123,TR003,Cyber Recovery and Tested Backup Program,2,7.97841,Technical Debt and Maintainability Program
2123,TR002,Graceful Degradation and Fallback Architecture,3,7.94253,Technical Debt and Maintainability Program
2123,TR006,Vendor Portability and Platform Contingency Planning,4,7.69343,Technical Debt and Maintainability Program
2123,TR007,Human-Centered Fallback and Accessibility Program,5,7.68631,Technical Debt and Maintainability Program
2123,TR001,Critical Function and Dependency Mapping,6,7.65662,Technical Debt and Maintainability Program
2123,TR004,Data Integrity and Lineage Governance,7,7.51594,Technical Debt and Maintainability Program
2124,TR001,Critical Function and Dependency Mapping,1,7.97384,Critical Function and Dependency Mapping
2124,TR007,Human-Centered Fallback and Accessibility Program,2,7.79745,Critical Function and Dependency Mapping
2124,TR005,Technical Debt and Maintainability Program,3,7.74733,Critical Function and Dependency Mapping
2124,TR002,Graceful Degradation and Fallback Architecture,4,7.74044,Critical Function and Dependency Mapping
2124,TR003,Cyber Recovery and Tested Backup Program,5,7.67381,Critical Function and Dependency Mapping
2124,TR004,Data Integrity and Lineage Governance,6,7.38257,Critical Function and Dependency Mapping
2124,TR006,Vendor Portability and Platform Contingency Planning,7,7.34335,Critical Function and Dependency Mapping
2125,TR002,Graceful Degradation and Fallback Architecture,1,7.8698,Graceful Degradation and Fallback Architecture
2125,TR005,Technical Debt and Maintainability Program,2,7.80999,Graceful Degradation and Fallback Architecture
2125,TR006,Vendor Portability and Platform Contingency Planning,3,7.72194,Graceful Degradation and Fallback Architecture
2125,TR003,Cyber Recovery and Tested Backup Program,4,7.68087,Graceful Degradation and Fallback Architecture
2125,TR007,Human-Centered Fallback and Accessibility Program,5,7.62148,Graceful Degradation and Fallback Architecture
2125,TR001,Critical Function and Dependency Mapping,6,7.59371,Graceful Degradation and Fallback Architecture
2125,TR004,Data Integrity and Lineage Governance,7,7.47691,Graceful Degradation and Fallback Architecture
2126,TR006,Vendor Portability and Platform Contingency Planning,1,8.04613,Vendor Portability and Platform Contingency Planning
2126,TR002,Graceful Degradation and Fallback Architecture,2,7.96951,Vendor Portability and Platform Contingency Planning
2126,TR004,Data Integrity and Lineage Governance,3,7.94998,Vendor Portability and Platform Contingency Planning
2126,TR007,Human-Centered Fallback and Accessibility Program,4,7.8233,Vendor Portability and Platform Contingency Planning
2126,TR003,Cyber Recovery and Tested Backup Program,5,7.77414,Vendor Portability and Platform Contingency Planning
2126,TR005,Technical Debt and Maintainability Program,6,7.71367,Vendor Portability and Platform Contingency Planning
2126,TR001,Critical Function and Dependency Mapping,7,7.64098,Vendor Portability and Platform Contingency Planning
2127,TR004,Data Integrity and Lineage Governance,1,7.97225,Data Integrity and Lineage Governance
2127,TR002,Graceful Degradation and Fallback Architecture,2,7.87962,Data Integrity and Lineage Governance
2127,TR003,Cyber Recovery and Tested Backup Program,3,7.73775,Data Integrity and Lineage Governance
2127,TR006,Vendor Portability and Platform Contingency Planning,4,7.67939,Data Integrity and Lineage Governance
2127,TR001,Critical Function and Dependency Mapping,5,7.64873,Data Integrity and Lineage Governance
2127,TR007,Human-Centered Fallback and Accessibility Program,6,7.48416,Data Integrity and Lineage Governance
2127,TR005,Technical Debt and Maintainability Program,7,7.45562,Data Integrity and Lineage Governance
2128,TR002,Graceful Degradation and Fallback Architecture,1,7.95867,Graceful Degradation and Fallback Architecture
2128,TR003,Cyber Recovery and Tested Backup Program,2,7.88766,Graceful Degradation and Fallback Architecture
2128,TR007,Human-Centered Fallback and Accessibility Program,3,7.70757,Graceful Degradation and Fallback Architecture
2128,TR006,Vendor Portability and Platform Contingency Planning,4,7.70666,Graceful Degradation and Fallback Architecture
2128,TR004,Data Integrity and Lineage Governance,5,7.67216,Graceful Degradation and Fallback Architecture
2128,TR001,Critical Function and Dependency Mapping,6,7.65632,Graceful Degradation and Fallback Architecture
2128,TR005,Technical Debt and Maintainability Program,7,7.65035,Graceful Degradation and Fallback Architecture
2129,TR003,Cyber Recovery and Tested Backup Program,1,7.97609,Cyber Recovery and Tested Backup Program
2129,TR006,Vendor Portability and Platform Contingency Planning,2,7.7627,Cyber Recovery and Tested Backup Program
2129,TR007,Human-Centered Fallback and Accessibility Program,3,7.72058,Cyber Recovery and Tested Backup Program
2129,TR004,Data Integrity and Lineage Governance,4,7.64806,Cyber Recovery and Tested Backup Program
2129,TR005,Technical Debt and Maintainability Program,5,7.61475,Cyber Recovery and Tested Backup Program
2129,TR002,Graceful Degradation and Fallback Architecture,6,7.59593,Cyber Recovery and Tested Backup Program
2129,TR001,Critical Function and Dependency Mapping,7,7.46133,Cyber Recovery and Tested Backup Program
2130,TR006,Vendor Portability and Platform Contingency Planning,1,8.12238,Vendor Portability and Platform Contingency Planning
2130,TR003,Cyber Recovery and Tested Backup Program,2,7.88686,Vendor Portability and Platform Contingency Planning
2130,TR004,Data Integrity and Lineage Governance,3,7.71223,Vendor Portability and Platform Contingency Planning
2130,TR007,Human-Centered Fallback and Accessibility Program,4,7.69184,Vendor Portability and Platform Contingency Planning
2130,TR002,Graceful Degradation and Fallback Architecture,5,7.68339,Vendor Portability and Platform Contingency Planning
2130,TR001,Critical Function and Dependency Mapping,6,7.61126,Vendor Portability and Platform Contingency Planning
2130,TR005,Technical Debt and Maintainability Program,7,7.5865,Vendor Portability and Platform Contingency Planning
2131,TR004,Data Integrity and Lineage Governance,1,8.06977,Data Integrity and Lineage Governance
2131,TR002,Graceful Degradation and Fallback Architecture,2,7.98968,Data Integrity and Lineage Governance
2131,TR003,Cyber Recovery and Tested Backup Program,3,7.93907,Data Integrity and Lineage Governance
2131,TR007,Human-Centered Fallback and Accessibility Program,4,7.73531,Data Integrity and Lineage Governance
2131,TR001,Critical Function and Dependency Mapping,5,7.73138,Data Integrity and Lineage Governance
2131,TR006,Vendor Portability and Platform Contingency Planning,6,7.68545,Data Integrity and Lineage Governance
2131,TR005,Technical Debt and Maintainability Program,7,7.5068,Data Integrity and Lineage Governance
2132,TR007,Human-Centered Fallback and Accessibility Program,1,7.99222,Human-Centered Fallback and Accessibility Program
2132,TR003,Cyber Recovery and Tested Backup Program,2,7.963,Human-Centered Fallback and Accessibility Program
2132,TR002,Graceful Degradation and Fallback Architecture,3,7.94237,Human-Centered Fallback and Accessibility Program
2132,TR005,Technical Debt and Maintainability Program,4,7.91838,Human-Centered Fallback and Accessibility Program
2132,TR004,Data Integrity and Lineage Governance,5,7.66688,Human-Centered Fallback and Accessibility Program
2132,TR001,Critical Function and Dependency Mapping,6,7.53139,Human-Centered Fallback and Accessibility Program
2132,TR006,Vendor Portability and Platform Contingency Planning,7,7.42982,Human-Centered Fallback and Accessibility Program
2133,TR005,Technical Debt and Maintainability Program,1,8.02785,Technical Debt and Maintainability Program
2133,TR003,Cyber Recovery and Tested Backup Program,2,7.90991,Technical Debt and Maintainability Program
2133,TR001,Critical Function and Dependency Mapping,3,7.88947,Technical Debt and Maintainability Program
2133,TR006,Vendor Portability and Platform Contingency Planning,4,7.80179,Technical Debt and Maintainability Program
