simulation_id,strategy_id,strategy,rank,adjusted_resilience_value
2304,FRS001,Distributed Renewable Microgrids,8,7.33315
2305,FRS008,Adaptive Governance and Learning System,1,8.10215
2305,FRS006,Community Resilience and Mutual Aid Infrastructure,2,8.08509
2305,FRS004,Adaptive Urban Heat and Flood Redesign,3,7.93455
2305,FRS005,Watershed Restoration and Nature-Based Buffers,4,7.91709
2305,FRS007,Digital Public Infrastructure Resilience Program,5,7.7891
2305,FRS002,Regional Early Warning and Analytics Network,6,7.71917
2305,FRS003,Critical Supply Chain Diversification,7,7.21189
2305,FRS001,Distributed Renewable Microgrids,8,7.2078
2306,FRS001,Distributed Renewable Microgrids,1,8.19782
2306,FRS005,Watershed Restoration and Nature-Based Buffers,2,8.08218
2306,FRS008,Adaptive Governance and Learning System,3,8.07044
2306,FRS006,Community Resilience and Mutual Aid Infrastructure,4,7.92954
2306,FRS004,Adaptive Urban Heat and Flood Redesign,5,7.81771
2306,FRS002,Regional Early Warning and Analytics Network,6,7.60941
2306,FRS007,Digital Public Infrastructure Resilience Program,7,7.45363
2306,FRS003,Critical Supply Chain Diversification,8,7.24186
2307,FRS008,Adaptive Governance and Learning System,1,8.28231
2307,FRS006,Community Resilience and Mutual Aid Infrastructure,2,8.21828
2307,FRS004,Adaptive Urban Heat and Flood Redesign,3,8.07321
2307,FRS007,Digital Public Infrastructure Resilience Program,4,7.85398
2307,FRS001,Distributed Renewable Microgrids,5,7.80624
2307,FRS005,Watershed Restoration and Nature-Based Buffers,6,7.77213
2307,FRS002,Regional Early Warning and Analytics Network,7,7.41781
2307,FRS003,Critical Supply Chain Diversification,8,7.34832
2308,FRS006,Community Resilience and Mutual Aid Infrastructure,1,8.25032
2308,FRS008,Adaptive Governance and Learning System,2,8.076
2308,FRS004,Adaptive Urban Heat and Flood Redesign,3,7.99452
2308,FRS005,Watershed Restoration and Nature-Based Buffers,4,7.82668
2308,FRS007,Digital Public Infrastructure Resilience Program,5,7.78308
2308,FRS001,Distributed Renewable Microgrids,6,7.58613
2308,FRS002,Regional Early Warning and Analytics Network,7,7.41637
2308,FRS003,Critical Supply Chain Diversification,8,7.26943
2309,FRS008,Adaptive Governance and Learning System,1,8.55141
2309,FRS005,Watershed Restoration and Nature-Based Buffers,2,8.28412
2309,FRS004,Adaptive Urban Heat and Flood Redesign,3,8.08981
2309,FRS006,Community Resilience and Mutual Aid Infrastructure,4,8.00887
2309,FRS007,Digital Public Infrastructure Resilience Program,5,7.78217
2309,FRS002,Regional Early Warning and Analytics Network,6,7.62985
2309,FRS003,Critical Supply Chain Diversification,7,7.59371
2309,FRS001,Distributed Renewable Microgrids,8,7.51506
2310,FRS005,Watershed Restoration and Nature-Based Buffers,1,8.29963
2310,FRS008,Adaptive Governance and Learning System,2,8.21996
2310,FRS004,Adaptive Urban Heat and Flood Redesign,3,8.15284
2310,FRS007,Digital Public Infrastructure Resilience Program,4,8.10266
2310,FRS006,Community Resilience and Mutual Aid Infrastructure,5,7.9796
2310,FRS001,Distributed Renewable Microgrids,6,7.74585
2310,FRS002,Regional Early Warning and Analytics Network,7,7.54159
2310,FRS003,Critical Supply Chain Diversification,8,7.35851
2311,FRS008,Adaptive Governance and Learning System,1,8.98206
2311,FRS004,Adaptive Urban Heat and Flood Redesign,2,8.40457
2311,FRS006,Community Resilience and Mutual Aid Infrastructure,3,8.31682
2311,FRS007,Digital Public Infrastructure Resilience Program,4,8.01636
2311,FRS005,Watershed Restoration and Nature-Based Buffers,5,7.99299
2311,FRS001,Distributed Renewable Microgrids,6,7.69897
2311,FRS002,Regional Early Warning and Analytics Network,7,7.6336
2311,FRS003,Critical Supply Chain Diversification,8,7.26914
2312,FRS006,Community Resilience and Mutual Aid Infrastructure,1,8.24289
2312,FRS001,Distributed Renewable Microgrids,2,8.11598
2312,FRS004,Adaptive Urban Heat and Flood Redesign,3,7.87051
2312,FRS008,Adaptive Governance and Learning System,4,7.81472
2312,FRS005,Watershed Restoration and Nature-Based Buffers,5,7.71973
2312,FRS002,Regional Early Warning and Analytics Network,6,7.38803
2312,FRS007,Digital Public Infrastructure Resilience Program,7,7.3687
2312,FRS003,Critical Supply Chain Diversification,8,6.7256
2313,FRS004,Adaptive Urban Heat and Flood Redesign,1,8.48533
2313,FRS008,Adaptive Governance and Learning System,2,8.38793
2313,FRS002,Regional Early Warning and Analytics Network,3,8.18248
2313,FRS006,Community Resilience and Mutual Aid Infrastructure,4,8.05163
2313,FRS007,Digital Public Infrastructure Resilience Program,5,7.97599
2313,FRS001,Distributed Renewable Microgrids,6,7.81698
2313,FRS005,Watershed Restoration and Nature-Based Buffers,7,7.6749
2313,FRS003,Critical Supply Chain Diversification,8,7.57273
2314,FRS008,Adaptive Governance and Learning System,1,8.54021
2314,FRS006,Community Resilience and Mutual Aid Infrastructure,2,7.87911
2314,FRS004,Adaptive Urban Heat and Flood Redesign,3,7.84778
2314,FRS005,Watershed Restoration and Nature-Based Buffers,4,7.79
2314,FRS002,Regional Early Warning and Analytics Network,5,7.74694
2314,FRS007,Digital Public Infrastructure Resilience Program,6,7.71386
2314,FRS001,Distributed Renewable Microgrids,7,7.58282
2314,FRS003,Critical Supply Chain Diversification,8,7.20886
2315,FRS008,Adaptive Governance and Learning System,1,8.5993
2315,FRS005,Watershed Restoration and Nature-Based Buffers,2,8.12071
2315,FRS004,Adaptive Urban Heat and Flood Redesign,3,7.99108
2315,FRS007,Digital Public Infrastructure Resilience Program,4,7.86442
2315,FRS006,Community Resilience and Mutual Aid Infrastructure,5,7.82165
2315,FRS002,Regional Early Warning and Analytics Network,6,7.82055
2315,FRS001,Distributed Renewable Microgrids,7,7.45158
2315,FRS003,Critical Supply Chain Diversification,8,7.21934
2316,FRS008,Adaptive Governance and Learning System,1,8.26254
2316,FRS004,Adaptive Urban Heat and Flood Redesign,2,8.03078
2316,FRS005,Watershed Restoration and Nature-Based Buffers,3,7.83633
2316,FRS006,Community Resilience and Mutual Aid Infrastructure,4,7.74105
2316,FRS007,Digital Public Infrastructure Resilience Program,5,7.72499
2316,FRS001,Distributed Renewable Microgrids,6,7.6566
2316,FRS002,Regional Early Warning and Analytics Network,7,7.63502
2316,FRS003,Critical Supply Chain Diversification,8,7.17771
2317,FRS008,Adaptive Governance and Learning System,1,8.19754
2317,FRS006,Community Resilience and Mutual Aid Infrastructure,2,7.91629
2317,FRS004,Adaptive Urban Heat and Flood Redesign,3,7.83772
2317,FRS005,Watershed Restoration and Nature-Based Buffers,4,7.77162
2317,FRS003,Critical Supply Chain Diversification,5,7.729
2317,FRS007,Digital Public Infrastructure Resilience Program,6,7.66418
2317,FRS002,Regional Early Warning and Analytics Network,7,7.65884
2317,FRS001,Distributed Renewable Microgrids,8,7.62179
2318,FRS006,Community Resilience and Mutual Aid Infrastructure,1,8.6534
2318,FRS008,Adaptive Governance and Learning System,2,8.44497
2318,FRS005,Watershed Restoration and Nature-Based Buffers,3,8.35122
2318,FRS004,Adaptive Urban Heat and Flood Redesign,4,8.28301
2318,FRS007,Digital Public Infrastructure Resilience Program,5,7.77827
2318,FRS002,Regional Early Warning and Analytics Network,6,7.70381
2318,FRS003,Critical Supply Chain Diversification,7,7.47911
2318,FRS001,Distributed Renewable Microgrids,8,7.24613
2319,FRS008,Adaptive Governance and Learning System,1,8.18011
2319,FRS006,Community Resilience and Mutual Aid Infrastructure,2,7.94403
2319,FRS001,Distributed Renewable Microgrids,3,7.93564
2319,FRS004,Adaptive Urban Heat and Flood Redesign,4,7.90698
2319,FRS005,Watershed Restoration and Nature-Based Buffers,5,7.73858
2319,FRS007,Digital Public Infrastructure Resilience Program,6,7.68232
2319,FRS002,Regional Early Warning and Analytics Network,7,7.25023
2319,FRS003,Critical Supply Chain Diversification,8,7.24028
2320,FRS006,Community Resilience and Mutual Aid Infrastructure,1,8.18724
2320,FRS008,Adaptive Governance and Learning System,2,8.14328
2320,FRS005,Watershed Restoration and Nature-Based Buffers,3,8.04308
2320,FRS004,Adaptive Urban Heat and Flood Redesign,4,7.75127
2320,FRS001,Distributed Renewable Microgrids,5,7.69308
2320,FRS002,Regional Early Warning and Analytics Network,6,7.60831
2320,FRS007,Digital Public Infrastructure Resilience Program,7,7.29189
2320,FRS003,Critical Supply Chain Diversification,8,6.76552
2321,FRS008,Adaptive Governance and Learning System,1,8.68387
2321,FRS006,Community Resilience and Mutual Aid Infrastructure,2,7.91706
2321,FRS004,Adaptive Urban Heat and Flood Redesign,3,7.85036
2321,FRS002,Regional Early Warning and Analytics Network,4,7.77548
2321,FRS007,Digital Public Infrastructure Resilience Program,5,7.70197
2321,FRS001,Distributed Renewable Microgrids,6,7.58992
2321,FRS005,Watershed Restoration and Nature-Based Buffers,7,7.5801
2321,FRS003,Critical Supply Chain Diversification,8,7.16317
2322,FRS004,Adaptive Urban Heat and Flood Redesign,1,8.42143
2322,FRS008,Adaptive Governance and Learning System,2,8.32699
2322,FRS006,Community Resilience and Mutual Aid Infrastructure,3,8.18746
2322,FRS005,Watershed Restoration and Nature-Based Buffers,4,7.83854
2322,FRS007,Digital Public Infrastructure Resilience Program,5,7.76813
2322,FRS001,Distributed Renewable Microgrids,6,7.51601
2322,FRS003,Critical Supply Chain Diversification,7,7.36265
2322,FRS002,Regional Early Warning and Analytics Network,8,7.22981
2323,FRS004,Adaptive Urban Heat and Flood Redesign,1,8.3217
2323,FRS008,Adaptive Governance and Learning System,2,8.16596
2323,FRS005,Watershed Restoration and Nature-Based Buffers,3,8.09115
2323,FRS007,Digital Public Infrastructure Resilience Program,4,7.73429
2323,FRS006,Community Resilience and Mutual Aid Infrastructure,5,7.68755
2323,FRS001,Distributed Renewable Microgrids,6,7.58148
2323,FRS003,Critical Supply Chain Diversification,7,7.12667
2323,FRS002,Regional Early Warning and Analytics Network,8,7.12176
2324,FRS008,Adaptive Governance and Learning System,1,8.18801
2324,FRS001,Distributed Renewable Microgrids,2,8.11888
2324,FRS004,Adaptive Urban Heat and Flood Redesign,3,8.10162
2324,FRS007,Digital Public Infrastructure Resilience Program,4,8.05241
2324,FRS006,Community Resilience and Mutual Aid Infrastructure,5,7.86931
2324,FRS005,Watershed Restoration and Nature-Based Buffers,6,7.858
2324,FRS003,Critical Supply Chain Diversification,7,7.77464
2324,FRS002,Regional Early Warning and Analytics Network,8,7.45334
2325,FRS008,Adaptive Governance and Learning System,1,8.25651
2325,FRS004,Adaptive Urban Heat and Flood Redesign,2,8.11897
2325,FRS005,Watershed Restoration and Nature-Based Buffers,3,8.03629
2325,FRS007,Digital Public Infrastructure Resilience Program,4,7.95626
2325,FRS006,Community Resilience and Mutual Aid Infrastructure,5,7.8624
2325,FRS002,Regional Early Warning and Analytics Network,6,7.74413
2325,FRS001,Distributed Renewable Microgrids,7,7.64937
2325,FRS003,Critical Supply Chain Diversification,8,7.39944
2326,FRS008,Adaptive Governance and Learning System,1,7.99684
2326,FRS005,Watershed Restoration and Nature-Based Buffers,2,7.9613
2326,FRS002,Regional Early Warning and Analytics Network,3,7.91368
2326,FRS004,Adaptive Urban Heat and Flood Redesign,4,7.893
2326,FRS006,Community Resilience and Mutual Aid Infrastructure,5,7.801
2326,FRS003,Critical Supply Chain Diversification,6,7.41672
2326,FRS007,Digital Public Infrastructure Resilience Program,7,7.32612
2326,FRS001,Distributed Renewable Microgrids,8,7.21648
2327,FRS006,Community Resilience and Mutual Aid Infrastructure,1,8.12294
2327,FRS005,Watershed Restoration and Nature-Based Buffers,2,8.00751
2327,FRS002,Regional Early Warning and Analytics Network,3,7.97529
2327,FRS007,Digital Public Infrastructure Resilience Program,4,7.9286
2327,FRS004,Adaptive Urban Heat and Flood Redesign,5,7.73845
2327,FRS008,Adaptive Governance and Learning System,6,7.69516
2327,FRS001,Distributed Renewable Microgrids,7,7.4871
2327,FRS003,Critical Supply Chain Diversification,8,6.88695
2328,FRS008,Adaptive Governance and Learning System,1,8.44497
2328,FRS006,Community Resilience and Mutual Aid Infrastructure,2,8.21854
2328,FRS005,Watershed Restoration and Nature-Based Buffers,3,8.13313
2328,FRS004,Adaptive Urban Heat and Flood Redesign,4,8.08894
2328,FRS001,Distributed Renewable Microgrids,5,7.73498
2328,FRS002,Regional Early Warning and Analytics Network,6,7.51881
2328,FRS007,Digital Public Infrastructure Resilience Program,7,7.45462
2328,FRS003,Critical Supply Chain Diversification,8,6.99939
2329,FRS008,Adaptive Governance and Learning System,1,8.4868
2329,FRS005,Watershed Restoration and Nature-Based Buffers,2,8.25294
2329,FRS004,Adaptive Urban Heat and Flood Redesign,3,8.15216
2329,FRS006,Community Resilience and Mutual Aid Infrastructure,4,8.13535
2329,FRS007,Digital Public Infrastructure Resilience Program,5,7.70001
2329,FRS002,Regional Early Warning and Analytics Network,6,7.55198
2329,FRS001,Distributed Renewable Microgrids,7,7.4262
2329,FRS003,Critical Supply Chain Diversification,8,7.18405
2330,FRS008,Adaptive Governance and Learning System,1,8.4572
2330,FRS006,Community Resilience and Mutual Aid Infrastructure,2,8.32263
2330,FRS007,Digital Public Infrastructure Resilience Program,3,8.01869
2330,FRS004,Adaptive Urban Heat and Flood Redesign,4,7.98949
2330,FRS005,Watershed Restoration and Nature-Based Buffers,5,7.94346
2330,FRS001,Distributed Renewable Microgrids,6,7.90986
2330,FRS002,Regional Early Warning and Analytics Network,7,7.90686
2330,FRS003,Critical Supply Chain Diversification,8,7.46289
2331,FRS006,Community Resilience and Mutual Aid Infrastructure,1,8.11954
2331,FRS008,Adaptive Governance and Learning System,2,8.0518
2331,FRS005,Watershed Restoration and Nature-Based Buffers,3,8.00803
2331,FRS004,Adaptive Urban Heat and Flood Redesign,4,7.89576
2331,FRS001,Distributed Renewable Microgrids,5,7.73745
2331,FRS002,Regional Early Warning and Analytics Network,6,7.49634
2331,FRS007,Digital Public Infrastructure Resilience Program,7,7.26425
2331,FRS003,Critical Supply Chain Diversification,8,7.11748
2332,FRS008,Adaptive Governance and Learning System,1,8.45254
2332,FRS006,Community Resilience and Mutual Aid Infrastructure,2,8.14471
2332,FRS005,Watershed Restoration and Nature-Based Buffers,3,8.12617
2332,FRS004,Adaptive Urban Heat and Flood Redesign,4,8.09774
2332,FRS002,Regional Early Warning and Analytics Network,5,7.92715
2332,FRS007,Digital Public Infrastructure Resilience Program,6,7.91759
2332,FRS001,Distributed Renewable Microgrids,7,7.53561
2332,FRS003,Critical Supply Chain Diversification,8,6.96424
2333,FRS008,Adaptive Governance and Learning System,1,8.57396
2333,FRS007,Digital Public Infrastructure Resilience Program,2,8.35001
2333,FRS005,Watershed Restoration and Nature-Based Buffers,3,8.13022
2333,FRS004,Adaptive Urban Heat and Flood Redesign,4,7.96965
2333,FRS002,Regional Early Warning and Analytics Network,5,7.86556
2333,FRS001,Distributed Renewable Microgrids,6,7.80209
2333,FRS006,Community Resilience and Mutual Aid Infrastructure,7,7.65103
2333,FRS003,Critical Supply Chain Diversification,8,7.51291
2334,FRS008,Adaptive Governance and Learning System,1,8.20425
2334,FRS006,Community Resilience and Mutual Aid Infrastructure,2,8.11271
2334,FRS004,Adaptive Urban Heat and Flood Redesign,3,8.02745
2334,FRS007,Digital Public Infrastructure Resilience Program,4,7.90946
2334,FRS001,Distributed Renewable Microgrids,5,7.78309
2334,FRS005,Watershed Restoration and Nature-Based Buffers,6,7.74109
2334,FRS002,Regional Early Warning and Analytics Network,7,7.50874
2334,FRS003,Critical Supply Chain Diversification,8,7.0526
2335,FRS008,Adaptive Governance and Learning System,1,8.15269
2335,FRS006,Community Resilience and Mutual Aid Infrastructure,2,7.92727
2335,FRS007,Digital Public Infrastructure Resilience Program,3,7.90388
2335,FRS004,Adaptive Urban Heat and Flood Redesign,4,7.85542
2335,FRS002,Regional Early Warning and Analytics Network,5,7.74857
2335,FRS005,Watershed Restoration and Nature-Based Buffers,6,7.72433
2335,FRS001,Distributed Renewable Microgrids,7,7.64881
2335,FRS003,Critical Supply Chain Diversification,8,7.60639
2336,FRS008,Adaptive Governance and Learning System,1,8.39908
2336,FRS002,Regional Early Warning and Analytics Network,2,7.98644
2336,FRS001,Distributed Renewable Microgrids,3,7.92208
2336,FRS004,Adaptive Urban Heat and Flood Redesign,4,7.83489
2336,FRS005,Watershed Restoration and Nature-Based Buffers,5,7.81161
2336,FRS006,Community Resilience and Mutual Aid Infrastructure,6,7.80851
2336,FRS007,Digital Public Infrastructure Resilience Program,7,7.63819
2336,FRS003,Critical Supply Chain Diversification,8,7.18273
2337,FRS008,Adaptive Governance and Learning System,1,8.27322
2337,FRS005,Watershed Restoration and Nature-Based Buffers,2,8.25537
2337,FRS004,Adaptive Urban Heat and Flood Redesign,3,8.12567
2337,FRS006,Community Resilience and Mutual Aid Infrastructure,4,8.11293
2337,FRS007,Digital Public Infrastructure Resilience Program,5,7.70618
2337,FRS002,Regional Early Warning and Analytics Network,6,7.69088
2337,FRS001,Distributed Renewable Microgrids,7,7.55712
2337,FRS003,Critical Supply Chain Diversification,8,7.5094
2338,FRS004,Adaptive Urban Heat and Flood Redesign,1,8.30423
2338,FRS005,Watershed Restoration and Nature-Based Buffers,2,8.04451
2338,FRS006,Community Resilience and Mutual Aid Infrastructure,3,7.87661
2338,FRS008,Adaptive Governance and Learning System,4,7.8689
2338,FRS007,Digital Public Infrastructure Resilience Program,5,7.55352
2338,FRS002,Regional Early Warning and Analytics Network,6,7.42776
2338,FRS003,Critical Supply Chain Diversification,7,7.4023
2338,FRS001,Distributed Renewable Microgrids,8,7.10566
2339,FRS008,Adaptive Governance and Learning System,1,8.19623
2339,FRS006,Community Resilience and Mutual Aid Infrastructure,2,7.98987
2339,FRS004,Adaptive Urban Heat and Flood Redesign,3,7.97409
2339,FRS001,Distributed Renewable Microgrids,4,7.7872
2339,FRS005,Watershed Restoration and Nature-Based Buffers,5,7.68996
2339,FRS002,Regional Early Warning and Analytics Network,6,7.52163
2339,FRS007,Digital Public Infrastructure Resilience Program,7,7.49531
2339,FRS003,Critical Supply Chain Diversification,8,7.17081
2340,FRS008,Adaptive Governance and Learning System,1,8.68023
2340,FRS005,Watershed Restoration and Nature-Based Buffers,2,8.38667
2340,FRS004,Adaptive Urban Heat and Flood Redesign,3,7.90505
2340,FRS006,Community Resilience and Mutual Aid Infrastructure,4,7.89256
2340,FRS002,Regional Early Warning and Analytics Network,5,7.83326
2340,FRS001,Distributed Renewable Microgrids,6,7.66434
2340,FRS007,Digital Public Infrastructure Resilience Program,7,7.36619
2340,FRS003,Critical Supply Chain Diversification,8,7.23605
2341,FRS008,Adaptive Governance and Learning System,1,8.08184
2341,FRS004,Adaptive Urban Heat and Flood Redesign,2,8.03961
2341,FRS006,Community Resilience and Mutual Aid Infrastructure,3,8.03912
2341,FRS002,Regional Early Warning and Analytics Network,4,7.62327
2341,FRS007,Digital Public Infrastructure Resilience Program,5,7.51336
2341,FRS001,Distributed Renewable Microgrids,6,7.46597
2341,FRS005,Watershed Restoration and Nature-Based Buffers,7,7.45542
2341,FRS003,Critical Supply Chain Diversification,8,6.83123
2342,FRS004,Adaptive Urban Heat and Flood Redesign,1,8.4049
2342,FRS008,Adaptive Governance and Learning System,2,8.09368
2342,FRS005,Watershed Restoration and Nature-Based Buffers,3,7.92285
2342,FRS001,Distributed Renewable Microgrids,4,7.81968
2342,FRS007,Digital Public Infrastructure Resilience Program,5,7.81845
2342,FRS006,Community Resilience and Mutual Aid Infrastructure,6,7.80228
2342,FRS002,Regional Early Warning and Analytics Network,7,7.53963
2342,FRS003,Critical Supply Chain Diversification,8,7.44717
2343,FRS008,Adaptive Governance and Learning System,1,8.30002
2343,FRS006,Community Resilience and Mutual Aid Infrastructure,2,8.17638
2343,FRS007,Digital Public Infrastructure Resilience Program,3,8.05953
2343,FRS001,Distributed Renewable Microgrids,4,8.0419
2343,FRS005,Watershed Restoration and Nature-Based Buffers,5,7.93991
2343,FRS004,Adaptive Urban Heat and Flood Redesign,6,7.93616
2343,FRS002,Regional Early Warning and Analytics Network,7,7.48811
2343,FRS003,Critical Supply Chain Diversification,8,7.1512
2344,FRS008,Adaptive Governance and Learning System,1,8.22567
2344,FRS004,Adaptive Urban Heat and Flood Redesign,2,8.12799
2344,FRS006,Community Resilience and Mutual Aid Infrastructure,3,8.00065
2344,FRS002,Regional Early Warning and Analytics Network,4,7.77951
2344,FRS005,Watershed Restoration and Nature-Based Buffers,5,7.74189
2344,FRS007,Digital Public Infrastructure Resilience Program,6,7.47015
2344,FRS001,Distributed Renewable Microgrids,7,7.38641
2344,FRS003,Critical Supply Chain Diversification,8,6.8626
2345,FRS008,Adaptive Governance and Learning System,1,8.2787
2345,FRS004,Adaptive Urban Heat and Flood Redesign,2,8.0656
2345,FRS001,Distributed Renewable Microgrids,3,8.02033
2345,FRS006,Community Resilience and Mutual Aid Infrastructure,4,7.88502
2345,FRS007,Digital Public Infrastructure Resilience Program,5,7.75179
2345,FRS002,Regional Early Warning and Analytics Network,6,7.41614
2345,FRS003,Critical Supply Chain Diversification,7,7.38478
2345,FRS005,Watershed Restoration and Nature-Based Buffers,8,7.36944
2346,FRS004,Adaptive Urban Heat and Flood Redesign,1,8.22726
2346,FRS007,Digital Public Infrastructure Resilience Program,2,8.00977
2346,FRS006,Community Resilience and Mutual Aid Infrastructure,3,7.87835
2346,FRS002,Regional Early Warning and Analytics Network,4,7.83187
2346,FRS005,Watershed Restoration and Nature-Based Buffers,5,7.81673
2346,FRS008,Adaptive Governance and Learning System,6,7.79623
2346,FRS001,Distributed Renewable Microgrids,7,7.52445
2346,FRS003,Critical Supply Chain Diversification,8,7.25347
2347,FRS006,Community Resilience and Mutual Aid Infrastructure,1,8.23454
2347,FRS008,Adaptive Governance and Learning System,2,8.01291
2347,FRS005,Watershed Restoration and Nature-Based Buffers,3,7.9103
2347,FRS004,Adaptive Urban Heat and Flood Redesign,4,7.82979
2347,FRS001,Distributed Renewable Microgrids,5,7.77646
2347,FRS007,Digital Public Infrastructure Resilience Program,6,7.74389
2347,FRS002,Regional Early Warning and Analytics Network,7,7.5939
2347,FRS003,Critical Supply Chain Diversification,8,7.40887
2348,FRS006,Community Resilience and Mutual Aid Infrastructure,1,8.04109
2348,FRS005,Watershed Restoration and Nature-Based Buffers,2,8.01628
2348,FRS004,Adaptive Urban Heat and Flood Redesign,3,7.90265
2348,FRS007,Digital Public Infrastructure Resilience Program,4,7.77234
2348,FRS008,Adaptive Governance and Learning System,5,7.76679
2348,FRS002,Regional Early Warning and Analytics Network,6,7.45074
2348,FRS001,Distributed Renewable Microgrids,7,7.37749
2348,FRS003,Critical Supply Chain Diversification,8,7.32455
2349,FRS004,Adaptive Urban Heat and Flood Redesign,1,8.26064
2349,FRS006,Community Resilience and Mutual Aid Infrastructure,2,8.11068
2349,FRS005,Watershed Restoration and Nature-Based Buffers,3,8.07339
2349,FRS008,Adaptive Governance and Learning System,4,8.01047
2349,FRS007,Digital Public Infrastructure Resilience Program,5,7.57215
2349,FRS001,Distributed Renewable Microgrids,6,7.39295
2349,FRS002,Regional Early Warning and Analytics Network,7,7.34541
2349,FRS003,Critical Supply Chain Diversification,8,6.93884
2350,FRS006,Community Resilience and Mutual Aid Infrastructure,1,8.11717
2350,FRS008,Adaptive Governance and Learning System,2,7.99767
2350,FRS005,Watershed Restoration and Nature-Based Buffers,3,7.98681
2350,FRS004,Adaptive Urban Heat and Flood Redesign,4,7.92991
2350,FRS001,Distributed Renewable Microgrids,5,7.80891
2350,FRS002,Regional Early Warning and Analytics Network,6,7.68238
2350,FRS007,Digital Public Infrastructure Resilience Program,7,7.48851
2350,FRS003,Critical Supply Chain Diversification,8,7.46824
2351,FRS008,Adaptive Governance and Learning System,1,8.33189
2351,FRS007,Digital Public Infrastructure Resilience Program,2,8.15227
2351,FRS004,Adaptive Urban Heat and Flood Redesign,3,7.99669
2351,FRS006,Community Resilience and Mutual Aid Infrastructure,4,7.9338
2351,FRS002,Regional Early Warning and Analytics Network,5,7.88362
2351,FRS005,Watershed Restoration and Nature-Based Buffers,6,7.67259
2351,FRS001,Distributed Renewable Microgrids,7,7.24787
2351,FRS003,Critical Supply Chain Diversification,8,6.88799
2352,FRS007,Digital Public Infrastructure Resilience Program,1,8.12858
2352,FRS004,Adaptive Urban Heat and Flood Redesign,2,8.01272
2352,FRS008,Adaptive Governance and Learning System,3,7.97783
2352,FRS006,Community Resilience and Mutual Aid Infrastructure,4,7.95485
2352,FRS005,Watershed Restoration and Nature-Based Buffers,5,7.83494
2352,FRS001,Distributed Renewable Microgrids,6,7.34172
2352,FRS003,Critical Supply Chain Diversification,7,7.26758
2352,FRS002,Regional Early Warning and Analytics Network,8,7.24277
2353,FRS001,Distributed Renewable Microgrids,1,8.55422
2353,FRS008,Adaptive Governance and Learning System,2,8.40128
2353,FRS006,Community Resilience and Mutual Aid Infrastructure,3,8.25077
2353,FRS005,Watershed Restoration and Nature-Based Buffers,4,8.00066
2353,FRS004,Adaptive Urban Heat and Flood Redesign,5,7.96073
2353,FRS007,Digital Public Infrastructure Resilience Program,6,7.81376
2353,FRS002,Regional Early Warning and Analytics Network,7,7.54392
2353,FRS003,Critical Supply Chain Diversification,8,7.26837
2354,FRS008,Adaptive Governance and Learning System,1,8.05029
2354,FRS006,Community Resilience and Mutual Aid Infrastructure,2,8.04341
2354,FRS004,Adaptive Urban Heat and Flood Redesign,3,8.02369
2354,FRS005,Watershed Restoration and Nature-Based Buffers,4,7.7853
2354,FRS002,Regional Early Warning and Analytics Network,5,7.50309
2354,FRS007,Digital Public Infrastructure Resilience Program,6,7.47089
2354,FRS001,Distributed Renewable Microgrids,7,7.35873
2354,FRS003,Critical Supply Chain Diversification,8,7.22168
2355,FRS008,Adaptive Governance and Learning System,1,8.43776
2355,FRS004,Adaptive Urban Heat and Flood Redesign,2,8.13631
2355,FRS006,Community Resilience and Mutual Aid Infrastructure,3,8.09815
2355,FRS005,Watershed Restoration and Nature-Based Buffers,4,8.03191
2355,FRS007,Digital Public Infrastructure Resilience Program,5,7.57309
2355,FRS003,Critical Supply Chain Diversification,6,7.417
2355,FRS002,Regional Early Warning and Analytics Network,7,7.37028
2355,FRS001,Distributed Renewable Microgrids,8,7.32746
2356,FRS008,Adaptive Governance and Learning System,1,8.56422
2356,FRS004,Adaptive Urban Heat and Flood Redesign,2,8.33971
2356,FRS006,Community Resilience and Mutual Aid Infrastructure,3,8.20361
2356,FRS005,Watershed Restoration and Nature-Based Buffers,4,8.06696
2356,FRS007,Digital Public Infrastructure Resilience Program,5,7.76479
2356,FRS001,Distributed Renewable Microgrids,6,7.36786
2356,FRS003,Critical Supply Chain Diversification,7,7.35119
2356,FRS002,Regional Early Warning and Analytics Network,8,7.22021
2357,FRS008,Adaptive Governance and Learning System,1,8.29873
2357,FRS004,Adaptive Urban Heat and Flood Redesign,2,8.24178
2357,FRS005,Watershed Restoration and Nature-Based Buffers,3,7.96282
2357,FRS001,Distributed Renewable Microgrids,4,7.87815
2357,FRS003,Critical Supply Chain Diversification,5,7.76714
2357,FRS006,Community Resilience and Mutual Aid Infrastructure,6,7.76676
2357,FRS002,Regional Early Warning and Analytics Network,7,7.32866
2357,FRS007,Digital Public Infrastructure Resilience Program,8,7.32847
2358,FRS004,Adaptive Urban Heat and Flood Redesign,1,8.28607
2358,FRS006,Community Resilience and Mutual Aid Infrastructure,2,8.10699
2358,FRS005,Watershed Restoration and Nature-Based Buffers,3,8.05816
2358,FRS001,Distributed Renewable Microgrids,4,8.04741
2358,FRS008,Adaptive Governance and Learning System,5,7.96048
2358,FRS007,Digital Public Infrastructure Resilience Program,6,7.67837
2358,FRS003,Critical Supply Chain Diversification,7,7.615
2358,FRS002,Regional Early Warning and Analytics Network,8,7.20335
2359,FRS005,Watershed Restoration and Nature-Based Buffers,1,8.42233
2359,FRS008,Adaptive Governance and Learning System,2,8.4119
