simulation_id,strategy_id,strategy,rank,organizational_resilience_value
1457,OR001,Critical Function and Dependency Mapping,3,7.34948
1457,OR003,After-Action Learning and Corrective Action System,4,7.25547
1457,OR002,Cross-Training and Role Redundancy Program,5,7.04064
1457,OR004,Institutional Memory and Knowledge Architecture Program,6,6.95877
1458,OR006,Operational Resilience and Continuity Exercise Program,1,7.66659
1458,OR005,Psychological Safety and Weak-Signal Reporting System,2,7.46125
1458,OR004,Institutional Memory and Knowledge Architecture Program,3,7.30759
1458,OR002,Cross-Training and Role Redundancy Program,4,7.20112
1458,OR001,Critical Function and Dependency Mapping,5,7.15814
1458,OR003,After-Action Learning and Corrective Action System,6,7.08177
1459,OR006,Operational Resilience and Continuity Exercise Program,1,7.64314
1459,OR001,Critical Function and Dependency Mapping,2,7.41836
1459,OR003,After-Action Learning and Corrective Action System,3,7.40374
1459,OR005,Psychological Safety and Weak-Signal Reporting System,4,7.2843
1459,OR004,Institutional Memory and Knowledge Architecture Program,5,7.14531
1459,OR002,Cross-Training and Role Redundancy Program,6,7.14396
1460,OR006,Operational Resilience and Continuity Exercise Program,1,7.53103
1460,OR001,Critical Function and Dependency Mapping,2,7.38748
1460,OR003,After-Action Learning and Corrective Action System,3,7.36453
1460,OR005,Psychological Safety and Weak-Signal Reporting System,4,7.33467
1460,OR002,Cross-Training and Role Redundancy Program,5,7.31715
1460,OR004,Institutional Memory and Knowledge Architecture Program,6,7.11877
1461,OR005,Psychological Safety and Weak-Signal Reporting System,1,7.52319
1461,OR006,Operational Resilience and Continuity Exercise Program,2,7.40581
1461,OR002,Cross-Training and Role Redundancy Program,3,7.37812
1461,OR004,Institutional Memory and Knowledge Architecture Program,4,7.34464
1461,OR003,After-Action Learning and Corrective Action System,5,7.2696
1461,OR001,Critical Function and Dependency Mapping,6,6.8222
1462,OR004,Institutional Memory and Knowledge Architecture Program,1,7.44425
1462,OR006,Operational Resilience and Continuity Exercise Program,2,7.37655
1462,OR005,Psychological Safety and Weak-Signal Reporting System,3,7.33801
1462,OR003,After-Action Learning and Corrective Action System,4,7.25826
1462,OR001,Critical Function and Dependency Mapping,5,7.23381
1462,OR002,Cross-Training and Role Redundancy Program,6,7.13025
1463,OR006,Operational Resilience and Continuity Exercise Program,1,7.5836
1463,OR005,Psychological Safety and Weak-Signal Reporting System,2,7.53839
1463,OR003,After-Action Learning and Corrective Action System,3,7.39386
1463,OR002,Cross-Training and Role Redundancy Program,4,7.15619
1463,OR001,Critical Function and Dependency Mapping,5,7.1436
1463,OR004,Institutional Memory and Knowledge Architecture Program,6,7.08716
1464,OR006,Operational Resilience and Continuity Exercise Program,1,7.55667
1464,OR004,Institutional Memory and Knowledge Architecture Program,2,7.44273
1464,OR005,Psychological Safety and Weak-Signal Reporting System,3,7.37999
1464,OR003,After-Action Learning and Corrective Action System,4,7.25144
1464,OR001,Critical Function and Dependency Mapping,5,7.21583
1464,OR002,Cross-Training and Role Redundancy Program,6,7.04561
1465,OR002,Cross-Training and Role Redundancy Program,1,7.32815
1465,OR003,After-Action Learning and Corrective Action System,2,7.32306
1465,OR005,Psychological Safety and Weak-Signal Reporting System,3,7.28859
1465,OR004,Institutional Memory and Knowledge Architecture Program,4,7.25947
1465,OR001,Critical Function and Dependency Mapping,5,7.19889
1465,OR006,Operational Resilience and Continuity Exercise Program,6,7.15585
1466,OR006,Operational Resilience and Continuity Exercise Program,1,7.71337
1466,OR001,Critical Function and Dependency Mapping,2,7.30306
1466,OR003,After-Action Learning and Corrective Action System,3,7.29174
1466,OR002,Cross-Training and Role Redundancy Program,4,7.18188
1466,OR005,Psychological Safety and Weak-Signal Reporting System,5,7.16231
1466,OR004,Institutional Memory and Knowledge Architecture Program,6,7.111
1467,OR003,After-Action Learning and Corrective Action System,1,7.65117
1467,OR005,Psychological Safety and Weak-Signal Reporting System,2,7.61833
1467,OR006,Operational Resilience and Continuity Exercise Program,3,7.33671
1467,OR004,Institutional Memory and Knowledge Architecture Program,4,7.298
1467,OR002,Cross-Training and Role Redundancy Program,5,7.27663
1467,OR001,Critical Function and Dependency Mapping,6,7.1293
1468,OR006,Operational Resilience and Continuity Exercise Program,1,7.56256
1468,OR005,Psychological Safety and Weak-Signal Reporting System,2,7.39664
1468,OR004,Institutional Memory and Knowledge Architecture Program,3,7.28357
1468,OR001,Critical Function and Dependency Mapping,4,7.25008
1468,OR003,After-Action Learning and Corrective Action System,5,7.2442
1468,OR002,Cross-Training and Role Redundancy Program,6,6.86807
1469,OR006,Operational Resilience and Continuity Exercise Program,1,7.76947
1469,OR003,After-Action Learning and Corrective Action System,2,7.73875
1469,OR005,Psychological Safety and Weak-Signal Reporting System,3,7.73475
1469,OR002,Cross-Training and Role Redundancy Program,4,7.53958
1469,OR004,Institutional Memory and Knowledge Architecture Program,5,7.30034
1469,OR001,Critical Function and Dependency Mapping,6,7.19366
1470,OR005,Psychological Safety and Weak-Signal Reporting System,1,7.60962
1470,OR006,Operational Resilience and Continuity Exercise Program,2,7.55088
1470,OR001,Critical Function and Dependency Mapping,3,7.43023
1470,OR003,After-Action Learning and Corrective Action System,4,7.30956
1470,OR004,Institutional Memory and Knowledge Architecture Program,5,7.20928
1470,OR002,Cross-Training and Role Redundancy Program,6,7.10997
1471,OR006,Operational Resilience and Continuity Exercise Program,1,7.60489
1471,OR003,After-Action Learning and Corrective Action System,2,7.35583
1471,OR002,Cross-Training and Role Redundancy Program,3,7.31752
1471,OR005,Psychological Safety and Weak-Signal Reporting System,4,7.23443
1471,OR004,Institutional Memory and Knowledge Architecture Program,5,7.07947
1471,OR001,Critical Function and Dependency Mapping,6,7.07774
1472,OR005,Psychological Safety and Weak-Signal Reporting System,1,7.51978
1472,OR003,After-Action Learning and Corrective Action System,2,7.50958
1472,OR002,Cross-Training and Role Redundancy Program,3,7.42487
1472,OR006,Operational Resilience and Continuity Exercise Program,4,7.16478
1472,OR001,Critical Function and Dependency Mapping,5,7.11483
1472,OR004,Institutional Memory and Knowledge Architecture Program,6,7.09305
1473,OR003,After-Action Learning and Corrective Action System,1,7.70134
1473,OR006,Operational Resilience and Continuity Exercise Program,2,7.67539
1473,OR005,Psychological Safety and Weak-Signal Reporting System,3,7.57061
1473,OR001,Critical Function and Dependency Mapping,4,7.42321
1473,OR004,Institutional Memory and Knowledge Architecture Program,5,7.27583
1473,OR002,Cross-Training and Role Redundancy Program,6,7.25607
1474,OR005,Psychological Safety and Weak-Signal Reporting System,1,7.53198
1474,OR006,Operational Resilience and Continuity Exercise Program,2,7.50116
1474,OR003,After-Action Learning and Corrective Action System,3,7.45982
1474,OR001,Critical Function and Dependency Mapping,4,7.26716
1474,OR004,Institutional Memory and Knowledge Architecture Program,5,7.11663
1474,OR002,Cross-Training and Role Redundancy Program,6,7.10843
1475,OR002,Cross-Training and Role Redundancy Program,1,7.52051
1475,OR005,Psychological Safety and Weak-Signal Reporting System,2,7.43277
1475,OR006,Operational Resilience and Continuity Exercise Program,3,7.32501
1475,OR003,After-Action Learning and Corrective Action System,4,7.1926
1475,OR004,Institutional Memory and Knowledge Architecture Program,5,7.14398
1475,OR001,Critical Function and Dependency Mapping,6,7.11297
1476,OR005,Psychological Safety and Weak-Signal Reporting System,1,7.43594
1476,OR006,Operational Resilience and Continuity Exercise Program,2,7.42155
1476,OR003,After-Action Learning and Corrective Action System,3,7.25142
1476,OR001,Critical Function and Dependency Mapping,4,7.19304
1476,OR004,Institutional Memory and Knowledge Architecture Program,5,7.03568
1476,OR002,Cross-Training and Role Redundancy Program,6,6.85499
1477,OR005,Psychological Safety and Weak-Signal Reporting System,1,7.4768
1477,OR003,After-Action Learning and Corrective Action System,2,7.3872
1477,OR006,Operational Resilience and Continuity Exercise Program,3,7.25602
1477,OR001,Critical Function and Dependency Mapping,4,7.08337
1477,OR004,Institutional Memory and Knowledge Architecture Program,5,7.02801
1477,OR002,Cross-Training and Role Redundancy Program,6,6.93546
1478,OR003,After-Action Learning and Corrective Action System,1,7.2603
1478,OR001,Critical Function and Dependency Mapping,2,7.24535
1478,OR002,Cross-Training and Role Redundancy Program,3,7.18601
1478,OR005,Psychological Safety and Weak-Signal Reporting System,4,7.14202
1478,OR006,Operational Resilience and Continuity Exercise Program,5,7.08894
1478,OR004,Institutional Memory and Knowledge Architecture Program,6,7.02104
1479,OR004,Institutional Memory and Knowledge Architecture Program,1,7.52777
1479,OR005,Psychological Safety and Weak-Signal Reporting System,2,7.50686
1479,OR001,Critical Function and Dependency Mapping,3,7.46897
1479,OR006,Operational Resilience and Continuity Exercise Program,4,7.32269
1479,OR002,Cross-Training and Role Redundancy Program,5,7.25754
1479,OR003,After-Action Learning and Corrective Action System,6,7.24092
1480,OR001,Critical Function and Dependency Mapping,1,7.67988
1480,OR003,After-Action Learning and Corrective Action System,2,7.47215
1480,OR006,Operational Resilience and Continuity Exercise Program,3,7.4011
1480,OR004,Institutional Memory and Knowledge Architecture Program,4,7.35119
1480,OR005,Psychological Safety and Weak-Signal Reporting System,5,7.24808
1480,OR002,Cross-Training and Role Redundancy Program,6,7.01411
1481,OR003,After-Action Learning and Corrective Action System,1,7.86405
1481,OR006,Operational Resilience and Continuity Exercise Program,2,7.50641
1481,OR002,Cross-Training and Role Redundancy Program,3,7.31358
1481,OR005,Psychological Safety and Weak-Signal Reporting System,4,7.21309
1481,OR001,Critical Function and Dependency Mapping,5,7.18838
1481,OR004,Institutional Memory and Knowledge Architecture Program,6,7.03293
1482,OR005,Psychological Safety and Weak-Signal Reporting System,1,7.6195
1482,OR006,Operational Resilience and Continuity Exercise Program,2,7.53498
1482,OR004,Institutional Memory and Knowledge Architecture Program,3,7.40402
1482,OR001,Critical Function and Dependency Mapping,4,7.26227
1482,OR003,After-Action Learning and Corrective Action System,5,7.22092
1482,OR002,Cross-Training and Role Redundancy Program,6,7.06335
1483,OR005,Psychological Safety and Weak-Signal Reporting System,1,7.7111
1483,OR003,After-Action Learning and Corrective Action System,2,7.48904
1483,OR006,Operational Resilience and Continuity Exercise Program,3,7.2648
1483,OR001,Critical Function and Dependency Mapping,4,7.16405
1483,OR004,Institutional Memory and Knowledge Architecture Program,5,7.14372
1483,OR002,Cross-Training and Role Redundancy Program,6,7.11558
1484,OR005,Psychological Safety and Weak-Signal Reporting System,1,7.72506
1484,OR006,Operational Resilience and Continuity Exercise Program,2,7.50874
1484,OR001,Critical Function and Dependency Mapping,3,7.4469
1484,OR003,After-Action Learning and Corrective Action System,4,7.30085
1484,OR002,Cross-Training and Role Redundancy Program,5,7.25425
1484,OR004,Institutional Memory and Knowledge Architecture Program,6,7.19325
1485,OR003,After-Action Learning and Corrective Action System,1,7.68947
1485,OR006,Operational Resilience and Continuity Exercise Program,2,7.59173
1485,OR005,Psychological Safety and Weak-Signal Reporting System,3,7.54277
1485,OR004,Institutional Memory and Knowledge Architecture Program,4,7.25174
1485,OR001,Critical Function and Dependency Mapping,5,7.13692
1485,OR002,Cross-Training and Role Redundancy Program,6,7.01988
1486,OR006,Operational Resilience and Continuity Exercise Program,1,7.66198
1486,OR004,Institutional Memory and Knowledge Architecture Program,2,7.59491
1486,OR005,Psychological Safety and Weak-Signal Reporting System,3,7.44771
1486,OR001,Critical Function and Dependency Mapping,4,7.19455
1486,OR003,After-Action Learning and Corrective Action System,5,7.16218
1486,OR002,Cross-Training and Role Redundancy Program,6,6.81953
1487,OR004,Institutional Memory and Knowledge Architecture Program,1,7.42055
1487,OR006,Operational Resilience and Continuity Exercise Program,2,7.41744
1487,OR003,After-Action Learning and Corrective Action System,3,7.38853
1487,OR005,Psychological Safety and Weak-Signal Reporting System,4,7.08919
1487,OR002,Cross-Training and Role Redundancy Program,5,7.06532
1487,OR001,Critical Function and Dependency Mapping,6,7.04469
1488,OR006,Operational Resilience and Continuity Exercise Program,1,7.84692
1488,OR004,Institutional Memory and Knowledge Architecture Program,2,7.63393
1488,OR003,After-Action Learning and Corrective Action System,3,7.42178
1488,OR001,Critical Function and Dependency Mapping,4,7.25532
1488,OR005,Psychological Safety and Weak-Signal Reporting System,5,7.18932
1488,OR002,Cross-Training and Role Redundancy Program,6,7.14568
1489,OR002,Cross-Training and Role Redundancy Program,1,7.75144
1489,OR005,Psychological Safety and Weak-Signal Reporting System,2,7.7022
1489,OR006,Operational Resilience and Continuity Exercise Program,3,7.50495
1489,OR004,Institutional Memory and Knowledge Architecture Program,4,7.48179
1489,OR003,After-Action Learning and Corrective Action System,5,7.37282
1489,OR001,Critical Function and Dependency Mapping,6,7.09403
1490,OR003,After-Action Learning and Corrective Action System,1,7.55602
1490,OR004,Institutional Memory and Knowledge Architecture Program,2,7.55402
1490,OR005,Psychological Safety and Weak-Signal Reporting System,3,7.48738
1490,OR006,Operational Resilience and Continuity Exercise Program,4,7.40491
1490,OR001,Critical Function and Dependency Mapping,5,7.1394
1490,OR002,Cross-Training and Role Redundancy Program,6,7.12922
1491,OR002,Cross-Training and Role Redundancy Program,1,7.5494
1491,OR003,After-Action Learning and Corrective Action System,2,7.48019
1491,OR001,Critical Function and Dependency Mapping,3,7.45813
1491,OR006,Operational Resilience and Continuity Exercise Program,4,7.43042
1491,OR005,Psychological Safety and Weak-Signal Reporting System,5,7.42418
1491,OR004,Institutional Memory and Knowledge Architecture Program,6,7.32864
1492,OR006,Operational Resilience and Continuity Exercise Program,1,7.64058
1492,OR001,Critical Function and Dependency Mapping,2,7.47232
1492,OR002,Cross-Training and Role Redundancy Program,3,7.39364
1492,OR004,Institutional Memory and Knowledge Architecture Program,4,7.38698
1492,OR003,After-Action Learning and Corrective Action System,5,7.31758
1492,OR005,Psychological Safety and Weak-Signal Reporting System,6,7.26359
1493,OR003,After-Action Learning and Corrective Action System,1,7.31472
1493,OR004,Institutional Memory and Knowledge Architecture Program,2,7.31353
1493,OR005,Psychological Safety and Weak-Signal Reporting System,3,7.28594
1493,OR006,Operational Resilience and Continuity Exercise Program,4,7.23551
1493,OR001,Critical Function and Dependency Mapping,5,7.21267
1493,OR002,Cross-Training and Role Redundancy Program,6,7.04631
1494,OR005,Psychological Safety and Weak-Signal Reporting System,1,7.55452
1494,OR006,Operational Resilience and Continuity Exercise Program,2,7.49169
1494,OR001,Critical Function and Dependency Mapping,3,7.26718
1494,OR002,Cross-Training and Role Redundancy Program,4,7.12709
1494,OR004,Institutional Memory and Knowledge Architecture Program,5,7.10814
1494,OR003,After-Action Learning and Corrective Action System,6,7.05681
1495,OR006,Operational Resilience and Continuity Exercise Program,1,7.6406
1495,OR005,Psychological Safety and Weak-Signal Reporting System,2,7.5071
1495,OR004,Institutional Memory and Knowledge Architecture Program,3,7.46071
1495,OR001,Critical Function and Dependency Mapping,4,7.34228
1495,OR003,After-Action Learning and Corrective Action System,5,7.29632
1495,OR002,Cross-Training and Role Redundancy Program,6,7.09509
1496,OR003,After-Action Learning and Corrective Action System,1,7.62073
1496,OR002,Cross-Training and Role Redundancy Program,2,7.60455
1496,OR006,Operational Resilience and Continuity Exercise Program,3,7.51683
1496,OR001,Critical Function and Dependency Mapping,4,7.42374
1496,OR004,Institutional Memory and Knowledge Architecture Program,5,7.28995
1496,OR005,Psychological Safety and Weak-Signal Reporting System,6,7.20708
1497,OR003,After-Action Learning and Corrective Action System,1,7.67088
1497,OR004,Institutional Memory and Knowledge Architecture Program,2,7.45129
1497,OR005,Psychological Safety and Weak-Signal Reporting System,3,7.37964
1497,OR006,Operational Resilience and Continuity Exercise Program,4,7.36884
1497,OR002,Cross-Training and Role Redundancy Program,5,7.14671
1497,OR001,Critical Function and Dependency Mapping,6,7.0857
1498,OR003,After-Action Learning and Corrective Action System,1,7.64957
1498,OR005,Psychological Safety and Weak-Signal Reporting System,2,7.4622
1498,OR006,Operational Resilience and Continuity Exercise Program,3,7.43392
1498,OR004,Institutional Memory and Knowledge Architecture Program,4,7.33128
1498,OR001,Critical Function and Dependency Mapping,5,7.25116
1498,OR002,Cross-Training and Role Redundancy Program,6,7.13333
1499,OR005,Psychological Safety and Weak-Signal Reporting System,1,7.71547
1499,OR006,Operational Resilience and Continuity Exercise Program,2,7.37562
1499,OR003,After-Action Learning and Corrective Action System,3,7.24366
1499,OR001,Critical Function and Dependency Mapping,4,7.06656
1499,OR004,Institutional Memory and Knowledge Architecture Program,5,7.01734
1499,OR002,Cross-Training and Role Redundancy Program,6,6.63381
1500,OR004,Institutional Memory and Knowledge Architecture Program,1,7.57448
1500,OR006,Operational Resilience and Continuity Exercise Program,2,7.42697
1500,OR003,After-Action Learning and Corrective Action System,3,7.41771
1500,OR001,Critical Function and Dependency Mapping,4,7.40786
1500,OR002,Cross-Training and Role Redundancy Program,5,7.24495
1500,OR005,Psychological Safety and Weak-Signal Reporting System,6,7.15932
1501,OR006,Operational Resilience and Continuity Exercise Program,1,7.50535
1501,OR005,Psychological Safety and Weak-Signal Reporting System,2,7.46136
1501,OR003,After-Action Learning and Corrective Action System,3,7.44132
1501,OR002,Cross-Training and Role Redundancy Program,4,7.21415
1501,OR004,Institutional Memory and Knowledge Architecture Program,5,7.20215
1501,OR001,Critical Function and Dependency Mapping,6,7.08876
1502,OR006,Operational Resilience and Continuity Exercise Program,1,7.59739
1502,OR002,Cross-Training and Role Redundancy Program,2,7.47586
1502,OR001,Critical Function and Dependency Mapping,3,7.39005
1502,OR005,Psychological Safety and Weak-Signal Reporting System,4,7.27857
1502,OR003,After-Action Learning and Corrective Action System,5,7.26804
1502,OR004,Institutional Memory and Knowledge Architecture Program,6,7.17704
1503,OR003,After-Action Learning and Corrective Action System,1,7.49445
1503,OR006,Operational Resilience and Continuity Exercise Program,2,7.48978
1503,OR005,Psychological Safety and Weak-Signal Reporting System,3,7.45296
1503,OR004,Institutional Memory and Knowledge Architecture Program,4,7.40474
1503,OR002,Cross-Training and Role Redundancy Program,5,7.27067
1503,OR001,Critical Function and Dependency Mapping,6,7.20913
1504,OR005,Psychological Safety and Weak-Signal Reporting System,1,7.61336
1504,OR006,Operational Resilience and Continuity Exercise Program,2,7.40787
1504,OR002,Cross-Training and Role Redundancy Program,3,7.27379
1504,OR003,After-Action Learning and Corrective Action System,4,7.26851
1504,OR004,Institutional Memory and Knowledge Architecture Program,5,7.24653
1504,OR001,Critical Function and Dependency Mapping,6,7.22111
1505,OR006,Operational Resilience and Continuity Exercise Program,1,7.51485
1505,OR003,After-Action Learning and Corrective Action System,2,7.39893
1505,OR002,Cross-Training and Role Redundancy Program,3,7.22644
1505,OR001,Critical Function and Dependency Mapping,4,7.21837
1505,OR005,Psychological Safety and Weak-Signal Reporting System,5,7.21224
1505,OR004,Institutional Memory and Knowledge Architecture Program,6,7.16232
1506,OR006,Operational Resilience and Continuity Exercise Program,1,7.56103
1506,OR004,Institutional Memory and Knowledge Architecture Program,2,7.45185
1506,OR003,After-Action Learning and Corrective Action System,3,7.34975
1506,OR002,Cross-Training and Role Redundancy Program,4,7.30541
1506,OR005,Psychological Safety and Weak-Signal Reporting System,5,7.27971
1506,OR001,Critical Function and Dependency Mapping,6,7.04513
1507,OR006,Operational Resilience and Continuity Exercise Program,1,7.52906
1507,OR002,Cross-Training and Role Redundancy Program,2,7.44081
1507,OR001,Critical Function and Dependency Mapping,3,7.43377
1507,OR003,After-Action Learning and Corrective Action System,4,7.35905
1507,OR004,Institutional Memory and Knowledge Architecture Program,5,7.33254
1507,OR005,Psychological Safety and Weak-Signal Reporting System,6,7.2961
1508,OR005,Psychological Safety and Weak-Signal Reporting System,1,7.56457
1508,OR001,Critical Function and Dependency Mapping,2,7.55306
1508,OR006,Operational Resilience and Continuity Exercise Program,3,7.38068
1508,OR003,After-Action Learning and Corrective Action System,4,7.32616
1508,OR004,Institutional Memory and Knowledge Architecture Program,5,7.29785
1508,OR002,Cross-Training and Role Redundancy Program,6,6.9715
1509,OR005,Psychological Safety and Weak-Signal Reporting System,1,7.56175
1509,OR002,Cross-Training and Role Redundancy Program,2,7.28863
1509,OR006,Operational Resilience and Continuity Exercise Program,3,7.18131
1509,OR003,After-Action Learning and Corrective Action System,4,7.14548
1509,OR004,Institutional Memory and Knowledge Architecture Program,5,7.05521
1509,OR001,Critical Function and Dependency Mapping,6,6.9558
1510,OR005,Psychological Safety and Weak-Signal Reporting System,1,7.62384
1510,OR001,Critical Function and Dependency Mapping,2,7.4559
1510,OR006,Operational Resilience and Continuity Exercise Program,3,7.42252
1510,OR003,After-Action Learning and Corrective Action System,4,7.32267
1510,OR002,Cross-Training and Role Redundancy Program,5,7.29621
1510,OR004,Institutional Memory and Knowledge Architecture Program,6,7.27453
1511,OR002,Cross-Training and Role Redundancy Program,1,7.47743
1511,OR003,After-Action Learning and Corrective Action System,2,7.34811
1511,OR006,Operational Resilience and Continuity Exercise Program,3,7.31498
1511,OR005,Psychological Safety and Weak-Signal Reporting System,4,7.12623
1511,OR001,Critical Function and Dependency Mapping,5,7.11164
1511,OR004,Institutional Memory and Knowledge Architecture Program,6,7.01936
1512,OR006,Operational Resilience and Continuity Exercise Program,1,7.78271
1512,OR002,Cross-Training and Role Redundancy Program,2,7.49737
1512,OR005,Psychological Safety and Weak-Signal Reporting System,3,7.48587
1512,OR003,After-Action Learning and Corrective Action System,4,7.32653
1512,OR004,Institutional Memory and Knowledge Architecture Program,5,7.24748
1512,OR001,Critical Function and Dependency Mapping,6,7.10862
1513,OR005,Psychological Safety and Weak-Signal Reporting System,1,7.58915
1513,OR001,Critical Function and Dependency Mapping,2,7.56585
1513,OR006,Operational Resilience and Continuity Exercise Program,3,7.45963
1513,OR003,After-Action Learning and Corrective Action System,4,7.42859
1513,OR002,Cross-Training and Role Redundancy Program,5,7.42822
1513,OR004,Institutional Memory and Knowledge Architecture Program,6,7.23756
1514,OR005,Psychological Safety and Weak-Signal Reporting System,1,7.47867
1514,OR001,Critical Function and Dependency Mapping,2,7.41729
1514,OR003,After-Action Learning and Corrective Action System,3,7.41318
1514,OR002,Cross-Training and Role Redundancy Program,4,7.35157
1514,OR004,Institutional Memory and Knowledge Architecture Program,5,7.12945
1514,OR006,Operational Resilience and Continuity Exercise Program,6,7.0361
1515,OR005,Psychological Safety and Weak-Signal Reporting System,1,7.47795
1515,OR003,After-Action Learning and Corrective Action System,2,7.4507
1515,OR004,Institutional Memory and Knowledge Architecture Program,3,7.30313
1515,OR006,Operational Resilience and Continuity Exercise Program,4,7.291
1515,OR002,Cross-Training and Role Redundancy Program,5,7.10124
1515,OR001,Critical Function and Dependency Mapping,6,7.08815
1516,OR006,Operational Resilience and Continuity Exercise Program,1,7.4985
1516,OR002,Cross-Training and Role Redundancy Program,2,7.16555
1516,OR001,Critical Function and Dependency Mapping,3,7.16468
1516,OR003,After-Action Learning and Corrective Action System,4,7.12662
1516,OR005,Psychological Safety and Weak-Signal Reporting System,5,7.08627
1516,OR004,Institutional Memory and Knowledge Architecture Program,6,6.98737
1517,OR003,After-Action Learning and Corrective Action System,1,7.56335
1517,OR004,Institutional Memory and Knowledge Architecture Program,2,7.40292
1517,OR006,Operational Resilience and Continuity Exercise Program,3,7.36341
1517,OR005,Psychological Safety and Weak-Signal Reporting System,4,7.33456
1517,OR002,Cross-Training and Role Redundancy Program,5,7.29705
1517,OR001,Critical Function and Dependency Mapping,6,7.29091
1518,OR004,Institutional Memory and Knowledge Architecture Program,1,7.72787
1518,OR005,Psychological Safety and Weak-Signal Reporting System,2,7.57327
1518,OR003,After-Action Learning and Corrective Action System,3,7.34918
1518,OR006,Operational Resilience and Continuity Exercise Program,4,7.33985
1518,OR002,Cross-Training and Role Redundancy Program,5,7.26332
1518,OR001,Critical Function and Dependency Mapping,6,7.03373
1519,OR005,Psychological Safety and Weak-Signal Reporting System,1,7.49039
1519,OR003,After-Action Learning and Corrective Action System,2,7.45001
1519,OR006,Operational Resilience and Continuity Exercise Program,3,7.38847
1519,OR002,Cross-Training and Role Redundancy Program,4,7.28969
1519,OR004,Institutional Memory and Knowledge Architecture Program,5,7.26464
1519,OR001,Critical Function and Dependency Mapping,6,7.21398
1520,OR006,Operational Resilience and Continuity Exercise Program,1,7.44774
1520,OR001,Critical Function and Dependency Mapping,2,7.44005
1520,OR003,After-Action Learning and Corrective Action System,3,7.3704
1520,OR002,Cross-Training and Role Redundancy Program,4,7.1482
1520,OR004,Institutional Memory and Knowledge Architecture Program,5,7.13077
1520,OR005,Psychological Safety and Weak-Signal Reporting System,6,7.0514
1521,OR003,After-Action Learning and Corrective Action System,1,7.61592
1521,OR006,Operational Resilience and Continuity Exercise Program,2,7.44103
1521,OR002,Cross-Training and Role Redundancy Program,3,7.39057
1521,OR001,Critical Function and Dependency Mapping,4,7.23064
1521,OR004,Institutional Memory and Knowledge Architecture Program,5,7.20733
1521,OR005,Psychological Safety and Weak-Signal Reporting System,6,7.18409
1522,OR003,After-Action Learning and Corrective Action System,1,7.60485
1522,OR005,Psychological Safety and Weak-Signal Reporting System,2,7.48311
1522,OR001,Critical Function and Dependency Mapping,3,7.46949
1522,OR006,Operational Resilience and Continuity Exercise Program,4,7.43313
1522,OR004,Institutional Memory and Knowledge Architecture Program,5,7.41706
1522,OR002,Cross-Training and Role Redundancy Program,6,6.93833
1523,OR005,Psychological Safety and Weak-Signal Reporting System,1,7.68278
1523,OR003,After-Action Learning and Corrective Action System,2,7.29503
1523,OR002,Cross-Training and Role Redundancy Program,3,7.28636
1523,OR006,Operational Resilience and Continuity Exercise Program,4,7.25938
1523,OR004,Institutional Memory and Knowledge Architecture Program,5,7.25936
1523,OR001,Critical Function and Dependency Mapping,6,7.09743
1524,OR003,After-Action Learning and Corrective Action System,1,7.46026
1524,OR005,Psychological Safety and Weak-Signal Reporting System,2,7.4071
1524,OR006,Operational Resilience and Continuity Exercise Program,3,7.3888
1524,OR004,Institutional Memory and Knowledge Architecture Program,4,7.30311
1524,OR002,Cross-Training and Role Redundancy Program,5,7.17499
1524,OR001,Critical Function and Dependency Mapping,6,7.02705
1525,OR006,Operational Resilience and Continuity Exercise Program,1,7.50222
1525,OR005,Psychological Safety and Weak-Signal Reporting System,2,7.46168
1525,OR003,After-Action Learning and Corrective Action System,3,7.40652
1525,OR001,Critical Function and Dependency Mapping,4,7.15502
1525,OR004,Institutional Memory and Knowledge Architecture Program,5,7.10564
1525,OR002,Cross-Training and Role Redundancy Program,6,7.05899
1526,OR005,Psychological Safety and Weak-Signal Reporting System,1,7.75224
1526,OR003,After-Action Learning and Corrective Action System,2,7.3118
1526,OR006,Operational Resilience and Continuity Exercise Program,3,7.28002
1526,OR004,Institutional Memory and Knowledge Architecture Program,4,7.20191
1526,OR002,Cross-Training and Role Redundancy Program,5,7.00234
1526,OR001,Critical Function and Dependency Mapping,6,6.91682
1527,OR006,Operational Resilience and Continuity Exercise Program,1,7.51939
1527,OR003,After-Action Learning and Corrective Action System,2,7.33049
1527,OR001,Critical Function and Dependency Mapping,3,7.25678
1527,OR004,Institutional Memory and Knowledge Architecture Program,4,7.22666
1527,OR005,Psychological Safety and Weak-Signal Reporting System,5,7.13794
1527,OR002,Cross-Training and Role Redundancy Program,6,7.11446
1528,OR004,Institutional Memory and Knowledge Architecture Program,1,7.4416
1528,OR002,Cross-Training and Role Redundancy Program,2,7.40257
1528,OR006,Operational Resilience and Continuity Exercise Program,3,7.273
1528,OR005,Psychological Safety and Weak-Signal Reporting System,4,7.21877
1528,OR001,Critical Function and Dependency Mapping,5,7.11331
1528,OR003,After-Action Learning and Corrective Action System,6,7.07906
1529,OR006,Operational Resilience and Continuity Exercise Program,1,7.53961
1529,OR004,Institutional Memory and Knowledge Architecture Program,2,7.46845
1529,OR005,Psychological Safety and Weak-Signal Reporting System,3,7.37924
1529,OR003,After-Action Learning and Corrective Action System,4,7.32182
1529,OR001,Critical Function and Dependency Mapping,5,7.2395
1529,OR002,Cross-Training and Role Redundancy Program,6,7.04631
