simulation_id,strategy_id,strategy,rank,local_resilience_value,winner
2827,LE005,Commercial Anti-Displacement and Ownership Strategy,2,7.56752,Community Development Finance and Patient Capital
2827,LE003,Local Procurement and Anchor Institution Access,3,7.52619,Community Development Finance and Patient Capital
2827,LE001,Emergency Microgrant and Liquidity Fund,4,7.497,Community Development Finance and Patient Capital
2827,LE006,Workforce Childcare and Local Skills Resilience,5,7.47741,Community Development Finance and Patient Capital
2827,LE004,Small Business Continuity and Digital Resilience Support,6,7.29495,Community Development Finance and Patient Capital
2828,LE002,Community Development Finance and Patient Capital,1,7.75344,Community Development Finance and Patient Capital
2828,LE005,Commercial Anti-Displacement and Ownership Strategy,2,7.65981,Community Development Finance and Patient Capital
2828,LE003,Local Procurement and Anchor Institution Access,3,7.47554,Community Development Finance and Patient Capital
2828,LE001,Emergency Microgrant and Liquidity Fund,4,7.45474,Community Development Finance and Patient Capital
2828,LE006,Workforce Childcare and Local Skills Resilience,5,7.39694,Community Development Finance and Patient Capital
2828,LE004,Small Business Continuity and Digital Resilience Support,6,7.18651,Community Development Finance and Patient Capital
2829,LE003,Local Procurement and Anchor Institution Access,1,7.72758,Local Procurement and Anchor Institution Access
2829,LE006,Workforce Childcare and Local Skills Resilience,2,7.64196,Local Procurement and Anchor Institution Access
2829,LE004,Small Business Continuity and Digital Resilience Support,3,7.32215,Local Procurement and Anchor Institution Access
2829,LE001,Emergency Microgrant and Liquidity Fund,4,7.23334,Local Procurement and Anchor Institution Access
2829,LE005,Commercial Anti-Displacement and Ownership Strategy,5,7.22077,Local Procurement and Anchor Institution Access
2829,LE002,Community Development Finance and Patient Capital,6,7.21767,Local Procurement and Anchor Institution Access
2830,LE005,Commercial Anti-Displacement and Ownership Strategy,1,7.99802,Commercial Anti-Displacement and Ownership Strategy
2830,LE004,Small Business Continuity and Digital Resilience Support,2,7.56923,Commercial Anti-Displacement and Ownership Strategy
2830,LE003,Local Procurement and Anchor Institution Access,3,7.52305,Commercial Anti-Displacement and Ownership Strategy
2830,LE002,Community Development Finance and Patient Capital,4,7.22406,Commercial Anti-Displacement and Ownership Strategy
2830,LE001,Emergency Microgrant and Liquidity Fund,5,7.08096,Commercial Anti-Displacement and Ownership Strategy
2830,LE006,Workforce Childcare and Local Skills Resilience,6,7.05401,Commercial Anti-Displacement and Ownership Strategy
2831,LE002,Community Development Finance and Patient Capital,1,7.66599,Community Development Finance and Patient Capital
2831,LE005,Commercial Anti-Displacement and Ownership Strategy,2,7.53482,Community Development Finance and Patient Capital
2831,LE006,Workforce Childcare and Local Skills Resilience,3,7.50141,Community Development Finance and Patient Capital
2831,LE001,Emergency Microgrant and Liquidity Fund,4,7.33456,Community Development Finance and Patient Capital
2831,LE003,Local Procurement and Anchor Institution Access,5,7.26679,Community Development Finance and Patient Capital
2831,LE004,Small Business Continuity and Digital Resilience Support,6,7.26013,Community Development Finance and Patient Capital
2832,LE003,Local Procurement and Anchor Institution Access,1,7.61103,Local Procurement and Anchor Institution Access
2832,LE005,Commercial Anti-Displacement and Ownership Strategy,2,7.5402,Local Procurement and Anchor Institution Access
2832,LE006,Workforce Childcare and Local Skills Resilience,3,7.26407,Local Procurement and Anchor Institution Access
2832,LE002,Community Development Finance and Patient Capital,4,7.25561,Local Procurement and Anchor Institution Access
2832,LE004,Small Business Continuity and Digital Resilience Support,5,7.25085,Local Procurement and Anchor Institution Access
2832,LE001,Emergency Microgrant and Liquidity Fund,6,7.12541,Local Procurement and Anchor Institution Access
2833,LE002,Community Development Finance and Patient Capital,1,7.6777,Community Development Finance and Patient Capital
2833,LE003,Local Procurement and Anchor Institution Access,2,7.641,Community Development Finance and Patient Capital
2833,LE006,Workforce Childcare and Local Skills Resilience,3,7.52946,Community Development Finance and Patient Capital
2833,LE001,Emergency Microgrant and Liquidity Fund,4,7.26547,Community Development Finance and Patient Capital
2833,LE004,Small Business Continuity and Digital Resilience Support,5,7.2524,Community Development Finance and Patient Capital
2833,LE005,Commercial Anti-Displacement and Ownership Strategy,6,7.20565,Community Development Finance and Patient Capital
2834,LE003,Local Procurement and Anchor Institution Access,1,7.68223,Local Procurement and Anchor Institution Access
2834,LE001,Emergency Microgrant and Liquidity Fund,2,7.54273,Local Procurement and Anchor Institution Access
2834,LE006,Workforce Childcare and Local Skills Resilience,3,7.47907,Local Procurement and Anchor Institution Access
2834,LE002,Community Development Finance and Patient Capital,4,7.30571,Local Procurement and Anchor Institution Access
2834,LE005,Commercial Anti-Displacement and Ownership Strategy,5,7.26585,Local Procurement and Anchor Institution Access
2834,LE004,Small Business Continuity and Digital Resilience Support,6,7.03125,Local Procurement and Anchor Institution Access
2835,LE002,Community Development Finance and Patient Capital,1,7.86349,Community Development Finance and Patient Capital
2835,LE005,Commercial Anti-Displacement and Ownership Strategy,2,7.39339,Community Development Finance and Patient Capital
2835,LE003,Local Procurement and Anchor Institution Access,3,7.37165,Community Development Finance and Patient Capital
2835,LE004,Small Business Continuity and Digital Resilience Support,4,7.30216,Community Development Finance and Patient Capital
2835,LE001,Emergency Microgrant and Liquidity Fund,5,7.27223,Community Development Finance and Patient Capital
2835,LE006,Workforce Childcare and Local Skills Resilience,6,7.15337,Community Development Finance and Patient Capital
2836,LE002,Community Development Finance and Patient Capital,1,7.62781,Community Development Finance and Patient Capital
2836,LE004,Small Business Continuity and Digital Resilience Support,2,7.57392,Community Development Finance and Patient Capital
2836,LE005,Commercial Anti-Displacement and Ownership Strategy,3,7.47044,Community Development Finance and Patient Capital
2836,LE003,Local Procurement and Anchor Institution Access,4,7.4272,Community Development Finance and Patient Capital
2836,LE006,Workforce Childcare and Local Skills Resilience,5,7.33603,Community Development Finance and Patient Capital
2836,LE001,Emergency Microgrant and Liquidity Fund,6,6.99401,Community Development Finance and Patient Capital
2837,LE001,Emergency Microgrant and Liquidity Fund,1,7.70348,Emergency Microgrant and Liquidity Fund
2837,LE003,Local Procurement and Anchor Institution Access,2,7.69292,Emergency Microgrant and Liquidity Fund
2837,LE004,Small Business Continuity and Digital Resilience Support,3,7.34231,Emergency Microgrant and Liquidity Fund
2837,LE005,Commercial Anti-Displacement and Ownership Strategy,4,7.34077,Emergency Microgrant and Liquidity Fund
2837,LE002,Community Development Finance and Patient Capital,5,7.32617,Emergency Microgrant and Liquidity Fund
2837,LE006,Workforce Childcare and Local Skills Resilience,6,7.26623,Emergency Microgrant and Liquidity Fund
2838,LE003,Local Procurement and Anchor Institution Access,1,7.9507,Local Procurement and Anchor Institution Access
2838,LE005,Commercial Anti-Displacement and Ownership Strategy,2,7.73478,Local Procurement and Anchor Institution Access
2838,LE002,Community Development Finance and Patient Capital,3,7.72853,Local Procurement and Anchor Institution Access
2838,LE006,Workforce Childcare and Local Skills Resilience,4,7.51825,Local Procurement and Anchor Institution Access
2838,LE001,Emergency Microgrant and Liquidity Fund,5,7.39528,Local Procurement and Anchor Institution Access
2838,LE004,Small Business Continuity and Digital Resilience Support,6,7.26054,Local Procurement and Anchor Institution Access
2839,LE002,Community Development Finance and Patient Capital,1,7.61766,Community Development Finance and Patient Capital
2839,LE006,Workforce Childcare and Local Skills Resilience,2,7.59657,Community Development Finance and Patient Capital
2839,LE001,Emergency Microgrant and Liquidity Fund,3,7.46008,Community Development Finance and Patient Capital
2839,LE005,Commercial Anti-Displacement and Ownership Strategy,4,7.43628,Community Development Finance and Patient Capital
2839,LE003,Local Procurement and Anchor Institution Access,5,7.42116,Community Development Finance and Patient Capital
2839,LE004,Small Business Continuity and Digital Resilience Support,6,7.23608,Community Development Finance and Patient Capital
2840,LE003,Local Procurement and Anchor Institution Access,1,7.56189,Local Procurement and Anchor Institution Access
2840,LE002,Community Development Finance and Patient Capital,2,7.52756,Local Procurement and Anchor Institution Access
2840,LE006,Workforce Childcare and Local Skills Resilience,3,7.49646,Local Procurement and Anchor Institution Access
2840,LE005,Commercial Anti-Displacement and Ownership Strategy,4,7.48328,Local Procurement and Anchor Institution Access
2840,LE004,Small Business Continuity and Digital Resilience Support,5,7.358,Local Procurement and Anchor Institution Access
2840,LE001,Emergency Microgrant and Liquidity Fund,6,7.19042,Local Procurement and Anchor Institution Access
2841,LE006,Workforce Childcare and Local Skills Resilience,1,7.81008,Workforce Childcare and Local Skills Resilience
2841,LE003,Local Procurement and Anchor Institution Access,2,7.77593,Workforce Childcare and Local Skills Resilience
2841,LE002,Community Development Finance and Patient Capital,3,7.6995,Workforce Childcare and Local Skills Resilience
2841,LE001,Emergency Microgrant and Liquidity Fund,4,7.53057,Workforce Childcare and Local Skills Resilience
2841,LE005,Commercial Anti-Displacement and Ownership Strategy,5,7.51408,Workforce Childcare and Local Skills Resilience
2841,LE004,Small Business Continuity and Digital Resilience Support,6,7.18037,Workforce Childcare and Local Skills Resilience
2842,LE001,Emergency Microgrant and Liquidity Fund,1,7.66797,Emergency Microgrant and Liquidity Fund
2842,LE002,Community Development Finance and Patient Capital,2,7.57767,Emergency Microgrant and Liquidity Fund
2842,LE006,Workforce Childcare and Local Skills Resilience,3,7.54728,Emergency Microgrant and Liquidity Fund
2842,LE004,Small Business Continuity and Digital Resilience Support,4,7.47986,Emergency Microgrant and Liquidity Fund
2842,LE003,Local Procurement and Anchor Institution Access,5,7.41735,Emergency Microgrant and Liquidity Fund
2842,LE005,Commercial Anti-Displacement and Ownership Strategy,6,7.394,Emergency Microgrant and Liquidity Fund
2843,LE005,Commercial Anti-Displacement and Ownership Strategy,1,7.76299,Commercial Anti-Displacement and Ownership Strategy
2843,LE001,Emergency Microgrant and Liquidity Fund,2,7.59074,Commercial Anti-Displacement and Ownership Strategy
2843,LE003,Local Procurement and Anchor Institution Access,3,7.51039,Commercial Anti-Displacement and Ownership Strategy
2843,LE006,Workforce Childcare and Local Skills Resilience,4,7.47363,Commercial Anti-Displacement and Ownership Strategy
2843,LE002,Community Development Finance and Patient Capital,5,7.33697,Commercial Anti-Displacement and Ownership Strategy
2843,LE004,Small Business Continuity and Digital Resilience Support,6,7.1439,Commercial Anti-Displacement and Ownership Strategy
2844,LE003,Local Procurement and Anchor Institution Access,1,7.61222,Local Procurement and Anchor Institution Access
2844,LE004,Small Business Continuity and Digital Resilience Support,2,7.57071,Local Procurement and Anchor Institution Access
2844,LE002,Community Development Finance and Patient Capital,3,7.4753,Local Procurement and Anchor Institution Access
2844,LE006,Workforce Childcare and Local Skills Resilience,4,7.3025,Local Procurement and Anchor Institution Access
2844,LE005,Commercial Anti-Displacement and Ownership Strategy,5,7.11913,Local Procurement and Anchor Institution Access
2844,LE001,Emergency Microgrant and Liquidity Fund,6,6.95444,Local Procurement and Anchor Institution Access
2845,LE005,Commercial Anti-Displacement and Ownership Strategy,1,7.91024,Commercial Anti-Displacement and Ownership Strategy
2845,LE003,Local Procurement and Anchor Institution Access,2,7.77033,Commercial Anti-Displacement and Ownership Strategy
2845,LE004,Small Business Continuity and Digital Resilience Support,3,7.7439,Commercial Anti-Displacement and Ownership Strategy
2845,LE002,Community Development Finance and Patient Capital,4,7.69727,Commercial Anti-Displacement and Ownership Strategy
2845,LE006,Workforce Childcare and Local Skills Resilience,5,7.34963,Commercial Anti-Displacement and Ownership Strategy
2845,LE001,Emergency Microgrant and Liquidity Fund,6,7.30218,Commercial Anti-Displacement and Ownership Strategy
2846,LE006,Workforce Childcare and Local Skills Resilience,1,7.72998,Workforce Childcare and Local Skills Resilience
2846,LE002,Community Development Finance and Patient Capital,2,7.71323,Workforce Childcare and Local Skills Resilience
2846,LE003,Local Procurement and Anchor Institution Access,3,7.56531,Workforce Childcare and Local Skills Resilience
2846,LE001,Emergency Microgrant and Liquidity Fund,4,7.31839,Workforce Childcare and Local Skills Resilience
2846,LE005,Commercial Anti-Displacement and Ownership Strategy,5,7.30153,Workforce Childcare and Local Skills Resilience
2846,LE004,Small Business Continuity and Digital Resilience Support,6,7.06191,Workforce Childcare and Local Skills Resilience
2847,LE002,Community Development Finance and Patient Capital,1,7.56426,Community Development Finance and Patient Capital
2847,LE003,Local Procurement and Anchor Institution Access,2,7.54061,Community Development Finance and Patient Capital
2847,LE001,Emergency Microgrant and Liquidity Fund,3,7.38073,Community Development Finance and Patient Capital
2847,LE004,Small Business Continuity and Digital Resilience Support,4,7.32782,Community Development Finance and Patient Capital
2847,LE005,Commercial Anti-Displacement and Ownership Strategy,5,7.24494,Community Development Finance and Patient Capital
2847,LE006,Workforce Childcare and Local Skills Resilience,6,7.17859,Community Development Finance and Patient Capital
2848,LE003,Local Procurement and Anchor Institution Access,1,7.69635,Local Procurement and Anchor Institution Access
2848,LE005,Commercial Anti-Displacement and Ownership Strategy,2,7.59945,Local Procurement and Anchor Institution Access
2848,LE002,Community Development Finance and Patient Capital,3,7.59309,Local Procurement and Anchor Institution Access
2848,LE004,Small Business Continuity and Digital Resilience Support,4,7.4941,Local Procurement and Anchor Institution Access
2848,LE001,Emergency Microgrant and Liquidity Fund,5,7.40876,Local Procurement and Anchor Institution Access
2848,LE006,Workforce Childcare and Local Skills Resilience,6,7.37932,Local Procurement and Anchor Institution Access
2849,LE006,Workforce Childcare and Local Skills Resilience,1,8.01798,Workforce Childcare and Local Skills Resilience
2849,LE002,Community Development Finance and Patient Capital,2,7.85263,Workforce Childcare and Local Skills Resilience
2849,LE003,Local Procurement and Anchor Institution Access,3,7.71581,Workforce Childcare and Local Skills Resilience
2849,LE005,Commercial Anti-Displacement and Ownership Strategy,4,7.52073,Workforce Childcare and Local Skills Resilience
2849,LE001,Emergency Microgrant and Liquidity Fund,5,7.37132,Workforce Childcare and Local Skills Resilience
2849,LE004,Small Business Continuity and Digital Resilience Support,6,6.95239,Workforce Childcare and Local Skills Resilience
2850,LE002,Community Development Finance and Patient Capital,1,7.80434,Community Development Finance and Patient Capital
2850,LE006,Workforce Childcare and Local Skills Resilience,2,7.5203,Community Development Finance and Patient Capital
2850,LE004,Small Business Continuity and Digital Resilience Support,3,7.49311,Community Development Finance and Patient Capital
2850,LE003,Local Procurement and Anchor Institution Access,4,7.41434,Community Development Finance and Patient Capital
2850,LE001,Emergency Microgrant and Liquidity Fund,5,7.17307,Community Development Finance and Patient Capital
2850,LE005,Commercial Anti-Displacement and Ownership Strategy,6,6.92224,Community Development Finance and Patient Capital
2851,LE002,Community Development Finance and Patient Capital,1,8.1369,Community Development Finance and Patient Capital
2851,LE003,Local Procurement and Anchor Institution Access,2,7.62753,Community Development Finance and Patient Capital
2851,LE005,Commercial Anti-Displacement and Ownership Strategy,3,7.5697,Community Development Finance and Patient Capital
2851,LE004,Small Business Continuity and Digital Resilience Support,4,7.53636,Community Development Finance and Patient Capital
2851,LE006,Workforce Childcare and Local Skills Resilience,5,7.21783,Community Development Finance and Patient Capital
2851,LE001,Emergency Microgrant and Liquidity Fund,6,7.18269,Community Development Finance and Patient Capital
2852,LE005,Commercial Anti-Displacement and Ownership Strategy,1,7.96595,Commercial Anti-Displacement and Ownership Strategy
2852,LE001,Emergency Microgrant and Liquidity Fund,2,7.60572,Commercial Anti-Displacement and Ownership Strategy
2852,LE003,Local Procurement and Anchor Institution Access,3,7.56515,Commercial Anti-Displacement and Ownership Strategy
2852,LE002,Community Development Finance and Patient Capital,4,7.51218,Commercial Anti-Displacement and Ownership Strategy
2852,LE006,Workforce Childcare and Local Skills Resilience,5,7.33236,Commercial Anti-Displacement and Ownership Strategy
2852,LE004,Small Business Continuity and Digital Resilience Support,6,7.19545,Commercial Anti-Displacement and Ownership Strategy
2853,LE003,Local Procurement and Anchor Institution Access,1,7.95295,Local Procurement and Anchor Institution Access
2853,LE005,Commercial Anti-Displacement and Ownership Strategy,2,7.73358,Local Procurement and Anchor Institution Access
2853,LE006,Workforce Childcare and Local Skills Resilience,3,7.7047,Local Procurement and Anchor Institution Access
2853,LE002,Community Development Finance and Patient Capital,4,7.51568,Local Procurement and Anchor Institution Access
2853,LE001,Emergency Microgrant and Liquidity Fund,5,7.46835,Local Procurement and Anchor Institution Access
2853,LE004,Small Business Continuity and Digital Resilience Support,6,7.23501,Local Procurement and Anchor Institution Access
2854,LE003,Local Procurement and Anchor Institution Access,1,7.67825,Local Procurement and Anchor Institution Access
2854,LE006,Workforce Childcare and Local Skills Resilience,2,7.63783,Local Procurement and Anchor Institution Access
2854,LE004,Small Business Continuity and Digital Resilience Support,3,7.59366,Local Procurement and Anchor Institution Access
2854,LE005,Commercial Anti-Displacement and Ownership Strategy,4,7.56655,Local Procurement and Anchor Institution Access
2854,LE001,Emergency Microgrant and Liquidity Fund,5,7.26963,Local Procurement and Anchor Institution Access
2854,LE002,Community Development Finance and Patient Capital,6,7.00654,Local Procurement and Anchor Institution Access
2855,LE005,Commercial Anti-Displacement and Ownership Strategy,1,7.83948,Commercial Anti-Displacement and Ownership Strategy
2855,LE002,Community Development Finance and Patient Capital,2,7.74663,Commercial Anti-Displacement and Ownership Strategy
2855,LE006,Workforce Childcare and Local Skills Resilience,3,7.54112,Commercial Anti-Displacement and Ownership Strategy
2855,LE004,Small Business Continuity and Digital Resilience Support,4,7.46511,Commercial Anti-Displacement and Ownership Strategy
2855,LE003,Local Procurement and Anchor Institution Access,5,7.17259,Commercial Anti-Displacement and Ownership Strategy
2855,LE001,Emergency Microgrant and Liquidity Fund,6,7.17077,Commercial Anti-Displacement and Ownership Strategy
2856,LE005,Commercial Anti-Displacement and Ownership Strategy,1,7.90659,Commercial Anti-Displacement and Ownership Strategy
2856,LE006,Workforce Childcare and Local Skills Resilience,2,7.68578,Commercial Anti-Displacement and Ownership Strategy
2856,LE003,Local Procurement and Anchor Institution Access,3,7.68544,Commercial Anti-Displacement and Ownership Strategy
2856,LE002,Community Development Finance and Patient Capital,4,7.62033,Commercial Anti-Displacement and Ownership Strategy
2856,LE004,Small Business Continuity and Digital Resilience Support,5,7.5821,Commercial Anti-Displacement and Ownership Strategy
2856,LE001,Emergency Microgrant and Liquidity Fund,6,6.95106,Commercial Anti-Displacement and Ownership Strategy
2857,LE005,Commercial Anti-Displacement and Ownership Strategy,1,7.605,Commercial Anti-Displacement and Ownership Strategy
2857,LE006,Workforce Childcare and Local Skills Resilience,2,7.60041,Commercial Anti-Displacement and Ownership Strategy
2857,LE003,Local Procurement and Anchor Institution Access,3,7.58007,Commercial Anti-Displacement and Ownership Strategy
2857,LE004,Small Business Continuity and Digital Resilience Support,4,7.5696,Commercial Anti-Displacement and Ownership Strategy
2857,LE001,Emergency Microgrant and Liquidity Fund,5,7.52253,Commercial Anti-Displacement and Ownership Strategy
2857,LE002,Community Development Finance and Patient Capital,6,7.28534,Commercial Anti-Displacement and Ownership Strategy
2858,LE002,Community Development Finance and Patient Capital,1,7.91096,Community Development Finance and Patient Capital
2858,LE006,Workforce Childcare and Local Skills Resilience,2,7.51557,Community Development Finance and Patient Capital
2858,LE003,Local Procurement and Anchor Institution Access,3,7.37888,Community Development Finance and Patient Capital
2858,LE005,Commercial Anti-Displacement and Ownership Strategy,4,7.35831,Community Development Finance and Patient Capital
2858,LE001,Emergency Microgrant and Liquidity Fund,5,7.17226,Community Development Finance and Patient Capital
2858,LE004,Small Business Continuity and Digital Resilience Support,6,7.11013,Community Development Finance and Patient Capital
2859,LE004,Small Business Continuity and Digital Resilience Support,1,7.91096,Small Business Continuity and Digital Resilience Support
2859,LE002,Community Development Finance and Patient Capital,2,7.70547,Small Business Continuity and Digital Resilience Support
2859,LE003,Local Procurement and Anchor Institution Access,3,7.43639,Small Business Continuity and Digital Resilience Support
2859,LE006,Workforce Childcare and Local Skills Resilience,4,7.42948,Small Business Continuity and Digital Resilience Support
2859,LE005,Commercial Anti-Displacement and Ownership Strategy,5,7.36864,Small Business Continuity and Digital Resilience Support
2859,LE001,Emergency Microgrant and Liquidity Fund,6,6.88206,Small Business Continuity and Digital Resilience Support
2860,LE006,Workforce Childcare and Local Skills Resilience,1,7.54058,Workforce Childcare and Local Skills Resilience
2860,LE003,Local Procurement and Anchor Institution Access,2,7.50307,Workforce Childcare and Local Skills Resilience
2860,LE002,Community Development Finance and Patient Capital,3,7.49511,Workforce Childcare and Local Skills Resilience
2860,LE004,Small Business Continuity and Digital Resilience Support,4,7.29267,Workforce Childcare and Local Skills Resilience
2860,LE001,Emergency Microgrant and Liquidity Fund,5,7.22875,Workforce Childcare and Local Skills Resilience
2860,LE005,Commercial Anti-Displacement and Ownership Strategy,6,7.17896,Workforce Childcare and Local Skills Resilience
2861,LE003,Local Procurement and Anchor Institution Access,1,7.7529,Local Procurement and Anchor Institution Access
2861,LE002,Community Development Finance and Patient Capital,2,7.63166,Local Procurement and Anchor Institution Access
2861,LE004,Small Business Continuity and Digital Resilience Support,3,7.55444,Local Procurement and Anchor Institution Access
2861,LE001,Emergency Microgrant and Liquidity Fund,4,7.38244,Local Procurement and Anchor Institution Access
2861,LE006,Workforce Childcare and Local Skills Resilience,5,7.27378,Local Procurement and Anchor Institution Access
2861,LE005,Commercial Anti-Displacement and Ownership Strategy,6,7.23913,Local Procurement and Anchor Institution Access
2862,LE003,Local Procurement and Anchor Institution Access,1,7.64647,Local Procurement and Anchor Institution Access
2862,LE006,Workforce Childcare and Local Skills Resilience,2,7.58567,Local Procurement and Anchor Institution Access
2862,LE004,Small Business Continuity and Digital Resilience Support,3,7.5692,Local Procurement and Anchor Institution Access
2862,LE001,Emergency Microgrant and Liquidity Fund,4,7.43037,Local Procurement and Anchor Institution Access
2862,LE002,Community Development Finance and Patient Capital,5,7.30912,Local Procurement and Anchor Institution Access
2862,LE005,Commercial Anti-Displacement and Ownership Strategy,6,7.21474,Local Procurement and Anchor Institution Access
2863,LE005,Commercial Anti-Displacement and Ownership Strategy,1,7.63896,Commercial Anti-Displacement and Ownership Strategy
2863,LE006,Workforce Childcare and Local Skills Resilience,2,7.50396,Commercial Anti-Displacement and Ownership Strategy
2863,LE004,Small Business Continuity and Digital Resilience Support,3,7.42803,Commercial Anti-Displacement and Ownership Strategy
2863,LE003,Local Procurement and Anchor Institution Access,4,7.41468,Commercial Anti-Displacement and Ownership Strategy
2863,LE002,Community Development Finance and Patient Capital,5,7.31677,Commercial Anti-Displacement and Ownership Strategy
2863,LE001,Emergency Microgrant and Liquidity Fund,6,7.04726,Commercial Anti-Displacement and Ownership Strategy
2864,LE003,Local Procurement and Anchor Institution Access,1,7.65588,Local Procurement and Anchor Institution Access
2864,LE002,Community Development Finance and Patient Capital,2,7.55786,Local Procurement and Anchor Institution Access
2864,LE005,Commercial Anti-Displacement and Ownership Strategy,3,7.53622,Local Procurement and Anchor Institution Access
2864,LE004,Small Business Continuity and Digital Resilience Support,4,7.53092,Local Procurement and Anchor Institution Access
2864,LE006,Workforce Childcare and Local Skills Resilience,5,7.46208,Local Procurement and Anchor Institution Access
2864,LE001,Emergency Microgrant and Liquidity Fund,6,7.23505,Local Procurement and Anchor Institution Access
2865,LE005,Commercial Anti-Displacement and Ownership Strategy,1,7.59716,Commercial Anti-Displacement and Ownership Strategy
2865,LE002,Community Development Finance and Patient Capital,2,7.55647,Commercial Anti-Displacement and Ownership Strategy
2865,LE006,Workforce Childcare and Local Skills Resilience,3,7.49878,Commercial Anti-Displacement and Ownership Strategy
2865,LE004,Small Business Continuity and Digital Resilience Support,4,7.45586,Commercial Anti-Displacement and Ownership Strategy
2865,LE001,Emergency Microgrant and Liquidity Fund,5,7.3611,Commercial Anti-Displacement and Ownership Strategy
2865,LE003,Local Procurement and Anchor Institution Access,6,7.23387,Commercial Anti-Displacement and Ownership Strategy
2866,LE003,Local Procurement and Anchor Institution Access,1,7.79927,Local Procurement and Anchor Institution Access
2866,LE002,Community Development Finance and Patient Capital,2,7.45227,Local Procurement and Anchor Institution Access
2866,LE006,Workforce Childcare and Local Skills Resilience,3,7.43844,Local Procurement and Anchor Institution Access
2866,LE005,Commercial Anti-Displacement and Ownership Strategy,4,7.36968,Local Procurement and Anchor Institution Access
2866,LE001,Emergency Microgrant and Liquidity Fund,5,7.2642,Local Procurement and Anchor Institution Access
2866,LE004,Small Business Continuity and Digital Resilience Support,6,7.08268,Local Procurement and Anchor Institution Access
2867,LE005,Commercial Anti-Displacement and Ownership Strategy,1,7.6443,Commercial Anti-Displacement and Ownership Strategy
2867,LE001,Emergency Microgrant and Liquidity Fund,2,7.53843,Commercial Anti-Displacement and Ownership Strategy
2867,LE006,Workforce Childcare and Local Skills Resilience,3,7.49647,Commercial Anti-Displacement and Ownership Strategy
2867,LE002,Community Development Finance and Patient Capital,4,7.43808,Commercial Anti-Displacement and Ownership Strategy
2867,LE004,Small Business Continuity and Digital Resilience Support,5,7.37643,Commercial Anti-Displacement and Ownership Strategy
2867,LE003,Local Procurement and Anchor Institution Access,6,6.99921,Commercial Anti-Displacement and Ownership Strategy
2868,LE002,Community Development Finance and Patient Capital,1,7.90336,Community Development Finance and Patient Capital
2868,LE003,Local Procurement and Anchor Institution Access,2,7.4991,Community Development Finance and Patient Capital
2868,LE006,Workforce Childcare and Local Skills Resilience,3,7.37141,Community Development Finance and Patient Capital
2868,LE004,Small Business Continuity and Digital Resilience Support,4,7.34419,Community Development Finance and Patient Capital
2868,LE001,Emergency Microgrant and Liquidity Fund,5,7.32568,Community Development Finance and Patient Capital
2868,LE005,Commercial Anti-Displacement and Ownership Strategy,6,7.19325,Community Development Finance and Patient Capital
2869,LE003,Local Procurement and Anchor Institution Access,1,7.75954,Local Procurement and Anchor Institution Access
2869,LE004,Small Business Continuity and Digital Resilience Support,2,7.44188,Local Procurement and Anchor Institution Access
2869,LE005,Commercial Anti-Displacement and Ownership Strategy,3,7.36611,Local Procurement and Anchor Institution Access
2869,LE002,Community Development Finance and Patient Capital,4,7.35866,Local Procurement and Anchor Institution Access
2869,LE001,Emergency Microgrant and Liquidity Fund,5,7.27259,Local Procurement and Anchor Institution Access
2869,LE006,Workforce Childcare and Local Skills Resilience,6,7.27111,Local Procurement and Anchor Institution Access
2870,LE005,Commercial Anti-Displacement and Ownership Strategy,1,7.71778,Commercial Anti-Displacement and Ownership Strategy
2870,LE001,Emergency Microgrant and Liquidity Fund,2,7.68602,Commercial Anti-Displacement and Ownership Strategy
2870,LE006,Workforce Childcare and Local Skills Resilience,3,7.65431,Commercial Anti-Displacement and Ownership Strategy
2870,LE003,Local Procurement and Anchor Institution Access,4,7.49006,Commercial Anti-Displacement and Ownership Strategy
2870,LE004,Small Business Continuity and Digital Resilience Support,5,7.33706,Commercial Anti-Displacement and Ownership Strategy
2870,LE002,Community Development Finance and Patient Capital,6,7.22964,Commercial Anti-Displacement and Ownership Strategy
2871,LE003,Local Procurement and Anchor Institution Access,1,7.77652,Local Procurement and Anchor Institution Access
2871,LE005,Commercial Anti-Displacement and Ownership Strategy,2,7.65667,Local Procurement and Anchor Institution Access
2871,LE002,Community Development Finance and Patient Capital,3,7.50623,Local Procurement and Anchor Institution Access
2871,LE001,Emergency Microgrant and Liquidity Fund,4,7.42236,Local Procurement and Anchor Institution Access
2871,LE004,Small Business Continuity and Digital Resilience Support,5,7.40884,Local Procurement and Anchor Institution Access
2871,LE006,Workforce Childcare and Local Skills Resilience,6,7.29901,Local Procurement and Anchor Institution Access
2872,LE004,Small Business Continuity and Digital Resilience Support,1,7.71561,Small Business Continuity and Digital Resilience Support
2872,LE002,Community Development Finance and Patient Capital,2,7.70004,Small Business Continuity and Digital Resilience Support
2872,LE003,Local Procurement and Anchor Institution Access,3,7.62933,Small Business Continuity and Digital Resilience Support
2872,LE006,Workforce Childcare and Local Skills Resilience,4,7.60034,Small Business Continuity and Digital Resilience Support
2872,LE005,Commercial Anti-Displacement and Ownership Strategy,5,7.54578,Small Business Continuity and Digital Resilience Support
2872,LE001,Emergency Microgrant and Liquidity Fund,6,7.48313,Small Business Continuity and Digital Resilience Support
2873,LE006,Workforce Childcare and Local Skills Resilience,1,7.73982,Workforce Childcare and Local Skills Resilience
