simulation_id,strategy_id,strategy,rank,financial_resilience_value,winner
2407,FR003,Resolution Planning and Bail-In Readiness,1,5.84756,Resolution Planning and Bail-In Readiness
2407,FR002,Expanded Systemwide Stress Testing,2,5.78141,Resolution Planning and Bail-In Readiness
2407,FR004,Payment and Clearing Infrastructure Hardening,3,5.63999,Resolution Planning and Bail-In Readiness
2407,FR001,Higher Capital and Liquidity Buffers,4,5.6224,Resolution Planning and Bail-In Readiness
2407,FR005,Non-Bank Financial Intermediation Oversight,5,5.24472,Resolution Planning and Bail-In Readiness
2407,FR006,Inclusive Finance and Household Balance Sheet Resilience,6,5.17925,Resolution Planning and Bail-In Readiness
2408,FR003,Resolution Planning and Bail-In Readiness,1,6.13821,Resolution Planning and Bail-In Readiness
2408,FR004,Payment and Clearing Infrastructure Hardening,2,5.89151,Resolution Planning and Bail-In Readiness
2408,FR002,Expanded Systemwide Stress Testing,3,5.74664,Resolution Planning and Bail-In Readiness
2408,FR001,Higher Capital and Liquidity Buffers,4,5.64907,Resolution Planning and Bail-In Readiness
2408,FR006,Inclusive Finance and Household Balance Sheet Resilience,5,5.46297,Resolution Planning and Bail-In Readiness
2408,FR005,Non-Bank Financial Intermediation Oversight,6,5.32244,Resolution Planning and Bail-In Readiness
2409,FR004,Payment and Clearing Infrastructure Hardening,1,6.18805,Payment and Clearing Infrastructure Hardening
2409,FR001,Higher Capital and Liquidity Buffers,2,6.12844,Payment and Clearing Infrastructure Hardening
2409,FR006,Inclusive Finance and Household Balance Sheet Resilience,3,6.01225,Payment and Clearing Infrastructure Hardening
2409,FR003,Resolution Planning and Bail-In Readiness,4,5.58319,Payment and Clearing Infrastructure Hardening
2409,FR002,Expanded Systemwide Stress Testing,5,5.38201,Payment and Clearing Infrastructure Hardening
2409,FR005,Non-Bank Financial Intermediation Oversight,6,5.25097,Payment and Clearing Infrastructure Hardening
2410,FR001,Higher Capital and Liquidity Buffers,1,6.13102,Higher Capital and Liquidity Buffers
2410,FR002,Expanded Systemwide Stress Testing,2,5.90631,Higher Capital and Liquidity Buffers
2410,FR004,Payment and Clearing Infrastructure Hardening,3,5.66252,Higher Capital and Liquidity Buffers
2410,FR005,Non-Bank Financial Intermediation Oversight,4,5.48046,Higher Capital and Liquidity Buffers
2410,FR003,Resolution Planning and Bail-In Readiness,5,5.40728,Higher Capital and Liquidity Buffers
2410,FR006,Inclusive Finance and Household Balance Sheet Resilience,6,5.28749,Higher Capital and Liquidity Buffers
2411,FR001,Higher Capital and Liquidity Buffers,1,5.9866,Higher Capital and Liquidity Buffers
2411,FR002,Expanded Systemwide Stress Testing,2,5.86875,Higher Capital and Liquidity Buffers
2411,FR006,Inclusive Finance and Household Balance Sheet Resilience,3,5.81545,Higher Capital and Liquidity Buffers
2411,FR003,Resolution Planning and Bail-In Readiness,4,5.66356,Higher Capital and Liquidity Buffers
2411,FR004,Payment and Clearing Infrastructure Hardening,5,5.52965,Higher Capital and Liquidity Buffers
2411,FR005,Non-Bank Financial Intermediation Oversight,6,5.38087,Higher Capital and Liquidity Buffers
2412,FR004,Payment and Clearing Infrastructure Hardening,1,6.02871,Payment and Clearing Infrastructure Hardening
2412,FR001,Higher Capital and Liquidity Buffers,2,5.88685,Payment and Clearing Infrastructure Hardening
2412,FR002,Expanded Systemwide Stress Testing,3,5.75954,Payment and Clearing Infrastructure Hardening
2412,FR005,Non-Bank Financial Intermediation Oversight,4,5.6965,Payment and Clearing Infrastructure Hardening
2412,FR003,Resolution Planning and Bail-In Readiness,5,5.38971,Payment and Clearing Infrastructure Hardening
2412,FR006,Inclusive Finance and Household Balance Sheet Resilience,6,5.33195,Payment and Clearing Infrastructure Hardening
2413,FR004,Payment and Clearing Infrastructure Hardening,1,6.00248,Payment and Clearing Infrastructure Hardening
2413,FR003,Resolution Planning and Bail-In Readiness,2,5.85938,Payment and Clearing Infrastructure Hardening
2413,FR001,Higher Capital and Liquidity Buffers,3,5.72312,Payment and Clearing Infrastructure Hardening
2413,FR005,Non-Bank Financial Intermediation Oversight,4,5.69867,Payment and Clearing Infrastructure Hardening
2413,FR006,Inclusive Finance and Household Balance Sheet Resilience,5,5.59314,Payment and Clearing Infrastructure Hardening
2413,FR002,Expanded Systemwide Stress Testing,6,5.38649,Payment and Clearing Infrastructure Hardening
2414,FR002,Expanded Systemwide Stress Testing,1,5.82757,Expanded Systemwide Stress Testing
2414,FR001,Higher Capital and Liquidity Buffers,2,5.76289,Expanded Systemwide Stress Testing
2414,FR004,Payment and Clearing Infrastructure Hardening,3,5.73836,Expanded Systemwide Stress Testing
2414,FR005,Non-Bank Financial Intermediation Oversight,4,5.58672,Expanded Systemwide Stress Testing
2414,FR003,Resolution Planning and Bail-In Readiness,5,5.33037,Expanded Systemwide Stress Testing
2414,FR006,Inclusive Finance and Household Balance Sheet Resilience,6,5.25048,Expanded Systemwide Stress Testing
2415,FR002,Expanded Systemwide Stress Testing,1,6.05801,Expanded Systemwide Stress Testing
2415,FR001,Higher Capital and Liquidity Buffers,2,5.96263,Expanded Systemwide Stress Testing
2415,FR004,Payment and Clearing Infrastructure Hardening,3,5.60724,Expanded Systemwide Stress Testing
2415,FR005,Non-Bank Financial Intermediation Oversight,4,5.37407,Expanded Systemwide Stress Testing
2415,FR003,Resolution Planning and Bail-In Readiness,5,5.29175,Expanded Systemwide Stress Testing
2415,FR006,Inclusive Finance and Household Balance Sheet Resilience,6,5.15431,Expanded Systemwide Stress Testing
2416,FR001,Higher Capital and Liquidity Buffers,1,6.16395,Higher Capital and Liquidity Buffers
2416,FR002,Expanded Systemwide Stress Testing,2,6.1241,Higher Capital and Liquidity Buffers
2416,FR004,Payment and Clearing Infrastructure Hardening,3,6.08019,Higher Capital and Liquidity Buffers
2416,FR005,Non-Bank Financial Intermediation Oversight,4,5.74355,Higher Capital and Liquidity Buffers
2416,FR003,Resolution Planning and Bail-In Readiness,5,5.62418,Higher Capital and Liquidity Buffers
2416,FR006,Inclusive Finance and Household Balance Sheet Resilience,6,5.6188,Higher Capital and Liquidity Buffers
2417,FR006,Inclusive Finance and Household Balance Sheet Resilience,1,5.90998,Inclusive Finance and Household Balance Sheet Resilience
2417,FR004,Payment and Clearing Infrastructure Hardening,2,5.8611,Inclusive Finance and Household Balance Sheet Resilience
2417,FR001,Higher Capital and Liquidity Buffers,3,5.8184,Inclusive Finance and Household Balance Sheet Resilience
2417,FR002,Expanded Systemwide Stress Testing,4,5.75928,Inclusive Finance and Household Balance Sheet Resilience
2417,FR003,Resolution Planning and Bail-In Readiness,5,5.65099,Inclusive Finance and Household Balance Sheet Resilience
2417,FR005,Non-Bank Financial Intermediation Oversight,6,5.45772,Inclusive Finance and Household Balance Sheet Resilience
2418,FR004,Payment and Clearing Infrastructure Hardening,1,5.99849,Payment and Clearing Infrastructure Hardening
2418,FR006,Inclusive Finance and Household Balance Sheet Resilience,2,5.85769,Payment and Clearing Infrastructure Hardening
2418,FR005,Non-Bank Financial Intermediation Oversight,3,5.83479,Payment and Clearing Infrastructure Hardening
2418,FR001,Higher Capital and Liquidity Buffers,4,5.68532,Payment and Clearing Infrastructure Hardening
2418,FR002,Expanded Systemwide Stress Testing,5,5.57372,Payment and Clearing Infrastructure Hardening
2418,FR003,Resolution Planning and Bail-In Readiness,6,5.48639,Payment and Clearing Infrastructure Hardening
2419,FR002,Expanded Systemwide Stress Testing,1,6.10561,Expanded Systemwide Stress Testing
2419,FR004,Payment and Clearing Infrastructure Hardening,2,5.94633,Expanded Systemwide Stress Testing
2419,FR001,Higher Capital and Liquidity Buffers,3,5.71722,Expanded Systemwide Stress Testing
2419,FR005,Non-Bank Financial Intermediation Oversight,4,5.50435,Expanded Systemwide Stress Testing
2419,FR006,Inclusive Finance and Household Balance Sheet Resilience,5,5.41301,Expanded Systemwide Stress Testing
2419,FR003,Resolution Planning and Bail-In Readiness,6,5.18759,Expanded Systemwide Stress Testing
2420,FR002,Expanded Systemwide Stress Testing,1,6.05881,Expanded Systemwide Stress Testing
2420,FR006,Inclusive Finance and Household Balance Sheet Resilience,2,5.86749,Expanded Systemwide Stress Testing
2420,FR001,Higher Capital and Liquidity Buffers,3,5.74062,Expanded Systemwide Stress Testing
2420,FR005,Non-Bank Financial Intermediation Oversight,4,5.69684,Expanded Systemwide Stress Testing
2420,FR003,Resolution Planning and Bail-In Readiness,5,5.56241,Expanded Systemwide Stress Testing
2420,FR004,Payment and Clearing Infrastructure Hardening,6,5.50926,Expanded Systemwide Stress Testing
2421,FR001,Higher Capital and Liquidity Buffers,1,6.04911,Higher Capital and Liquidity Buffers
2421,FR002,Expanded Systemwide Stress Testing,2,5.90714,Higher Capital and Liquidity Buffers
2421,FR004,Payment and Clearing Infrastructure Hardening,3,5.88137,Higher Capital and Liquidity Buffers
2421,FR003,Resolution Planning and Bail-In Readiness,4,5.621,Higher Capital and Liquidity Buffers
2421,FR005,Non-Bank Financial Intermediation Oversight,5,5.33212,Higher Capital and Liquidity Buffers
2421,FR006,Inclusive Finance and Household Balance Sheet Resilience,6,5.30869,Higher Capital and Liquidity Buffers
2422,FR002,Expanded Systemwide Stress Testing,1,5.8139,Expanded Systemwide Stress Testing
2422,FR003,Resolution Planning and Bail-In Readiness,2,5.79527,Expanded Systemwide Stress Testing
2422,FR006,Inclusive Finance and Household Balance Sheet Resilience,3,5.72556,Expanded Systemwide Stress Testing
2422,FR005,Non-Bank Financial Intermediation Oversight,4,5.69568,Expanded Systemwide Stress Testing
2422,FR001,Higher Capital and Liquidity Buffers,5,5.67182,Expanded Systemwide Stress Testing
2422,FR004,Payment and Clearing Infrastructure Hardening,6,5.34207,Expanded Systemwide Stress Testing
2423,FR005,Non-Bank Financial Intermediation Oversight,1,5.98213,Non-Bank Financial Intermediation Oversight
2423,FR006,Inclusive Finance and Household Balance Sheet Resilience,2,5.81826,Non-Bank Financial Intermediation Oversight
2423,FR001,Higher Capital and Liquidity Buffers,3,5.80592,Non-Bank Financial Intermediation Oversight
2423,FR004,Payment and Clearing Infrastructure Hardening,4,5.69429,Non-Bank Financial Intermediation Oversight
2423,FR002,Expanded Systemwide Stress Testing,5,5.56554,Non-Bank Financial Intermediation Oversight
2423,FR003,Resolution Planning and Bail-In Readiness,6,5.37755,Non-Bank Financial Intermediation Oversight
2424,FR002,Expanded Systemwide Stress Testing,1,5.90198,Expanded Systemwide Stress Testing
2424,FR004,Payment and Clearing Infrastructure Hardening,2,5.87637,Expanded Systemwide Stress Testing
2424,FR001,Higher Capital and Liquidity Buffers,3,5.66913,Expanded Systemwide Stress Testing
2424,FR003,Resolution Planning and Bail-In Readiness,4,5.21867,Expanded Systemwide Stress Testing
2424,FR005,Non-Bank Financial Intermediation Oversight,5,5.05171,Expanded Systemwide Stress Testing
2424,FR006,Inclusive Finance and Household Balance Sheet Resilience,6,5.02387,Expanded Systemwide Stress Testing
2425,FR003,Resolution Planning and Bail-In Readiness,1,6.00235,Resolution Planning and Bail-In Readiness
2425,FR001,Higher Capital and Liquidity Buffers,2,5.65853,Resolution Planning and Bail-In Readiness
2425,FR006,Inclusive Finance and Household Balance Sheet Resilience,3,5.55169,Resolution Planning and Bail-In Readiness
2425,FR004,Payment and Clearing Infrastructure Hardening,4,5.48225,Resolution Planning and Bail-In Readiness
2425,FR002,Expanded Systemwide Stress Testing,5,5.20301,Resolution Planning and Bail-In Readiness
2425,FR005,Non-Bank Financial Intermediation Oversight,6,5.174,Resolution Planning and Bail-In Readiness
2426,FR001,Higher Capital and Liquidity Buffers,1,6.19474,Higher Capital and Liquidity Buffers
2426,FR005,Non-Bank Financial Intermediation Oversight,2,5.87896,Higher Capital and Liquidity Buffers
2426,FR002,Expanded Systemwide Stress Testing,3,5.71613,Higher Capital and Liquidity Buffers
2426,FR003,Resolution Planning and Bail-In Readiness,4,5.47294,Higher Capital and Liquidity Buffers
2426,FR004,Payment and Clearing Infrastructure Hardening,5,5.41877,Higher Capital and Liquidity Buffers
2426,FR006,Inclusive Finance and Household Balance Sheet Resilience,6,5.27531,Higher Capital and Liquidity Buffers
2427,FR002,Expanded Systemwide Stress Testing,1,6.28395,Expanded Systemwide Stress Testing
2427,FR004,Payment and Clearing Infrastructure Hardening,2,5.84821,Expanded Systemwide Stress Testing
2427,FR001,Higher Capital and Liquidity Buffers,3,5.78259,Expanded Systemwide Stress Testing
2427,FR003,Resolution Planning and Bail-In Readiness,4,5.69956,Expanded Systemwide Stress Testing
2427,FR005,Non-Bank Financial Intermediation Oversight,5,5.66576,Expanded Systemwide Stress Testing
2427,FR006,Inclusive Finance and Household Balance Sheet Resilience,6,5.30843,Expanded Systemwide Stress Testing
2428,FR002,Expanded Systemwide Stress Testing,1,6.00098,Expanded Systemwide Stress Testing
2428,FR004,Payment and Clearing Infrastructure Hardening,2,5.88564,Expanded Systemwide Stress Testing
2428,FR006,Inclusive Finance and Household Balance Sheet Resilience,3,5.7658,Expanded Systemwide Stress Testing
2428,FR001,Higher Capital and Liquidity Buffers,4,5.70242,Expanded Systemwide Stress Testing
2428,FR003,Resolution Planning and Bail-In Readiness,5,5.45832,Expanded Systemwide Stress Testing
2428,FR005,Non-Bank Financial Intermediation Oversight,6,5.30372,Expanded Systemwide Stress Testing
2429,FR002,Expanded Systemwide Stress Testing,1,6.07449,Expanded Systemwide Stress Testing
2429,FR004,Payment and Clearing Infrastructure Hardening,2,5.82637,Expanded Systemwide Stress Testing
2429,FR006,Inclusive Finance and Household Balance Sheet Resilience,3,5.76052,Expanded Systemwide Stress Testing
2429,FR001,Higher Capital and Liquidity Buffers,4,5.68556,Expanded Systemwide Stress Testing
2429,FR003,Resolution Planning and Bail-In Readiness,5,5.60479,Expanded Systemwide Stress Testing
2429,FR005,Non-Bank Financial Intermediation Oversight,6,5.52957,Expanded Systemwide Stress Testing
2430,FR006,Inclusive Finance and Household Balance Sheet Resilience,1,6.1443,Inclusive Finance and Household Balance Sheet Resilience
2430,FR003,Resolution Planning and Bail-In Readiness,2,6.12308,Inclusive Finance and Household Balance Sheet Resilience
2430,FR001,Higher Capital and Liquidity Buffers,3,6.05157,Inclusive Finance and Household Balance Sheet Resilience
2430,FR002,Expanded Systemwide Stress Testing,4,5.63616,Inclusive Finance and Household Balance Sheet Resilience
2430,FR004,Payment and Clearing Infrastructure Hardening,5,5.59057,Inclusive Finance and Household Balance Sheet Resilience
2430,FR005,Non-Bank Financial Intermediation Oversight,6,5.40743,Inclusive Finance and Household Balance Sheet Resilience
2431,FR004,Payment and Clearing Infrastructure Hardening,1,5.86614,Payment and Clearing Infrastructure Hardening
2431,FR001,Higher Capital and Liquidity Buffers,2,5.80274,Payment and Clearing Infrastructure Hardening
2431,FR002,Expanded Systemwide Stress Testing,3,5.7487,Payment and Clearing Infrastructure Hardening
2431,FR006,Inclusive Finance and Household Balance Sheet Resilience,4,5.6263,Payment and Clearing Infrastructure Hardening
2431,FR003,Resolution Planning and Bail-In Readiness,5,5.40355,Payment and Clearing Infrastructure Hardening
2431,FR005,Non-Bank Financial Intermediation Oversight,6,5.26638,Payment and Clearing Infrastructure Hardening
2432,FR003,Resolution Planning and Bail-In Readiness,1,5.87423,Resolution Planning and Bail-In Readiness
2432,FR001,Higher Capital and Liquidity Buffers,2,5.74374,Resolution Planning and Bail-In Readiness
2432,FR002,Expanded Systemwide Stress Testing,3,5.71237,Resolution Planning and Bail-In Readiness
2432,FR004,Payment and Clearing Infrastructure Hardening,4,5.68072,Resolution Planning and Bail-In Readiness
2432,FR005,Non-Bank Financial Intermediation Oversight,5,5.62278,Resolution Planning and Bail-In Readiness
2432,FR006,Inclusive Finance and Household Balance Sheet Resilience,6,5.52544,Resolution Planning and Bail-In Readiness
2433,FR004,Payment and Clearing Infrastructure Hardening,1,6.03398,Payment and Clearing Infrastructure Hardening
2433,FR001,Higher Capital and Liquidity Buffers,2,5.71917,Payment and Clearing Infrastructure Hardening
2433,FR005,Non-Bank Financial Intermediation Oversight,3,5.6275,Payment and Clearing Infrastructure Hardening
2433,FR002,Expanded Systemwide Stress Testing,4,5.58734,Payment and Clearing Infrastructure Hardening
2433,FR006,Inclusive Finance and Household Balance Sheet Resilience,5,5.51144,Payment and Clearing Infrastructure Hardening
2433,FR003,Resolution Planning and Bail-In Readiness,6,5.41648,Payment and Clearing Infrastructure Hardening
2434,FR002,Expanded Systemwide Stress Testing,1,6.0616,Expanded Systemwide Stress Testing
2434,FR004,Payment and Clearing Infrastructure Hardening,2,5.86576,Expanded Systemwide Stress Testing
2434,FR001,Higher Capital and Liquidity Buffers,3,5.84946,Expanded Systemwide Stress Testing
2434,FR006,Inclusive Finance and Household Balance Sheet Resilience,4,5.80607,Expanded Systemwide Stress Testing
2434,FR003,Resolution Planning and Bail-In Readiness,5,5.55844,Expanded Systemwide Stress Testing
2434,FR005,Non-Bank Financial Intermediation Oversight,6,5.2534,Expanded Systemwide Stress Testing
2435,FR001,Higher Capital and Liquidity Buffers,1,6.07026,Higher Capital and Liquidity Buffers
2435,FR005,Non-Bank Financial Intermediation Oversight,2,5.74784,Higher Capital and Liquidity Buffers
2435,FR006,Inclusive Finance and Household Balance Sheet Resilience,3,5.72626,Higher Capital and Liquidity Buffers
2435,FR004,Payment and Clearing Infrastructure Hardening,4,5.69176,Higher Capital and Liquidity Buffers
2435,FR003,Resolution Planning and Bail-In Readiness,5,5.62005,Higher Capital and Liquidity Buffers
2435,FR002,Expanded Systemwide Stress Testing,6,5.54656,Higher Capital and Liquidity Buffers
2436,FR006,Inclusive Finance and Household Balance Sheet Resilience,1,5.80184,Inclusive Finance and Household Balance Sheet Resilience
2436,FR004,Payment and Clearing Infrastructure Hardening,2,5.75312,Inclusive Finance and Household Balance Sheet Resilience
2436,FR003,Resolution Planning and Bail-In Readiness,3,5.73043,Inclusive Finance and Household Balance Sheet Resilience
2436,FR002,Expanded Systemwide Stress Testing,4,5.64082,Inclusive Finance and Household Balance Sheet Resilience
2436,FR001,Higher Capital and Liquidity Buffers,5,5.51766,Inclusive Finance and Household Balance Sheet Resilience
2436,FR005,Non-Bank Financial Intermediation Oversight,6,5.5064,Inclusive Finance and Household Balance Sheet Resilience
2437,FR003,Resolution Planning and Bail-In Readiness,1,6.06982,Resolution Planning and Bail-In Readiness
2437,FR001,Higher Capital and Liquidity Buffers,2,5.82547,Resolution Planning and Bail-In Readiness
2437,FR002,Expanded Systemwide Stress Testing,3,5.72654,Resolution Planning and Bail-In Readiness
2437,FR004,Payment and Clearing Infrastructure Hardening,4,5.69593,Resolution Planning and Bail-In Readiness
2437,FR006,Inclusive Finance and Household Balance Sheet Resilience,5,5.43911,Resolution Planning and Bail-In Readiness
2437,FR005,Non-Bank Financial Intermediation Oversight,6,5.13139,Resolution Planning and Bail-In Readiness
2438,FR004,Payment and Clearing Infrastructure Hardening,1,6.03228,Payment and Clearing Infrastructure Hardening
2438,FR002,Expanded Systemwide Stress Testing,2,5.90736,Payment and Clearing Infrastructure Hardening
2438,FR006,Inclusive Finance and Household Balance Sheet Resilience,3,5.80555,Payment and Clearing Infrastructure Hardening
2438,FR003,Resolution Planning and Bail-In Readiness,4,5.35694,Payment and Clearing Infrastructure Hardening
2438,FR005,Non-Bank Financial Intermediation Oversight,5,5.30091,Payment and Clearing Infrastructure Hardening
2438,FR001,Higher Capital and Liquidity Buffers,6,5.17748,Payment and Clearing Infrastructure Hardening
2439,FR001,Higher Capital and Liquidity Buffers,1,5.81919,Higher Capital and Liquidity Buffers
2439,FR004,Payment and Clearing Infrastructure Hardening,2,5.70856,Higher Capital and Liquidity Buffers
2439,FR003,Resolution Planning and Bail-In Readiness,3,5.70674,Higher Capital and Liquidity Buffers
2439,FR002,Expanded Systemwide Stress Testing,4,5.64841,Higher Capital and Liquidity Buffers
2439,FR005,Non-Bank Financial Intermediation Oversight,5,5.37584,Higher Capital and Liquidity Buffers
2439,FR006,Inclusive Finance and Household Balance Sheet Resilience,6,5.25047,Higher Capital and Liquidity Buffers
2440,FR004,Payment and Clearing Infrastructure Hardening,1,5.75029,Payment and Clearing Infrastructure Hardening
2440,FR003,Resolution Planning and Bail-In Readiness,2,5.749,Payment and Clearing Infrastructure Hardening
2440,FR001,Higher Capital and Liquidity Buffers,3,5.69761,Payment and Clearing Infrastructure Hardening
2440,FR006,Inclusive Finance and Household Balance Sheet Resilience,4,5.57478,Payment and Clearing Infrastructure Hardening
2440,FR002,Expanded Systemwide Stress Testing,5,5.53653,Payment and Clearing Infrastructure Hardening
2440,FR005,Non-Bank Financial Intermediation Oversight,6,5.39971,Payment and Clearing Infrastructure Hardening
2441,FR001,Higher Capital and Liquidity Buffers,1,6.01443,Higher Capital and Liquidity Buffers
2441,FR004,Payment and Clearing Infrastructure Hardening,2,5.91798,Higher Capital and Liquidity Buffers
2441,FR003,Resolution Planning and Bail-In Readiness,3,5.83985,Higher Capital and Liquidity Buffers
2441,FR002,Expanded Systemwide Stress Testing,4,5.64878,Higher Capital and Liquidity Buffers
2441,FR005,Non-Bank Financial Intermediation Oversight,5,5.6198,Higher Capital and Liquidity Buffers
2441,FR006,Inclusive Finance and Household Balance Sheet Resilience,6,5.5983,Higher Capital and Liquidity Buffers
2442,FR001,Higher Capital and Liquidity Buffers,1,6.12691,Higher Capital and Liquidity Buffers
2442,FR003,Resolution Planning and Bail-In Readiness,2,6.04963,Higher Capital and Liquidity Buffers
2442,FR004,Payment and Clearing Infrastructure Hardening,3,5.84736,Higher Capital and Liquidity Buffers
2442,FR002,Expanded Systemwide Stress Testing,4,5.84236,Higher Capital and Liquidity Buffers
2442,FR006,Inclusive Finance and Household Balance Sheet Resilience,5,5.62136,Higher Capital and Liquidity Buffers
2442,FR005,Non-Bank Financial Intermediation Oversight,6,5.56518,Higher Capital and Liquidity Buffers
2443,FR002,Expanded Systemwide Stress Testing,1,6.14299,Expanded Systemwide Stress Testing
2443,FR001,Higher Capital and Liquidity Buffers,2,5.75676,Expanded Systemwide Stress Testing
2443,FR004,Payment and Clearing Infrastructure Hardening,3,5.69146,Expanded Systemwide Stress Testing
2443,FR003,Resolution Planning and Bail-In Readiness,4,5.57578,Expanded Systemwide Stress Testing
2443,FR006,Inclusive Finance and Household Balance Sheet Resilience,5,5.47802,Expanded Systemwide Stress Testing
2443,FR005,Non-Bank Financial Intermediation Oversight,6,5.4512,Expanded Systemwide Stress Testing
2444,FR001,Higher Capital and Liquidity Buffers,1,5.96916,Higher Capital and Liquidity Buffers
2444,FR004,Payment and Clearing Infrastructure Hardening,2,5.93155,Higher Capital and Liquidity Buffers
2444,FR002,Expanded Systemwide Stress Testing,3,5.79649,Higher Capital and Liquidity Buffers
2444,FR006,Inclusive Finance and Household Balance Sheet Resilience,4,5.66614,Higher Capital and Liquidity Buffers
2444,FR005,Non-Bank Financial Intermediation Oversight,5,5.60256,Higher Capital and Liquidity Buffers
2444,FR003,Resolution Planning and Bail-In Readiness,6,5.51414,Higher Capital and Liquidity Buffers
2445,FR001,Higher Capital and Liquidity Buffers,1,6.08798,Higher Capital and Liquidity Buffers
2445,FR004,Payment and Clearing Infrastructure Hardening,2,6.06422,Higher Capital and Liquidity Buffers
2445,FR003,Resolution Planning and Bail-In Readiness,3,5.83405,Higher Capital and Liquidity Buffers
2445,FR005,Non-Bank Financial Intermediation Oversight,4,5.79203,Higher Capital and Liquidity Buffers
2445,FR006,Inclusive Finance and Household Balance Sheet Resilience,5,5.61894,Higher Capital and Liquidity Buffers
2445,FR002,Expanded Systemwide Stress Testing,6,5.61751,Higher Capital and Liquidity Buffers
2446,FR003,Resolution Planning and Bail-In Readiness,1,6.11726,Resolution Planning and Bail-In Readiness
2446,FR002,Expanded Systemwide Stress Testing,2,5.99291,Resolution Planning and Bail-In Readiness
2446,FR001,Higher Capital and Liquidity Buffers,3,5.86964,Resolution Planning and Bail-In Readiness
2446,FR004,Payment and Clearing Infrastructure Hardening,4,5.62499,Resolution Planning and Bail-In Readiness
2446,FR005,Non-Bank Financial Intermediation Oversight,5,5.3969,Resolution Planning and Bail-In Readiness
2446,FR006,Inclusive Finance and Household Balance Sheet Resilience,6,5.28993,Resolution Planning and Bail-In Readiness
2447,FR003,Resolution Planning and Bail-In Readiness,1,6.12103,Resolution Planning and Bail-In Readiness
2447,FR004,Payment and Clearing Infrastructure Hardening,2,6.07634,Resolution Planning and Bail-In Readiness
2447,FR002,Expanded Systemwide Stress Testing,3,5.78143,Resolution Planning and Bail-In Readiness
2447,FR001,Higher Capital and Liquidity Buffers,4,5.61165,Resolution Planning and Bail-In Readiness
2447,FR006,Inclusive Finance and Household Balance Sheet Resilience,5,5.46759,Resolution Planning and Bail-In Readiness
2447,FR005,Non-Bank Financial Intermediation Oversight,6,5.30999,Resolution Planning and Bail-In Readiness
2448,FR004,Payment and Clearing Infrastructure Hardening,1,5.67603,Payment and Clearing Infrastructure Hardening
2448,FR001,Higher Capital and Liquidity Buffers,2,5.62265,Payment and Clearing Infrastructure Hardening
2448,FR006,Inclusive Finance and Household Balance Sheet Resilience,3,5.5962,Payment and Clearing Infrastructure Hardening
2448,FR003,Resolution Planning and Bail-In Readiness,4,5.55503,Payment and Clearing Infrastructure Hardening
2448,FR002,Expanded Systemwide Stress Testing,5,5.5264,Payment and Clearing Infrastructure Hardening
2448,FR005,Non-Bank Financial Intermediation Oversight,6,5.02666,Payment and Clearing Infrastructure Hardening
2449,FR001,Higher Capital and Liquidity Buffers,1,5.85037,Higher Capital and Liquidity Buffers
2449,FR004,Payment and Clearing Infrastructure Hardening,2,5.71732,Higher Capital and Liquidity Buffers
2449,FR002,Expanded Systemwide Stress Testing,3,5.69386,Higher Capital and Liquidity Buffers
2449,FR006,Inclusive Finance and Household Balance Sheet Resilience,4,5.64907,Higher Capital and Liquidity Buffers
2449,FR005,Non-Bank Financial Intermediation Oversight,5,5.5639,Higher Capital and Liquidity Buffers
2449,FR003,Resolution Planning and Bail-In Readiness,6,5.32182,Higher Capital and Liquidity Buffers
2450,FR006,Inclusive Finance and Household Balance Sheet Resilience,1,5.93056,Inclusive Finance and Household Balance Sheet Resilience
2450,FR003,Resolution Planning and Bail-In Readiness,2,5.91977,Inclusive Finance and Household Balance Sheet Resilience
2450,FR002,Expanded Systemwide Stress Testing,3,5.91649,Inclusive Finance and Household Balance Sheet Resilience
2450,FR004,Payment and Clearing Infrastructure Hardening,4,5.89097,Inclusive Finance and Household Balance Sheet Resilience
2450,FR001,Higher Capital and Liquidity Buffers,5,5.76728,Inclusive Finance and Household Balance Sheet Resilience
2450,FR005,Non-Bank Financial Intermediation Oversight,6,5.51929,Inclusive Finance and Household Balance Sheet Resilience
2451,FR001,Higher Capital and Liquidity Buffers,1,6.04081,Higher Capital and Liquidity Buffers
2451,FR002,Expanded Systemwide Stress Testing,2,5.90051,Higher Capital and Liquidity Buffers
2451,FR004,Payment and Clearing Infrastructure Hardening,3,5.6365,Higher Capital and Liquidity Buffers
2451,FR003,Resolution Planning and Bail-In Readiness,4,5.57532,Higher Capital and Liquidity Buffers
2451,FR005,Non-Bank Financial Intermediation Oversight,5,5.55589,Higher Capital and Liquidity Buffers
2451,FR006,Inclusive Finance and Household Balance Sheet Resilience,6,5.27085,Higher Capital and Liquidity Buffers
2452,FR004,Payment and Clearing Infrastructure Hardening,1,6.03138,Payment and Clearing Infrastructure Hardening
2452,FR003,Resolution Planning and Bail-In Readiness,2,5.6922,Payment and Clearing Infrastructure Hardening
2452,FR001,Higher Capital and Liquidity Buffers,3,5.6648,Payment and Clearing Infrastructure Hardening
2452,FR006,Inclusive Finance and Household Balance Sheet Resilience,4,5.64654,Payment and Clearing Infrastructure Hardening
2452,FR002,Expanded Systemwide Stress Testing,5,5.57194,Payment and Clearing Infrastructure Hardening
2452,FR005,Non-Bank Financial Intermediation Oversight,6,5.40055,Payment and Clearing Infrastructure Hardening
